"filed","application","calendar","section","street_number","street_name","borough","borough_code","block","lots","zoning_district","cb","project_description","status","decisions_url","date","postcode","latitude","longitude","council_district","bin","bbl","census_tract","nta","location_1"
"2002-04-24T00:00:00.000","Appeal","132-02-A","GCL 36","40","Aviston Street","Staten Island","5","4686","6","R3-2","3","Construction not fronting a mapped street, contrary to Section 36 General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/132-02-A.pdf","2003-03-25T00:00:00.000","10306","40.557658","-74.120289","50","5147679","5046860006","12805","SI0301","(40.557658, -74.120289)"
"2005-05-26T00:00:00.000","BZ","132-05-BZ","73-622","220","West End Avenue","Brooklyn","3","8724","158","R3-1","15","Special Permit (§73-622) to request a special permit to allow the enlargement of a single family residence which exceeds the allowable floor area and lot coverage per Z.R. §23-141, a rear yard less than the minimum per Z.R. §23-47 and a perimeter wall height greater than the maximum per Z.R. §23-31. The premise is located in an R3-1 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/132-05-BZ.pdf","2006-07-18T00:00:00.000","11235","40.576203","-73.952753","48","3245752","3087240158","61002","BK1303","(40.576203, -73.952753)"
"2008-04-24T00:00:00.000","Appeal","132-08-A","GCL 36","30","Gallant Loop","Staten Island","5","6517","124","R3X (SSRD)","3","Proposed construction of twelve homes not fronting a legally mapped street contrary to General City Law Section 36. R3x (SSRD) Series - 121-08-A thru 132-08-A.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/132-08-A.pdf","2008-11-18T00:00:00.000",,,,,"5000000","5065170100",,,
"2007-05-21T00:00:00.000","BZ","134-07-BZ","72-21","1509","Cooper Avenue","Queens","4","3542","92","M1-4","5","Variance (§72-21) to allow a residential use in a manufacturing district, contrary to use regulations (§42-00).  M1-4 zoning district.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/134-07-BZ.pdf","2010-11-23T00:00:00.000","11385","40.69252","-73.902691","34","4000000","4035420001","559","QN0502","(40.69252, -73.902691)"
"2007-04-03T00:00:00.000","SOC","135-67-BZ","Extension of Term","2063/91","Ralph Avenue","Brooklyn","3","8339","1","R3-2","18","Extension of Term of a gasoline service station with minor auto repairs (Exxon) for 10 years which will expire on October 11, 2007 in an R3-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/135-67-BZ.pdf","2007-06-19T00:00:00.000",,,,,,,,,
"2001-03-06T00:00:00.000","SOC","137-85-BZII","Amendment","40-27/33","215 Place","Queens","4","6303","20","R3-2","11","Reopening to amend a previously approved application.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/137-85-BZII.pdf","2001-06-26T00:00:00.000",,,,,,,,,
"2000-05-19T00:00:00.000","BZ","138-00-BZ","73-622","1340","East 23rd Street","Brooklyn","3","7658","68","R2","14","Special permit (§73-622) Proposed enlargement to an existing one family dwelling (UG2).","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/138-00-BZ.pdf","2000-12-19T00:00:00.000","11210","40.617835","-73.951964","44","3254451","3076580068","758","BK1403","(40.617835, -73.951964)"
"1999-09-17T00:00:00.000","SOC","139-84-BZ","Extension of Term","1887","Victory Boulevard","Staten Island","5","373","25","C2-1 IN R3","1","Reopening for an Extension of Term of special pennit which expires January 22, 2000.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/139-84-BZ.pdf","2000-01-11T00:00:00.000","10314","40.612794","-74.126688","50","5010514","5003730025","151","SI0105","(40.612794, -74.126688)"
"2009-01-26T00:00:00.000","BZ","14-09-BZ","73-211","2294","Forest Avenue","Staten Island","5","1685","15,20","C2-1/R3-2","1","Special Permit (§73-211) to allow an automotive service station with an accessory convenience store and automotive laundry (UG 16B). C2-1/R3-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/14-09-BZ.pdf","2010-08-24T00:00:00.000","10303","40.627294","-74.166217","49","5000000","5016850020","30302","SI0107","(40.627294, -74.166217)"
"2018-02-26T00:00:00.000","LSC","143-11-AII","LSC","20","Harborlights Court","Staten Island","5","615","36","R-2","1","Request for a Letter of Substantial Compliance","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/143-11-AII.pdf","2019-01-31T00:00:00.000","10301","40.621509","-74.08788","49",,,"33","SI0104","(40.621509, -74.08788)"
"2015-07-06T00:00:00.000","Appeal","144-15-A","GCL 36","207","Cheevers Lane","Staten Island","5","7792","0311","R1-2","3","Proposed construction for fifteen single family residential homes not fronting on a legally mapped street, pursuant to Article 3 Section 36 of the General City Law, located within an R1-2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/144-15-A.pdf","2016-03-22T00:00:00.000","10307","40.5129","-74.233242","51","5000000","5077920311","24401","SI0305","(40.5129, -74.233242)"
"2018-02-26T00:00:00.000","LSC","146-11-AII","LSC","40","Harborlights Court","Staten Island","5","615","37","R-2","1","Request for a Letter of Substantial Compliance","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/146-11-AII.pdf","2019-01-31T00:00:00.000","10301","40.621611","-74.087721","49","5000000","5006150036","33","SI0104","(40.621611, -74.087721)"
"2016-11-04T00:00:00.000","LSC","153-08-AII","LSC","156","Forest Avenue","Staten Island","5","869","54","R1-2 (NA-1)","2","Request for a Letter of Substantial Compliance.","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/153-08-AII.pdf","2017-01-20T00:00:00.000","10301","40.631473","-74.09459","49",,,"5902","SI0104","(40.631473, -74.09459)"
"2004-04-09T00:00:00.000","BZ","154-04-BZ","72-21","63","Rapeleye Street","Brooklyn","3","363","48","M1-1","6","Variance (§72-21) to permit the proposed construction of a four family dwelling, Use Group 2, located in M1-1 zoning district, is contrary to Z.R.§42-10.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/154-04-BZ.pdf","2005-12-13T00:00:00.000",,,,,,,,,
"2014-07-02T00:00:00.000","BZ","155-14-BZ","72-21","95 + 105","Ridgeway Avenue","Staten Island","5","2610","150","M1","2","Variance (§72-21) to permit two proposed self-storage warehouses (UG 16) in an M1-1 zoning district with access provided through an R3-2 zoning district.","Dismissed","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/155-14-BZ.pdf","2018-01-18T00:00:00.000",,,,,,,,,
"2017-11-14T00:00:00.000","LSC","160-06-BZII","LSC","2191","Richmond Avenue","Staten Island","5","2361","0001","2","2","Request for Letter of Substantial Compliance","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/160-06-BZII.pdf","2018-03-16T00:00:00.000","10314","40.594115","-74.162065","51","5162340","5023610001","27706","SI0204","(40.594115, -74.162065)"
"2007-01-12T00:00:00.000","BZ","16-07-BZ","73-44","2614 Halperin",,"Bronx","2","4074","11","M1-1/R6","4","Special Permit (§73-44) to permit a reduction in required parking for a Use Group 4A ambulatory and diagnostic treatment center located in M1-1 and C1-2 (R2) zoning districts.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/16-07-BZ.pdf","2007-12-11T00:00:00.000",,,,,,,,,
"2012-05-31T00:00:00.000","Appeal","162-12-A","Administrative Appeal","49-21","Astoria Boulevard North","Queens","4","1000","19","R4","1","Appeal from Department of Buildings' determination that sign is not entitled to continue non-conforming use status as advertising sign, pursuant to Z.R.§52-731.  R4 zoning district.","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/162-12-A.pdf","2013-02-05T00:00:00.000","11370","40.767706","-73.901299","22",,,"137","QN0101","(40.767706, -73.901299)"
"2005-05-23T00:00:00.000","SOC","163-63-BZ","MDL","125/131","West 58th Street","Manhattan","1","1011","75","R10/C5-1","5","Extension of Term/Waiver of a variance for the continued use of transient parking of unused spaces located in the garage of a multiple dwelling. The premise is located in a R-10/C5-1 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/163-63-BZ.pdf","2005-09-20T00:00:00.000",,,,,,,,,
"2018-07-13T00:00:00.000","Appeal","164-14-AII","Compliance Hearing","504","Canal Street","Manhattan","1","595","39","C6-2A","1","Compliance Hearing","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/164-14-AII.pdf","2019-08-13T00:00:00.000","10013","40.724842","-74.009532","1","1010333","1005950039","39","MN0102","(40.724842, -74.009532)"
"2003-05-22T00:00:00.000","SOC","168-03-A","GCL 36","12","Walton Avenue","Staten Island","5","2647","7","M-1-1","3","Proposed contractor's establishment and warehouse, not fronting on a legally mapped street, is contrary to Section 36, Article 3 of the General City Law.","Dismissed","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/168-03-A.pdf","2003-12-10T00:00:00.000",,,,,,,,,
"2018-03-23T00:00:00.000","LSC","168-15-BZII","LSC","58","Grattan Street","Brooklyn","3","3008","0015","M1-1","1","Request for a Letter of Substantial Compliance.","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/168-15-BZII.pdf","2018-05-23T00:00:00.000","11237","40.705781","-73.93088","34","3070690","3030080015","453","BK0104","(40.705781, -73.93088)"
"2016-05-18T00:00:00.000","Appeal","17-05-AIII","Extension of Time","3329/3333","Giles Place","Bronx","2","3258","5","R4A","8","Extension of Time to Complete Construction under the prior R6 zoning district.  R4A zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/17-05-AIII.pdf","2016-11-01T00:00:00.000",,,,,,,,,
"2011-10-28T00:00:00.000","Appeal","171-11-A","Common Law Vesting","318","Lafayette Street","Manhattan","1","522","24","M1-5B","2","Appeal seeking a common law vested right for a sign under the prior zoning regulations, which were amended on February 27, 2001.  M1-5B","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/171-11-A.pdf","2012-01-24T00:00:00.000","10012","40.725408","-73.995083","2","1008215","1005220024","5502","MN0202","(40.725408, -73.995083)"
"2012-06-08T00:00:00.000","Appeal","174-12-A","Administrative Appeal",,"I-95 & Hutchinson Parkway","Bronx","2","4411","1","R3-2","11","Appeal challenging the Department of Building's determination that signs located on railroad properties are subject to New York City signage regulation.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/174-12-A.pdf","2013-01-29T00:00:00.000",,,,,,,,,
"2000-07-06T00:00:00.000","Appeal","175-00-A","GCL 35","95-03","Allendale Street","Queens","4","10008","47","R5","12","Legalization of an existing two family dwelling, located within the bed of a mapped street is contrary to Section 35 General City Law","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/175-00-A.pdf","2000-12-05T00:00:00.000","11435","40.697381","-73.808847","27","4458744","4100080047","208","QN1201","(40.697381, -73.808847)"
"2012-06-08T00:00:00.000","Appeal","176-12-A","Administrative Appeal",,"Bruckner Boulevard & Hunt","Bronx","2","2734","30","M1-2 (HP)","2","Appeal challenging the Department of Building's determination that signs located on railroad properties are subject to New York City signage regulation.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/176-12-A.pdf","2013-01-29T00:00:00.000",,,,,,,,,
"2001-04-30T00:00:00.000","Appeal","177-01-A","GCL 35","6","Beard Street","Staten Island","5","2370","5","R3-2","2","Proposed construction within a bed of a mapped street, contrary to Section 35, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/177-01-A.pdf","2002-07-23T00:00:00.000",,,,,,,,,
"2012-06-08T00:00:00.000","Appeal","177-12-A","Administrative Appeal",,"Bruckner Boulevard & Hunt","Bronx","2","2734","30","M1-2 (HP)","2","Appeal challenging the Department of Building's determination that signs located on railroad properties are subject to New York City signage regulation.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/177-12-A.pdf","2013-01-29T00:00:00.000",,,,,,,,,
"2012-06-08T00:00:00.000","Appeal","178-12-A","Administrative Appeal",,"Bruckner Expressway N/O 1","Bronx","2","2730","101","M1-2","2","Appeal challenging the Department of Building's determination that signs located on railroad properties are subject to New York City signage regulation.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/178-12-A.pdf","2013-01-29T00:00:00.000",,,,,,,,,
"2002-05-28T00:00:00.000","BZ","181-02-BZ","72-21","2100","Bartow Avenue","Bronx","2","4795","21","R4","12","Variance (§72-21) to permit the proposed erection and maintenance of a one story car wash facility, Use Group 16, located in an R4 zoning district, which is contrary to Z.R. §22 00.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/181-02-BZ.pdf","2003-07-22T00:00:00.000","10475","40.869426","-73.82574","12","2128425","2051410810","46205","BX1004","(40.869426, -73.82574)"
"2001-04-30T00:00:00.000","Appeal","184-01-A","GCL 35","20","Monahan Avenue","Staten Island","5","2370","5","R3-2","2","Proposed construction within a bed of a mapped street, contrary to Section 35, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/184-01-A.pdf","2002-07-23T00:00:00.000","10314","40.587671","-74.147429","51",,,"27704","SI0204","(40.587671, -74.147429)"
"2013-06-20T00:00:00.000","Appeal","184-13-A","GCL 36","114","Pearl Street","Staten Island","5","611","p/0 10","R2(HS)","1","Proposed construction of family dwelling not fronting on a legally mapped street contrary to GCL 36. R2HS","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/184-13-A.pdf","2017-02-28T00:00:00.000",,,,,,,,,
"2012-06-11T00:00:00.000","Appeal","186-12-A","Administrative Appeal",,"Major Deegan","Bronx","2",,,"M1-1",,"Appeal challenging Department of Buildings’ determination that multiple signs located on railroad
properties are subject to the NYC Zoning Resolution.","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/186-12-A.pdf","2013-01-29T00:00:00.000",,,,,,,,,
"2003-06-06T00:00:00.000","BZ","187-03-BZ","73-125","214-02","24th Avenue","Queens","4","6001","55","R2","11","Special Permit (§73-125) to permit in an R-2 zoning district, the operation of a medical office (Use Group 4).","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/187-03-BZ.pdf","2003-10-21T00:00:00.000","11360","40.779461","-73.775335","19","4133595","4060010055","99703","QN0703","(40.779461, -73.775335)"
"2014-08-15T00:00:00.000","BZ","188-14-BZ","72-21","73","Longstreet Avenue","Bronx","2","5522","154","C3A/LDGM","10","Variance (§72-21) to allow for the development of five two family homes to be sub-divided in five zoning lots located within a C3A/LDGM zoning district.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/188-14-BZ.pdf","2017-07-31T00:00:00.000","10465","40.814631","-73.803359","13","2000000","2055240158","118","BX1002","(40.814631, -73.803359)"
"2001-04-30T00:00:00.000","Appeal","189-01-A","GCL 35","6","Monahan Avenue","Staten Island","5","2370","5","R3-2","2","Proposed construction within a bed of a mapped street, contrary to Section 35, Article 3 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/189-01-A.pdf","2002-07-23T00:00:00.000","10314","40.587509","-74.147155","51",,,"27704","SI0204","(40.587509, -74.147155)"
"1999-04-23T00:00:00.000","BZ","190-98-BZII","Remand","796","Kent Avenue","Brooklyn","3","1833","27","M1-2",,"Remand from the NYS Supreme court on June 25, 1999.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/190-98-BZII.pdf","1999-11-16T00:00:00.000","11205","40.697349","-73.959974","33","3394663","3018837505","1237","BK0301","(40.697349, -73.959974)"
"1998-04-23T00:00:00.000","SOC","193-98-II","Remand","45/49","Taaffe Place","Brooklyn","3","1833","115","M1-2","3","Remanded from the NYS Supreme Court on June 25, 1999.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/193-98-II.pdf","1999-11-16T00:00:00.000",,,,,,,,,
"2010-10-26T00:00:00.000","BZY","195-10-BZY","11-332","38-28","27th Street","Queens","4","387","31","M1-2/R5B","1","Extension of time (§11-332) to complete construction of a minor development commenced under the prior M1-3D zoning. M1-2/R5B zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/195-10-BZY.pdf","2011-07-12T00:00:00.000","11101","40.75503","-73.935388","26","4539428","4003870031","31","QN0105","(40.75503, -73.935388)"
"2000-02-02T00:00:00.000","Appeal","20-00-A","GCL 35","55","Brookside Loop","Staten Island","5","7022","33","R3-2 (SRD)","3","Proposed construction in the bed of a mapped street is contrary to Article III, Section 35 of the General City Law.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/20-00-A.pdf","2000-09-12T00:00:00.000","10309","40.539283","-74.214791","51","5163652","5070220035","20803","SI0304","(40.539283, -74.214791)"
"2009-06-29T00:00:00.000","Appeal","201-09-A","GCL 36","159","Roswell Avenue","Queens","4","2641","62","R3A & R3-2","2","Proposed construction of 15, two-story, one family homes not fronting on a mapped street, contrary to General City Law Section 36.  R3A /R3-2 Zoning District.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/201-09-A.pdf","2010-02-23T00:00:00.000",,,,,,,,,
"2017-09-20T00:00:00.000","LSC","2016-4249-BZII","LSC","2420","Amsterdam Avenue","Manhattan","1","2152","0077,0083","C8-3/R7-2","12","Request for a Letter of Substantial Compliance.","Approved","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2016-4249-BZII.pdf","2017-10-24T00:00:00.000","10033","40.847552","-73.931315","10","1090803","1021520083","269","MN1202","(40.847552, -73.931315)"
"2016-12-06T00:00:00.000","Appeal","2016-4456-A","GCL 36","356","Fourberie Lane","Staten Island","5","3019","454","R3-2","1","Proposed construction of a single family residence, not fronting on a legally mapped street, contrary to General City Law 36.  R3-2 zoning district. Mount Manresa","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2016-4456-A.pdf","2020-02-25T00:00:00.000",,,,,,,,,
"2017-05-15T00:00:00.000","Appeal","2017-147-A","Administrative Appeal","71-12","Main Street","Queens","4","6619","132","C1-2/R4","8","Appeal of a NYC Department of Buildings denial.","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-147-A.pdf","2023-03-14T00:00:00.000","11367","40.727645","-73.822258","24","4143347","4066190132","77902","QN0801","(40.727645, -73.822258)"
"2019-12-04T00:00:00.000","LSC","2017-190-BZII","LSC","23-11","31st Road","Queens","4","569","0017","R6B","1","Request for a Letter of Substantial Complaince","Decision","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-190-BZII.pdf","2020-01-24T00:00:00.000","11106","40.765808","-73.928818","22","4619746","4005690017","75","QN0103","(40.765808, -73.928818)"
"2017-06-07T00:00:00.000","BZ","2017-204-BZ","72-21","124-14","20th Avenue","Queens","4","4169","21","R4A","7","Variance (§72-21) to permit the enlargement of a non-conforming Automotive Repair Facility (UG 16B) contrary to ZR §52-22 .  R4A zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-204-BZ.pdf","2018-03-27T00:00:00.000","11356","40.781679","-73.843891","19","4099254","4041690021","925","QN0701","(40.781679, -73.843891)"
"2020-02-03T00:00:00.000","SOC","2017-257-BZII","Common Law Vesting","159","North 4th Street","Brooklyn","3","2344","7503","M1-2/R6B","1","Extension of Time to Obtain a Certificate of Occupancy.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-257-BZII.pdf","2021-01-28T00:00:00.000","11211","40.715744","-73.958805","34","3062332","3023447503","553","BK0102","(40.715744, -73.958805)"
"2017-01-27T00:00:00.000","Appeal","2017-26-A","Administrative Appeal","3093","Casler Place","Bronx","2","5229","488","R3-1","10","Interpretative Appeal challenging the Department of Buildings determination.","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-26-A.pdf","2018-03-27T00:00:00.000","10465","40.810665","-73.80367","13","2126095","2055290488","118","BX1002","(40.810665, -73.80367)"
"2017-11-20T00:00:00.000","BZ","2017-302-BZ","64-92","174A & 176A","Beach 111 Street","Queens","4","16183","0062","R4","14","Special Permit (§64-92) to waive bulk regulations for the replacement of homes damaged/destroyed by Hurricane Sandy, on properties which are registered in the NYC Build it Back Program. R4 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-302-BZ.pdf","2017-12-05T00:00:00.000",,,,,,,,,
"2017-02-17T00:00:00.000","BZ","2017-47-BZ","73-622","1052","East 22nd Street","Brooklyn","3","7585","77","R2","14","Special Permit (§73-622) for the enlargement of an existing single family home contrary to floor area and open space (ZR §23-142); side yard (ZR §23-461) and less than the required rear yard (ZR §23-47). R2 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2017-47-BZ.pdf","2018-11-20T00:00:00.000","11210","40.626658","-73.95458","45","3206672","3075850077","762","BK1403","(40.626658, -73.95458)"
"2018-07-03T00:00:00.000","Appeal","2018-105-A","GCL 35","150-87","Clintonville Court","Queens","4","4699","22","R3-1","7","Proposed construction of a two story, two family building located within the bed of a mapped street, contrary to General City Law Section 35. R3-1 zoning district.","Withdrawn","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2018-105-A.pdf","2022-01-10T00:00:00.000",,,,,"4000000","4047010028",,,
"2018-10-15T00:00:00.000","BZ","2018-163-BZ","64-92","123","East 6th Road","Queens","4","15400","0005","R3A","4","Special Permit (§64-92) to waive bulk regulations for the replacement of homes damaged/destroyed by Hurricane Sandy, on properties which are registered in the NYC Build it Back Program.R3A zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2018-163-BZ.pdf","2018-10-23T00:00:00.000","11693","40.608781","-73.816707","32","4297258","4154000005","107201","QN1403","(40.608781, -73.816707)"
"2019-07-01T00:00:00.000","BZ","2019-184-BZ","73-19","45-20","83rd Street","Queens","4","1536","223, 80","M1-1","4","Special Permit (§73-19) to permit a school (The Renaissance Charter School) contrary to ZR §42-10.  M1-1 zoning district.","Granted","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-184-BZ.pdf","2020-06-29T00:00:00.000","11373","40.741154","-73.881556","25","4038418","4015360223","485","QN0401","(40.741154, -73.881556)"
"2019-01-04T00:00:00.000","Appeal","2019-1-A","GCL 36","7","Nello Court","Staten Island","5","7826","215","R3X","5","Proposed construction of a two-family, two-story detached home not fronting on a mapped street contrary to General City Law §36.  R3X Special South Richmond District.","Denied","https://www1.nyc.gov/assets/bsa/downloads/pdf/decisions/2019-1-A.pdf","2019-09-17T00:00:00.000",,,,,,,,,
