Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
58627399,08/27/2023 02:04:22 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,2425 EAST   27 STREET,EAST   27 STREET,AVENUE X,AVENUE Y,AVENUE X,AVENUE Y,ADDRESS,BROOKLYN,EAST   27 STREET,,In Progress,,,,15 BROOKLYN,3074220864,BROOKLYN,999985,155257,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.592806831941736,-73.94334356936687,"(40.592806831941736, -73.94334356936687)"
58632424,08/27/2023 02:03:43 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,2041 PACIFIC STREET,PACIFIC STREET,KINGSBOROUGH    7 WALK,HOWARD AVENUE,KINGSBOROUGH    7 WALK,HOWARD AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,,In Progress,,,08/27/2023 02:46:13 AM,16 BROOKLYN,3014310037,BROOKLYN,1006359,185590,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67605082576118,-73.92029357452721,"(40.67605082576118, -73.92029357452721)"
58629948,08/27/2023 02:02:43 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,1545 MYRTLE AVENUE,MYRTLE AVENUE,LINDEN STREET,GATES AVENUE,LINDEN STREET,GATES AVENUE,ADDRESS,BROOKLYN,MYRTLE AVENUE,,In Progress,,,,04 BROOKLYN,3033370006,BROOKLYN,1008259,194072,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.699327009277525,-73.91341355362138,"(40.699327009277525, -73.91341355362138)"
58625048,08/27/2023 02:00:40 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,59 PALMETTO STREET,PALMETTO STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,PALMETTO STREET,,In Progress,,,,04 BROOKLYN,3033400144,BROOKLYN,1006547,190973,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69082545589196,-73.91959799280525,"(40.69082545589196, -73.91959799280525)"
58629985,08/27/2023 02:00:34 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,132 IRVING AVENUE,IRVING AVENUE,HART STREET,DEKALB AVENUE,HART STREET,DEKALB AVENUE,ADDRESS,BROOKLYN,IRVING AVENUE,,In Progress,,,,04 BROOKLYN,3032360032,BROOKLYN,1006088,195376,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70291180642886,-73.92123885035765,"(40.70291180642886, -73.92123885035765)"
58625040,08/27/2023 02:00:32 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,1141 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,,In Progress,,,,04 BROOKLYN,3031970034,BROOKLYN,1005030,195033,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.701972900003376,-73.92505570023009,"(40.701972900003376, -73.92505570023009)"
58631576,08/27/2023 02:00:31 AM,08/27/2023 02:01:02 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11210,984 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   38 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 02:01:07 AM,18 BROOKLYN,3075830058,BROOKLYN,1000975,169168,PHONE,Unspecified,BROOKLYN,,,,,,,,40.630987840370054,-73.93974445958112,"(40.630987840370054, -73.93974445958112)"
58625029,08/27/2023 02:00:28 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,129 EAST   51 STREET,EAST   51 STREET,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,EAST   51 STREET,,In Progress,,,08/27/2023 02:12:02 AM,17 BROOKLYN,3046050054,BROOKLYN,1003631,179421,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65912469293102,-73.93014617482193,"(40.65912469293102, -73.93014617482193)"
58628657,08/27/2023 01:59:48 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11219,1174 65 STREET,65 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,65 STREET,,In Progress,,,08/27/2023 02:27:25 AM,10 BROOKLYN,3057520037,BROOKLYN,983018,167976,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.627731754961566,-74.00443833771378,"(40.627731754961566, -74.00443833771378)"
58626254,08/27/2023 01:58:34 AM,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11236,8 PAERDEGAT SECOND STREET,PAERDEGAT SECOND STREET,PAERDEGAT AVENUE NORTH,EAST   80 STREET,PAERDEGAT AVENUE NORTH,EAST   80 STREET,ADDRESS,BROOKLYN,PAERDEGAT    2 STREET,,In Progress,,,08/27/2023 02:31:53 AM,18 BROOKLYN,3080300011,BROOKLYN,1008664,169518,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.631930661561064,-73.91204187278151,"(40.631930661561064, -73.91204187278151)"
58631176,08/27/2023 01:57:56 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,719 47 STREET,47 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,47 STREET,,In Progress,,,08/27/2023 02:40:38 AM,07 BROOKLYN,3007590069,BROOKLYN,983266,173817,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64376408814639,-74.00354575785386,"(40.64376408814639, -74.00354575785386)"
58629999,08/27/2023 01:57:45 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,1040 UNION STREET,UNION STREET,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,UNION STREET,,In Progress,,,08/27/2023 02:14:29 AM,09 BROOKLYN,3012730019,BROOKLYN,996070,183228,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66958738422389,-73.95739117288831,"(40.66958738422389, -73.95739117288831)"
58623800,08/27/2023 01:57:08 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,11 FANCHON PLACE,FANCHON PLACE,HIGHLAND BOULEVARD,BUSHWICK AVENUE,HIGHLAND BOULEVARD,BUSHWICK AVENUE,ADDRESS,BROOKLYN,FANCHON PLACE,,In Progress,,,,05 BROOKLYN,3034830016,BROOKLYN,1012298,186763,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67925361849992,-73.89887767981175,"(40.67925361849992, -73.89887767981175)"
58632421,08/27/2023 01:57:08 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,3804 AVENUE T,AVENUE T,EAST   38 STREET,RYDER STREET,EAST   38 STREET,RYDER STREET,ADDRESS,BROOKLYN,AVENUE T,,In Progress,,,08/27/2023 02:33:38 AM,18 BROOKLYN,3085380037,BROOKLYN,1004260,161208,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60913249366452,-73.92793311310324,"(40.60913249366452, -73.92793311310324)"
58627538,08/27/2023 01:56:46 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,164 IRVING AVENUE,IRVING AVENUE,STOCKHOLM STREET,STANHOPE STREET,STOCKHOLM STREET,STANHOPE STREET,ADDRESS,BROOKLYN,IRVING AVENUE,,In Progress,,,,04 BROOKLYN,3032580029,BROOKLYN,1006441,195112,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70218631045002,-73.91996658765233,"(40.70218631045002, -73.91996658765233)"
58626778,08/27/2023 01:56:08 AM,08/27/2023 02:01:56 AM,NYPD,New York City Police Department,Drinking,Underage - Licensed Est,Club/Bar/Restaurant,11206,251 BUSHWICK AVENUE,BUSHWICK AVENUE,MONTROSE AVENUE,JOHNSON AVENUE,MONTROSE AVENUE,JOHNSON AVENUE,ADDRESS,BROOKLYN,BUSHWICK AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,08/27/2023 02:02:02 AM,01 BROOKLYN,3030640001,BROOKLYN,1000947,196992,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.707358538866366,-73.93977641875944,"(40.707358538866366, -73.93977641875944)"
58625004,08/27/2023 01:55:56 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11208,3028 FULTON STREET,FULTON STREET,LINWOOD STREET,ESSEX STREET,LINWOOD STREET,ESSEX STREET,ADDRESS,BROOKLYN,FULTON STREET,,In Progress,,,,05 BROOKLYN,3039560050,BROOKLYN,1016669,187195,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.680424430505866,-73.88311671781527,"(40.680424430505866, -73.88311671781527)"
58631568,08/27/2023 01:55:25 AM,08/27/2023 01:59:23 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11210,984 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   38 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:59:26 AM,18 BROOKLYN,3075830058,BROOKLYN,1000975,169168,PHONE,Unspecified,BROOKLYN,,,,,,,,40.630987840370054,-73.93974445958112,"(40.630987840370054, -73.93974445958112)"
58626340,08/27/2023 01:55:23 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232,874 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,,In Progress,,Your complaint has been received by the Police Department and additional information will be available later.,08/27/2023 02:27:53 AM,12 BROOKLYN,3009250037,BROOKLYN,984927,174153,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64468636458384,-73.9975604560498,"(40.64468636458384, -73.9975604560498)"
58625063,08/27/2023 01:52:57 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11210,121 KENILWORTH PLACE,KENILWORTH PLACE,GLENWOOD ROAD,HILLEL PLACE,GLENWOOD ROAD,HILLEL PLACE,ADDRESS,BROOKLYN,KENILWORTH PLACE,,In Progress,,,08/27/2023 02:14:37 AM,14 BROOKLYN,3075570015,BROOKLYN,998329,169949,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63313612031432,-73.94927563270367,"(40.63313612031432, -73.94927563270367)"
58629476,08/27/2023 01:52:24 AM,08/27/2023 02:06:21 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,BROOKLYN AVENUE,BROOKLYN AVENUE,BROOKLYN AVENUE,CORTELYOU ROAD,BROOKLYN AVENUE,CORTELYOU ROAD,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 02:06:27 AM,17 BROOKLYN,,BROOKLYN,1000038,174140,PHONE,Unspecified,BROOKLYN,,,,,,,,40.644636636065776,-73.94310857624346,"(40.644636636065776, -73.94310857624346)"
58626310,08/27/2023 01:50:58 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,947 EAST   98 STREET,EAST   98 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   98 STREET,,In Progress,,,08/27/2023 02:31:38 AM,18 BROOKLYN,3081480007,BROOKLYN,1010980,175276,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6477284439159,-73.90367504270277,"(40.6477284439159, -73.90367504270277)"
58630629,08/27/2023 01:48:51 AM,08/27/2023 02:04:02 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,29 EAST   31 STREET,EAST   31 STREET,CHURCH AVENUE,SNYDER AVENUE,CHURCH AVENUE,SNYDER AVENUE,ADDRESS,BROOKLYN,EAST   31 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 02:04:07 AM,17 BROOKLYN,3048850054,BROOKLYN,998540,176117,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65006561623987,-73.94850236959708,"(40.65006561623987, -73.94850236959708)"
58628102,08/27/2023 01:47:04 AM,08/27/2023 02:02:23 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11224,3112 BAY VIEW AVENUE,BAY VIEW AVENUE,NEPTUNE AVENUE,,NEPTUNE AVENUE,,ADDRESS,BROOKLYN,BAY VIEW AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 02:02:27 AM,13 BROOKLYN,3069640002,BROOKLYN,984823,149856,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.577996109228,-73.99793727781298,"(40.577996109228, -73.99793727781298)"
58625089,08/27/2023 01:46:36 AM,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11249,60 DIVISION AVENUE,DIVISION AVENUE,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,DIVISION AVENUE,,In Progress,,,,01 BROOKLYN,3021660001,BROOKLYN,993591,196919,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7071689944868,-73.96630850797419,"(40.7071689944868, -73.96630850797419)"
58623438,08/27/2023 01:46:17 AM,08/27/2023 01:57:26 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11204,20 AVENUE,20 AVENUE,20 AVENUE,72 STREET,20 AVENUE,72 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:57:32 AM,11 BROOKLYN,,BROOKLYN,987033,162450,PHONE,Unspecified,BROOKLYN,,,,,,,,40.612563684194285,-73.98997639016689,"(40.612563684194285, -73.98997639016689)"
58626598,08/27/2023 01:45:00 AM,08/27/2023 01:57:56 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,1620 EAST   51 STREET,EAST   51 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   51 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:58:02 AM,18 BROOKLYN,,BROOKLYN,1004775,165423,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62070061525268,-73.92606550626726,"(40.62070061525268, -73.92606550626726)"
58623754,08/27/2023 01:44:40 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,120 EATON COURT,EATON COURT,CYRUS AVENUE,BARTLETT PLACE,CYRUS AVENUE,BARTLETT PLACE,ADDRESS,BROOKLYN,EATON COURT,,In Progress,,,,15 BROOKLYN,3089140450,BROOKLYN,1005142,154251,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59003490907617,-73.92477806935626,"(40.59003490907617, -73.92477806935626)"
58625909,08/27/2023 01:44:32 AM,08/27/2023 01:57:54 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11229,3074 GERRITSEN AVENUE,GERRITSEN AVENUE,LOIS AVENUE,DEAD END,LOIS AVENUE,DEAD END,ADDRESS,BROOKLYN,GERRITSEN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:57:59 AM,15 BROOKLYN,3088451926,BROOKLYN,1006859,153133,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.586962010220994,-73.9185997314897,"(40.586962010220994, -73.9185997314897)"
58623157,08/27/2023 01:42:58 AM,08/27/2023 01:56:44 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,315 87 STREET,87 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,87 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,08/27/2023 01:56:47 AM,10 BROOKLYN,3060440072,BROOKLYN,975733,166099,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.622575775234836,-74.03068052190352,"(40.622575775234836, -74.03068052190352)"
58623223,08/27/2023 01:42:10 AM,08/27/2023 01:49:16 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,1399 DEAN STREET,DEAN STREET,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,DEAN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,08/27/2023 01:49:21 AM,08 BROOKLYN,3012090053,BROOKLYN,1000176,185745,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67648954861788,-73.94258388898388,"(40.67648954861788, -73.94258388898388)"
58629389,08/27/2023 01:41:52 AM,08/27/2023 01:48:11 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11210,1012 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   38 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:48:16 AM,18 BROOKLYN,3075830070,BROOKLYN,1000990,168993,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63050747412495,-73.93969085282664,"(40.63050747412495, -73.93969085282664)"
58629987,08/27/2023 01:41:49 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11217,417 BALTIC STREET,BALTIC STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,BALTIC STREET,,In Progress,,,08/27/2023 02:20:09 AM,06 BROOKLYN,3003920001,BROOKLYN,987347,188361,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68368365948991,-73.98883355097813,"(40.68368365948991, -73.98883355097813)"
58627907,08/27/2023 01:41:25 AM,08/27/2023 01:48:55 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11210,984 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   38 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,08/27/2023 01:48:59 AM,18 BROOKLYN,3075830058,BROOKLYN,1000975,169168,PHONE,Unspecified,BROOKLYN,,,,,,,,40.630987840370054,-73.93974445958112,"(40.630987840370054, -73.93974445958112)"
58626323,08/27/2023 01:41:00 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11236,AVENUE L,AVENUE L,AVENUE L,EAST   98 STREET,AVENUE L,EAST   98 STREET,INTERSECTION,,,,In Progress,,,08/27/2023 02:31:25 AM,18 BROOKLYN,,BROOKLYN,1013582,172212,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63931019339082,-73.89431173506576,"(40.63931019339082, -73.89431173506576)"
58628782,08/27/2023 01:39:56 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,1258 EAST   95 STREET,EAST   95 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST   95 STREET,,In Progress,,,08/27/2023 02:12:39 AM,18 BROOKLYN,3082210048,BROOKLYN,1012023,172605,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64039391924848,-73.89992745874073,"(40.64039391924848, -73.89992745874073)"
58627565,08/27/2023 01:39:43 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,590 BUSHWICK AVENUE,BUSHWICK AVENUE,ARION PLACE,MELROSE STREET,ARION PLACE,MELROSE STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,,In Progress,,,08/27/2023 02:27:00 AM,04 BROOKLYN,3031500031,BROOKLYN,1002308,193856,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69874828449676,-73.93487590631116,"(40.69874828449676, -73.93487590631116)"
58627511,08/27/2023 01:38:52 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11206,584 BUSHWICK AVENUE,BUSHWICK AVENUE,ARION PLACE,MELROSE STREET,ARION PLACE,MELROSE STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,,In Progress,,,08/27/2023 02:24:13 AM,04 BROOKLYN,3031500029,BROOKLYN,1002267,193885,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69882796628015,-73.93502369044948,"(40.69882796628015, -73.93502369044948)"
