"dispatching_base_num","pickup_datetime","dropoff_datetime","pulocationid","dolocationid","sr_flag"
"B02888","2018-08-14T09:17:53.000","2018-08-14T09:32:56.000","157","92","1"
"B02888","2018-08-14T09:52:47.000","2018-08-14T09:55:45.000","213","213","1"
"B02888","2018-08-14T09:58:43.000","2018-08-14T10:14:31.000","213","32",
"B02888","2018-08-14T10:20:51.000","2018-08-14T10:34:26.000","3","174","1"
"B02888","2018-08-14T10:25:36.000","2018-08-14T10:56:34.000","254","119","1"
"B02888","2018-08-14T10:58:51.000","2018-08-14T11:47:01.000","119","140","1"
"B02888","2018-08-14T11:06:24.000","2018-08-14T11:20:20.000","247","247","1"
"B02888","2018-08-14T12:34:35.000","2018-08-14T12:45:24.000","260","146",
"B02888","2018-08-06T06:57:07.000","2018-08-06T07:06:05.000","37","225",
"B02888","2018-08-06T07:10:50.000","2018-08-06T07:17:10.000","61","37",
"B02888","2018-08-06T07:20:01.000","2018-08-06T07:46:19.000","225","97","1"
"B02888","2018-08-06T07:24:15.000","2018-08-06T07:38:59.000","225","49","1"
"B02888","2018-08-06T07:24:53.000","2018-08-06T07:45:48.000","225","97","1"
"B02888","2018-08-06T07:54:37.000","2018-08-06T08:04:14.000","66","189",
"B02888","2018-08-06T08:15:10.000","2018-08-06T09:20:04.000","97","163",
"B02888","2018-08-06T11:05:28.000","2018-08-06T11:24:13.000","138","179",
"B02888","2018-08-06T12:13:36.000","2018-08-06T13:02:46.000","138","265",
"B02888","2018-08-06T14:36:24.000","2018-08-06T15:51:33.000","138","265",
"B02888","2018-08-07T07:23:02.000","2018-08-07T07:29:31.000","37","198",
"B02888","2018-08-07T07:33:39.000","2018-08-07T07:43:55.000","36","225","1"
"B02888","2018-08-07T07:38:31.000","2018-08-07T07:48:36.000","37","225","1"
"B02888","2018-08-07T07:40:49.000","2018-08-07T08:03:35.000","177","17","1"
"B02888","2018-08-07T07:56:02.000","2018-08-07T08:23:02.000","225","66","1"
"B02888","2018-08-07T08:00:00.000","2018-08-07T08:20:36.000","225","65","1"
"B02888","2018-08-07T08:16:24.000","2018-08-07T08:22:32.000","97","66","1"
"B02888","2018-08-07T08:27:51.000","2018-08-07T08:47:08.000","33","11",
"B02888","2018-08-07T08:53:17.000","2018-08-07T10:01:21.000","22","236",
"B02888","2018-08-07T11:32:04.000","2018-08-07T12:37:36.000","138","265",
"B02888","2018-08-08T07:01:46.000","2018-08-08T07:37:13.000","225","260","1"
"B02888","2018-08-08T07:08:35.000","2018-08-08T07:46:22.000","37","226","1"
"B02888","2018-08-08T09:09:49.000","2018-08-08T10:07:02.000","138","48",
"B02888","2018-08-08T10:08:49.000","2018-08-08T10:24:29.000","48","236",
"B02888","2018-08-08T10:37:03.000","2018-08-08T10:45:00.000","41","42","1"
"B02888","2018-08-08T10:38:48.000","2018-08-08T11:00:24.000","41","69","1"
"B02888","2018-08-08T10:56:42.000","2018-08-08T11:03:15.000","247","69","1"
"B02888","2018-08-08T12:16:21.000","2018-08-08T12:58:55.000","138","231",
"B02888","2018-08-08T15:39:51.000","2018-08-08T16:26:42.000","138","265",
"B02888","2018-08-08T16:50:37.000","2018-08-08T16:57:57.000","81","81",
"B02888","2018-08-08T18:28:01.000","2018-08-08T19:04:45.000","138","265",
"B02888","2018-08-09T06:46:31.000","2018-08-09T07:10:08.000","177","112",
"B02888","2018-08-09T08:35:13.000","2018-08-09T09:43:52.000","138","170",
"B02888","2018-08-10T08:53:39.000","2018-08-10T08:58:01.000","258","180",
"B02888","2018-08-10T09:03:14.000","2018-08-10T09:19:25.000","258","134","1"
"B02888","2018-08-10T09:06:42.000","2018-08-10T09:36:17.000","258","15","1"
"B02888","2018-08-10T09:39:57.000","2018-08-10T09:49:07.000","15","171","1"
"B02888","2018-08-10T09:47:24.000","2018-08-10T09:59:42.000","171","173","1"
"B02888","2018-08-10T12:23:42.000","2018-08-10T12:41:27.000","138","80",
"B02888","2018-08-10T12:50:54.000","2018-08-10T13:08:29.000","37","255","1"
"B02888","2018-08-10T12:53:10.000","2018-08-10T13:20:58.000","37","256","1"
"B02888","2018-08-10T13:24:03.000","2018-08-10T13:32:04.000","255","112",
"B02888","2018-08-10T13:35:03.000","2018-08-10T14:26:20.000","112","132",
"B02888","2018-08-11T16:26:33.000","2018-08-11T16:47:06.000","138","229",
"B02888","2018-08-11T16:52:43.000","2018-08-11T17:06:15.000","162","263",
"B02888","2018-08-11T17:11:11.000","2018-08-11T17:50:08.000","75","174","1"
"B02888","2018-08-11T17:15:49.000","2018-08-11T17:57:52.000","74","254","1"
"B02888","2018-08-11T17:23:38.000","2018-08-11T18:01:46.000","74","254","1"
"B02888","2018-08-11T18:05:23.000","2018-08-11T18:43:16.000","254","238",
"B02888","2018-08-11T19:01:03.000","2018-08-11T19:14:32.000","41","75","1"
"B02888","2018-08-11T19:06:00.000","2018-08-11T19:20:51.000","41","236","1"
"B02888","2018-08-11T19:27:32.000","2018-08-11T19:48:02.000","236","90",
"B02888","2018-08-11T20:17:34.000","2018-08-11T20:30:58.000","162","234",
"B02888","2018-08-11T20:35:34.000","2018-08-11T20:43:05.000","107","79",
"B02888","2018-08-09T12:40:50.000","2018-08-09T13:21:40.000","26","162",
"B02888","2018-08-09T13:54:16.000","2018-08-09T14:16:47.000","107","141",
"B02888","2018-08-09T16:51:05.000","2018-08-09T18:30:54.000","144","132",
"B02888","2018-08-10T23:00:57.000","2018-08-10T23:09:24.000","216","132",
"B02888","2018-08-10T23:41:54.000","2018-08-11T00:22:35.000","132","237",
"B02888","2018-08-11T02:11:01.000","2018-08-11T02:24:15.000","113","231",
"B02888","2018-08-11T02:34:01.000","2018-08-11T02:44:44.000","231","113",
"B02888","2018-08-16T08:14:53.000","2018-08-16T08:35:44.000","256","66",
"B02888","2018-08-16T08:39:05.000","2018-08-16T09:14:40.000","66","234",
"B02888","2018-08-16T09:23:49.000","2018-08-16T09:42:25.000","224","211",
"B02888","2018-08-19T03:38:55.000","2018-08-19T03:54:15.000","80","17",
"B02888","2018-08-19T07:56:26.000","2018-08-19T08:07:25.000","61","89",
"B02888","2018-08-19T11:24:16.000","2018-08-19T11:28:05.000","17","225",
"B02888","2018-08-19T21:58:07.000","2018-08-19T22:17:46.000","97","188",
"B02888","2018-08-19T22:21:52.000","2018-08-19T22:49:06.000","188","137",
"B02888","2018-08-06T14:14:38.000","2018-08-06T14:21:00.000","172","6",
"B02888","2018-08-06T14:24:46.000","2018-08-06T14:36:08.000","214","23",
"B02888","2018-08-06T14:42:23.000","2018-08-06T14:52:07.000","251","118",
"B02888","2018-08-06T15:06:54.000","2018-08-06T15:10:01.000","176","176",
"B02888","2018-08-06T15:49:01.000","2018-08-06T15:58:20.000","221","206",
"B02888","2018-08-06T16:09:09.000","2018-08-06T16:19:37.000","206","245",
"B02888","2018-08-06T16:30:05.000","2018-08-06T16:40:27.000","245","206",
"B02888","2018-08-06T17:45:00.000","2018-08-06T18:04:26.000","187","14",
"B02888","2018-08-06T18:11:53.000","2018-08-06T18:35:14.000","14","33",
"B02888","2018-08-06T18:40:09.000","2018-08-06T18:46:59.000","25","33",
"B02888","2018-08-06T18:56:06.000","2018-08-06T19:24:03.000","33","138",
"B02888","2018-08-06T19:31:30.000","2018-08-06T20:02:48.000","138","139",
"B02888","2018-08-06T20:46:28.000","2018-08-06T20:52:52.000","215","215",
"B02888","2018-08-06T20:56:52.000","2018-08-06T21:05:42.000","215","215",
"B02888","2018-08-06T21:15:13.000","2018-08-06T21:29:27.000","215","205",
"B02888","2018-08-06T19:23:45.000","2018-08-06T19:44:26.000","174","42",
"B02888","2018-08-06T10:44:54.000","2018-08-06T10:59:23.000","237","43",
"B02888","2018-08-06T11:07:03.000","2018-08-06T11:22:56.000","75","143",
"B02888","2018-08-06T11:25:11.000","2018-08-06T11:35:51.000","143","239",
"B02888","2018-08-07T07:51:57.000","2018-08-07T08:15:40.000","182","152",
"B02888","2018-08-07T12:53:12.000","2018-08-07T13:11:38.000","233","13",
"B02888","2018-08-07T13:15:48.000","2018-08-07T13:46:13.000","13","163",
"B02888","2018-08-07T13:51:02.000","2018-08-07T14:17:08.000","163","68",
"B02888","2018-08-07T14:21:04.000","2018-08-07T14:30:07.000","68","113",
"B02888","2018-08-07T14:59:52.000","2018-08-07T16:01:08.000","79","132",
"B02888","2018-08-07T16:07:04.000","2018-08-07T18:13:29.000","132","265",
"B02888","2018-08-07T20:09:13.000","2018-08-07T20:25:19.000","161","79",
"B02888","2018-08-08T07:37:46.000","2018-08-08T07:42:44.000","213","126",
"B02888","2018-08-08T10:03:40.000","2018-08-08T10:42:10.000","87","186",
"B02888","2018-08-08T10:52:58.000","2018-08-08T11:03:04.000","186","68",
"B02888","2018-08-08T11:20:34.000","2018-08-08T11:35:15.000","186","158",
"B02888","2018-08-08T11:59:15.000","2018-08-08T12:29:49.000","113","237",
"B02888","2018-08-08T12:32:30.000","2018-08-08T12:57:16.000","237","41",
"B02888","2018-08-08T15:22:39.000","2018-08-08T15:36:21.000","167","69",
"B02888","2018-08-08T16:12:52.000","2018-08-08T16:18:34.000","69","247",
"B02888","2018-08-08T16:31:28.000","2018-08-08T16:52:52.000","119","82",
"B02888","2018-08-08T16:55:11.000","2018-08-08T17:04:19.000","82","129",
"B02888","2018-08-08T17:37:48.000","2018-08-08T18:01:16.000","129","196",
"B02888","2018-08-08T18:39:23.000","2018-08-08T18:49:53.000","226","7",
"B02888","2018-08-08T18:59:43.000","2018-08-08T19:17:37.000","202","229",
"B02888","2018-08-08T19:24:23.000","2018-08-08T19:42:14.000","229","239",
"B02888","2018-08-08T19:49:55.000","2018-08-08T19:55:58.000","239","143",
"B02888","2018-08-09T14:19:40.000","2018-08-09T14:37:10.000","231","234",
"B02888","2018-08-09T15:30:15.000","2018-08-09T15:38:26.000","107","144",
"B02888","2018-08-09T15:41:59.000","2018-08-09T15:49:18.000","144","148",
"B02888","2018-08-09T15:56:55.000","2018-08-09T16:17:33.000","148","211",
"B02888","2018-08-09T16:22:13.000","2018-08-09T16:52:53.000","211","228",
"B02888","2018-08-09T18:01:26.000","2018-08-09T19:21:36.000","148","1",
"B02888","2018-08-10T00:10:49.000","2018-08-10T00:18:33.000","114","79",
"B02888","2018-08-10T06:57:00.000","2018-08-10T07:08:01.000","213","168",
"B02888","2018-08-10T08:03:46.000","2018-08-10T08:26:30.000","236","90",
"B02888","2018-08-10T08:30:34.000","2018-08-10T08:45:32.000","90","164",
"B02888","2018-08-10T09:32:43.000","2018-08-10T10:05:50.000","45","163",
"B02888","2018-08-10T10:10:40.000","2018-08-10T10:26:22.000","163","90",
"B02888","2018-08-10T10:47:50.000","2018-08-10T11:09:51.000","234","237",
"B02888","2018-08-10T17:31:09.000","2018-08-10T17:38:20.000","248","248",
"B02888","2018-08-10T17:51:46.000","2018-08-10T17:59:05.000","126","147",
"B02888","2018-08-10T18:22:04.000","2018-08-10T18:41:10.000","168","233",
"B02888","2018-08-10T18:44:18.000","2018-08-10T18:56:27.000","233","79",
"B02888","2018-08-10T19:15:56.000","2018-08-10T19:25:32.000","107","113",
"B02888","2018-08-10T19:27:28.000","2018-08-10T19:37:20.000","114","234",
"B02888","2018-08-10T19:43:54.000","2018-08-10T19:57:09.000","113","79",
"B02888","2018-08-10T20:05:32.000","2018-08-10T20:10:43.000","79","107",
"B02888","2018-08-10T20:14:48.000","2018-08-10T20:35:35.000","137","148",
"B02888","2018-08-06T06:50:51.000","2018-08-06T07:18:06.000","249","138",
"B02888","2018-08-06T07:53:47.000","2018-08-06T07:58:07.000","17","17",
"B02888","2018-08-06T08:01:17.000","2018-08-06T08:07:43.000","225","61",
"B02888","2018-08-06T08:33:57.000","2018-08-06T08:43:23.000","148","137","1"
"B02888","2018-08-06T08:35:37.000","2018-08-06T08:52:17.000","4","162","1"
"B02888","2018-08-06T08:39:07.000","2018-08-06T08:59:44.000","232","100","1"
"B02888","2018-08-06T08:47:07.000","2018-08-06T09:02:37.000","233","230","1"
"B02888","2018-08-06T09:14:15.000","2018-08-06T09:27:10.000","142","236",
"B02888","2018-08-06T09:33:40.000","2018-08-06T09:51:14.000","263","162",
"B02888","2018-08-06T10:24:01.000","2018-08-06T10:35:09.000","61","49",
"B02888","2018-08-07T09:03:10.000","2018-08-07T09:52:57.000","225","169",
"B02888","2018-08-08T06:29:19.000","2018-08-08T06:43:18.000","49","67",
"B02888","2018-08-08T06:48:11.000","2018-08-08T07:04:23.000","67","108","1"
"B02888","2018-08-08T06:54:15.000","2018-08-08T07:26:46.000","22","132","1"
"B02888","2018-08-08T08:10:29.000","2018-08-08T08:37:30.000","49","65",
"B02888","2018-08-08T09:02:04.000","2018-08-08T09:20:31.000","4","144","1"
"B02888","2018-08-08T09:02:04.000","2018-08-08T09:11:59.000","4","113","1"
"B02888","2018-08-08T09:06:07.000","2018-08-08T09:15:47.000","79","144","1"
"B02888","2018-08-08T09:35:19.000","2018-08-08T09:52:30.000","4","161",
"B02888","2018-08-08T10:17:50.000","2018-08-08T10:35:17.000","107","229",
"B02888","2018-08-09T04:59:21.000","2018-08-09T05:17:06.000","17","138",
"B02888","2018-08-09T06:53:46.000","2018-08-09T07:00:59.000","79","125",
"B02888","2018-08-09T07:09:12.000","2018-08-09T07:29:36.000","79","50",
"B02888","2018-08-09T07:31:28.000","2018-08-09T07:37:58.000","50","230",
"B02888","2018-08-09T07:46:01.000","2018-08-09T07:57:20.000","163","237",
"B02888","2018-08-09T08:14:21.000","2018-08-09T08:34:00.000","232","162","1"
"B02888","2018-08-09T08:16:00.000","2018-08-09T08:42:24.000","4","161","1"
"B02888","2018-08-09T08:17:24.000","2018-08-09T08:30:35.000","4","233","1"
"B02888","2018-08-09T09:00:45.000","2018-08-09T09:25:30.000","239","90",
"B02888","2018-08-09T09:47:49.000","2018-08-09T09:59:18.000","232","79",
"B02888","2018-08-09T10:07:29.000","2018-08-09T10:27:16.000","224","234",
"B02888","2018-08-09T10:47:33.000","2018-08-09T11:12:46.000","114","138",
"B02888","2018-08-09T11:20:02.000","2018-08-09T12:10:14.000","138","107",
"B02888","2018-08-09T13:06:05.000","2018-08-09T13:19:02.000","4","256",
"B02888","2018-08-09T13:21:40.000","2018-08-09T13:52:15.000","256","249",
"B02888","2018-08-09T14:29:07.000","2018-08-09T14:57:58.000","181","211",
"B02888","2018-08-09T15:03:48.000","2018-08-09T15:19:02.000","211","234",
"B02888","2018-08-09T15:28:54.000","2018-08-09T15:50:46.000","234","43",
"B02888","2018-08-09T15:59:03.000","2018-08-09T16:50:29.000","162","177",
"B02888","2018-08-09T16:58:15.000","2018-08-09T17:36:06.000","225","195",
"B02888","2018-08-10T06:17:12.000","2018-08-10T06:24:46.000","72","72",
"B02888","2018-08-10T06:35:23.000","2018-08-10T06:53:53.000","188","26",
"B02888","2018-08-10T07:25:30.000","2018-08-10T07:36:47.000","17","97",
"B02888","2018-08-10T07:47:20.000","2018-08-10T07:50:43.000","65","97",
"B02888","2018-08-10T08:10:03.000","2018-08-10T08:22:55.000","79","233",
"B02888","2018-08-10T08:33:10.000","2018-08-10T08:59:58.000","4","164","1"
"B02888","2018-08-10T08:38:14.000","2018-08-10T08:50:54.000","224","164","1"
"B02888","2018-08-10T08:40:20.000","2018-08-10T08:50:53.000","79","164","1"
"B02888","2018-08-10T09:28:45.000","2018-08-10T09:57:20.000","232","100",
"B02888","2018-08-10T18:19:16.000","2018-08-10T18:29:44.000","65","148",
"B02888","2018-08-10T18:52:29.000","2018-08-10T19:48:00.000","233","1",
"B02888","2018-08-10T20:42:56.000","2018-08-10T21:06:32.000","211","181",
"B02888","2018-08-11T00:37:55.000","2018-08-11T00:49:25.000","4","148",
"B02888","2018-08-11T01:03:30.000","2018-08-11T01:28:33.000","79","256","1"
"B02888","2018-08-11T01:11:50.000","2018-08-11T01:19:38.000","148","232","1"
"B02888","2018-08-11T01:42:45.000","2018-08-11T02:04:29.000","148","265",
"B02888","2018-08-11T02:31:31.000","2018-08-11T02:37:58.000","114","158",
"B02888","2018-08-11T02:43:52.000","2018-08-11T02:52:45.000","114","68",
"B02888","2018-08-11T03:07:30.000","2018-08-11T03:28:39.000","158","107",
"B02888","2018-08-11T03:31:22.000","2018-08-11T03:37:10.000","107","233",
"B02888","2018-08-11T04:04:06.000","2018-08-11T04:18:13.000","79","141",
"B02888","2018-08-11T04:29:02.000","2018-08-11T04:46:45.000","148","7",
"B02887","2018-08-09T21:51:22.000","2018-08-09T22:22:22.000","163","255",
"B02887","2018-08-10T15:28:31.000","2018-08-10T15:53:56.000","13","249",
"B02887","2018-08-10T16:17:44.000","2018-08-10T16:37:25.000","114","107",
"B02887","2018-08-13T20:53:25.000","2018-08-13T21:31:02.000","161","231",
"B02887","2018-08-15T18:45:24.000","2018-08-15T19:05:53.000","48","68",
"B02887","2018-08-15T19:19:48.000","2018-08-15T19:49:41.000","90","236",
"B02887","2018-08-16T18:59:08.000","2018-08-16T19:08:31.000","164","233",
"B02887","2018-08-18T21:45:49.000","2018-08-18T22:01:27.000","48","163",
"B02887","2018-08-19T00:00:41.000","2018-08-19T00:40:56.000","246","148",
"B02887","2018-08-08T13:12:48.000","2018-08-08T13:38:04.000","47","220",
"B02887","2018-08-08T13:45:32.000","2018-08-08T14:23:09.000","220","24","1"
"B02887","2018-08-08T13:52:47.000","2018-08-08T14:09:31.000","128","42","1"
"B02887","2018-08-08T14:13:46.000","2018-08-08T14:38:32.000","42","75","1"
"B02887","2018-08-06T20:31:35.000","2018-08-06T20:46:58.000","223","173",
"B02887","2018-08-06T20:57:33.000","2018-08-06T21:17:36.000","129","236",
"B02887","2018-08-06T21:21:35.000","2018-08-06T21:43:52.000","75","244","1"
"B02887","2018-08-06T21:27:52.000","2018-08-06T21:50:31.000","75","243","1"
"B02887","2018-08-06T23:25:05.000","2018-08-07T00:05:28.000","193","76","1"
"B02887","2018-08-06T23:31:31.000","2018-08-06T23:59:15.000","145","76","1"
"B02887","2018-08-07T00:01:14.000","2018-08-07T00:07:56.000","76","124","1"
"B02887","2018-08-07T00:27:48.000","2018-08-07T00:41:31.000","197","171",
"B02887","2018-08-07T02:12:06.000","2018-08-07T02:20:07.000","7","129",
"B02887","2018-08-07T02:48:53.000","2018-08-07T03:21:04.000","137","14","1"
"B02887","2018-08-07T03:07:50.000","2018-08-07T03:20:59.000","228","14","1"
"B02887","2018-08-07T03:51:10.000","2018-08-07T04:17:00.000","211","198",
"B02887","2018-08-07T04:21:30.000","2018-08-07T04:45:13.000","198","230","1"
"B02887","2018-08-07T04:23:34.000","2018-08-07T04:53:25.000","198","158","1"
"B02887","2018-08-07T05:04:28.000","2018-08-07T05:43:59.000","90","118",
"B02887","2018-08-07T06:07:50.000","2018-08-07T06:42:41.000","84","1",
"B02887","2018-08-07T07:29:07.000","2018-08-07T07:34:10.000","114","113",
"B02887","2018-08-07T07:39:11.000","2018-08-07T07:47:02.000","107","234",
"B02887","2018-08-07T08:04:13.000","2018-08-07T08:16:49.000","107","100",
"B02887","2018-08-07T23:16:08.000","2018-08-07T23:47:15.000","260","132",
"B02887","2018-08-07T23:56:10.000","2018-08-08T00:03:47.000","130","216",
"B02887","2018-08-08T00:42:58.000","2018-08-08T00:55:10.000","17","25",
"B02887","2018-08-08T01:16:56.000","2018-08-08T01:51:48.000","249","198","1"
"B02887","2018-08-08T01:22:04.000","2018-08-08T01:38:55.000","144","37","1"
"B02887","2018-08-08T01:50:04.000","2018-08-08T01:52:53.000","198","102","1"
"B02887","2018-08-08T01:58:49.000","2018-08-08T02:01:12.000","198","198",
"B02887","2018-08-08T03:33:19.000","2018-08-08T03:56:49.000","164","223","1"
"B02887","2018-08-08T03:45:33.000","2018-08-08T04:01:40.000","75","223","1"
"B02887","2018-08-08T04:07:14.000","2018-08-08T04:27:16.000","223","87",
"B02887","2018-08-08T04:29:22.000","2018-08-08T04:46:12.000","88","119",
"B02887","2018-08-08T04:57:29.000","2018-08-08T05:25:45.000","74","186","1"
"B02887","2018-08-08T05:04:33.000","2018-08-08T05:13:40.000","75","142","1"
"B02887","2018-08-08T05:20:33.000","2018-08-08T05:36:21.000","48","231","1"
"B02887","2018-08-08T05:41:24.000","2018-08-08T05:52:09.000","125","265",
"B02887","2018-08-08T06:15:33.000","2018-08-08T06:27:39.000","211","48",
"B02887","2018-08-08T06:31:42.000","2018-08-08T06:59:09.000","48","138",
"B02887","2018-08-08T07:38:20.000","2018-08-08T07:55:00.000","7","260","1"
"B02887","2018-08-08T07:44:19.000","2018-08-08T08:11:19.000","260","160","1"
"B02887","2018-08-08T07:49:00.000","2018-08-08T07:59:56.000","260","83","1"
"B02887","2018-08-08T08:28:51.000","2018-08-08T09:12:11.000","198","25",
"B02887","2018-08-09T23:22:00.000","2018-08-09T23:29:37.000","260","82",
"B02887","2018-08-09T23:34:10.000","2018-08-09T23:43:47.000","82","95",
"B02887","2018-08-10T00:05:14.000","2018-08-10T00:08:42.000","260","83",
"B02887","2018-08-10T00:11:16.000","2018-08-10T00:28:05.000","260","233",
"B02887","2018-08-10T00:34:51.000","2018-08-10T01:02:42.000","229","168","1"
"B02887","2018-08-10T00:39:52.000","2018-08-10T01:27:09.000","229","208","1"
"B02887","2018-08-10T01:31:10.000","2018-08-10T01:33:52.000","250","250",
"B02887","2018-08-10T01:36:21.000","2018-08-10T01:48:34.000","250","18",
"B02887","2018-08-10T02:03:46.000","2018-08-10T02:06:55.000","136","94",
"B02887","2018-08-10T02:23:16.000","2018-08-10T02:33:20.000","244","74",
"B02887","2018-08-10T03:05:16.000","2018-08-10T03:18:33.000","48","243",
"B02887","2018-08-10T03:31:21.000","2018-08-10T03:40:11.000","244","152",
"B02887","2018-08-10T04:05:21.000","2018-08-10T04:09:05.000","48","48",
"B02887","2018-08-10T04:19:33.000","2018-08-10T04:41:55.000","164","146","1"
"B02887","2018-08-10T04:27:14.000","2018-08-10T04:38:14.000","230","145","1"
"B02887","2018-08-08T06:38:02.000","2018-08-08T07:11:01.000","166","1",
"B02887","2018-08-08T07:59:44.000","2018-08-08T08:06:58.000","249","246",
"B02887","2018-08-08T08:14:39.000","2018-08-08T08:39:12.000","246","237",
"B02887","2018-08-08T19:58:39.000","2018-08-08T20:05:39.000","24","239",
"B02887","2018-08-08T20:17:06.000","2018-08-08T21:26:18.000","48","265",
"B02887","2018-08-08T22:30:13.000","2018-08-08T22:40:33.000","125","100",
"B02887","2018-08-08T22:50:33.000","2018-08-09T00:02:13.000","100","72",
"B02887","2018-08-09T01:38:42.000","2018-08-09T01:55:58.000","148","56",
"B02887","2018-08-09T02:23:28.000","2018-08-09T02:42:58.000","148","41",
"B02887","2018-08-09T02:53:42.000","2018-08-09T03:24:53.000","41","61",
"B02887","2018-08-09T03:52:17.000","2018-08-09T04:15:42.000","107","7","1"
