"starfire_incident_id","incident_datetime","alarm_box_borough","alarm_box_number","alarm_box_location","incident_borough","zipcode","policeprecinct","citycouncildistrict","communitydistrict","communityschooldistrict","congressionaldistrict","alarm_source_description_tx","alarm_level_index_description","highest_alarm_level","incident_classification","incident_classification_group","dispatch_response_seconds_qy","first_assignment_datetime","first_activation_datetime","first_on_scene_datetime","incident_close_datetime","valid_dispatch_rspns_time_indc","valid_incident_rspns_time_indc","incident_response_seconds_qy","incident_travel_tm_seconds_qy","engines_assigned_quantity","ladders_assigned_quantity","other_units_assigned_quantity"
"2121308250141087","2021-08-01T23:03:00.000","BROOKLYN","825","CENTRAL AVE & PALMETTO ST","BROOKLYN","11221","83","34","304","32","7","PD Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","4","2021-08-01T23:04:00.000","2021-08-01T23:04:00.000","2021-08-01T23:06:00.000","2021-08-01T23:15:00.000","N","Y","139","135","1","0","0"
"2121354370150845","2021-08-01T23:01:00.000","QUEENS","5437","HEMPSTEAD AVE & 217 LA","QUEENS","11429","105","27","413","29","5","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","10","2021-08-01T23:01:00.000","2021-08-01T23:02:00.000","2021-08-01T23:04:00.000","2021-08-01T23:08:00.000","N","Y","183","173","1","0","0"
"2121338120320899","2021-08-01T23:01:00.000","BRONX","3812","BARNES AVE & 231 ST","BRONX","10466","47","12","212","11","16","Verbal","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","40","2021-08-01T23:01:00.000","2021-08-01T23:02:00.000","2021-08-01T23:02:00.000","2021-08-01T23:13:00.000","N","Y","100","60","2","0","0"
"2121313230111092","2021-08-01T23:01:00.000","MANHATTAN","1323","BROADWAY & 108 ST","MANHATTAN","10025","24","7","107","3","10","Phone","Initial Alarm","First Alarm","Multiple Dwelling 'A' - Food on the stove fire","Structural Fires","33","2021-08-01T23:02:00.000","2021-08-01T23:02:00.000","2021-08-01T23:05:00.000","2021-08-01T23:18:00.000","N","Y","229","196","3","2","1"
"2121306640311090","2021-08-01T23:00:00.000","MANHATTAN","664","3 AVE & E 28 ST","MANHATTAN","10016","13","2","106","2","12","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","9","2021-08-01T23:00:00.000","2021-08-01T23:00:00.000",,"2021-08-01T23:02:00.000","N","N","0","0","1","0","0"
"2121306180211087","2021-08-01T22:59:00.000","MANHATTAN","618","10 AVE & W 23 ST","MANHATTAN","10011","10","3","104","2","10","Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","43","2021-08-01T22:59:00.000","2021-08-01T22:59:00.000","2021-08-01T23:06:00.000","2021-08-01T23:12:00.000","N","Y","420","377","0","1","0"
"2121391930150844","2021-08-01T22:59:00.000","QUEENS","9193","63 AVE & 102 ST","QUEENS","11375","112","29","406","28","6","PD Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","127","2021-08-01T23:01:00.000","2021-08-01T23:02:00.000","2021-08-01T23:05:00.000","2021-08-01T23:15:00.000","N","N","353","226","1","0","0"
"2121331270150843","2021-08-01T22:59:00.000","QUEENS","3127","N/S QUEENS BLVD & BROADWAY","QUEENS","11373","110","25","404","24","6","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","10","2021-08-01T22:59:00.000","2021-08-01T22:59:00.000",,"2021-08-01T23:02:00.000","N","N","0","0","1","0","0"
"2121338120120894","2021-08-01T22:54:00.000","BRONX","3812","BARNES AVE & 231 ST","BRONX","10466","47","12","212","11","16","PD Link/Medical","Initial Alarm","First Alarm","Medical - Assist Civilian","Medical Emergencies","5","2021-08-01T22:54:00.000","2021-08-01T22:55:00.000","2021-08-01T23:00:00.000","2021-08-01T23:01:00.000","N","Y","336","331","1","0","0"
"2121306250130187","2021-08-01T22:54:00.000","RICHMOND / STATEN ISLAND","625","SCARBORO AVE & ABBOTT ST","RICHMOND / STATEN ISLAND","10305","120","49","501","31","11","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","7","2021-08-01T22:54:00.000","2021-08-01T22:55:00.000","2021-08-01T22:58:00.000","2021-08-01T23:06:00.000","N","Y","248","241","1","0","0"
"2121314570311081","2021-08-01T22:53:00.000","MANHATTAN","1457","W 123 ST & LENOX AVE/MALCOLM X BLVD","MANHATTAN","10027","28","9","110","5","13","Private Fire Alarm","Initial Alarm","First Alarm","Alarm System - Testing","NonMedical Emergencies","55","2021-08-01T22:54:00.000","2021-08-01T22:54:00.000","2021-08-01T22:57:00.000","2021-08-01T23:27:00.000","N","Y","229","174","1","1","1"
"2121309160241083","2021-08-01T22:53:00.000","BROOKLYN","916","TROY AVE & PACIFIC ST","BROOKLYN","11213","77","36","308","16","8","PD Link/Medical","Initial Alarm","First Alarm","Medical - No PT Contact EMS is Onscene","Medical Emergencies","9","2021-08-01T22:53:00.000","2021-08-01T22:53:00.000","2021-08-01T22:56:00.000","2021-08-01T23:10:00.000","N","Y","205","196","1","0","0"
"2121336880241082","2021-08-01T22:52:00.000","BROOKLYN","3688","EMMONS AVE & KNAPP ST","BROOKLYN",,,,,,,"Phone","Initial Alarm","First Alarm","Automobile Fire","NonStructural Fires","29","2021-08-01T22:53:00.000","2021-08-01T22:53:00.000","2021-08-01T22:59:00.000","2021-08-01T23:22:00.000","N","Y","413","384","1","1","0"
"2121305710211080","2021-08-01T22:52:00.000","MANHATTAN","571","9 AVE & W 16 ST","MANHATTAN","10011","10","3","104","2","10","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","7","2021-08-01T22:52:00.000","2021-08-01T22:52:00.000",,"2021-08-01T22:55:00.000","N","N","0","0","1","0","0"
"2121306940941084","2021-08-01T22:52:00.000","BROOKLYN","694","MYRTLE AVE & THROOP AVE","BROOKLYN","11206","79","36","303","14","8","Phone","Initial Alarm","First Alarm","Multiple Dwelling 'A' - Food on the stove fire","Structural Fires","33","2021-08-01T22:53:00.000","2021-08-01T22:53:00.000","2021-08-01T22:55:00.000","2021-08-01T23:25:00.000","N","Y","156","123","3","2","1"
"2121325660141080","2021-08-01T22:52:00.000","BROOKLYN","2566","13 AVE & 50 ST","BROOKLYN","11219","66","44","312","20","10","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","11","2021-08-01T22:52:00.000","2021-08-01T22:52:00.000","2021-08-01T22:56:00.000","2021-08-01T23:03:00.000","N","Y","238","227","1","0","0"
"2121331400150839","2021-08-01T22:51:00.000","QUEENS","3140","QUEENS BLVD & YELLOWSTONE BLVD","QUEENS","11375","112","29","406","28","6","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","7","2021-08-01T22:51:00.000","2021-08-01T22:51:00.000",,"2021-08-01T22:56:00.000","N","N","0","0","1","0","0"
"2121327750220888","2021-08-01T22:51:00.000","BRONX","2775","NELSON AVE & 172 ST","BRONX","10452","44","16","204","9","15","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","5","2021-08-01T22:51:00.000","2021-08-01T22:51:00.000","2021-08-01T23:00:00.000","2021-08-01T23:52:00.000","N","Y","552","547","1","0","0"
"2121352450150837","2021-08-01T22:50:00.000","QUEENS","5245","90 AVE & 181 ST","QUEENS","11423","103","27","412","29","5","EMS Link/Medical","Initial Alarm","First Alarm","Vehicle Accident - Other","NonMedical Emergencies","12","2021-08-01T22:50:00.000","2021-08-01T22:50:00.000","2021-08-01T22:55:00.000","2021-08-01T23:00:00.000","N","Y","301","289","1","1","0"
"2121325900720887","2021-08-01T22:50:00.000","BRONX","2590","WASHINGTON AVE & 168 ST","BRONX","10456","42","16","203","9","15","Private Fire Alarm","Initial Alarm","First Alarm","Alarm System - Testing","NonMedical Emergencies","34","2021-08-01T22:50:00.000","2021-08-01T22:50:00.000","2021-08-01T22:52:00.000","2021-08-01T23:03:00.000","N","Y","171","137","3","2","1"
"2121351250150836","2021-08-01T22:50:00.000","QUEENS","5125","107 AVE & 105 ST","QUEENS","11417","106","32","410","27","5","EMS Link/Medical","Initial Alarm","First Alarm","Medical - EMS Link 10-91","Medical Emergencies","8","2021-08-01T22:50:00.000","2021-08-01T22:50:00.000",,"2021-08-01T22:55:00.000","N","N","0","0","1","0","0"
"2121374570150838","2021-08-01T22:49:00.000","QUEENS","7457","30TH AVE AND 23RD ST","QUEENS","11102","114","22","401","30","12","Private Fire Alarm","Initial Alarm","First Alarm","Alarm System - Testing","NonMedical Emergencies","49","2021-08-01T22:50:00.000","2021-08-01T22:50:00.000","2021-08-01T22:53:00.000","2021-08-01T22:59:00.000","N","Y","237","188","1","1","0"
"2121321390420884","2021-08-01T22:49:00.000","BRONX","2139","ALEXANDER AVE & 137 ST","BRONX","10454","40","8","201","7","15","Phone","Initial Alarm","First Alarm","Elevator Emergency - Unoccupied","NonMedical Emergencies","28","2021-08-01T22:49:00.000","2021-08-01T22:49:00.000","2021-08-01T22:54:00.000","2021-08-01T23:04:00.000","N","Y","322","294","0","1","0"
"2121318090211074","2021-08-01T22:48:00.000","MANHATTAN","1809","VERMILYEA AVE AND 207TH ST","MANHATTAN","10034","34","10","112","6","13","PD Link/Medical","Initial Alarm","First Alarm","Medical - PD Link 10-91","Medical Emergencies","5","2021-08-01T22:48:00.000","2021-08-01T22:48:00.000",,"2021-08-01T23:52:00.000","N","N","0","0","1","0","0"
"2121323840141079","2021-08-01T22:47:00.000","BROOKLYN","2384","AVE K & EAST 84 ST","BROOKLYN","11236","69","46","318","18","8","EMS Link/Medical","Initial Alarm","First Alarm","Medical - Breathing / Ill or Sick","Medical Emergencies","6","2021-08-01T22:47:00.000","2021-08-01T22:47:00.000","2021-08-01T22:56:00.000","2021-08-01T23:01:00.000","N","Y","565","559","1","0","0"
"2121333100120883","2021-08-01T22:47:00.000","BRONX","3310","WEBSTER AVE & E 184 ST","BRONX",,,,,,,"ERS","DEFAULT RECORD","First Alarm","Non-Medical MFA - ERS","NonMedical MFAs","37","2021-08-01T22:48:00.000","2021-08-01T22:48:00.000","2021-08-01T22:54:00.000","2021-08-01T22:55:00.000","N","Y","416","379","1","0","0"
"2121384910111067","2021-08-01T22:45:00.000","MANHATTAN","8491","GEORGE WASHINGTON BRIDGE LOWER DECK","MANHATTAN",,,,,,,"Phone","Initial Alarm","First Alarm","Assist Civilian - Non-Medical","NonMedical Emergencies","33","2021-08-01T22:46:00.000","2021-08-01T22:46:00.000",,"2021-08-01T22:49:00.000","N","N","0","0","2","2","1"
