"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"1360588279","F49DAE","NJ","PAS","1973-09-25T00:00:00.000","21","SDN","LEXUS","S","48030","78230","78330","0","0090","90","0","567970","KN01","0000","0745A",,"K","F","160","HAVEMEYER ST",,"0","408","D1",,"YYYYYYB","0730A","0800A","SILVE","0","0","-","0",,,,,
"1360016156","77618KA","NY","COM","1973-10-15T00:00:00.000","46","DELV","MERCU","P","52930","63030","93250","20140630","0084","84","84","921824","0084","0000","0814A",,"K","F","340","JAY ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","GR","0","1973","-","0",,,,,
"1255986920","49916MD","NY","COM","1973-10-30T00:00:00.000","59","FEDE","GMC","K","30640","0","0","88888888","0001","1","1","160203","0001","0000","0138P",,"NY","F",,"SOUTH STREET","GOUVERNUR ST EAST RI","0","408","D",,"BBBBBBB","ALL","ALL","WHITE","0","1995","-","0",,,,,
"1359121262","WRZ97S","NJ","PAS","1973-11-12T00:00:00.000","31","SUBN","JEEP","P","21590","23170","57550","0","106","106","106","943896","0106","0000","0730A",,"Q","F","149 36","124 ST",,"0","408","E5",,"BBBBBBB","ALL","ALL","BLU","0","2004","-","0",,,,,
"1350454229","1434477","ME","PAS","1973-11-13T00:00:00.000","66","TRLR","FRUEH","S","24965","60520","65520","20140228","0041","41","0","533213","BX02","0000","1246P",,"BX","F","669","DRAKE ST",,"0","408","K4",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1364684342","62421JM","NY","COM","1974-01-15T00:00:00.000","46","DELV",,"P","0","0","0","0","0062","62","62","938416","0062","0000","1020A",,"K","F","1622","W 125",,"0","408","F2",,"BBBBBBB","ALL","ALL","BR","0","0","-","0",,,,,
"1365454538","FWF7605","NY","PAS","1976-02-12T00:00:00.000","40","VAN","TOYOT","P","37290","10740","10940","20150920","114","114","114","924083","0114","0000","0458A",,"Q","F","49-11","BROADWAY",,"0","408","F2",,"BBBBBBB","ALL","ALL","BLK","0","2007","-","0",,,,,
"1357066697","GJX5695","NY","PAS","1976-12-27T00:00:00.000","78","VAN","FORD","P","10790","19090","19190","20151124","110","110","110","938338","0110","0000","1239A",,"Q","F","98-27","50 AVE",,"0","408","F1",,"YYYYYYY","0  :","0  :","WHITE","0","2003","-","0",,,,,
"1366144776","95027JM","NY","COM","1977-04-15T00:00:00.000","98","VAN","FORD","X","10010","17590","17650","0","0017","17","17","924168","0017","0000","0635P",,"NY","F","545","1 AVE",,"0","408","E1",,"BBBBBBB","ALL","ALL","BRN","0","1997","-","0",,,,,
"1347701394","GCM7302","NY","PAS","1979-02-21T00:00:00.000","99","SUBN","FORD","P","61730","67030","58730","20141106","0079","79","165","953602","0165","0000","0330A",,"K","F","273","MONROE ST",,"0","408","F1",,"BBBBBBB","0  :","0  :","BLK","0","2002","-","0",,,,,
"1347701400","GCM7302","NY","PAS","1979-02-21T00:00:00.000","71","SUBN","FORD","P","61730","67030","58730","20141106","0079","79","165","953602","0165","0000","0320A",,"K","F","273","MONROE ST",,"0","408","99",,"BBBBBBB","0  :","0  :","BLK","0","2002","-","0",,,,,
"1359039533","FCJ6798","NY","PAS","1981-01-01T00:00:00.000","46","SDN","HONDA","P","9330","5430","5580","20140714","0072","72","72","951841","0072","0000","0549P",,"K","F","450","55 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","2007","-","0",,,,,
"1358530051","GEX4313","NY","PAS","1981-02-11T00:00:00.000","98","SUBN","CHEVR","P","18590","42490","6940","20150403","115","115","115","949295","0115","0000","0540A",,"Q","O","22-03","93 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","GRAY","0","2001","-","0",,,,,
"1364781992","51457JJ","NY","COM","1981-02-11T00:00:00.000","20","VAN","CHEVR","P","57790","27490","42785","20160131","111","111","111","943107","0111","0000","0320A",,"Q","F","241-15","NORTHERN BLVD",,"0","408","E2",,"BBBBBBB","0  :A","0  :A","WHT","0","2001","-","0",,,,,
"1357082800","END3168","NY","PAS","1981-02-11T00:00:00.000","98","SDN","TOYOT","P","20190","10290","10440","20151025","110","110","110","942238","0110","0000","1100A",,"Q","F","46-01","108 ST",,"0","408","J7",,"BBBBBBB","ALL","ALL","GRAY","0","2002","-","0",,,,,
"1356720614","31463JV","NY","COM","1983-03-12T00:00:00.000","14","VAN","FORD","P","58590","49690","17790","0","103","103","103","934697","0103","0000","1022A",,"Q","F","87-77A","PARSONS BLVD",,"0","408","D1",,"BBBBBBB","ALL","ALL","WT","0","2010","-","0",,,,,
"1355432388","EIH473","SC","PAS","1984-04-19T00:00:00.000","20","FOUR","CHEVR","K","13820","13820","0","0","0084","84","4","160440","0004","0000","0705P",,"K",,,"BROOKLYN BRIDGE PARK","PIER 1","0","408","F2",,"BBBBBBB","ALL","ALL","GREEN","0","0","-","0",,,,,
"1362175845","FTZ3902","NY","PAS","1984-05-27T00:00:00.000","14","SUBN","HONDA","X","26400","50320","31120","20150131","0040","40","163","953671","0163","0000","0835P",,"BX","F",,"R/O 423 E 158 ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","GY","0","2011","-","0",,,,,
"1349951031","H180265","NJ","PAS","1987-01-11T00:00:00.000","71","SUBN","AURA","P","28290","18120","77150","20131201","0047","47","47","948249","0047","0000","1023A",,"BX","F","651","E 222 STREET",,"0","408","J6",,"YYYYYYY","0  :","0  :","BLK","0","0","-","0",,,,,
"1349951043","H180265","NJ","PAS","1987-01-11T00:00:00.000","70","SUBN","AURA","P","28290","18120","77150","20131201","0047","47","47","948249","0047","0000","1023A",,"BX","F","651","E 222 STREET",,"0","408","F7",,"YYYYYYY","0  :","0  :","BLK","0","0","-","0",,,,,
"1364805900","GAR6857","NY","PAS","1987-02-09T00:00:00.000","70","SDN","NISSA","P","0","40404","40404","20141108","0067","67","164","955586","0164","0000","1035P",,"K","O","1040","E",,"0","408","J6",,"BBBBBBB","0  :","0  :A","RED","0","2002","-","0",,,,,
"1357615280","CMW7254","TX","PAS","1990-02-02T00:00:00.000","98","SDN","ME/BE","P","17730","44005","15650","0","121","121","121","952013","0121","0000","0133A",,"R","F","49","BEACH AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,
"1355329360","GKX8892","NY","PAS","1990-12-09T00:00:00.000","40","SUBN","FORD","P","35290","31240","31290","20141126","101","101","101","951497","0101","0000","0902A",,"Q","F","4402","BEACH CHANNEL DR",,"0","408","C",,"YYYYYYY","0  :","0  :","BK","0","2003","-","0",,,,,
"1364794688","DDR4766","NY","PAS","1991-01-12T00:00:00.000","40","SUBN","ME/BE","P","27106","9340","9540","20150311","111","111","111","942475","0111","0000","0223P",,"Q",,"40-30","235 ST",,"0","408","C4",,"BBBBBBB","ALL","ALL","SILVE","0","2005","-","0",,,,,
"1362571453","EWU1648","NY","PAS","1996-05-11T00:00:00.000","67","SUBN","HONDA","P","70620","67850","14520","20160418","0046","46","46","932306","0046","0000","0907P",,"BX","F","1635","UNIVERSITY AVE",,"0","408","C",,"BBBBBBB","ALL","ALL","BL","0","2004","-","0",,,,,
"1347746006","GJP5153","NY","PAS","2000-01-01T00:00:00.000","19","SMAR","SMART","P","42730","41930","79630","20150831","0079","79","79","932140","0079","0000","0200P",,"K","O","1155","FULTON ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","BLACK","0","2013","-","0",,,,,
"1356063457","GKZ6321","NY","PAS","2000-01-01T00:00:00.000","71","SUBN","CHEVR","P","36420","27120","27150","20151117","0046","46","163","953653","0163","0000","0629P",,"BX","F","2235","GRAND CONCOURSE",,"0","408","J6",,"YYYYYYY","0  :A","0  :A","GREEN","0","2003","-","0",,,,,
"1360988166","78302MB","NY","COM","2000-01-01T00:00:00.000","45","DELV",,"P","10210","18030","18050","20140630","0017","17","17","940140","0017","0000","1009A",,"NY","O","875","3RD AVE",,"0","408","E1",,"BBBBBBB","0  :","0  :","GREEN","0","2011","-","0",,,,,
"1340642840","SRTED","NY","SRF","2000-01-04T00:00:00.000","51","SUBN","DODGE","K","62200","60805","0","20140214","100","100","3","160228","0003","0000","0100P",,"Q","F","103-00","SHORE FRONT PKWY","ROCKAWAY BEACH","0","408","E3",,"BBBBBBB","ALL","ALL","SILVE","0","2013","-","0",,,,,
"1358334584","FZY8149","NY","PAS","2000-01-04T00:00:00.000","46","SUBN","CHEVR","P","66120","68020","22820","20140101","0042","42","42","953012","0042","0000","0211P",,"BX","O","530","ST.PAULS PL",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHITE","0","0","-","0",,,,,
"1357592103","FRP2587","NY","PAS","2000-01-04T00:00:00.000","40","SDN","NISSA","P","0","40404","40404","20130902","121","121","121","950818","0121","0000","1045P",,"R","O","140","LUDWIGE LANE",,"0","408","J6",,"BBBBBBB","ALL","ALL","SILVE","0","2008","-","0",,,,,
"1355379350","FYW6498","NY","PAS","2000-01-04T00:00:00.000","51","SDN","NISSA","K","62200","60805","0","20140621","100","100","3","160228","0003","0000","0137P",,"Q","O","8600","SHORE FRONT PKWY","ROCKAWAY BEACH","0","408","D",,"BBBBBBB","ALL","ALL","SILVE","0","2005","-","0",,,,,
"1362636204","4612JG","CT","PAS","2000-01-05T00:00:00.000","74","SDN","NISSA","P","0","0","0","0","0045","45","45","949262","0045","0000","1050A",,"BX",,,"C/O HUTCHINSON PKWY","PALMER VE","0","408","J6",,"YYYYYYY","0  :","0  :","BLUE","0","0","-","0",,,,,
"1362355392","GRV2312","NY","PAS","2000-01-06T00:00:00.000","98","SDN","MAZDA","P","35050","11710","44990","20150326","0020","20","20","932323","0020","0000","0800P",,,"F","210","W 64 ST",,"0","408","C3",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,
"1364353556","88630MD","NY","COM","2000-01-06T00:00:00.000","46","DELV",,"P","5880","9230","9280","0","0066","66","66","931465","0066","0000","0945A",,"K","F","5322","8 AVE",,"0","408","J6",,"YYYYYYY","0  :","0  :","BR","0","0","-","0",,,,,
"1358232921","EWA7466","NY","PAS","2000-01-06T00:00:00.000","70","SDN","NISSA","P","27100","49690","17590","20131111","105","105","105","937432","0105","0000","1104A",,"Q","F","86-07","233 STREET",,"0","408","J6",,"BBBBBBB","ALL","ALL","BLACK","0","2008","-","0",,,,,
"1358911538","88756MB","NY","COM","2000-01-07T00:00:00.000","46","DELV","FRUEH","P","0","0","0","0","0071","71","405","906048","0405","0000","0342P",,"K","F",,"S/E C/O LEFFERTS","NOSTRAND","0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2006","-","0",,,,,
"1358921635","T486834","99","COM","2000-01-07T00:00:00.000","47","TRLR","FL","P","10510","34870","34890","0","0015","15","401","918915","0401","0000","0825A",,"NY","F","1375","6 AVE",,"0","408","L2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1358921623","18169PC","NY","COM","2000-01-07T00:00:00.000","49","SOM",,"P","10510","34870","34890","20140430","0015","15","401","918915","0401","0000","0825A",,"NY","F","1375","6 AVE",,"0","408","L2",,"BBBBBBB","ALL","ALL","WT","0","0","-","0",,,,,
"1358655303","628XYR","CT","PAS","2000-01-08T00:00:00.000","14","SDN","CADIL","P","26550","41620","40120","20140413",,"0","163","952838","0163","0000","1144P","1138P","BX","F","1045","E 163RD ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","GY","0","2003","-","0",,,,,
"1359206036","GLJ4917","NY","PAS","2000-01-08T00:00:00.000","19","VAN","FORD","P","42730","54070","85330","20151222","0079","79","79","927565","0079","0000","0356P",,"K","F","1511","FULTON ST",,"0","408","J6",,"BBBBBBB","ALL","ALL","WH","0","2008","-","0",,,,,
"1358575332","170XSK","CT","PAS","2000-01-08T00:00:00.000","16","SDN","VOLKS","P","0","40404","40404","0","0019","19","19","934644","0019","0000","0601P",,"NY","F","244","EAST 84",,"0","408","K2",,"YYYYYYB","0700A","0700P","BLACK","0","0","-","0",,,,,
"1356789020","GLC0746","NY","PAS","2000-01-09T00:00:00.000","98","SDN","BMW","P","38490","13390","13740","20151202","104","104","104","949963","0104","0000","1106P",,"Q","F","64-38","CATALPA AVE",,"0","408","F2",,"YYYYYYY","0  :","0  :","GY","0","2009","-","0",,,,,
"1353764930","BAW1554","NY","PAS","2000-01-09T00:00:00.000","21","SDN","TOYOT","X","23130","70930","83730","20140207","0073","73","110","350318","T110","0000","0924A",,"K","F","106","BRISTOL ST",,"0","408","D1",,"YBBYBBB","0  :A","0  :A","WH","0","1998","-","0",,,,,
"1358207150","GDX5773","NY","PAS","2000-01-13T00:00:00.000","71","SDN","TOYOT","P","27090","21900","22090","20150227","105","105","105","928201","0105","0000","1038A",,"Q","O","131-07","227 STREET",,"0","408","J6",,"BBBBBBB","ALL","ALL","GOLD","0","2001","-","0",,,,,
"1358235582","FXE3215","NY","PAS","2000-01-13T00:00:00.000","14","SUBN","FORD","P","57550","45890","27140","20150314","105","105","105","933208","0105","0000","0740A",,"Q","F","241-09","N. CONDUIT AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","BK","0","2004","-","0",,,,,
"1358235636","ERP5947","NY","PAS","2000-01-13T00:00:00.000","71","SDN","TOYOT","P","45890","23080","23060","20150426","105","105","105","933208","0105","0000","0304P",,"Q","F","259-23","FRANCIS LEWIS BLVD",,"0","408","C",,"BBBBBBB","ALL","ALL","GREEN","0","1995","-","0",,,,,
"1358881613","GGT4395","NY","PAS","2000-01-14T00:00:00.000","46","SUBN","BMW","P","0","40404","40404","20150621","0020","20","20","933109","0020","0000","0903P",,"NY","O","236","COLOMBUS AVE",,"0","408","C3",,"BBBBBBB","ALL","ALL","SILVR","0","2014","-","0",,,,,
"1364669237","CSY2285","NY","PAS","2000-01-14T00:00:00.000","40","SDN","NISSA","P","10580","7080","7230","20140408","0062","62","62","952388","0062","0000","1031P",,"K","F","2019","80TH ST",,"0","408","K6",,"BBBBBBB","ALL","ALL","SILVR","0","1997","-","0",,,,,
"1357262930","C91AZL","NJ","PAS","2000-01-14T00:00:00.000","14","SDN","HYUND","P","34210","10410","10510","0","0013","13","13","949322","0013","0000","1005P",,"NY","O","40","W 22",,"0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,
"1345834123","858ZPZ","CT","PAS","2000-01-15T00:00:00.000","19","SDN","NISSA","P","49690","24540","24590","20141103","103","103","171","955186","0171","0000","1254P",,"Q","F","169-14","HILLSIDE AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","RED","0","2013","-","0",,,,,
"1353906723","XE320U","NJ","PAS","2000-01-15T00:00:00.000","46","DELV","MITSU","X","18230","10410","25390","0",,"0","401","917677","0401","0000","0432P",,"NY","O","13","E 62 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","WH","0","0","-","0",,,,,
"1365725388","96394MB","NY","COM","2000-01-17T00:00:00.000","46","VAN","CHEVR","P","25390","19090","19110","0","0023","23","23","945266","0023","0000","0200P",,"NY","F","1590","MADISON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2011","-","0",,,,,
"1362928495","BJL01","NY","PAS","2000-01-18T00:00:00.000","51","SUBN","JEEP","P","8790","66390","5540","20140930","114","114","114","947942","0114","0000","0205P",,"Q","O","8-17","37TH AVE",,"0","408","D1",,"BBBBBBB","0  :A","ALL","BROWN","0","2011","-","0",,,,,
"1361106013","GJF1596","NY","PAS","2000-01-20T00:00:00.000","20","SDN","HONDA","P","0","40404","40404","20150721","0061","61","61","948876","0061","0000","0405P",,"K","F","1919","GRAVESEND NORTH RD",,"0","408","F1",,"BBBBBBB","0  :","0  :","GRY","0","2013","-","0",,,,,
"1356241785","CHU4489","NY","PAS","2000-01-23T00:00:00.000","40","SUBN","HONDA","P","36630","12380","54050","20151112","0063","63","63","952644","0063","0000","1122P",,"K","F","1292","E 40 ST",,"0","408","F1",,"BBBBBBB","ALL","ALL","GR","0","1998","-","5",,,,,
"1358218924","FPF5784","NY","PAS","2000-01-24T00:00:00.000","20","SDN","HONDA","P","0","0","0","20150705","105","105","105","928725","0105","0000","1216P",,,,,"C/O N CONDUIT AVE","246 ST","0","408","F7",,"BBBBBBB","ALL","ALL","GY","0","2012","-","0",,,,,
"1309007524","GED7291","NY","PAS","2000-01-28T00:00:00.000","21","SUBN","CHEVR","S","51090","22140","55690","20140414","102","102","0","594671","0DST","0000","0920A",,"Q","F","134-12","JAMAICA AVE",,"0","408","D1",,"YYYYYYB","0830A","0900A","BLUE","0","0","-","0",,,,,
"1360992250","BE11534","NJ","PAS","2000-01-28T00:00:00.000","46","TRLR","MICKE","P","10110","17850","17870","0","0017","17","17","937077","0017","0000","1211P",,"NY","F","820","2ND AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","2013","-","0",,,,,
"1365696730","157ZF8","MA","PAS","2000-01-28T00:00:00.000","20","SUBN","ME/BE","P","37670","10910","11010","0","0034","34","34","916495","0034","0000","0119A",,"NY","F","416","W 206 ST",,"0","408","E2",,"BBBBBBB","ALL","ALL","BLK","0","0","-","0",,,,,
"1359151163","YZC9134","PA","PAS","2000-01-29T00:00:00.000","20","DELV","ISUZU","P","34930","10510","10610","0","0018","18","18","896040","0018","0000","1155A",,"NY","F","100","W 58 ST",,"0","408","C",,"YBYYBYB","0700A","0700P","WHITE","0","0","-","0",,,,,
"1360980374","632741M","99","COM","2000-01-30T00:00:00.000","74","DELV","GMC","P","17870","10210","10110","0","0017","17","17","949636","0017","0000","0552P",,"NY","F","230","E 44 ST",,"0","408","K6",,"BBBBBBB","0  :","0  :","BROWN","0","1986","-","0",,,,,
"1366092703","30064JJ","NY","COM","2000-01-31T00:00:00.000","47","VAN","FORD","P","10510","34570","34590","20140930","0017","17","401","918915","0401","0000","1155A",,"NY","F","1071","6 AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","WT","0","2004","-","0",,,,,
"1364851866","CTF4899","NY","PAS","2000-02-02T00:00:00.000","71","SDN","NISSA","P","67030","72230","24830","20140425","0071","71","164","955292","0164","0000","0437P",,"K","F","863","NOSTRAND AVE",,"0","408","J3",,"BBBBBBB","ALL","ALL","BLACK","0","2005","-","0",,,,,
"1366347195","7806CC","CT","COM","2000-02-04T00:00:00.000","50","VAN","GMC","P","39490","43360","10140","0","109","109","109","904615","0109","0000","0435P",,"Q","O","4435","COLDEN STREET",,"0","408","J7",,"BBBBBBB","ALL","ALL","WHI","0","2011","-","0",,,,,
"1365753438","EMD8501","NY","PAS","2000-02-04T00:00:00.000","71","SDN","ME/BE","P","26450","52010","10280","20141214","123","123","123","931910","0123","0000","0245P",,"R",,"2900","VETERANS RD W",,"0","408","J6",,"BBBBBBB","ALL","ALL","BK","0","2013","-","0",,,,,
"1353884752","78674JW","NY","999","2000-02-06T00:00:00.000","19",,,"P","0","40404","40404","20140811","0001","1","406","892209","0406","0000","0843A",,,,"25","TRINITY AVE",,"0","408","E2",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,
"1358882885","62705JM","NY","COM","2000-02-07T00:00:00.000","46","DELV","GMC","P","14510","35290","35310","0","0020","20","20","949579","0020","0000","0525P",,"NY","F","170","CENTRAL PARK WEST",,"0","408","C3",,"BBBBBBB","ALL","ALL","BROWN","0","1990","-","0",,,,,
"1365831401","GJC4598","NY","PAS","2000-02-07T00:00:00.000","67","SDN","CHEVR","P","52130","81030","50130","20150729","0083","83","165","954012","0165","0000","0206A",,"K","F","199","IRVING AVENUE",,"0","408","K6",,"BBBBBBB","ALL","ALL","BLACK","0","2003","-","0",,,,,
"1362088286","V508NL","FL","PAS","2000-02-08T00:00:00.000","40","SDN","DODGE","P","36620","26610","26640","0","0044","44","44","951717","0044","0000","0745P",,"BX","F","1045","GRANT AVE",,"0","408","F7",,"BBBBBBB","ALL","ALL","WHITE","0","2005","-","0",,,,,
"1361606198","ZXP37T","NJ","PAS","2000-02-09T00:00:00.000","14","SDN","ROVER","P","17250","13610","10350","0","0009","9","9","906379","0009","0000","0100A",,"NY","F","74","EAST 13TH ST",,"0","408","K2",,"BBBBBBB","ALL","ALL","BLACK","0","0","-","0",,,,,
"1357891039","GHV4666","NY","PAS","2000-02-11T00:00:00.000","60","SDN","ACURA","P","0","0","0","20150811","0052","52","52","930202","0052","0000","1235P",,"BX",,,"500 FT S. OF 3400 PA",,"0","408","M2",,"BBBBBBB","0  :","0  :",,"0","2008","-","0",,,,,
"1358244455","S030GFL","FL","PAS","2000-02-11T00:00:00.000","19","SUBN","CHRYS","P","55590","27090","27092","0","105","105","105","949775","0105","0000","0915P",,"Q","F","227-19","MERRICK BLVD",,"0","408","C3",,"BBBBBBB","ALL","ALL","SILVE","0","0","-","0",,,,,
"1358252609","841GN3","MA","PAS","2000-02-11T00:00:00.000","50","SDN","HONDA","P","53890","26990","27040","20140331","105","105","105","922132","0105","0000","0521P",,"Q","F","223-21","LINDEN BLVD",,"0","408","C",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,
"1358315577","54SB72","PA","PAS","2000-02-11T00:00:00.000","51","MC","HONDA","P","13510","36690","36710","20140430","0032","32","32","941136","0032","0000","1026A",,"NY","F","88","BRADHURST AVE",,"0","408","F1",,"BBBBBBB","0  :","0  :","BLK","0","2001","-","0",,,,,
"1366910096","EEV7494","NY","PAS","2000-02-11T00:00:00.000","19","SUBN","HONDA","P","0","40404","40404","20140228","0023","23","23","935942","0023","0000","0157A",,"NY","F","55","E 104 ST REAR OF",,"0","408","E2",,"BBBBBBB","0  :","0  :","BLK","0","2005","-","0",,,,,
"1362102544","T527258C","NY","SRF","2000-02-12T00:00:00.000","46","SDN","LINCO","P","26610","18220","64620","20140430","0044","44","44","940770","0044","0000","0250P",,"BX","O","199","E 165 STREET",,"0","408","F1",,"BBBBBBB","ALL","ALL","SILVE","0","2004","-","0",,,,,
"1357261044","56371JA","NY","COM","2000-02-14T00:00:00.000","20","VAN","FORD","P","17310","10410","32633","0","0013","13","13","949611","0013","0000","0518P",,"NY","F","6","E 16TH ST",,"0","408","D",,"BBBBBBB","0  :","0  :","WHITE","0","2010","-","0",,,,,
"1366180367","GFT8943","NY","PAS","2000-02-14T00:00:00.000","21","P-U","FORD","P","51090","26440","26435","20150710","105","105","105","999724","0105","0000","0630A",,"Q","F","212-42","JAMAICA AVE",,"0","408","D1",,"BBBBBBB","ALL","0  :A","BLK","0","2006","-","0",,,,,
"1366109569","63610JM","NY","COM","2000-02-14T00:00:00.000","46","TRLR","GMC","X","24890","18410","18430","0","0017","17","401","946951","0401","0000","0326A",,"NY","F","985","LEXINGTON AVE",,"0","408","F1",,"BBBBBBB","ALL","ALL","BROWN","0","1988","-","0",,,,,
"1357599584","ETB2704","NY","PAS","2000-02-16T00:00:00.000","40","SUBN","NISSA","P","0","0","0","20150709","121","121","121","938623","0121","0000","0946A",,"R",,,"GANSVORT BLVD","BIELLE","0","408","J2",,"BBBBBBB","ALL","ALL","GREEN","0","1998","-","0",,,,,
"1366561053","CBK8251","NY","PAS","2000-02-18T00:00:00.000","14","SDN","HONDA","P","34450","10410","10510","20141107","0014","14","14","951335","0014","0000","1010P",,"NY","F","68","W 34 ST",,"0","408","C3",,"YYYYYYY","1000P","0700A","GREY","0","2001","-","0",,,,,
