"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge"
"2","2020-01-01T00:13:53.000","2020-01-01T00:40:35.000","1","5.73","1","N","246","112","2","21","0.5","0.5","0","6.12","0.3","30.92","2.5"
"2","2020-01-01T00:19:13.000","2020-01-01T00:28:54.000","1","2.12","1","N","24","236","1","9","0.5","0.5","0","0","0.3","12.8","2.5"
"2","2020-01-01T00:31:25.000","2020-01-01T00:37:16.000","2","0.93","1","N","236","262","1","5.5","0.5","0.5","2.32","0","0.3","11.62","2.5"
"1","2020-01-01T00:29:04.000","2020-01-01T01:03:27.000","2","5.70","1","N","234","238","1","25.5","3","0.5","5.85","0","0.3","35.15","2.5"
"1","2020-01-01T00:03:02.000","2020-01-01T00:09:22.000","1","1.20","1","N","232","79","2","6.5","3","0.5","0","0","0.3","10.3","2.5"
"1","2020-01-01T00:22:24.000","2020-01-01T00:33:24.000","1","1.30","1","N","79","233","1","8.5","3","0.5","1.7","0","0.3","14","2.5"
"1","2020-01-01T00:47:27.000","2020-01-01T00:55:40.000","1","0.70","1","N","233","170","1","6.5","3","0.5","2.05","0","0.3","12.35","2.5"
"1","2020-01-01T00:57:44.000","2020-01-01T01:00:49.000","1","0.40","1","N","170","107","1","4","3","0.5","1.55","0","0.3","9.35","2.5"
"1","2020-01-01T00:28:44.000","2020-01-01T00:43:40.000","2","3.90","1","N","148","49","1","14.5","3","0.5","3.7","0","0.3","22","2.5"
"1","2020-01-01T00:04:28.000","2020-01-01T00:17:36.000","1","3.30","1","N","144","229","1","12","3","0.5","3.15","0","0.3","18.95","2.5"
"1","2020-01-01T00:19:19.000","2020-01-01T00:34:22.000","1","1.70","1","N","229","142","2","11","3","0.5","0","0","0.3","14.8","2.5"
"1","2020-01-01T00:37:35.000","2020-01-01T00:40:31.000","1","0.60","1","N","142","239","1","4.5","3","0.5","2.45","0","0.3","10.75","2.5"
"1","2020-01-01T00:43:08.000","2020-01-01T00:54:30.000","1","2.30","1","N","239","41","1","10","3","0.5","2.75","0","0.3","16.55","2.5"
"1","2020-01-01T00:55:29.000","2020-01-01T01:06:22.000","1","1.50","1","N","41","74","1","9","0.5","0.5","2.05","0","0.3","12.35","0"
"2","2020-01-01T00:22:33.000","2020-01-01T00:28:01.000","2","0.81","1","N","239","142","2","5.5","0.5","0.5","0","0","0.3","9.3","2.5"
"2","2020-01-01T00:30:11.000","2020-01-01T01:31:29.000","1","0.80","1","N","48","68","2","18.5","1.3","0.5","0","0","0","22.8","2.5"
"1","2020-01-01T00:54:57.000","2020-01-01T00:58:50.000","6","0.90","1","N","95","95","2","5","0.5","0.5","0","0","0.3","6.3","0"
"1","2020-01-01T00:23:37.000","2020-01-01T00:26:18.000","1","0.90","1","N","229","140","1","4.5","3","0.5","1.65","0","0.3","9.95","2.5"
"1","2020-01-01T00:33:33.000","2020-01-01T00:36:20.000","2","0.60","1","N","141","140","1","4.5","3","0.5","1.65","0","0.3","9.95","2.5"
"1","2020-01-01T00:43:56.000","2020-01-01T00:46:24.000","1","0.70","1","N","141","141","1","4.5","3","0.5","1","0","0.3","9.3","2.5"
"1","2020-01-01T00:58:34.000","2020-01-01T01:07:17.000","1","1.10","1","N","233","229","1","7","3","0.5","2.15","0","0.3","12.95","2.5"
"2","2020-01-01T00:31:20.000","2020-01-01T00:47:31.000","2","2.77","1","N","144","68","1","12.5","0.5","0.5","3.26","0","0.3","19.56","2.5"
"2","2020-01-01T00:50:58.000","2020-01-01T01:06:09.000","1","1.39","1","N","246","48","2","10","0.5","0.5","0","0","0.3","13.8","2.5"
"2","2020-01-01T00:12:40.000","2020-01-01T00:18:07.000","1","0.69","1","N","79","79","1","5.5","0.5","0.5","2.32","0","0.3","11.62","2.5"
"2","2020-01-01T00:43:33.000","2020-01-01T01:21:12.000","1","3.23","1","N","237","48","2","22.5","0.5","0.5","0","0","0.3","26.3","2.5"
"2","2020-01-01T00:05:31.000","2020-01-01T00:25:18.000","3","3.36","1","N","237","107","1","15","0.5","0.5","3.76","0","0.3","22.56","2.5"
"2","2020-01-01T00:42:23.000","2020-01-01T00:47:08.000","4","0.66","1","N","234","90","1","5","0.5","0.5","1.76","0","0.3","10.56","2.5"
"2","2020-01-01T00:51:18.000","2020-01-01T01:04:08.000","2","2.00","1","N","90","148","1","10","0.5","0.5","2.76","0","0.3","16.56","2.5"
"1","2020-01-01T00:33:31.000","2020-01-01T00:59:47.000","1","8.70","1","N","166","213","2","28","0.5","0.5","0","0","0.3","29.3","0"
"1","2020-01-01T00:26:44.000","2020-01-01T00:48:11.000","1","2.40","1","N","249","100","1","14.5","3","0.5","3.65","0","0.3","21.95","2.5"
"1","2020-01-01T00:59:30.000","2020-01-01T01:08:40.000","1","1.00","1","N","234","137","1","7","3","0.5","2.15","0","0.3","12.95","2.5"
"1","2020-01-01T00:20:02.000","2020-01-01T00:26:23.000","1","1.30","1","N","87","148","1","6.5","3","0.5","2","0","0.3","12.3","2.5"
"1","2020-01-01T00:30:08.000","2020-01-01T00:43:24.000","1","2.00","1","N","148","170","1","10.5","3","0.5","1","0","0.3","15.3","2.5"
"1","2020-01-01T00:55:41.000","2020-01-01T01:31:23.000","2","5.20","1","N","113","239","1","25.5","3","0.5","5.85","0","0.3","35.15","2.5"
"2","2020-01-01T00:21:24.000","2020-01-01T00:33:45.000","1","1.58","1","N","234","162","1","9.5","0.5","0.5","3.99","0","0.3","17.29","2.5"
"1","2020-01-01T00:28:35.000","2020-01-01T00:44:47.000","2","2.10","1","N","43","170","2","11.5","3","0.5","0","0","0.3","15.3","2.5"
"1","2020-01-01T00:59:54.000","2020-01-01T01:20:08.000","2","3.30","1","N","234","263","1","15","3","0.5","3.75","0","0.3","22.55","2.5"
"2","2020-01-01T00:20:37.000","2020-01-01T00:26:18.000","3","1.18","1","N","237","239","2","6","0.5","0.5","0","0","0.3","9.8","2.5"
"2","2020-01-01T00:29:55.000","2020-01-01T00:48:40.000","3","2.42","1","N","239","229","1","13","0.5","0.5","3.36","0","0.3","20.16","2.5"
"2","2020-01-01T00:50:47.000","2020-01-01T01:08:23.000","2","3.23","1","N","229","239","1","13.5","0.5","0.5","0","0","0.3","17.3","2.5"
"1","2020-01-01T00:27:00.000","2020-01-01T00:49:22.000","2","2.30","1","N","161","79","2","15","3","0.5","0","0","0.3","18.8","2.5"
"1","2020-01-01T00:53:50.000","2020-01-01T01:04:39.000","3","1.30","1","N","107","170","2","8.5","3","0.5","0","0","0.3","12.3","2.5"
"2","2020-01-01T00:09:11.000","2020-01-01T00:28:51.000","1","7.10","1","N","166","248","2","22","0.5","0.5","0","0","0.3","23.3","0"
"2","2020-01-01T00:42:15.000","2020-01-01T01:16:20.000","1","14.52","1","N","185","226","1","41","0.5","0.5","8.46","0","0.3","52.71","0"
"2","2020-01-01T00:15:13.000","2020-01-01T00:26:52.000","1","2.09","1","N","162","142","2","10","0.5","0.5","0","0","0.3","13.8","2.5"
"2","2020-01-01T00:28:39.000","2020-01-01T00:54:21.000","1","4.82","1","N","142","7","1","20.5","0.5","0.5","4.86","0","0.3","29.16","2.5"
"2","2020-01-01T00:13:16.000","2020-01-01T00:17:45.000","2","1.31","1","N","236","237","1","6","0.5","0.5","1.96","0","0.3","11.76","2.5"
"2","2020-01-01T00:20:03.000","2020-01-01T00:29:43.000","2","3.32","1","N","237","42","2","11","0.5","0.5","0","0","0.3","14.8","2.5"
"2","2020-01-01T00:39:11.000","2020-01-01T01:00:00.000","1","2.80","1","N","236","162","2","15","0.5","0.5","0","0","0.3","18.8","2.5"
"2","2020-01-01T00:35:13.000","2020-01-01T00:54:55.000","2","4.55","1","N","189","80","1","17.5","0.5","0.5","0","0","0.3","18.8","0"
"2","2020-01-01T00:08:40.000","2020-01-01T00:21:20.000","2","1.75","1","N","211","107","2","10","0.5","0.5","0","0","0.3","13.8","2.5"
"2","2020-01-01T00:30:10.000","2020-01-01T00:38:35.000","2","1.12","1","N","162","170","1","7","0.5","0.5","2.16","0","0.3","12.96","2.5"
"2","2020-01-01T00:53:35.000","2020-01-01T01:12:18.000","2","4.07","1","N","79","262","1","15.5","0.5","0.5","4.82","0","0.3","24.12","2.5"
"2","2020-01-01T00:13:26.000","2020-01-01T00:16:52.000","1","1.17","1","N","142","238","1","5.5","0.5","0.5","1","0","0.3","10.3","2.5"
"2","2020-01-01T00:20:28.000","2020-01-01T00:24:30.000","1","1.35","1","N","239","24","1","6","0.5","0.5","2.45","0","0.3","12.25","2.5"
"2","2020-01-01T00:25:53.000","2020-01-01T00:35:45.000","1","5.19","1","N","24","243","2","16","0.5","0.5","0","0","0.3","17.3","0"
"2","2020-01-01T00:11:46.000","2020-01-01T00:17:54.000","1","0.50","1","N","211","231","1","5.5","0.5","0.5","1.86","0","0.3","11.16","2.5"
"2","2020-01-01T00:22:30.000","2020-01-01T00:43:08.000","1","3.46","1","N","211","246","2","15","0.5","0.5","0","0","0.3","18.8","2.5"
"2","2020-01-01T00:44:37.000","2020-01-01T01:46:33.000","1","6.70","1","N","50","7","1","38.5","0.5","0.5","8.46","0","0.3","50.76","2.5"
"1","2020-01-01T00:08:54.000","2020-01-01T00:24:20.000","4","3.50","1","N","234","140","1","13.5","3","0.5","3.46","0","0.3","20.76","2.5"
"1","2020-01-01T00:26:50.000","2020-01-01T00:38:36.000","1","3.60","1","N","140","41","2","12.5","3","0.5","0","0","0.3","16.3","2.5"
"1","2020-01-01T00:58:36.000","2020-01-01T01:04:38.000","2","1.30","1","N","262","140","1","7","3","0.5","2.15","0","0.3","12.95","2.5"
"2","2020-01-01T00:02:15.000","2020-01-01T00:13:28.000","1","6.46","1","N","142","244","1","19","0.5","0.5","2.28","0","0.3","25.08","2.5"
"2","2020-01-01T00:24:45.000","2020-01-01T00:32:07.000","1","1.25","1","N","166","238","1","7.5","0.5","0.5","2.83","0","0.3","14.13","2.5"
"2","2020-01-01T00:37:17.000","2020-01-01T00:39:44.000","1","0.51","1","N","239","239","1","4","0.5","0.5","1.17","0","0.3","8.97","2.5"
"1","2020-01-01T00:39:20.000","2020-01-01T00:40:06.000","1","2.40","5","N","90","90","3","100","0","0","0","0","0.3","100.3","0"
"2","2020-01-01T00:41:18.000","2020-01-01T01:25:00.000","1","2.43","1","N","239","186","2","25.5","0.5","0.5","0","0","0.3","29.3","2.5"
"2","2020-01-01T00:12:19.000","2020-01-01T00:18:54.000","2","1.40","1","N","263","140","1","6.5","0.5","0.5","2.06","0","0.3","12.36","2.5"
"2","2020-01-01T00:21:22.000","2020-01-01T00:35:22.000","2","2.67","1","N","140","143","2","12","0.5","0.5","0","0","0.3","15.8","2.5"
"2","2020-01-01T00:37:27.000","2020-01-01T00:50:39.000","2","2.33","1","N","143","236","1","11","0.5","0.5","2","0","0.3","16.8","2.5"
"2","2020-01-01T00:53:56.000","2020-01-01T01:13:51.000","1","3.75","1","N","236","107","1","15.5","0.5","0.5","2","0","0.3","21.3","2.5"
"1","2020-01-01T00:14:05.000","2020-01-01T00:40:50.000","2","2.10","1","N","48","107","1","16.5","3","0.5","4.05","0","0.3","24.35","2.5"
"2","2020-01-01T00:14:44.000","2020-01-01T00:23:35.000","1","1.78","1","N","161","141","2","8","0.5","0.5","0","0","0.3","11.8","2.5"
"2","2020-01-01T00:25:31.000","2020-01-01T00:38:12.000","1","3.16","1","N","141","224","2","11.5","0.5","0.5","0","0","0.3","15.3","2.5"
"2","2020-01-01T00:41:28.000","2020-01-01T00:54:20.000","1","3.37","1","N","107","263","1","12","0.5","0.5","2.1","0","0.3","17.9","2.5"
"1","2020-01-01T00:18:14.000","2020-01-01T00:21:58.000","2","0.60","1","N","142","143","1","5","3","0.5","2.6","0","0.3","11.4","2.5"
"1","2020-01-01T00:25:49.000","2020-01-01T00:29:42.000","2","0.80","1","N","239","151","1","5","3","0.5","2","0","0.3","10.8","2.5"
"1","2020-01-01T00:35:03.000","2020-01-01T00:53:06.000","1","3.00","1","N","238","229","1","14","3","0.5","3.55","0","0.3","21.35","2.5"
"1","2020-01-01T00:56:39.000","2020-01-01T01:21:13.000","2","3.80","1","N","229","45","4","16.5","3","0.5","0","0","0.3","20.3","2.5"
"2","2020-01-01T00:08:44.000","2020-01-01T00:19:57.000","2","2.64","1","N","151","262","1","11","0.5","0.5","2.96","0","0.3","17.76","2.5"
"2","2020-01-01T00:21:23.000","2020-01-01T00:36:23.000","3","2.83","1","N","262","161","2","12.5","0.5","0.5","0","0","0.3","16.3","2.5"
"2","2020-01-01T00:46:08.000","2020-01-01T00:56:59.000","3","0.55","1","N","162","161","1","8","0.5","0.5","2.36","0","0.3","14.16","2.5"
"2","2020-01-01T00:58:31.000","2020-01-01T01:09:45.000","1","2.18","1","N","161","262","1","9.5","0.5","0.5","2.39","0","0.3","15.69","2.5"
"2","2020-01-01T00:08:27.000","2020-01-01T00:13:52.000","3","1.10","1","N","148","231","2","6","0.5","0.5","0","0","0.3","9.8","2.5"
"2","2020-01-01T00:16:16.000","2020-01-01T00:30:41.000","2","1.89","1","N","231","79","1","11","0.5","0.5","1","0","0.3","15.8","2.5"
"2","2020-01-01T00:43:50.000","2020-01-01T00:59:52.000","1","3.17","1","N","262","151","1","14","0.5","0.5","3.56","0","0.3","21.36","2.5"
"2","2020-01-01T00:12:28.000","2020-01-01T00:21:11.000","1","1.50","1","N","40","65","1","7.5","0.5","0.5","1.76","0","0.3","10.56","0"
"2","2020-01-01T00:36:33.000","2020-01-01T00:53:23.000","1","6.43","1","N","261","170","1","20.5","0.5","0.5","4.86","0","0.3","29.16","2.5"
"2","2020-01-01T00:55:51.000","2020-01-01T01:02:28.000","1","0.83","1","N","170","170","1","6","0.5","0.5","1.96","0","0.3","11.76","2.5"
"1","2020-01-01T00:14:06.000","2020-01-01T00:22:53.000","3","1.50","1","N","148","107","1","8","3","0.5","2.35","0","0.3","14.15","2.5"
"1","2020-01-01T00:30:20.000","2020-01-01T00:54:21.000","2","8.00","1","N","137","181","2","25.5","3","0.5","0","0","0.3","29.3","2.5"
"1","2020-01-01T00:19:32.000","2020-01-01T00:26:03.000","1","1.40","1","N","43","236","1","7","3","0.5","2.7","0","0.3","13.5","2.5"
"1","2020-01-01T00:29:14.000","2020-01-01T00:52:47.000","1","4.70","1","N","236","79","1","18","3","0.5","6.5","0","0.3","28.3","2.5"
"2","2020-01-01T00:05:56.000","2020-01-01T00:25:52.000","2","2.95","1","N","87","158","2","13.5","0.5","0.5","0","0","0.3","17.3","2.5"
"2","2020-01-01T00:29:09.000","2020-01-01T00:59:04.000","3","5.25","1","N","158","236","1","22.5","0.5","0.5","5.26","0","0.3","31.56","2.5"
"1","2020-01-01T00:16:44.000","2020-01-01T00:18:51.000","1","0.50","1","N","170","107","3","3.5","3","0.5","0","0","0.3","7.3","2.5"
"1","2020-01-01T00:53:38.000","2020-01-01T01:04:20.000","1","1.40","1","N","234","107","1","8.5","3","0.5","0","0","0.3","12.3","2.5"
"1","2020-01-01T00:31:16.000","2020-01-01T01:05:43.000","1","9.90","1","N","231","82","2","33","2.5","0.5","0","0","0.3","36.3","2.5"
"1","2020-01-01T00:42:55.000","2020-01-01T01:07:31.000","2","3.90","1","N","151","229","2","18","3","0.5","0","0","0.3","21.8","2.5"
"2","2020-01-01T00:12:38.000","2020-01-01T00:19:11.000","1","1.26","1","N","166","238","2","6.5","0.5","0.5","0","0","0.3","10.3","2.5"
"2","2020-01-01T00:21:28.000","2020-01-01T00:27:29.000","4","1.48","1","N","238","24","2","6.5","0.5","0.5","0","0","0.3","10.3","2.5"
"2","2020-01-01T00:29:32.000","2020-01-01T00:46:42.000","1","3.28","1","N","166","262","2","14.5","0.5","0.5","0","0","0.3","18.3","2.5"
"2","2020-01-01T00:21:32.000","2020-01-01T00:30:20.000","1","1.61","1","N","181","49","1","8","0.5","0.5","1.86","0","0.3","11.16","0"
"2","2020-01-01T00:47:40.000","2020-01-01T01:09:23.000","1","3.23","1","N","144","232","1","16","0.5","0.5","0","0","0.3","19.8","2.5"
"2","2020-01-01T00:27:25.000","2020-01-01T00:37:34.000","3","1.88","1","N","239","237","1","9","0.5","0.5","2.56","0","0.3","15.36","2.5"
"2","2020-01-01T00:52:06.000","2020-01-01T01:01:48.000","1","2.26","1","N","237","75","2","9.5","0.5","0.5","0","0","0.3","13.3","2.5"
"2","2020-01-01T00:53:21.000","2020-01-01T01:16:14.000","1","12.92","1","N","132","265","1","36","0.5","0.5","7.46","0","0.3","44.76","0"
"2","2020-01-01T00:13:58.000","2020-01-01T00:32:39.000","2","7.76","1","N","138","151","1","24","0.5","0.5","6.28","6.12","0.3","37.7","0"
"2","2020-01-01T00:36:37.000","2020-01-01T00:44:04.000","1","1.33","1","N","43","239","2","7.5","0.5","0.5","0","0","0.3","11.3","2.5"
"2","2020-01-01T00:46:55.000","2020-01-01T00:51:55.000","3","0.71","1","N","239","238","1","5.5","0.5","0.5","1.3","0","0.3","10.6","2.5"
"2","2020-01-01T00:52:41.000","2020-01-01T01:08:48.000","2","2.31","1","N","238","141","1","12.5","0.5","0.5","3.26","0","0.3","19.56","2.5"
"2","2020-01-01T00:03:46.000","2020-01-01T00:14:47.000","1","2.89","1","N","229","145","1","11.5","0.5","0.5","3.06","0","0.3","18.36","2.5"
"2","2020-01-01T00:42:07.000","2020-01-01T00:49:28.000","1","1.06","1","N","161","137","1","6.5","0.5","0.5","4","0","0.3","14.3","2.5"
"2","2020-01-01T00:17:41.000","2020-01-01T00:28:27.000","1","2.11","1","N","140","236","1","10","0.5","0.5","2.07","0","0.3","15.87","2.5"
"2","2020-01-01T00:32:56.000","2020-01-01T00:41:19.000","1","1.52","1","N","236","43","1","8.5","0.5","0.5","1","0","0.3","13.3","2.5"
"2","2020-01-01T00:44:51.000","2020-01-01T00:53:30.000","1","1.97","1","N","163","75","2","8.5","0.5","0.5","0","0","0.3","12.3","2.5"
"2","2020-01-01T00:05:05.000","2020-01-01T00:14:54.000","1","2.29","1","N","236","162","1","9","0.5","0.5","1","0","0.3","13.8","2.5"
"2","2020-01-01T00:25:06.000","2020-01-01T00:29:07.000","1","1.62","1","N","229","263","1","6.5","0.5","0.5","2.58","0","0.3","12.88","2.5"
"2","2020-01-01T00:30:19.000","2020-01-01T00:33:26.000","1","0.98","1","N","263","141","1","5","0.5","0.5","1.32","0","0.3","10.12","2.5"
"2","2020-01-01T00:40:24.000","2020-01-01T00:52:17.000","1","2.70","1","N","140","238","1","11.5","0.5","0.5","3","0","0.3","18.3","2.5"
"2","2020-01-01T00:53:10.000","2020-01-01T01:46:40.000","1","6.39","1","N","238","211","1","34","0.5","0.5","7.56","0","0.3","45.36","2.5"
"1","2020-01-01T00:14:09.000","2020-01-01T00:34:04.000","3","1.40","1","N","233","186","2","12.5","3","0.5","0","0","0.3","16.3","2.5"
"1","2020-01-01T00:44:31.000","2020-01-01T01:11:20.000","2","5.20","1","N","249","112","1","19","3","0.5","5.75","6.12","0.3","34.67","2.5"
"2","2020-01-01T00:12:04.000","2020-01-01T00:16:39.000","1","0.75","1","N","249","125","1","5","0.5","0.5","1.76","0","0.3","10.56","2.5"
"2","2020-01-01T00:22:52.000","2020-01-01T00:35:39.000","1","2.01","1","N","211","137","1","10","0.5","0.5","2.76","0","0.3","16.56","2.5"
"2","2020-01-01T00:37:00.000","2020-01-01T00:58:24.000","1","7.21","1","N","137","158","1","23.5","0.5","0.5","5.46","0","0.3","32.76","2.5"
"2","2020-01-01T00:41:55.000","2020-01-01T01:25:10.000","2","4.26","1","N","68","261","2","27.5","0.5","0.5","0","0","0.3","31.3","2.5"
"2","2020-01-01T00:43:13.000","2020-01-01T01:40:35.000","5","8.60","1","N","68","223","1","39.5","0.5","0.5","5.2","0","0.3","48.5","2.5"
"1","2020-01-01T00:13:26.000","2020-01-01T00:42:31.000","3","2.70","1","N","249","48","1","18","3","0.5","2","0","0.3","23.8","2.5"
"1","2020-01-01T00:46:09.000","2020-01-01T01:00:08.000","1","3.40","1","N","142","41","1","12.5","3","0.5","4.05","0","0.3","20.35","2.5"
"2","2020-01-01T00:22:59.000","2020-01-01T00:41:19.000","1","2.38","1","N","164","79","1","13","0.5","0.5","3.36","0","0.3","20.16","2.5"
"2","2020-01-01T00:45:05.000","2020-01-01T01:23:29.000","1","5.18","1","N","79","143","1","25","0.5","0.5","4.32","0","0.3","33.12","2.5"
"2","2020-01-01T00:55:36.000","2020-01-01T01:11:07.000","1","2.92","1","N","142","41","2","13","0.5","0.5","0","0","0.3","16.8","2.5"
"2","2020-01-01T00:16:49.000","2020-01-01T00:37:53.000","1","3.06","1","N","162","79","2","14.5","0.5","0.5","0","0","0.3","18.3","2.5"
"2","2020-01-01T00:47:49.000","2020-01-01T00:52:27.000","1","0.74","1","N","107","137","1","5","0.5","0.5","0.88","0","0.3","9.68","2.5"
"2","2020-01-01T00:54:28.000","2020-01-01T00:58:41.000","1","0.60","1","N","170","137","3","-4.5","-0.5","-0.5","0","0","-0.3","-8.3","-2.5"
"2","2020-01-01T00:54:28.000","2020-01-01T00:58:41.000","1","0.60","1","N","170","137","2","4.5","0.5","0.5","0","0","0.3","8.3","2.5"
"2","2020-01-01T00:29:11.000","2020-01-01T00:46:19.000","1","3.83","1","N","163","24","1","15.5","0.5","0.5","2","0","0.3","21.3","2.5"
"2","2020-01-01T00:53:51.000","2020-01-01T01:12:49.000","1","5.34","1","N","238","90","2","19","0.5","0.5","0","0","0.3","22.8","2.5"
"1","2020-01-01T00:08:29.000","2020-01-01T00:13:20.000","1","0.50","1","N","114","148","1","5","3","0.5","1.75","0","0.3","10.55","2.5"
"1","2020-01-01T00:16:48.000","2020-01-01T00:36:07.000","3","3.90","1","N","148","48","1","16","3","0.5","3.95","0","0.3","23.75","2.5"
"1","2020-01-01T00:43:27.000","2020-01-01T00:59:10.000","1","1.90","1","N","48","143","1","11.5","3","0.5","3.05","0","0.3","18.35","2.5"
"1","2020-01-01T00:22:28.000","2020-01-01T00:25:23.000","1","0.60","1","N","68","246","2","4.5","3","0.5","0","0","0.3","8.3","2.5"
"1","2020-01-01T00:29:45.000","2020-01-01T00:42:18.000","2","2.30","1","N","68","125","1","10.5","3","0.5","0","0","0.3","14.3","2.5"
"1","2020-01-01T00:44:41.000","2020-01-01T00:50:09.000","1","1.20","1","N","125","158","1","6","3","0.5","1.96","0","0.3","11.76","2.5"
"1","2020-01-01T00:50:44.000","2020-01-01T01:00:04.000","3","1.70","1","N","158","211","1","8.5","3","0.5","2.45","0","0.3","14.75","2.5"
"2","2020-01-01T00:21:46.000","2020-01-01T00:41:56.000","4","4.55","1","N","229","144","2","18","0.5","0.5","0","0","0.3","21.8","2.5"
"2","2020-01-01T00:44:03.000","2020-01-01T00:51:58.000","3","1.53","1","N","144","113","1","7.5","0.5","0.5","2.82","0","0.3","14.12","2.5"
"2","2020-01-01T00:54:02.000","2020-01-01T01:04:38.000","3","1.35","1","N","113","170","2","8.5","0.5","0.5","0","0","0.3","12.3","2.5"
"2","2020-01-01T00:17:27.000","2020-01-01T00:27:08.000","4","0.84","1","N","140","237","1","7.5","0.5","0.5","2.26","0","0.3","13.56","2.5"
"2","2020-01-01T00:32:54.000","2020-01-01T00:41:29.000","4","1.80","1","N","237","75","1","8.5","0.5","0.5","2.46","0","0.3","14.76","2.5"
"2","2020-01-01T00:43:27.000","2020-01-01T00:53:36.000","3","1.49","1","N","75","41","2","8","0.5","0.5","0","0","0.3","9.3","0"
