"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_action_updated_date","community_board","borough","x_coordinate_state_plane_","y_coordinate_state_plane_","park_facility_name","park_borough","school_name","school_number","school_region","school_code","school_phone_number","school_address","school_city","school_state","school_zip","school_not_found","school_or_citywide_complaint","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","garage_lot_name","ferry_direction","ferry_terminal_name","latitude","longitude","location"
"16470","2006-09-18T00:00:00.000","2006-10-04T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"10549-1009","45 KENSICO DR","KENSICO DR",,,,,,"MT KISCO",,"N/A","Closed","2006-10-04T00:00:00.000","2006-09-19T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"24772","2006-08-24T00:00:00.000","2006-08-24T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2006-09-23T00:00:00.000","2006-08-24T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound","Unknown",,,
"23335","2006-08-23T00:00:00.000","2006-08-30T00:00:00.000","DOT","Department of Transportation","Broken Parking Meter","Out of Order","Street","00000","3303 GOOWIN TERRACE","GOOWIN TERRACE",,,,,,"N/A",,"N/A","Closed","2006-09-12T00:00:00.000","2006-08-30T00:00:00.000","Unspecified BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"23341","2006-08-22T00:00:00.000","2006-08-23T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Park","10128",,,,,,,,"NEW YORK",,"N/A","Closed","2006-08-25T00:00:00.000","2006-08-23T00:00:00.000","08 MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"25536","2006-08-22T00:00:00.000","2006-09-07T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"46247-0707","PO BOX 47707","47707",,,,,,"INDIANAPOLIS",,"N/A","Closed","2006-09-07T00:00:00.000","2006-08-23T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"34348","2006-07-27T00:00:00.000","2006-08-12T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"44139","29125 SOLON ROAD","SOLON ROAD",,,,,,"SOLON",,"N/A","Closed","2006-08-12T00:00:00.000","2006-07-28T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"27597","2006-08-23T00:00:00.000","2006-09-08T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"46247","PO BOX 47707","BOX 47707",,,,,,"INDIANOPOLIS",,"N/A","Closed","2006-09-07T00:00:00.000","2006-08-23T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"24066","2006-08-23T00:00:00.000","2006-08-23T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Sidewalk Cafe License",,,,,,,,,,,,"N/A","Closed","2006-08-30T00:00:00.000","2006-08-23T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"100609","2006-02-10T00:00:00.000","2006-03-09T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint",,," ST MARKS AVE","ST MARKS AVE","2 ST","3 ST",,,,,,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,"Other",,,,,,,,,,
"36127","2006-07-27T00:00:00.000","2006-08-12T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"32541","151 REGENT WAY","REGENT WAY",,,,,,"JACKSON",,"N/A","Closed","2006-08-12T00:00:00.000","2006-07-28T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"35045","2006-09-19T00:00:00.000","2006-10-05T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"48090","NA PO BOX 2036","PO BOX 2036",,,,,,"WARREN",,"N/A","Closed","2006-10-05T00:00:00.000","2006-09-20T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"37803","2006-07-28T00:00:00.000","2006-07-28T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Park","10464",,,,,,,,"BRONX",,"N/A","Closed","2006-07-31T00:00:00.000","2006-07-28T00:00:00.000","10 BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"51123","2006-07-29T00:00:00.000","2006-08-14T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"19850-5740","PO BOX 15740","15740",,,,,,"WILMINGTON",,"N/A","Closed","2006-08-15T00:00:00.000","2006-07-31T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"42450","2006-07-28T00:00:00.000","2006-07-31T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2006-08-27T00:00:00.000","2006-07-31T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Manhattan Bound","Kennedy",,,
"40752","2006-07-28T00:00:00.000","2006-07-28T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2006-08-27T00:00:00.000","2006-07-28T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Manhattan Bound","Unknown",,,
"115737","2006-05-19T00:00:00.000","2006-12-07T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint",,,,,,,"WILLIAMSBURG","B'KLYN",,,,"N/A","Closed",,"2006-12-07T00:00:00.000","Unspecified BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,"Other",,,,,,,,,,
"110658","2006-04-13T00:00:00.000","2006-04-13T00:00:00.000","TLC","Correspondence - Taxi and Limousine Commission","Taxi Compliment","Driver Compliment",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"39548","2006-09-20T00:00:00.000","2006-10-06T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"80015","P.O. BOX 4437","4437",,,,,,"INGLEWOOD",,"N/A","Closed","2006-10-05T00:00:00.000","2006-09-20T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"70188","2006-07-30T00:00:00.000","2006-07-31T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Cabaret License",,,,,,,,,,,,"N/A","Closed","2006-08-07T00:00:00.000","2006-07-31T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"62351","2006-07-29T00:00:00.000","2006-08-14T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"14210","726 EXCHANGE STREET","EXCHANGE STREET",,,,,,"BUFFALO",,"N/A","Closed","2006-08-15T00:00:00.000","2006-07-31T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"117569","2006-05-26T00:00:00.000","2006-05-26T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint",,,,,,,"2","WASHINGTON ST",,,,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,"Other",,,,,,,,,,
"55382","2006-07-29T00:00:00.000","2006-07-31T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Beach","10306",,,"MIDLAND AVENUE",,,,,"STATEN ISLAND",,"N/A","Closed","2006-08-01T00:00:00.000","2006-07-31T00:00:00.000","02 STATEN ISLAND","STATEN ISLAND",,,"Unspecified","STATEN ISLAND","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"54734","2006-02-07T00:00:00.000","2006-02-10T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"NA","NA NA","NA",,,,,,"NA",,"N/A","Closed","2006-02-11T00:00:00.000","2006-02-10T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"102838","2006-08-01T00:00:00.000","2006-08-08T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Park","11233",,,,,,,,"BROOKLYN",,"N/A","Closed","2006-08-04T00:00:00.000","2006-08-08T00:00:00.000","08 BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"96808","2006-01-27T00:00:00.000","2006-02-13T00:00:00.000","DOE","Central - Department of Education","DOE Complaint or Compliment","N/A","Phone Call",,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,"N/A",,,,,,,,,,,,,
"65618","2006-03-13T00:00:00.000","2006-03-29T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"44139","29125 SOLON ROAD","SOLON ROAD",,,,,,"SOLON",,"N/A","Closed","2006-03-28T00:00:00.000","2006-03-13T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"63453","2006-02-16T00:00:00.000","2006-02-16T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint",,,,,,,"40","RECTOR STREET",,,,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,"Other",,,,,,,,,,
"60512","2006-07-18T00:00:00.000","2006-07-24T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Beach","11224",,,,,,,,"BROOKLYN",,"N/A","Closed","2006-07-21T00:00:00.000","2006-07-24T00:00:00.000","13 BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"59086","2006-07-18T00:00:00.000","2006-07-24T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Beach","11224",,,,,,,,"BROOKLYN",,"N/A","Closed","2006-07-21T00:00:00.000","2006-07-24T00:00:00.000","13 BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"104443","2006-03-01T00:00:00.000","2006-03-17T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"20850","702 KINGFARM BLVD","KINGFARM BLVD",,,,,,"ROCKVILLE",,"N/A","Closed","2006-03-17T00:00:00.000","2006-03-02T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"61038","2006-07-18T00:00:00.000","2006-07-24T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Beach","11224",,,,,,,,"BROOKLYN",,"N/A","Closed","2006-07-21T00:00:00.000","2006-07-24T00:00:00.000","13 BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"59522","2006-07-18T00:00:00.000","2006-07-24T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Beach","11224",,,,,,,,"BROOKLYN",,"N/A","Closed","2006-07-21T00:00:00.000","2006-07-24T00:00:00.000","13 BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"88836","2006-08-01T00:00:00.000","2006-08-01T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Sidewalk Cafe License",,,,,,,,,,,,"N/A","Closed","2006-08-08T00:00:00.000","2006-08-01T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"96803","2006-01-29T00:00:00.000","2006-01-30T00:00:00.000","DOT","Department of Transportation","Highway Condition","Dead Animal","Highway",,,,,,"N/A","N/A",,,,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"84164","2006-09-21T00:00:00.000","2006-10-07T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"10532","PO BOX 1030","1030",,,,,,"HAWTHORNE",,"N/A","Closed","2006-10-07T00:00:00.000","2006-09-22T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"83634","2006-07-31T00:00:00.000","2006-08-03T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Structure - Indoors","Park","11211",,,,,,,,"BROOKLYN",,"N/A","Closed","2006-08-14T00:00:00.000","2006-08-03T00:00:00.000","01 BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"119224","2006-06-06T00:00:00.000","2006-06-06T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Vehicle Complaint",,,,,,,"WEST 57TH ST","9TH & 10TH AVENUE",,,,"N/A","Closed",,,"Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,"Other",,,,,,,,,,
"68321","2006-04-28T00:00:00.000","2006-05-01T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2006-05-28T00:00:00.000","2006-05-01T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound","Unknown",,,
"70352","2006-06-08T00:00:00.000","2006-06-08T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Cabaret License",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"65621","2006-07-29T00:00:00.000","2006-07-31T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2006-08-28T00:00:00.000","2006-07-31T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound","Unknown",,,
"70777","2006-07-30T00:00:00.000","2006-07-31T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Day Auctioneer License",,,,,,,,,,,,"N/A","Closed","2006-08-07T00:00:00.000","2006-07-31T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"82882","2006-07-31T00:00:00.000",,"DPR","Department of Parks and Recreation","Violation of Park Rules","Obstructing Public Use","Park",,,,,,"TILLOTSON AVE","ROMBOUT ST",,,,"N/A","Closed","2006-08-14T00:00:00.000","2006-07-31T00:00:00.000","Unspecified BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"113110","2006-04-30T00:00:00.000","2006-05-01T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Day Auctioneer License",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"103280","2006-02-23T00:00:00.000","2006-04-05T00:00:00.000","DOT","Department of Transportation","Street Sign - Damaged","No Parking, Standing, Stopping","Street",," HENRY ST","HENRY ST","PIERREPONT ST","CLARK  ST",,,,,,"N/A","Closed","2006-06-23T00:00:00.000","2006-04-05T00:00:00.000","Unspecified BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"84558","2006-07-31T00:00:00.000","2006-08-02T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Park","10031",,,,,,,,"NEW YORK",,"N/A","Closed","2006-08-03T00:00:00.000","2006-08-02T00:00:00.000","09 MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"80688","2006-07-30T00:00:00.000","2007-02-10T00:00:00.000","DPR","Department of Parks and Recreation","Violation of Park Rules","BBQ Outside Authorized Area","Park","10034",,,,,,,,"NEW YORK",,"N/A","Closed","2006-08-13T00:00:00.000","2007-02-10T00:00:00.000","12 MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"115874","2006-05-17T00:00:00.000","2006-05-17T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Sidewalk Cafe License",,,,,,,,,,,,"N/A","Closed",,,"0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"74327","2006-02-07T00:00:00.000","2006-02-09T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Park","10314",,,,,,,,"STATEN ISLAND",,"N/A","Closed","2006-02-10T00:00:00.000","2006-02-09T00:00:00.000","02 STATEN ISLAND","STATEN ISLAND",,,"Unspecified","STATEN ISLAND","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
