"vendorid","lpep_pickup_datetime","lpep_dropoff_datetime","store_and_fwd_flag","ratecodeid","pulocationid","dolocationid","passenger_count","trip_distance","fare_amount","extra","mta_tax","tip_amount","tolls_amount","ehail_fee","improvement_surcharge","total_amount","payment_type","trip_type"
"2","2017-01-01T00:53:09.000","2017-01-01T00:59:49.000","N","1","134","197","1","1.26","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2017-01-01T00:12:09.000","2017-01-01T00:16:07.000","N","1","112","112","2","0.84","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2017-01-01T00:27:29.000","2017-01-01T00:43:17.000","N","1","255","37","3","2.68","12.5","0.5","0.5","3.45","0",,"0.3","17.25","1","1"
"2","2017-01-01T00:53:09.000","2017-01-01T01:07:35.000","N","1","80","49","2","2.41","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1"
"2","2017-01-01T00:17:45.000","2017-01-01T00:22:35.000","N","1","129","260","1","0.76","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2017-01-01T00:38:17.000","2017-01-01T00:48:07.000","N","1","173","129","1","1.43","8","0.5","0.5","0","0",,"0.3","9.3","2","1"
"2","2017-01-01T00:54:09.000","2017-01-01T01:06:07.000","N","1","129","129","1","1.35","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2017-01-01T00:52:58.000","2017-01-01T00:59:31.000","N","1","83","82","6","1.33","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2017-01-01T00:45:39.000","2017-01-01T01:00:33.000","N","1","74","151","1","1.77","11","0.5","0.5","0","0",,"0.3","12.3","2","1"
"2","2017-01-01T00:02:02.000","2017-01-01T00:15:39.000","N","1","166","263","1","2.88","12.5","0.5","0.5","1.5","0",,"0.3","15.3","1","1"
"2","2017-01-01T00:20:09.000","2017-01-01T00:32:56.000","N","1","75","41","1","2.29","10.5","0.5","0.5","0","0",,"0.3","11.8","1","1"
"2","2017-01-01T00:34:56.000","2017-01-01T00:38:37.000","N","1","41","41","1","0.52","4.5","0.5","0.5","1.45","0",,"0.3","7.25","1","1"
"2","2017-01-01T00:41:41.000","2017-01-01T00:51:40.000","N","1","41","116","1","1.70","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2017-01-01T00:53:58.000","2017-01-01T01:08:07.000","N","1","116","243","1","2.62","12","0.5","0.5","0","0",,"0.3","13.3","2","1"
"2","2017-01-01T00:32:32.000","2017-01-01T00:46:08.000","N","1","74","147","1","3.22","13","0.5","0.5","0","0",,"0.3","14.3","2","1"
"2","2017-01-01T00:29:47.000","2017-01-01T00:43:22.000","N","1","7","129","1","2.69","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1"
"2","2017-01-01T00:53:06.000","2017-01-01T00:58:15.000","N","1","179","7","1","0.99","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1"
"2","2017-01-01T00:21:26.000","2017-01-01T00:22:22.000","N","1","95","95","2","0.08","2.5","0.5","0.5","0","0",,"0.3","3.8","2","1"
"2","2017-01-01T00:35:43.000","2017-01-01T00:46:08.000","N","1","95","82","2","1.76","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2017-01-01T00:09:41.000","2017-01-01T00:12:51.000","N","1","181","181","1","0.66","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1"
"2","2017-01-01T00:23:28.000","2017-01-01T00:32:08.000","N","1","181","65","1","1.00","7.5","0.5","0.5","0","0",,"0.3","8.8","2","1"
"2","2017-01-01T00:41:12.000","2017-01-01T00:43:35.000","N","1","25","33","1","0.54","4","0.5","0.5","1.06","0",,"0.3","6.36","1","1"
"2","2017-01-01T00:51:36.000","2017-01-01T00:55:56.000","N","1","25","52","1","0.98","5","0.5","0.5","1.58","0",,"0.3","7.88","1","1"
"2","2017-01-01T00:57:39.000","2017-01-01T01:04:32.000","N","1","52","65","1","1.40","6.5","0.5","0.5","2.34","0",,"0.3","10.14","1","1"
"2","2017-01-01T00:49:04.000","2017-01-01T00:58:38.000","N","1","7","145","5","1.61","8.5","0.5","0.5","1.96","0",,"0.3","11.76","1","1"
"2","2017-01-01T00:15:14.000","2017-01-01T00:18:11.000","N","1","25","25","1","0.78","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1"
"2","2017-01-01T00:21:16.000","2017-01-01T00:40:59.000","N","1","181","13","1","6.49","21","0.5","0.5","0","0",,"0.3","22.3","2","1"
"2","2017-01-01T00:55:05.000","2017-01-01T01:16:21.000","N","1","33","67","1","7.79","24.5","0.5","0.5","0","0",,"0.3","25.8","2","1"
"2","2017-01-01T00:45:17.000","2017-01-01T01:07:30.000","N","1","152","213","1","7.17","23","0.5","0.5","0","0",,"0.3","24.3","2","1"
"2","2017-01-01T00:02:31.000","2017-01-01T00:10:26.000","N","1","226","83","1","1.71","8","0.5","0.5","2.32","0",,"0.3","11.62","1","1"
"2","2017-01-01T00:30:04.000","2017-01-01T00:56:48.000","N","1","82","249","1","9.43","31","0.5","0.5","0","0",,"0.3","32.3","2","1"
"2","2017-01-01T00:31:57.000","2017-01-01T00:42:01.000","N","1","260","145","2","2.67","10.5","0.5","0.5","3","0",,"0.3","14.8","1","1"
"2","2017-01-01T00:10:55.000","2017-01-01T00:19:02.000","N","1","95","56","1","1.55","8","0.5","0.5","0","0",,"0.3","9.3","2","1"
"2","2017-01-01T00:25:31.000","2017-01-01T00:33:16.000","N","1","95","95","1","1.66","8","0.5","0.5","0","0",,"0.3","9.3","2","1"
"2","2017-01-01T00:37:41.000","2017-01-01T01:08:20.000","N","1","95","260","1","5.23","22","0.5","0.5","0","0",,"0.3","23.3","2","1"
"2","2017-01-01T00:37:15.000","2017-01-01T00:45:06.000","N","1","260","179","1","3.54","12","0.5","0.5","0","0",,"0.3","13.3","2","1"
"2","2017-01-01T00:25:10.000","2017-01-01T00:41:44.000","N","1","80","61","1","2.26","12.5","0.5","0.5","2.76","0",,"0.3","16.56","1","1"
"2","2017-01-01T00:16:58.000","2017-01-01T00:30:13.000","N","1","181","97","1","1.95","10.5","0.5","0.5","2","0",,"0.3","13.8","1","1"
"2","2017-01-01T00:33:45.000","2017-01-01T00:35:21.000","N","1","97","97","1","0.34","3.5","0.5","0.5","0.96","0",,"0.3","5.76","1","1"
"2","2017-01-01T00:54:40.000","2017-01-01T01:03:17.000","N","1","25","97","1","1.69","8","0.5","0.5","1.86","0",,"0.3","11.16","1","1"
"2","2017-01-01T00:06:33.000","2017-01-01T00:21:34.000","N","1","255","226","2","3.06","13","0.5","0.5","0","0",,"0.3","14.3","2","1"
"2","2017-01-01T00:09:14.000","2017-01-01T00:18:39.000","N","1","153","244","1","3.60","12.5","0.5","0.5","0","0",,"0.3","13.8","2","1"
"2","2017-01-01T00:21:12.000","2017-01-01T00:38:57.000","N","1","244","142","1","6.23","20.5","0.5","0.5","3","0",,"0.3","24.8","1","1"
"2","2017-01-01T00:56:29.000","2017-01-01T01:01:42.000","N","1","24","43","1","0.89","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1"
"2","2017-01-01T00:34:45.000","2017-01-01T00:38:23.000","N","1","166","166","1","0.54","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1"
"2","2017-01-01T00:35:49.000","2017-01-01T00:54:01.000","N","1","7","53","1","8.28","24.5","0.5","0.5","0","0",,"0.3","25.8","2","1"
"2","2017-01-01T00:17:17.000","2017-01-01T00:22:02.000","N","1","189","61","1","0.89","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2017-01-01T00:27:30.000","2017-01-01T00:51:29.000","N","1","189","82","1","7.98","25.5","0.5","0.5","0","0",,"0.3","26.8","2","1"
"2","2017-01-01T00:06:31.000","2017-01-01T00:23:25.000","N","1","25","228","1","3.98","15.5","0.5","0.5","0","0",,"0.3","16.8","2","1"
"2","2017-01-01T00:42:12.000","2017-01-01T00:50:55.000","N","1","106","65","1","2.03","9","0.5","0.5","0","0",,"0.3","10.3","2","1"
"2","2017-01-01T00:54:36.000","2017-01-01T01:06:36.000","N","1","65","255","1","3.45","13","0.5","0.5","3.58","0",,"0.3","17.88","1","1"
"2","2017-01-01T00:15:49.000","2017-01-01T00:57:15.000","N","1","102","148","1","9.14","34","0.5","0.5","0","0",,"0.3","35.3","2","1"
"2","2017-01-01T00:06:14.000","2017-01-01T00:23:37.000","N","1","95","218","1","7.57","23.5","0.5","0.5","0","0",,"0.3","24.8","2","1"
"2","2017-01-01T00:11:07.000","2017-01-01T00:21:12.000","N","1","260","56","5","2.58","10","0.5","0.5","0","0",,"0.3","11.3","2","1"
"2","2017-01-01T00:49:15.000","2017-01-01T00:58:11.000","N","1","260","7","5","1.76","8.5","0.5","0.5","0","0",,"0.3","9.8","2","1"
"2","2017-01-01T00:09:23.000","2017-01-01T00:19:16.000","N","1","173","260","3","2.16","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1"
"2","2017-01-01T00:24:01.000","2017-01-01T00:31:34.000","N","1","260","82","3","1.36","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2017-01-01T00:40:57.000","2017-01-01T00:52:58.000","N","1","129","260","2","2.28","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1"
"2","2017-01-01T00:19:18.000","2017-01-01T00:30:40.000","N","1","33","106","2","2.08","10","0.5","0.5","0","0",,"0.3","11.3","2","1"
"2","2017-01-01T00:33:00.000","2017-01-01T00:55:46.000","N","1","106","14","2","4.07","18","0.5","0.5","0","0",,"0.3","19.3","2","1"
"2","2017-01-01T00:57:46.000","2017-01-01T01:29:47.000","N","1","14","202","2","13.49","39","0.5","0.5","5.88","0",,"0.3","46.18","1","1"
"2","2017-01-01T00:23:25.000","2017-01-01T00:30:41.000","N","1","112","80","1","1.43","7.5","0.5","0.5","2.2","0",,"0.3","11","1","1"
"2","2017-01-01T00:33:01.000","2017-01-01T00:39:06.000","N","1","80","112","1","1.14","6.5","0.5","0.5","0","0",,"0.3","7.8","1","1"
"2","2017-01-01T00:40:22.000","2017-01-01T00:48:07.000","N","1","112","232","1","3.12","11.5","0.5","0.5","0","0",,"0.3","12.8","1","1"
"2","2017-01-01T00:59:33.000","2017-01-01T01:13:55.000","N","1","256","112","1","2.08","10.5","0.5","0.5","2.36","0",,"0.3","14.16","1","1"
"2","2017-01-01T00:47:44.000","2017-01-01T01:06:13.000","N","1","95","141","1","10.11","29","0.5","0.5","3","0",,"0.3","33.3","1","1"
"2","2017-01-01T00:59:49.000","2017-01-01T01:29:46.000","N","1","166","7","5","8.43","28.5","0.5","0.5","5.96","0",,"0.3","37.71","1","1"
"2","2017-01-01T00:00:30.000","2017-01-01T00:07:00.000","N","1","82","82","1","1.31","6.5","0.5","0.5","20","0",,"0.3","27.8","1","1"
"2","2017-01-01T00:34:15.000","2017-01-01T01:03:43.000","N","1","82","197","1","6.45","24","0.5","0.5","0","0",,"0.3","25.3","2","1"
"2","2017-01-01T00:43:12.000","2017-01-01T00:53:45.000","N","1","82","70","3","2.28","10","0.5","0.5","0","0",,"0.3","11.3","2","1"
"2","2017-01-01T00:38:49.000","2017-01-01T00:49:38.000","N","1","112","80","1","2.15","9.5","0.5","0.5","2.7","0",,"0.3","13.5","1","1"
"2","2017-01-01T00:52:22.000","2017-01-01T01:09:29.000","N","1","37","61","1","2.77","13","0.5","0.5","0","0",,"0.3","14.3","2","1"
"2","2017-01-01T00:06:55.000","2017-01-01T00:35:21.000","N","1","255","82","6","5.39","22","0.5","0.5","0","0",,"0.3","23.3","2","1"
"2","2017-01-01T00:05:50.000","2017-01-01T00:05:50.000","N","1","256","256","1","0.01","2.5","0.5","0.5","0","0",,"0.3","3.8","2","1"
"2","2017-01-01T00:08:05.000","2017-01-01T00:16:53.000","N","1","256","256","1","0.83","6.5","0.5","0.5","1.56","0",,"0.3","9.36","1","1"
"2","2017-01-01T00:24:35.000","2017-01-01T00:44:37.000","N","1","256","56","1","9.51","27.5","0.5","0.5","0","0",,"0.3","28.8","2","1"
"2","2017-01-01T00:28:08.000","2017-01-01T00:35:57.000","N","1","37","80","2","1.33","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2017-01-01T00:39:01.000","2017-01-01T01:05:32.000","N","1","80","162","3","6.00","22.5","0.5","0.5","4.76","0",,"0.3","28.56","1","1"
"2","2017-01-01T00:47:08.000","2017-01-01T01:11:01.000","N","1","14","129","2","15.97","42.5","0.5","0.5","0","0",,"0.3","43.8","2","1"
"2","2017-01-01T00:34:47.000","2017-01-01T00:46:17.000","N","1","7","129","2","2.21","10.5","0.5","0.5","0","0",,"0.3","11.8","2","1"
"2","2017-01-01T00:31:10.000","2017-01-01T00:38:06.000","N","1","256","112","1","0.95","6.5","0.5","0.5","1","0",,"0.3","8.8","1","1"
"2","2017-01-01T00:44:34.000","2017-01-01T00:48:41.000","N","1","112","80","1","0.96","5.5","0.5","0.5","0","0",,"0.3","6.8","2","1"
"2","2017-01-01T00:22:09.000","2017-01-01T00:34:53.000","N","1","7","173","1","4.54","15","0.5","0.5","0","0",,"0.3","16.3","2","1"
"2","2017-01-01T00:40:18.000","2017-01-01T00:46:51.000","N","1","70","82","1","1.17","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2017-01-01T00:54:48.000","2017-01-01T01:11:10.000","N","1","129","49","1","6.83","21","0.5","0.5","4.46","0",,"0.3","28.71","1","1"
"2","2017-01-01T00:19:46.000","2017-01-01T00:31:12.000","N","1","127","200","1","2.94","11.5","0.5","0.5","0","0",,"0.3","12.8","2","1"
"2","2017-01-01T00:35:43.000","2017-01-01T00:42:44.000","N","1","82","173","1","1.61","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2017-01-01T00:45:14.000","2017-01-01T00:51:22.000","N","1","173","129","1","0.89","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2017-01-01T00:52:42.000","2017-01-01T00:56:36.000","N","1","129","82","1","0.67","4.5","0.5","0.5","0","0",,"0.3","5.8","2","1"
"2","2017-01-01T00:18:28.000","2017-01-01T00:33:45.000","N","1","255","49","5","3.16","13","0.5","0.5","2.86","0",,"0.3","17.16","1","1"
"2","2017-01-01T00:37:07.000","2017-01-01T00:45:14.000","N","1","49","61","5","1.58","8","0.5","0.5","0","0",,"0.3","9.3","2","1"
"2","2017-01-01T00:31:47.000","2017-01-01T00:48:44.000","N","1","112","189","5","5.22","18.5","0.5","0.5","0","0",,"0.3","19.8","1","1"
"2","2017-01-01T00:35:48.000","2017-01-01T00:45:34.000","N","1","260","7","1","2.43","10.5","0.5","0.5","2.95","0",,"0.3","14.75","1","1"
"2","2017-01-01T00:38:47.000","2017-01-01T00:53:24.000","N","1","75","232","1","7.02","21.5","0.5","0.5","0","0",,"0.3","22.8","2","1"
"2","2017-01-01T00:17:33.000","2017-01-01T00:22:26.000","N","1","41","41","1","0.69","5","0.5","0.5","0","0",,"0.3","6.3","2","1"
"2","2017-01-01T00:47:29.000","2017-01-01T01:00:16.000","N","1","42","151","1","2.23","11","0.5","0.5","2","0",,"0.3","14.3","1","1"
"2","2017-01-01T00:00:59.000","2017-01-01T00:11:50.000","N","1","95","258","1","2.20","10.5","0.5","0.5","3.54","0",,"0.3","15.34","1","1"
"2","2017-01-01T00:02:27.000","2017-01-01T00:08:02.000","N","1","7","7","1","1.01","6","0.5","0.5","0","0",,"0.3","7.3","2","1"
"2","2017-01-01T00:12:26.000","2017-01-01T00:32:45.000","N","1","255","80","1","2.58","14","0.5","0.5","0","0",,"0.3","15.3","2","1"
"2","2017-01-01T00:33:54.000","2017-01-01T00:36:58.000","N","1","80","112","1","0.69","4.5","0.5","0.5","1.16","0",,"0.3","6.96","1","1"
"2","2017-01-01T00:42:20.000","2017-01-01T01:00:47.000","N","1","255","79","1","3.80","15.5","0.5","0.5","5.04","0",,"0.3","21.84","1","1"
"2","2017-01-01T00:27:41.000","2017-01-01T00:37:47.000","N","1","75","151","1","2.26","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1"
"2","2017-01-01T00:44:59.000","2017-01-01T01:15:02.000","N","1","41","7","1","6.05","24.5","0.5","0.5","7.84","5.54",,"0.3","39.18","1","1"
"2","2017-01-01T00:24:20.000","2017-01-01T00:41:26.000","N","1","7","223","6","2.52","13.5","0.5","0.5","0","0",,"0.3","14.8","2","1"
"2","2017-01-01T00:53:30.000","2017-01-01T01:02:42.000","N","1","146","260","5","1.95","9","0.5","0.5","0","0",,"0.3","10.3","1","1"
"2","2017-01-01T00:03:07.000","2017-01-01T00:18:02.000","N","1","7","129","5","3.31","14","0.5","0.5","0","0",,"0.3","15.3","2","1"
"2","2017-01-01T00:18:43.000","2017-01-01T00:24:45.000","N","1","129","173","5","1.07","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2017-01-01T00:29:20.000","2017-01-01T00:43:26.000","N","1","129","171","5","4.20","15","0.5","0.5","0","0",,"0.3","16.3","2","1"
"2","2017-01-01T00:46:51.000","2017-01-01T01:01:22.000","N","1","92","129","5","4.49","16","0.5","0.5","0","0",,"0.3","17.3","2","1"
"2","2017-01-01T00:20:45.000","2017-01-01T00:33:00.000","N","1","7","196","5","7.17","21","0.5","0.5","4.46","0",,"0.3","26.76","1","1"
"2","2017-01-01T00:52:47.000","2017-01-01T01:25:42.000","N","1","7","67","5","18.38","50","0.5","0.5","0","0",,"0.3","51.3","2","1"
"2","2017-01-01T00:14:44.000","2017-01-01T00:31:02.000","N","1","129","193","1","3.92","14.5","0.5","0.5","3.95","0",,"0.3","19.75","1","1"
"2","2017-01-01T00:42:46.000","2017-01-01T00:53:17.000","N","1","260","129","1","2.02","9.5","0.5","0.5","0","0",,"0.3","10.8","2","1"
"2","2017-01-01T00:32:18.000","2017-01-01T00:49:23.000","N","1","95","36","1","5.71","19","0.5","0.5","4.06","0",,"0.3","24.36","1","1"
"2","2017-01-01T00:06:29.000","2017-01-01T00:12:38.000","N","1","17","17","1","1.24","6.5","0.5","0.5","0","0",,"0.3","7.8","2","1"
"2","2017-01-01T00:24:36.000","2017-01-01T00:44:22.000","N","1","17","35","1","3.37","14","0.5","0.5","0","0",,"0.3","15.3","2","1"
"2","2017-01-01T00:36:56.000","2017-01-01T00:46:16.000","N","1","41","42","1","1.58","8","0.5","0.5","0","0",,"0.3","9.3","2","1"
"2","2017-01-01T00:34:25.000","2017-01-01T00:52:49.000","N","1","129","148","1","7.15","22.5","0.5","0.5","0","0",,"0.3","23.8","2","1"
"2","2017-01-01T00:32:52.000","2017-01-01T00:44:31.000","N","1","112","37","1","1.95","9.5","0.5","0.5","3.24","0",,"0.3","14.04","1","1"
"2","2017-01-01T00:47:29.000","2017-01-01T00:53:33.000","N","1","37","255","1","1.31","6.5","0.5","0.5","2","0",,"0.3","9.8","1","1"
"2","2017-01-01T00:54:39.000","2017-01-01T01:01:28.000","N","1","255","34","1","1.70","8","0.5","0.5","1.86","0",,"0.3","11.16","1","1"
"2","2017-01-01T00:37:53.000","2017-01-01T00:45:15.000","N","1","7","223","1","1.20","7","0.5","0.5","0","0",,"0.3","8.3","2","1"
"2","2017-01-01T00:54:23.000","2017-01-01T01:13:41.000","N","1","223","74","1","4.99","18.5","0.5","0.5","6.34","5.54",,"0.3","31.68","1","1"
"2","2017-01-01T00:14:53.000","2017-01-01T00:38:49.000","N","1","255","181","1","6.83","23","0.5","0.5","4.86","0",,"0.3","29.16","1","1"
