"building_id","borough","phn","street_name","total_units","order_issue_date","current_status","postcode","latitude","longitude","community_board","council_district","bin","bbl","census_tract","nta"
"9614","Manhattan","192","CLAREMONT AVENUE","20.0","2016-10-24T00:00:00.000","Discharged","10027","40.814951","-73.960123","109","7","1059860","1019930102","211","MN0901"
"9614","Manhattan","192","CLAREMONT AVENUE","20.0","2018-10-03T00:00:00.000","Discharged","10027","40.814951","-73.960123","109","7","1059860","1019930102","211","MN0901"
"9847","Manhattan","951","COLUMBUS AVENUE","10.0","2017-10-27T00:00:00.000","Discharged","10025","40.799652","-73.962552","107","7","1055672","1018420063","193","MN0703"
"11013","Manhattan","623","EAST 6 STREET","10.0","2016-10-24T00:00:00.000","Discharged","10009","40.723990","-73.980406","103","2","1004697","1003890049","26.02","MN0303"
"11511","Manhattan","274","EAST 10 STREET","10.0","2017-10-27T00:00:00.000","Discharged","10009","40.728275","-73.983277","103","2","1005906","1004370018","34","MN0303"
"11746","Manhattan","635","EAST 11 STREET","11.0","2016-10-24T00:00:00.000","Discharged","10009","40.726767","-73.977783","103","2","1004916","1003940050","28","MN0303"
"19039","Manhattan","212","EAST 105 STREET","24.0","2018-10-03T00:00:00.000","Discharged","10029","40.790664","-73.944645","111","8","1052403","1016540141","170","MN1101"
"19523","Manhattan","171","EAST 115 STREET","8.0","2022-12-12T00:00:00.000","Active","10029","40.797618","-73.941334","111","8","1052247","1016430029","182","MN1102"
"19547","Manhattan","241","EAST 115 STREET","23.0","2018-10-03T00:00:00.000","Discharged","10029","40.796604","-73.938963","111","8","1052534","1016650022","188","MN1102"
"19602","Manhattan","10","EAST 116 STREET","10.0","2023-01-04T00:00:00.000","Active","10029","40.800354","-73.945742","111","8","1051659","1016210066","184","MN1102"
"19605","Manhattan","105","EAST 116 STREET","8.0","2015-10-21T00:00:00.000","Discharged","10029","40.799082","-73.942684","111","8","1052282","1016440005","182","MN1102"
"19681","Manhattan","238","EAST 116 STREET","28.0","2018-10-03T00:00:00.000","Discharged","10029","40.797347","-73.938619","111","8","1052540","1016650033","188","MN1102"
"19843","Manhattan","212","EAST 117 STREET","14.0","2017-10-27T00:00:00.000","Discharged","10035","40.798396","-73.938997","111","8","1052594","1016660041","188","MN1102"
"19867","Manhattan","316","EAST 117 STREET","18.0","2019-10-30T00:00:00.000","Discharged","10035","40.797300","-73.936405","111","8","1052972","1016880044","188","MN1102"
"19910","Manhattan","453","EAST 117 STREET","9.0","2015-10-21T00:00:00.000","Discharged","10035","40.796195","-73.933733","111","8","1053140","1017110121","178","MN1102"
"20019","Manhattan","329","EAST 118 STREET","4.0","2022-12-12T00:00:00.000","Active","10035","40.797966","-73.935989","111","8","1054710","1017950016","188","MN1102"
"20267","Manhattan","241","EAST 120 STREET","11.0","2018-10-02T00:00:00.000","Discharged","10035","40.800111","-73.937161","111","8","1054583","1017850019","194","MN1102"
"20291","Manhattan","348","EAST 120 STREET","10.0","2016-10-24T00:00:00.000","Discharged","10035","40.799066","-73.934539","111","8","1054758","1017960033","194","MN1102"
"22510","Manhattan","110","HAMILTON PLACE","18.0","2019-10-31T00:00:00.000","Discharged","10031","40.823738","-73.949499","109","7","1061858","1020740025","229","MN0903"
"22511","Manhattan","115","HAMILTON PLACE","26.0","2019-10-30T00:00:00.000","Discharged","10031","40.823724","-73.949484","109","7","1061859","1020740030","229","MN0903"
"22511","Manhattan","115","HAMILTON PLACE","26.0","2016-10-24T00:00:00.000","Discharged","10031","40.823724","-73.949484","109","7","1061859","1020740030","229","MN0903"
"22537","Manhattan","93","HAMILTON PLACE","23.0","2022-12-12T00:00:00.000","Active","10031","40.823225","-73.950305","109","7","1061793","1020730025","225","MN0903"
"24824","Manhattan","2082","MADISON AVENUE","12.0","2018-10-03T00:00:00.000","Discharged","10037","40.809627","-73.937820","111","9","1054307","1017560014","206","MN1102"
"25349","Manhattan","64","MANHATTAN AVENUE","11.0","2019-10-30T00:00:00.000","Discharged","10025","40.796636","-73.962937","107","7","1055408","1018380044","189","MN0703"
"25351","Manhattan","8","MANHATTAN AVENUE","19.0","2022-12-12T00:00:00.000","Active","10025","40.795061","-73.964090","107","7","1055291","1018360019","189","MN0703"
"25515","Manhattan","107","MORNINGSIDE AVENUE","10.0","2017-11-03T00:00:00.000","Discharged","10027","40.810423","-73.954693","109","9","1059285","1019500064","209.01","MN0901"
"25556","Manhattan","63","MORNINGSIDE AVENUE","10.0","2015-10-21T00:00:00.000","Discharged","10027","40.808439","-73.956139","110","9","1059163","1019470064","257","MN1001"
"25930","Manhattan","200","NAGLE AVENUE","48.0","2019-10-30T00:00:00.000","Discharged","10034","40.862103","-73.923371","112","10","1064715","1022170035","291","MN1203"
"26998","Manhattan","26","POST AVENUE","26.0","2019-10-30T00:00:00.000","Discharged","10034","40.862971","-73.924346","112","10","1064759","1022200039","291","MN1203"
"27337","Manhattan","706","RIVERSIDE DRIVE","51.0","2018-10-03T00:00:00.000","Discharged","10031","40.828742","-73.950518","109","7","1062427","1020947501","233","MN0903"
"27351","Manhattan","765","RIVERSIDE DRIVE","100.0","2019-10-31T00:00:00.000","Discharged","10032","40.834192","-73.948526","112","7","1063276","1021340199","241","MN1201"
"27553","Manhattan","65","SEAMAN AVENUE","47.0","2019-10-31T00:00:00.000","Discharged","10034","40.867912","-73.925512","112","10","1064958","1022390001","295","MN1203"
"27668","Manhattan","4","SOUTH PINEHURST AVENUE","43.0","2014-10-06T00:00:00.000","Discharged","10033","40.847750","-73.940557","112","10","1063448","1021390517","255","MN1201"
"27943","Manhattan","1238","ST NICHOLAS AVENUE","40.0","2016-10-24T00:00:00.000","Discharged","10032","40.843593","-73.937904","112","10","1063086","1021290001","253","MN1201"
"27999","Manhattan","1471","ST NICHOLAS AVENUE","19.0","2018-10-03T00:00:00.000","Discharged","10033","40.850858","-73.932620","112","10","1063957","1021650063","271","MN1202"
"28339","Manhattan","69","ST NICHOLAS PLACE","60.0","2017-10-27T00:00:00.000","Discharged","10032","40.829155","-73.941039","109","9","1061700","1020690001","235.01","MN0903"
"28991","Manhattan","15","WADSWORTH AVENUE","25.0","2019-10-30T00:00:00.000","Discharged","10033","40.845223","-73.938303","112","10","1063522","1021430008","263","MN1201"
"32822","Manhattan","404","WEST 40 STREET","8.0","2017-10-27T00:00:00.000","Discharged","10018","40.757260","-73.993860","104","3","1013003","1007370041","115","MN0402"
"33534","Manhattan","503","WEST 47 STREET","20.0","2016-10-24T00:00:00.000","Discharged","10036","40.763011","-73.993614","104","3","1026990","1010760028","129.02","MN0402"
"33752","Manhattan","430","WEST 49 STREET","10.0","2016-10-24T00:00:00.000","Discharged","10019","40.763288","-73.990448","104","3","1026617","1010580048","127","MN0402"
"37670","Manhattan","209","WEST 107 STREET","10.0","2014-10-06T00:00:00.000","Discharged","10025","40.801383","-73.965831","107","7","1056653","1018790023","195","MN0703"
"37946","Manhattan","238","WEST 112 STREET","10.0","2018-10-03T00:00:00.000","Active","10026","40.801324","-73.955992","110","9","1055098","1018270049","216","MN1001"
"38348","Manhattan","240","WEST 116 STREET","4.0","2017-11-03T00:00:00.000","Discharged","10026","40.803915","-73.954192","110","9","1081574","1018310053","218","MN1001"
"38387","Manhattan","361","WEST 116 STREET","10.0","2016-10-24T00:00:00.000","Discharged","10026","40.805211","-73.957221","110","9","1059005","1019430011","201.02","MN1001"
"39322","Manhattan","245","WEST 123 STREET","10.0","2018-10-02T00:00:00.000","Active","10027","40.808244","-73.950634","110","9","1058621","1019290012","222","MN1001"
"39384","Manhattan","524","WEST 123 STREET","11.0","2014-10-06T00:00:00.000","Discharged","10027","40.811777","-73.959049","109","7","1059684","1019770044","211","MN0901"
"39663","Manhattan","361","WEST 126 STREET","20.0","2022-12-12T00:00:00.000","Active","10027","40.811629","-73.952525","109","9","1059330","1019530010","213.03","MN0902"
"39725","Manhattan","560","WEST 126 STREET","19.0","2015-10-21T00:00:00.000","Discharged","10027","40.815866","-73.957211","109","7","1059717","1019820071","219","MN0902"
"39830","Manhattan","364","WEST 127 STREET","8.0","2019-10-31T00:00:00.000","Active","10027","40.812379","-73.952401","109","9","1059357","1019530055","213.03","MN0902"
"39842","Manhattan","405","WEST 127 STREET","18.0","2015-10-21T00:00:00.000","Discharged","10027","40.812854","-73.953492","109","7","1059574","1019670069","213.03","MN0902"
"40023","Manhattan","140","WEST 129 STREET","10.0","2018-10-02T00:00:00.000","Discharged","10027","40.810923","-73.945091","110","9","1057961","1019130051","224","MN1002"
"40629","Manhattan","124","WEST 134 STREET","10.0","2017-10-27T00:00:00.000","Discharged","10030","40.813881","-73.942426","110","9","1058234","1019180050","226","MN1002"
"40631","Manhattan","128","WEST 134 STREET","10.0","2017-10-27T00:00:00.000","Discharged","10030","40.813933","-73.942552","110","9","1058235","1019180052","226","MN1002"
"40758","Manhattan","502","WEST 135 STREET","25.0","2017-10-27T00:00:00.000","Discharged","10031","40.819123","-73.952660","109","7","1059769","1019880037","223.01","MN0902"
"40957","Manhattan","105","WEST 137 STREET","17.0","2017-10-27T00:00:00.000","Discharged","10030","40.815639","-73.940448","110","9","1060000","1020060027","228","MN1002"
"41124","Manhattan","137","WEST 138 STREET","11.0","2017-10-27T00:00:00.000","Discharged","10030","40.816839","-73.941365","110","9","1060020","1020070009","230","MN1002"
"41269","Manhattan","66","WEST 138 STREET","20.0","2018-10-03T00:00:00.000","Discharged","10037","40.815561","-73.938363","110","9","1053926","1017357502","212","MN1002"
"41388","Manhattan","518","WEST 139 STREET","42.0","2015-10-21T00:00:00.000","Discharged","10031","40.821768","-73.951162","109","7","1061724","1020700043","225","MN0903"
"41507","Manhattan","212","WEST 141 STREET","18.0","2017-10-27T00:00:00.000","Discharged","10030","40.819397","-73.941662","110","9","1060415","1020260043","230","MN1002"
"41510","Manhattan","224","WEST 141 STREET","16.0","2016-10-24T00:00:00.000","Discharged","10030","40.819496","-73.941901","110","9","1060420","1020260051","230","MN1002"
"41668","Manhattan","541","WEST 142 STREET","19.0","2016-10-24T00:00:00.000","Discharged","10031","40.823974","-73.950550","109","7","1061845","1020740007","229","MN0903"
"41883","Manhattan","133","WEST 145 STREET","29.0","2019-10-30T00:00:00.000","Discharged","10039","40.820883","-73.937264","110","9","1060186","1020140020","232","MN1002"
"41884","Manhattan","135","WEST 145 STREET","30.0","2015-10-21T00:00:00.000","Discharged","10039","40.820899","-73.937304","110","9","1060185","1020140018","232","MN1002"
"41975","Manhattan","475","WEST 145 STREET","20.0","2022-12-19T00:00:00.000","Active","10031","40.824966","-73.946943","109","7","1061341","1020600011","231","MN0903"
"41975","Manhattan","475","WEST 145 STREET","20.0","2018-10-03T00:00:00.000","Discharged","10031","40.824966","-73.946943","109","7","1061341","1020600011","231","MN0903"
"41995","Manhattan","533","WEST 145 STREET","15.0","2019-10-31T00:00:00.000","Discharged","10031","40.825678","-73.948637","109","7","1061930","1020770010","229","MN0903"
"42069","Manhattan","506","WEST 146 STREET","18.0","2014-10-06T00:00:00.000","Discharged","10031","40.826122","-73.947651","109","7","1061947","1020770037","229","MN0903"
"42415","Manhattan","417","WEST 150 STREET","10.0","2016-10-24T00:00:00.000","Discharged","10031","40.827561","-73.943274","109","9","1061577","1020650021","235.01","MN0903"
"42488","Manhattan","286","WEST 151 STREET","18.0","2017-10-27T00:00:00.000","Discharged","10039","40.826192","-73.938140","110","9","1060598","1020360053","236","MN1002"
"42499","Manhattan","508","WEST 151 STREET","14.0","2015-10-21T00:00:00.000","Discharged","10031","40.829256","-73.945411","109","7","1062158","1020820040","237","MN0903"
"42639","Manhattan","528","WEST 153 STREET","10.0","2016-10-24T00:00:00.000","Discharged","10031","40.830669","-73.944886","109","7","1062245","1020840049","237","MN0903"
"42697","Manhattan","535","WEST 155 STREET","21.0","2014-10-06T00:00:00.000","Discharged","10032","40.832030","-73.944050","112","10","1062695","1021140066","241","MN1201"
"42739","Manhattan","504","WEST 157 STREET","9.0","2019-10-31T00:00:00.000","Active","10032","40.833039","-73.942467","112","10","1062711","1021150032","241","MN1201"
"42827","Manhattan","538","WEST 159 STREET","10.0","2018-10-03T00:00:00.000","Discharged","10032","40.834579","-73.942245","112","10","1062752","1021170017","245","MN1201"
"42827","Manhattan","538","WEST 159 STREET","10.0","2015-10-21T00:00:00.000","Discharged","10032","40.834579","-73.942245","112","10","1062752","1021170017","245","MN1201"
"42882","Manhattan","655","WEST 160 STREET","43.0","2019-10-31T00:00:00.000","Discharged","10032","40.836804","-73.945586","112","7","1063324","1021360098","247","MN1201"
"42999","Manhattan","448","WEST 163 STREET","20.0","2022-12-12T00:00:00.000","Active","10032","40.836334","-73.938973","112","10","1084315","1021100008","243.01","MN1201"
"43335","Manhattan","534","WEST 178 STREET","21.0","2015-10-21T00:00:00.000","Discharged","10033","40.846582","-73.933369","112","10","1063185","1021320029","261","MN1201"
"43373","Manhattan","517","WEST 180 STREET","26.0","2018-10-03T00:00:00.000","Discharged","10033","40.847742","-73.932117","112","10","1063619","1021520089","269","MN1202"
"43389","Manhattan","716","WEST 180 STREET","21.0","2014-10-06T00:00:00.000","Discharged","10033","40.849661","-73.937027","112","10","1064265","1021760040","265","MN1202"
"43548","Manhattan","523","WEST 187 STREET","43.0","2015-10-21T00:00:00.000","Discharged","10033","40.852190","-73.928902","112","10","1063851","1021590029","269","MN1202"
"43669","Manhattan","590","WEST 204 STREET","51.0","2019-10-30T00:00:00.000","Discharged","10034","40.864838","-73.921727","112","10","1064769","1022210017","291","MN1203"
"43721","Manhattan","509","WEST 212 STREET","45.0","2014-10-06T00:00:00.000","Discharged","10034","40.867818","-73.916994","112","10","1064881","1022300027","303","MN1203"
"45454","Bronx","974","ANDERSON AVENUE","9.0","2023-01-24T00:00:00.000","Discharged","10452","40.831691","-73.927605","204","16","2003048","2025040072","189","BX0402"
"45664","Bronx","2000","ANTHONY AVENUE","48.0","2013-10-03T00:00:00.000","Discharged","10457","40.851443","-73.902863","205","15","2007779","2028140065","381","BX0502"
"46172","Bronx","2110","ARTHUR AVENUE","27.0","2017-10-27T00:00:00.000","Discharged","10457","40.849868","-73.891292","206","15","2012027","2030700005","373","BX0602"
"46269","Bronx","2474","ARTHUR AVENUE","6.0","2016-10-24T00:00:00.000","Discharged","10458","40.857184","-73.886164","206","15","2012247","2030770042","389","BX0603"
"46443","Bronx","789","ASTOR AVENUE","73.0","2013-10-03T00:00:00.000","Discharged","10467","40.859627","-73.864137","211","13","2050092","2043520001","328","BX1104"
"46645","Bronx","2609","BAINBRIDGE AVENUE","11.0","2014-10-14T00:00:00.000","Discharged","10458","40.864279","-73.892327","207","15","2016799","2032930054","399.01","BX0701"
"47647","Bronx","3601","BARNES AVENUE","7.0","2018-10-03T00:00:00.000","Discharged",,,,,,,,,
"49166","Bronx","2407","BEAUMONT AVENUE","13.0","2016-10-24T00:00:00.000","Discharged","10458","40.854445","-73.884322","206","15","2012543","2030900025","389","BX0603"
"49185","Bronx","2470","BEAUMONT AVENUE","12.0","2017-10-27T00:00:00.000","Discharged","10458","40.855951","-73.883325","206","15","2012912","2031050023","389","BX0603"
"49441","Bronx","2153","BELMONT AVENUE","3.0","2022-12-12T00:00:00.000","Active","10457","40.850064","-73.888873","206","15","2012389","2030820049","373","BX0602"
"51009","Bronx","1053","BOYNTON AVENUE","20.0","2017-10-27T00:00:00.000","Discharged","10472","40.825100","-73.877417","209","18","2023476","2037140042","50.01","BX0901"
"51040","Bronx","1158","BOYNTON AVENUE","66.0","2014-10-06T00:00:00.000","Discharged",,,,,,,,,
"52403","Bronx","3038","BRONXWOOD AVENUE","7.0","2018-10-04T00:00:00.000","Discharged","10469","40.869985","-73.861411","212","12","2055756","2045740021","342","BX1104"
"53668","Bronx","1468","BRYANT AVENUE","26.0","2022-12-12T00:00:00.000","Discharged","10460","40.832046","-73.887743","203","17","2010845","2030000007","157","BX0303"
"54897","Bronx","2443","CAMBRELENG AVENUE","13.0","2022-12-12T00:00:00.000","Discharged","10458","40.855752","-73.884381","206","15","2012205","2030750054","389","BX0603"
"56823","Bronx","1182","CLAY AVENUE","12.0","2017-10-27T00:00:00.000","Discharged","10456","40.831748","-73.910954","204","16","2002077","2024260054","177.01","BX0401"
"56833","Bronx","1208","CLAY AVENUE","11.0","2016-10-20T00:00:00.000","Discharged",,,,,,,,,
"56846","Bronx","1264","CLAY AVENUE","20.0","2017-11-15T00:00:00.000","Discharged","10456","40.833724","-73.909835","204","16","2002099","2024270016","177.01","BX0401"
"56848","Bronx","1272","CLAY AVENUE","12.0","2015-10-21T00:00:00.000","Discharged","10456","40.833844","-73.909762","204","16","2002101","2024270019","177.01","BX0401"
"57762","Bronx","1142","COLLEGE AVENUE","30.0","2022-12-12T00:00:00.000","Discharged","10456","40.831147","-73.914322","204","16","2002258","2024340015","175","BX0401"
"57770","Bronx","1220","COLLEGE AVENUE","11.0","2015-10-21T00:00:00.000","Discharged","10456","40.833205","-73.913109","204","16","2002292","2024350014","175","BX0401"
"57815","Bronx","1311","COLLEGE AVENUE","26.0","2017-10-27T00:00:00.000","Discharged",,,,,,,,,
"60040","Bronx","861","CROTONA PARK NORTH","16.0","2019-10-30T00:00:00.000","Discharged","10460","40.839569","-73.889646","206","15","2010092","2029570009","367","BX0602"
"60043","Bronx","887","CROTONA PARK NORTH","30.0","2022-12-12T00:00:00.000","Active","10460","40.839269","-73.888616","206","15","2010091","2029570001","367","BX0602"
"60447","Bronx","1824","DAVIDSON AVENUE","47.0","2016-10-24T00:00:00.000","Discharged","10453","40.849752","-73.912000","205","14","2008372","2028610135","217","BX0501"
"60471","Bronx","2059","DAVIDSON AVENUE","21.0","2016-10-24T00:00:00.000","Discharged","10453","40.854231","-73.908144","205","14","2014158","2031930028","251","BX0501"
"60793","Bronx","2553","DECATUR AVENUE","15.0","2017-10-27T00:00:00.000","Discharged",,,,,,,,,
"60799","Bronx","2600","DECATUR AVENUE","11.0","2022-12-09T00:00:00.000","Discharged","10458","40.863029","-73.890572","207","15","2016335","2032760004","397","BX0603"
"60825","Bronx","2704","DECATUR AVENUE","27.0","2017-10-27T00:00:00.000","Discharged","10458","40.865025","-73.888584","207","15","2016375","2032780003","405.02","BX0702"
"60873","Bronx","2860","DECATUR AVENUE","48.0","2018-10-03T00:00:00.000","Discharged","10458","40.867640","-73.884816","207","15","2016424","2032790062","407.02","BX0702"
"61064","Bronx","3569","DEKALB AVENUE","54.0","2019-10-30T00:00:00.000","Discharged","10467","40.884184","-73.878979","207","11","2017838","2033290040","431.01","BX0703"
"62216","Bronx","1441","EDWARD L GRANT HIGHWAY","19.0","2022-12-09T00:00:00.000","Active","10452","40.843189","-73.922963","204","16","2003389","2025220098","211","BX0402"
"62591","Bronx","439","EAST 135 STREET","10.0","2017-10-27T00:00:00.000","Discharged","10454","40.806569","-73.922839","201","8","2000207","2022800060","25","BX0101"
"62720","Bronx","699","EAST 137 STREET","23.0","2018-10-03T00:00:00.000","Active","10454","40.804496","-73.914082","201","8","2003795","2025660026","27.02","BX0101"
"62816","Bronx","518","EAST 138 STREET","23.0","2023-01-17T00:00:00.000","Discharged","10454","40.807351","-73.918760","201","8","2000037","2022650029","25","BX0101"
"62821","Bronx","526","EAST 138 STREET","29.0","2019-10-30T00:00:00.000","Discharged","10454","40.807249","-73.918533","201","8","2000039","2022650033","25","BX0101"
"62913","Bronx","378","EAST 139 STREET","10.0","2018-10-03T00:00:00.000","Discharged","10454","40.810109","-73.923204","201","8","2000589","2023010021","39","BX0101"
"62967","Bronx","537","EAST 139 STREET","21.0","2018-10-03T00:00:00.000","Discharged","10454","40.807918","-73.917972","201","8","2000084","2022670065","39","BX0101"
"63265","Bronx","536","EAST 142 STREET","11.0","2014-10-06T00:00:00.000","Discharged","10454","40.810025","-73.916647","201","8","2000098","2022680020","41","BX0101"
"63747","Bronx","786","EAST 149 STREET","17.0","2023-01-18T00:00:00.000","Discharged","10455","40.812763","-73.906836","201","8","2003956","2025810022","35","BX0101"
"63921","Bronx","377","EAST 153 STREET","24.0","2016-10-20T00:00:00.000","Discharged","10455","40.819136","-73.917427","201","17","2001699","2024000033","67","BX0102"
"64058","Bronx","497","EAST 156 STREET","20.0","2014-10-06T00:00:00.000","Discharged","10455","40.819851","-73.912303","201","17","2001187","2023640022","71","BX0102"
"64076","Bronx","727","EAST 156 STREET","25.0","2019-10-30T00:00:00.000","Discharged","10455","40.818282","-73.906723","201","17","2004589","2026460039","77","BX0102"
"64089","Bronx","809","EAST 156 STREET","4.0","2014-10-06T00:00:00.000","Discharged","10455","40.817659","-73.903946","201","17","2004980","2026760019","79","BX0102"
"64403","Bronx","422","EAST 161 STREET","10.0","2015-10-21T00:00:00.000","Discharged","10451","40.823933","-73.913002","203","17","2001493","2023820014","141","BX0301"
"64403","Bronx","422","EAST 161 STREET","10.0","2018-10-04T00:00:00.000","Discharged","10451","40.823933","-73.913002","203","17","2001493","2023820014","141","BX0301"
"64641","Bronx","851","EAST 163 STREET","36.0","2019-10-31T00:00:00.000","Discharged","10459","40.822053","-73.900326","202","17","2005206","2026900100","129.01","BX0202"
"64685","Bronx","314","EAST 164 STREET","3.0","2022-12-12T00:00:00.000","Active","10456","40.827777","-73.915349","204","16","2002025","2024230069","173","BX0401"
"64839","Bronx","865","EAST 165 STREET","12.0","2019-10-30T00:00:00.000","Discharged","10459","40.823922","-73.899153","202","17","2005248","2026910044","131","BX0202"
"64956","Bronx","494","EAST 167 STREET","17.0","2017-10-27T00:00:00.000","Discharged","10456","40.829607","-73.907076","203","16","2001296","2023710029","185.01","BX0301"
"64966","Bronx","584","EAST 167 STREET","12.0","2017-04-17T00:00:00.000","Discharged","10456","40.828697","-73.904649","203","17","2004263","2026130017","185.02","BX0301"
"65593","Bronx","346","EAST 173 STREET","20.0","2019-10-30T00:00:00.000","Discharged","10457","40.843477","-73.905394","204","15","2007315","2027900018","229.02","BX0403"
"65741","Bronx","701","EAST 175 STREET","20.0","2014-10-06T00:00:00.000","Discharged","10457","40.842784","-73.893323","206","15","2009949","2029490039","369.02","BX0602"
"65741","Bronx","701","EAST 175 STREET","20.0","2018-10-03T00:00:00.000","Discharged","10457","40.842784","-73.893323","206","15","2009949","2029490039","369.02","BX0602"
"65791","Bronx","124","EAST 176 STREET","71.0","2019-10-30T00:00:00.000","Discharged","10453","40.848108","-73.909060","205","14","2007883","2028260027","227.01","BX0502"
"65814","Bronx","265","EAST 176 STREET","21.0","2015-10-21T00:00:00.000","Discharged","10457","40.847382","-73.904373","205","15","2007568","2028020044","233.02","BX0502"
"65858","Bronx","878","EAST 176 STREET","21.0","2019-10-30T00:00:00.000","Discharged","10460","40.840881","-73.887508","206","15","2010121","2029580050","367","BX0602"
"65867","Bronx","105","EAST 177 STREET","46.0","2015-11-12T00:00:00.000","Discharged","10453","40.849617","-73.907709","205","14","2007635","2028060001","233.01","BX0502"
"65935","Bronx","63","EAST 177 STREET","12.0","2017-10-27T00:00:00.000","Discharged","10453","40.849834","-73.908797","205","14","2007920","2028280042","233.01","BX0502"
"66100","Bronx","54","EAST 179 STREET","27.0","2013-10-03T00:00:00.000","Discharged","10453","40.852125","-73.907442","205","14","2007926","2028290009","241","BX0502"
"66415","Bronx","546","EAST 182 STREET","25.0","2018-10-03T00:00:00.000","Discharged","10457","40.852905","-73.892436","206","15","2011528","2030480030","375.04","BX0602"
"66750","Bronx","689","EAST 187 STREET","6.0","2016-10-20T00:00:00.000","Discharged","10458","40.854334","-73.885034","206","15","2012546","2030900031","389","BX0603"
"66780","Bronx","311","EAST 188 STREET","11.0","2017-10-27T00:00:00.000","Discharged","10458","40.860675","-73.895077","205","15","2011050","2030230098","399.02","BX0503"
"66849","Bronx","705","EAST 189 STREET","6.0","2022-12-12T00:00:00.000","Active","10458","40.856165","-73.883119","206","15","2012605","2030910096","389","BX0603"
"66884","Bronx","357","EAST 193 STREET","11.0","2019-10-30T00:00:00.000","Discharged","10458","40.863207","-73.891049","207","15","2016343","2032760035","399.01","BX0701"
"67128","Bronx","206","EAST 198 STREET","26.0","2016-10-24T00:00:00.000","Discharged","10458","40.869896","-73.890547","207","15","2017146","2033040126","403.02","BX0702"
"67520","Bronx","374","EAST 209 STREET","27.0","2019-10-30T00:00:00.000","Discharged","10467","40.876199","-73.873349","207","11","2018585","2033550037","429.01","BX0703"
"68346","Bronx","712","EAST 216 STREET","7.0","2019-10-30T00:00:00.000","Discharged","10467","40.881211","-73.863257","212","12","2057900","2046630021","390","BX1201"
"68348","Bronx","716","EAST 216 STREET","7.0","2022-12-16T00:00:00.000","Discharged","10467","40.881186","-73.863174","212","12","2057901","2046630023","390","BX1201"
"69315","Bronx","864","EAST 221 STREET","7.0","2016-10-20T00:00:00.000","Discharged","10467","40.883448","-73.857232","212","12","2058602","2046790073","396","BX1201"
"72742","Bronx","278","EAST 237 STREET","17.0","2019-10-30T00:00:00.000","Discharged","10470","40.898837","-73.868445","212","11","2019149","2033770051","449.02","BX1203"
"73532","Bronx","261","EAST BURNSIDE AVENUE","20.0","2015-10-21T00:00:00.000","Discharged","10457","40.851476","-73.902328","205","15","2013678","2031560091","381","BX0502"
