"arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude","geocoded_column"
"262275977","2023-01-21T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302503","F","K","60","0","25-44","M","WHITE","990784","149362","40.5766459780433","-73.9764803960699","POINT (-73.9764803960699 40.5766459780433)"
"268057112","2023-05-10T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","K","77","0","25-44","M","BLACK","1003509","185018","40.6744956865259","-73.9305713255961","POINT (-73.9305713255961 40.6744956865259)"
"269545295","2023-06-09T00:00:00.000","223","BURGLARY,RESIDENCE,NIGHT","107","BURGLARY","PL 1402502","F","Q","114","0","45-64","M","BLACK","1007312","220996","40.773231","-73.916733","POINT (-73.916733 40.773231)"
"269586475","2023-06-09T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","K","63","0","25-44","M","BLACK","1002231","165126","40.619894","-73.93523","POINT (-73.93523 40.619894)"
"264544898","2023-03-04T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","32","0","25-44","F","BLACK","1000878","240707","40.827348","-73.939915","POINT (-73.939915 40.827348)"
"269912260","2023-06-15T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","Q","103","0","45-64","M","BLACK","1047375","196773","40.70655","-73.772319","POINT (-73.772319 40.70655)"
"264948436","2023-03-11T00:00:00.000",,"(null)",,"(null)","CPL5700600","9","Q","104","0","25-44","M","BLACK","1013786","195966","40.704511","-73.89347","POINT (-73.89347 40.704511)"
"270150775","2023-06-20T00:00:00.000",,"(null)",,"(null)","PL 2223000","M","Q","102","0","18-24","M","WHITE HISPANIC","1028101","189980","40.68802","-73.84188","POINT (-73.84188 40.68802)"
"269095807","2023-05-31T00:00:00.000","263","ARSON 2,3,4","114","ARSON","PL 1501500","F","B","52","0","25-44","M","WHITE HISPANIC","1017273","255924","40.869067","-73.8806","POINT (-73.8806 40.869067)"
"263753710","2023-02-16T00:00:00.000",,"(null)",,"(null)","CPL5700600","9","Q","113","3","25-44","M","WHITE HISPANIC","1046315","187088","40.6799807384666","-73.7762339071953","POINT (-73.7762339071953 40.6799807384666)"
"269253010","2023-06-03T00:00:00.000","177","SEXUAL ABUSE","116","SEX CRIMES","PL 1306502","F","B","48","0","25-44","U","BLACK","1011751","246839","40.8441566000203","-73.9006054489734","POINT (-73.9006054489734 40.8441566000203)"
"265465862","2023-03-22T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303001","F","Q","112","0","18-24","M","UNKNOWN","1025401","202586","40.7226409964758","-73.8515418216779","POINT (-73.8515418216779 40.7226409964758)"
"263972675","2023-02-21T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","K","81","0","18-24","M","BLACK","1005312","190540","40.68964","-73.924051","POINT (-73.924051 40.68964)"
"265593109","2023-03-24T00:00:00.000",,"(null)",,"(null)","PL 2223000","M","B","40","0","45-64","M","BLACK HISPANIC","1007090","233232","40.80681427","-73.91749643","POINT (-73.91749643 40.80681427)"
"265661545","2023-03-26T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1702000","M","K","72","0","45-64","M","WHITE HISPANIC","980578","173286","40.64230586","-74.01323144","POINT (-74.01323144 40.64230586)"
"265718784","2023-03-27T00:00:00.000","380","ROBBERY,CAR JACKING","105","ROBBERY","PL 1601003","F","M","5","0","25-44","M","BLACK","983903","200257","40.716337","-74.001251","POINT (-74.001251 40.716337)"
"266106801","2023-04-03T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","9","0","<18","F","WHITE HISPANIC","990962","203750","40.72592079","-73.97578407","POINT (-73.97578407 40.72592079)"
"266184801","2023-04-05T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302503","F","Q","112","0","25-44","M","WHITE","1025401","202586","40.7226409964758","-73.8515418216779","POINT (-73.8515418216779 40.7226409964758)"
"264304315","2023-02-27T00:00:00.000","153","RAPE 3","104","RAPE","PL 1302502","F","M","33","0","45-64","M","BLACK HISPANIC","1001891","245600","40.8407811088581","-73.9362453818218","POINT (-73.9362453818218 40.8407811088581)"
"270033677","2023-06-18T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","52","1","25-44","M","BLACK","1011612","253618","40.86275507","-73.90107874","POINT (-73.90107874 40.86275507)"
"264371092","2023-03-01T00:00:00.000",,"(null)",,"(null)","CPL5700600","9","Q","107","0","25-44","M","BLACK","1036628","204948","40.729059","-73.811018","POINT (-73.811018 40.729059)"
"266523723","2023-04-11T00:00:00.000","729","FORGERY,ETC.,UNCLASSIFIED-FELO","113","FORGERY","PL 1704001","F","K","67","0","25-44","M","BLACK","998746","170263","40.63399727","-73.94777257","POINT (-73.94777257 40.63399727)"
"266536065","2023-04-11T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","24","0","25-44","M","BLACK","994586","230112","40.798275","-73.962667","POINT (-73.962667 40.798275)"
"264609437","2023-03-05T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1600500","F","K","60","0","<18","M","BLACK","989024","153923","40.58915791","-73.98281137","POINT (-73.98281137 40.58915791)"
"264799234","2023-03-09T00:00:00.000","223","BURGLARY,RESIDENCE,NIGHT","107","BURGLARY","PL 1402502","F","B","43","0","25-44","M","BLACK","1025214","243598","40.835202","-73.851964","POINT (-73.851964 40.835202)"
"270450595","2023-06-27T00:00:00.000","261","ARSON 1","114","ARSON","PL 1502001","F","K","77","71","25-44","M","BLACK","1003508","185056","40.674593","-73.930572","POINT (-73.930572 40.674593)"
"264912076","2023-03-10T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","81","2","18-24","F","BLACK","1000876","191778","40.69305","-73.940044","POINT (-73.940044 40.69305)"
"270493571","2023-06-28T00:00:00.000",,"(null)",,"(null)","CPL5700600","9","Q","100","0","25-44","M","BLACK","1041944","155220","40.592533","-73.792262","POINT (-73.792262 40.592533)"
"266840492","2023-04-18T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","10","0","18-24","M","BLACK","984685","209908","40.742827","-73.998428","POINT (-73.998428 40.742827)"
"265175714","2023-03-14T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402501","F","M","14","0","25-44","M","WHITE","986684","215375","40.757831","-73.991212","POINT (-73.991212 40.757831)"
"266071214","2023-04-03T00:00:00.000",,"(null)",,"(null)","CPL5700600","9","Q","113","3","45-64","M","WHITE","1046315","187088","40.6799807384666","-73.7762339071953","POINT (-73.7762339071953 40.6799807384666)"
"266340230","2023-04-07T00:00:00.000","793","WEAPONS POSSESSION 3","118","DANGEROUS WEAPONS","PL 2650201","F","K","81","2","25-44","M","BLACK","1005455","186654","40.678975","-73.923549","POINT (-73.923549 40.678975)"
"266356702","2023-04-07T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","M","14","0","45-64","M","BLACK","987220","212676","40.750423","-73.98928","POINT (-73.98928 40.750423)"
"268361069","2023-05-17T00:00:00.000",,"(null)",,"(null)","CPL5700600","9","Q","106","0","25-44","M","BLACK","1037995","188100","40.6828046","-73.80622105","POINT (-73.80622105 40.6828046)"
"266640524","2023-04-13T00:00:00.000",,"(null)",,"(null)","CPL5700600","9","Q","113","3","25-44","M","WHITE","1046315","187088","40.6799807384666","-73.7762339071953","POINT (-73.7762339071953 40.6799807384666)"
"268850461","2023-05-25T00:00:00.000","157","RAPE 1","104","RAPE","PL 1303501","F","M","5","0","25-44","M","WHITE HISPANIC","984990","200136","40.7160120119955","-73.9973320301008","POINT (-73.9973320301008 40.7160120119955)"
"269539172","2023-06-08T00:00:00.000","508","DRUG PARAPHERNALIA,   POSSESSE","235","DANGEROUS DRUGS","PL 2205003","M","K","73","0","25-44","M","BLACK","1008988","186128","40.67752051","-73.91081364","POINT (-73.91081364 40.67752051)"
"267623721","2023-05-02T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","43","0","<18","F","BLACK","1019208","240069","40.825541","-73.873684","POINT (-73.873684 40.825541)"
"269684213","2023-06-12T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","104","0","18-24","M","UNKNOWN","1006600","197528","40.70882","-73.919385","POINT (-73.919385 40.70882)"
"269775139","2023-06-13T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","M","13","0","25-44","U","BLACK","986233","210847","40.745403","-73.992841","POINT (-73.992841 40.745403)"
"267808393","2023-05-05T00:00:00.000","464","JOSTLING","230","JOSTLING","PL 1652501","M","M","14","0","18-24","F","WHITE HISPANIC","988125","215196","40.75733891","-73.98601296","POINT (-73.98601296 40.75733891)"
"269960435","2023-06-16T00:00:00.000",,"(null)",,"(null)","CPL5700600","9","Q","113","3","45-64","M","WHITE","1046315","187088","40.6799807384666","-73.7762339071953","POINT (-73.7762339071953 40.6799807384666)"
"270168384","2023-06-21T00:00:00.000",,"(null)",,"(null)","CPL5700600","9","Q","107","0","45-64","M","BLACK","1036628","204948","40.729059","-73.811018","POINT (-73.811018 40.729059)"
"270267976","2023-06-22T00:00:00.000","261","ARSON 1","114","ARSON","PL 1502001","F","Q","115","0","25-44","M","WHITE","1017696","213763","40.753346","-73.87928","POINT (-73.87928 40.753346)"
"270376701","2023-06-25T00:00:00.000",,"(null)",,"(null)","CPL5700600","9","Q","113","3","25-44","M","WHITE HISPANIC","1046315","187088","40.6799807384666","-73.7762339071953","POINT (-73.7762339071953 40.6799807384666)"
"270443333","2023-06-27T00:00:00.000","155","RAPE 2","104","RAPE","PL 1303001","F","B","43","0","45-64","M","BLACK","1020219","239110","40.8229123084767","-73.8700413043181","POINT (-73.8700413043181 40.8229123084767)"
"270471695","2023-06-27T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","33","0","18-24","M","BLACK","1001308","247704","40.846551","-73.938343","POINT (-73.938343 40.846551)"
"268805483","2023-05-25T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","K","84","0","45-64","M","BLACK","987924","194862","40.70152714","-73.98674959","POINT (-73.98674959 40.70152714)"
"262321669","2023-01-21T00:00:00.000","209","BURGLARS TOOLS,UNCLASSIFIED","231","BURGLAR'S TOOLS","PL 1403500","M","M","34","1","<18","M","WHITE HISPANIC","1007959","255950","40.869168","-73.914276","POINT (-73.914276 40.869168)"
"265962041","2023-03-31T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402501","F","M","6","0","25-44","M","BLACK","984861","205895","40.731812","-73.997793","POINT (-73.997793 40.731812)"
"261515662","2023-01-07T00:00:00.000","792","CRIMINAL POSSESSION WEAPON","118","DANGEROUS WEAPONS","PL 265031B","F","Q","105","0","45-64","M","BLACK","1054509","181819","40.665449","-73.746745","POINT (-73.746745 40.665449)"
"268661899","2023-05-23T00:00:00.000","478","THEFT OF SERVICES, UNCLASSIFIE","343","OTHER OFFENSES RELATED TO THEF","PL 1651502","M","M","34","0","25-44","F","BLACK HISPANIC","1002161","249364","40.851104","-73.935254","POINT (-73.935254 40.851104)"
"262624272","2023-01-27T00:00:00.000","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","351","CRIMINAL MISCHIEF & RELATED OF","PL 1450001","M","B","44","0","45-64","M","BLACK","1007191","242308","40.831726","-73.917099","POINT (-73.917099 40.831726)"
"263111263","2023-02-06T00:00:00.000","639","AGGRAVATED HARASSMENT 2","361","OFF. AGNST PUB ORD SENSBLTY &","PL 2403002","M","K","90","0","25-44","M","BLACK","998016","196598","40.706283","-73.950348","POINT (-73.950348 40.706283)"
"269882259","2023-06-15T00:00:00.000","494","STOLEN PROPERTY 2,1,POSSESSION","111","POSSESSION OF STOLEN PROPERTY","PL 1654501","F","M","34","0","18-24","M","BLACK HISPANIC","1002161","249364","40.851104","-73.935254","POINT (-73.935254 40.851104)"
"262111758","2023-01-18T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL05110A4","M","Q","103","0","45-64","M","BLACK","1037559","194576","40.70058232","-73.80774181","POINT (-73.80774181 40.70058232)"
"261233282","2023-01-02T00:00:00.000","661","LEWDNESS,PUBLIC","361","OFF. AGNST PUB ORD SENSBLTY &","PL 245000A","M","K","78","15","25-44","M","UNKNOWN","990420","188642","40.684454","-73.97775","POINT (-73.97775 40.684454)"
"269845913","2023-06-14T00:00:00.000","490","STOLEN PROPERTY 3,POSSESSION","232","POSSESSION OF STOLEN PROPERTY","PL 1654000","M","K","69","0","25-44","M","ASIAN / PACIFIC ISLANDER","1012910","175663","40.648786","-73.896717","POINT (-73.896717 40.648786)"
"261653252","2023-01-10T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1600500","F","K","69","0","<18","M","BLACK","1010576","175628","40.648698","-73.905128","POINT (-73.905128 40.648698)"
"261210129","2023-01-01T00:00:00.000","205","TRESPASS 2, CRIMINAL","352","CRIMINAL TRESPASS","PL 1401501","M","K","83","0","25-44","M","WHITE HISPANIC","1007448","194788","40.701297","-73.916334","POINT (-73.916334 40.701297)"
"267106181","2023-04-22T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","110","0","18-24","M","WHITE HISPANIC","1019946","206619","40.733729","-73.871197","POINT (-73.871197 40.733729)"
"269764537","2023-06-13T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","110","0","25-44","F","WHITE HISPANIC","1019946","206619","40.733729","-73.871197","POINT (-73.871197 40.733729)"
"261865675","2023-01-13T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","19","0","25-44","M","BLACK HISPANIC","994836","219126","40.768122","-73.961781","POINT (-73.961781 40.768122)"
"269594169","2023-06-09T00:00:00.000","268","CRIMINAL MIS 2 & 3","121","CRIMINAL MISCHIEF & RELATED OF","PL 1450502","F","Q","105","0","18-24","M","BLACK","1057566","206607","40.73346124","-73.73545618","POINT (-73.73545618 40.73346124)"
"264235131","2023-02-25T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601001","F","M","6","0","<18","F","BLACK","983103","207210","40.735421","-74.004136","POINT (-74.004136 40.735421)"
"264451386","2023-03-02T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","Q","105","0","45-64","M","BLACK","1053552","180409","40.661588","-73.750209","POINT (-73.750209 40.661588)"
"265304950","2023-03-18T00:00:00.000","503","CONTROLLED SUBSTANCE,INTENT TO","117","DANGEROUS DRUGS","PL 2201601","F","K","76","0","25-44","M","WHITE","988040","188004","40.682704","-73.986333","POINT (-73.986333 40.682704)"
"264393478","2023-03-01T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","S","120","97","45-64","M","BLACK","963252","172120","40.639083","-74.075657","POINT (-74.075657 40.639083)"
"261747198","2023-01-11T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K","63","0","25-44","M","BLACK","1005861","161533","40.610023","-73.922165","POINT (-73.922165 40.610023)"
"262284028","2023-01-21T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","K","78","0","25-44","F","WHITE","991224","188218","40.683291","-73.974852","POINT (-73.974852 40.683291)"
"269139851","2023-06-01T00:00:00.000","139","MURDER,UNCLASSIFIED","101","MURDER & NON-NEGL. MANSLAUGHTE","PL 1252501","F","K","69","0","25-44","M","BLACK","1010576","175628","40.648698","-73.905128","POINT (-73.905128 40.648698)"
"266640516","2023-04-13T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","28","0","45-64","F","BLACK","998948","233793","40.808372","-73.946904","POINT (-73.946904 40.808372)"
"267639599","2023-05-03T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","49","0","25-44","M","BLACK","1019506","245763","40.84117","-73.872579","POINT (-73.872579 40.84117)"
"268154161","2023-05-12T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","K","83","1","45-64","M","BLACK","1008704","194295","40.69993783","-73.91180788","POINT (-73.91180788 40.69993783)"
"262740201","2023-01-31T00:00:00.000","792","CRIMINAL POSSESSION WEAPON","118","DANGEROUS WEAPONS","PL 265031B","F","B","44","0","25-44","M","BLACK","1003197","241985","40.83084799","-73.93153416","POINT (-73.93153416 40.83084799)"
