"vendorid","lpep_pickup_datetime","lpep_dropoff_datetime","store_and_fwd_flag","ratecodeid","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","trip_distance","fare_amount","extra","mta_tax","tip_amount","tolls_amount","ehail_fee","total_amount","payment_type","trip_type"
"2","2014-05-28T19:32:03.000","2014-05-28T19:36:21.000","N","1","-73.94000244140625","40.840904235839844","-73.943962097167969","40.830402374267578","1","0.9","5.5","1","0.5","0","0",,"7","2","1"
"2","2014-09-08T13:01:09.000","2014-09-08T13:27:00.000","N","1","-73.972854614257813","40.685787200927734","-74.006111145019531","40.710800170898437","1","4.38","18.5","0","0.5","0","0",,"19","2","1"
"2","2014-06-05T20:41:37.000","2014-06-05T20:48:36.000","N","1","-73.957687377929688","40.811386108398438","-73.941825866699219","40.812614440917969","5","1.21","7","0.5","0.5","0","0",,"8","2","1"
"2","2014-09-11T10:38:26.000","2014-09-11T10:43:40.000","N","1","-73.914756774902344","40.764122009277344","-73.911781311035156","40.769775390625","1","0.45","5","0","0.5","0","0",,"5.5","2","1"
"2","2014-08-12T19:43:25.000","2014-08-12T19:46:37.000","N","1","-73.961395263671875","40.716575622558594","-73.953109741210937","40.72308349609375","1","0.64","4","1","0.5","1","0",,"6.5","1","1"
"2","2014-06-05T10:58:15.000","2014-06-05T11:05:39.000","N","1","-73.847030639648437","40.87689208984375","-73.846115112304688","40.848346710205078","1","2.26","9","0","0.5","0","0",,"9.5","2","1"
"2","2014-09-05T11:09:54.000","2014-09-05T11:16:32.000","N","1","-73.8377685546875","40.718898773193359","-73.853294372558594","40.727073669433594","6","1","6.5","0","0.5","0","0",,"7","2","1"
"2","2014-12-05T18:05:46.000","2014-12-05T21:06:51.000","N","1","-73.782119750976563","40.705051422119141","-73.783538818359375","40.667484283447266","1","9.64","99.5","1","0.5","0","0",,"101","2","1"
"2","2014-05-04T03:43:44.000","2014-05-04T03:51:11.000","N","1","-73.924995422363281","40.714080810546875","-73.924369812011719","40.713527679443359","3","1.8","8.5","0.5","0.5","0","0",,"9.5","2","1"
"2","2014-02-19T18:16:47.000","2014-02-19T18:33:42.000","N","1","-73.831214904785156","40.714672088623047","-73.887321472167969","40.76116943359375","1","6.78","21","1","0.5","0","0",,"22.5","2","1"
"2","2014-06-08T01:56:56.000","2014-06-08T02:30:34.000","N","1","-73.918014526367188","40.770168304443359","-73.861038208007812","40.695873260498047","2","10.76","35","0.5","0.5","0","0",,"36","2","1"
"2","2014-03-08T17:32:08.000","2014-03-08T17:38:04.000","N","1","-73.952552795410156","40.792282104492187","-73.965080261230469","40.791942596435547","3","1.07","6","0","0.5","0","0",,"6.5","2","1"
"2","2014-11-17T08:08:33.000","2014-11-17T08:24:21.000","N","1","-73.901519775390625","40.883617401123047","-73.890151977539062","40.860916137695313","1","2.64","12.5","0","0.5","0","0",,"13","2","1"
"2","2014-11-12T19:53:54.000","2014-11-12T19:59:10.000","N","1","-73.982383728027344","40.666118621826172","-73.974037170410156","40.671943664550781","1","0.67","5","1","0.5","0","0",,"6.5","2","1"
"1","2014-08-10T18:58:34.000","2014-08-10T19:09:53.000","N","1","-73.993888854980469","40.702571868896484","-73.997421264648437","40.724189758300781","1","2.6","11","1","0.5","2.5","0",,"15","1","1"
"2","2014-05-18T09:38:46.000","2014-05-18T09:42:36.000","N","1","-73.896026611328125","40.7545166015625","-73.913352966308594","40.752452850341797","1","1","5","0","0.5","0","0",,"5.5","2","1"
"2","2014-10-03T13:04:00.000","2014-10-03T13:22:07.000","N","1","-73.952407836914062","40.789997100830078","-73.969291687011719","40.761383056640625","1","2.75","14.5","0","0.5","3.62","0",,"18.62","1","1"
"2","2014-03-26T23:48:17.000","2014-03-27T00:04:12.000","N","1","-73.945518493652344","40.6905517578125","-73.884254455566406","40.666332244873047","1","4.66","16.5","0.5","0.5","0","0",,"17.5","2","1"
"1","2014-09-20T01:28:49.000","2014-09-20T01:57:33.000","N","1","-73.931320190429687","40.704090118408203","-73.999122619628906","40.729263305664063","2","4.6","21.5","0.5","0.5","0","0",,"22.5","2","1"
"1","2014-10-23T22:13:21.000","2014-10-23T22:13:25.000","N","1","-73.853279113769531","40.722152709960938","-73.853363037109375","40.722129821777344","1","1.5","7.5","0.5","0.5","0","0",,"8.5","2","1"
"1","2014-04-26T23:34:56.000","2014-04-26T23:43:17.000","N","1","-73.983009338378906","40.697200775146484","-73.992034912109375","40.690605163574219","1","1.3","7.5","0.5","0.5","10","0",,"18.5","1","1"
"2","2014-11-20T00:37:30.000","2014-11-20T00:48:11.000","N","1","-73.940040588378906","40.798023223876953","-73.949913024902344","40.826301574707031","1","2.64","10.5","0.5","0.5","0","0",,"11.5","2","1"
"2","2014-07-11T08:52:40.000","2014-07-11T08:57:41.000","N","1","-73.937080383300781","40.829357147216797","-73.931510925292969","40.847320556640625","1","1.37","6.5","0","0.5","0","0",,"7","2","1"
"2","2014-10-01T14:39:05.000","2014-10-01T14:52:15.000","N","1","-73.924736022949219","40.736911773681641","-73.946739196777344","40.748004913330078","1","1.77","10.5","0","0.5","2","0",,"13","1","1"
"2","2014-09-21T00:33:22.000","2014-09-21T00:39:28.000","N","1","-73.993904113769531","40.686546325683594","-73.992721557617188","40.669483184814453","1","1.59","7","0.5","0.5","0","0",,"8","2","1"
"2","2014-06-07T11:21:13.000","2014-06-07T11:25:47.000","N","1","-73.938949584960937","40.749721527099609","-73.918891906738281","40.743053436279297","1","1.21","6","0","0.5","0","0",,"6.5","2","1"
"2","2014-07-01T17:20:42.000","2014-07-01T17:34:39.000","N","1","-73.800132751464844","40.703029632568359","-73.769706726074219","40.684505462646484","1","2.63","12","1","0.5","0","0",,"13.5","2","1"
"2","2014-03-20T22:16:00.000","2014-03-20T22:32:26.000","N","1","-73.950767517089844","40.723743438720703","-73.925735473632812","40.764213562011719","1","3.93","15","0.5","0.5","3.1","0",,"19.1","1","1"
"1","2014-10-13T13:43:50.000","2014-10-13T13:48:40.000","N","1","-73.938949584960937","40.799404144287109","-73.949348449707031","40.807514190673828","1","1","5.5","0.5","0.5","0","0",,"6.5","2","1"
"2","2014-05-19T09:48:07.000","2014-05-19T09:56:40.000","N","1","-73.955101013183594","40.814842224121094","-73.943992614746094","40.814971923828125","1","1.43","8","0","0.5","0","0",,"8.5","2","1"
"1","2014-10-26T10:58:46.000","2014-10-26T11:02:42.000","N","1","-73.947433471679687","40.799362182617188","-73.945541381835938","40.807407379150391","1","1","5.5","0","0.5","0","0",,"6","2","1"
"2","2014-11-11T07:38:16.000","2014-11-11T07:42:40.000","N","1","-73.918716430664063","40.758838653564453","-73.905891418457031","40.764266967773438","1","1.12","5.5","0","0.5","0","0",,"6","2","1"
"2","2014-12-03T20:12:13.000","2014-12-03T20:25:38.000","N","1","-73.958572387695313","40.690971374511719","-73.975776672363281","40.659183502197266","1","3.07","12","0.5","0.5","3.12","0",,"16.12","1","1"
"2","2014-04-12T16:34:38.000","2014-04-12T16:57:36.000","N","1","-73.959686279296875","40.717998504638672","-73.965919494628906","40.679801940917969","1","3.36","17","0","0.5","3.4","0",,"20.9","1","1"
"2","2014-12-18T20:01:21.000","2014-12-18T20:07:58.000","N","1","-73.945442199707031","40.807918548583984","-73.939781188964844","40.809825897216797","1","0.93","6","0.5","0.5","0","0",,"7","2","1"
"2","2014-12-31T20:55:57.000","2014-12-31T21:39:11.000","N","1","-74.013008117675781","40.645961761474609","-73.9285888671875","40.760723114013672","1","11.72","41.5","0.5","0.5","0","0",,"42.5","2","1"
"2","2014-09-28T20:32:23.000","2014-09-28T20:45:18.000","N","1","-73.939582824707031","40.804958343505859","-73.955238342285156","40.769172668457031","1","3.04","12","0.5","0.5","1.5","0",,"14.5","1","1"
"2","2014-09-21T03:01:36.000","2014-09-21T03:05:29.000","N","1","-73.9495849609375","40.680313110351563","-73.952033996582031","40.675342559814453","1","0.58","4.5","0.5","0.5","1","0",,"6.5","1","1"
"1","2014-05-19T07:17:36.000","2014-05-19T07:28:24.000","N","1","-73.948707580566406","40.835559844970703","-73.961097717285156","40.799995422363281","1","3","11.5","0","0.5","0.5","0",,"12.5","1","1"
"2","2014-11-19T09:48:54.000","2014-11-19T09:59:16.000","N","1","-73.936759948730469","40.849143981933594","-73.911575317382812","40.859081268310547","1","2.18","9.5","0","0.5","0","0",,"10","2","1"
"2","2014-01-27T18:36:44.000","2014-01-27T18:47:18.000","N","1","-73.960868835449219","40.806812286376953","-73.977310180664063","40.786861419677734","5","2.22","10","1","0.5","1","0",,"12.5","1",
"1","2014-06-03T09:13:27.000","2014-06-03T09:41:47.000","N","1","-73.983360290527344","40.664836883544922","-73.988197326660156","40.689842224121094","1","2.4","18","0","0.5","0.01","0",,"18.51","1","1"
"1","2014-09-21T02:32:25.000","2014-09-21T02:40:06.000","N","1","-73.833793640136719","40.771278381347656","-73.83056640625","40.760269165039063","2","1.1","7","0.5","0.5","1.6","0",,"9.6","1","1"
"2","2014-12-06T17:23:04.000","2014-12-06T17:55:26.000","N","1","-74.021865844726563","40.631446838378906","-73.94952392578125","40.679866790771484","1","6.99","27","0","0.5","0","0",,"27.5","2","1"
"1","2014-10-11T21:52:08.000","2014-10-11T21:57:09.000","N","1","-73.854454040527344","40.742420196533203","-73.862739562988281","40.749794006347656","1","0.8","5.5","0.5","0.5","0","0",,"6.5","2","1"
"1","2014-12-09T19:53:56.000","2014-12-09T20:05:45.000","N","1","-73.931282043457031","40.751968383789063","-73.946769714355469","40.780605316162109","1","3.6","12.5","0.5","0.5","4.05","0",,"17.55","1","1"
"2","2014-09-18T18:26:30.000","2014-09-18T18:31:30.000","N","1","-73.890625","40.746845245361328","-73.88909912109375","40.739131927490234","5","0.6","5","1","0.5","0","0",,"6.5","2","1"
"2","2014-09-11T17:10:05.000","2014-09-11T17:42:23.000","N","1","-73.949974060058594","40.743923187255859","-73.948829650878906","40.692420959472656","5","4.46","22.5","1","0.5","5.88","0",,"29.88","1","1"
"2","2014-06-07T05:53:40.000","2014-06-07T05:53:52.000","N","1","-73.861923217773438","40.679481506347656","-73.861984252929687","40.679512023925781","1","0","2.5","0.5","0.5","0","0",,"3.5","2","1"
"2","2014-12-15T01:21:34.000","2014-12-15T01:21:42.000","N","5","-73.876960754394531","40.871082305908203","-73.876960754394531","40.871070861816406","1","0","17","0","0","0","0",,"17","1","2"
"2","2014-04-08T10:39:13.000","2014-04-08T10:39:31.000","N","5","-73.875205993652344","40.879558563232422","-73.876724243164063","40.880184173583984","1","0.07","14","0","0","0","0",,"14","1","2"
"2","2014-03-21T01:53:56.000","2014-03-21T01:59:45.000","N","1","-73.912483215332031","40.847431182861328","-73.914421081542969","40.836559295654297","1","1.01","6","0.5","0.5","0","0",,"7","2","1"
"2","2014-04-11T17:29:26.000","2014-04-11T17:49:49.000","N","1","-73.862350463867188","40.730342864990234","-73.924591064453125","40.742488861083984","1","3.64","17.5","1","0.5","0","0",,"19","2","1"
"2","2014-12-27T16:50:21.000","2014-12-27T17:03:02.000","N","1","-73.959182739257813","40.677623748779297","-73.951171875","40.71173095703125","1","2.88","11.5","0","0.5","3.45","0",,"15.45","1","1"
"1","2014-12-28T08:07:37.000","2014-12-28T08:28:25.000","N","1","-73.884193420410156","40.747753143310547","-73.859146118164062","40.667591094970703","1","7.4","23.5","0","0.5","0","0",,"24","2","1"
"1","2014-07-20T14:08:30.000","2014-07-20T14:11:02.000","N","1","-73.94390869140625","40.809764862060547","-73.938735961914063","40.816921234130859","1","0.6","4.5","0","0.5","0","0",,"5","2","1"
"2","2014-12-26T20:55:16.000","2014-12-26T21:24:50.000","N","1","-73.92279052734375","40.7554931640625","-73.794479370117187","40.733158111572266","2","8.59","29","0.5","0.5","5.9","0",,"35.9","1","1"
"2","2014-12-04T00:00:03.000","2014-12-04T00:03:59.000","N","1","-73.945152282714844","40.807941436767578","-73.954521179199219","40.815723419189453","1","0.87","5","0.5","0.5","0","0",,"6","2","1"
"2","2014-12-03T09:37:51.000","2014-12-03T09:54:58.000","N","1","-73.939651489257813","40.804790496826172","-73.945579528808594","40.785491943359375","1","1.67","11.5","0","0.5","2.88","0",,"14.88","1","1"
"2","2014-05-17T05:01:41.000","2014-05-17T05:01:44.000","N","1","-73.913467407226563","40.844318389892578","-73.913543701171875","40.8443603515625","1","0","17","1","0.5","0","0",,"18.5","1","2"
"2","2014-03-19T07:35:07.000","2014-03-19T07:59:58.000","N","5","-73.949241638183594","40.793746948242188","-73.919761657714844","40.825901031494141","1","4.1","13","0","0","0","0",,"13","2","2"
"1","2014-03-14T11:20:54.000","2014-03-14T11:36:06.000","N","1","-73.944572448730469","40.829715728759766","-73.952880859375","40.783199310302734","1","0.1","10","0","0.5","0","0",,"10.5","2",
"2","2014-05-05T10:42:14.000","2014-05-05T10:47:55.000","N","1","-73.885398864746094","40.866325378417969","-73.897903442382813","40.852859497070313","5","1.15","6.5","0","0.5","0","0",,"7","2","1"
"2","2014-03-06T20:44:00.000","2014-03-06T21:04:02.000","N","1","-73.997146606445312","40.680431365966797","-73.981147766113281","40.729171752929688","1","4.27","17","0.5","0.5","0","0",,"18","2","1"
"1","2014-08-03T01:01:38.000","2014-08-03T01:06:10.000","N","1","-73.918907165527344","40.758953094482422","-73.912322998046875","40.76715087890625","4","0.6","5","0.5","0.5","0","0",,"6","2","1"
"2","2014-05-19T10:34:45.000","2014-05-19T10:41:36.000","N","1","-73.906349182128906","40.772617340087891","-73.920707702636719","40.756767272949219","1","1.23","6.5","0","0.5","0","0",,"7","2","1"
"1","2014-11-15T20:23:47.000","2014-11-15T20:34:27.000","N","1","-73.951667785644531","40.802951812744141","-73.960380554199219","40.773006439208984","1","2.8","10.5","0.5","0.5","1.5","0",,"13","1","1"
"2","2014-12-30T19:05:35.000","2014-12-30T19:10:08.000","N","1","-73.993003845214844","40.68280029296875","-73.981552124023438","40.674922943115234","3","1.02","5.5","1","0.5","1","0",,"8","1","1"
"2","2014-10-06T22:47:46.000","2014-10-06T22:57:31.000","N","1","-73.937934875488281","40.847675323486328","-73.915054321289063","40.855293273925781","1","2.2","10","0.5","0.5","0","0",,"11","2","1"
"2","2014-04-15T21:00:19.000","2014-04-15T21:23:35.000","N","1","-73.844223022460938","40.721332550048828","-73.860328674316406","40.715587615966797","1","4.89","19.5","0.5","0.5","0","0",,"20.5","2","1"
"2","2014-12-06T17:37:46.000","2014-12-06T17:41:17.000","N","1","-73.9383544921875","40.797313690185547","-73.94818115234375","40.801437377929687","6","0.56","4.5","0","0.5","0","0",,"5","2","1"
"2","2014-03-18T13:47:44.000","2014-03-18T13:52:50.000","N","5","-73.929153442382812","40.822280883789063","-73.937843322753906","40.823318481445312","2","0.96","10","0","0","0","0",,"10","2","2"
"2","2014-02-20T05:03:06.000","2014-02-20T05:18:36.000","N","1","-73.830421447753906","40.759567260742187","-73.780281066894531","40.645519256591797","2","10.73","29.5","0.5","0.5","0","0",,"30.5","2","1"
"2","2014-09-16T15:40:14.000","2014-09-16T15:44:40.000","N","1","-73.941726684570313","40.7984619140625","-73.939567565917969","40.790935516357422","1","0.73","5","0","0.5","0","0",,"5.5","2","1"
"2","2014-01-18T23:31:57.000","2014-01-18T23:46:30.000","N","1","-73.966110229492188","40.804801940917969","-73.989295959472656","40.768581390380859","1","3.29","14","0.5","0.5","0","0",,"15","2",
"2","2014-02-23T07:07:38.000","2014-02-23T07:13:11.000","N","1","-73.944679260253906","40.819263458251953","-73.94378662109375","40.802886962890625","2","1.56","7","0","0.5","0","0",,"7.5","2","1"
"1","2014-06-11T17:00:32.000","2014-06-11T17:12:42.000","N","1","-73.864700317382813","40.753223419189453","-73.885414123535156","40.744163513183594","1","2.1","10","0.5","0.5","0","0",,"11","2","1"
"2","2014-04-20T11:58:37.000","2014-04-20T12:02:20.000","N","1","-73.947906494140625","40.795566558837891","-73.957084655761719","40.801944732666016","1","0.78","5","0","0.5","1","0",,"6.5","1","1"
"2","2014-09-17T21:48:44.000","2014-09-17T21:53:43.000","N","1","-73.994636535644531","40.684883117675781","-73.992256164550781","40.691791534423828","1","0.92","5.5","0.5","0.5","1.2","0",,"7.7","1","1"
"2","2014-04-17T02:12:23.000","2014-04-17T02:18:48.000","N","1","-73.9283447265625","40.693042755126953","-73.915786743164062","40.688159942626953","2","1.05","6.5","0.5","0.5","0","0",,"7.5","2","1"
"2","2014-09-19T20:49:13.000","2014-09-19T21:15:40.000","N","1","-73.905677795410156","40.745532989501953","-73.850753784179687","40.672706604003906","1","7.25","25","0.5","0.5","0","0",,"26","2","1"
"2","2014-03-04T21:49:45.000","2014-03-04T22:00:59.000","N","1","-73.945167541503906","40.808040618896484","-73.936759948730469","40.824676513671875","1","1.64","9.5","0.5","0.5","0","0",,"10.5","2","1"
"2","2014-04-17T16:54:35.000","2014-04-17T17:13:47.000","N","1","-73.980049133300781","40.688575744628906","-73.917205810546875","40.67022705078125","1","4.04","16","1","0.5","0","0",,"17.5","2","1"
"1","2014-07-12T23:11:38.000","2014-07-12T23:29:17.000","N","1","-73.984580993652344","40.68695068359375","-73.95123291015625","40.70697021484375","1","3.4","15","0.5","0.5","0","0",,"16","2","1"
"2","2014-12-23T08:32:52.000","2014-12-23T08:52:07.000","N","1","-73.912849426269531","40.756126403808594","-73.9539794921875","40.743209838867187","1","3.49","15","0","0.5","0","0",,"15.5","2","1"
"1","2014-10-30T19:16:56.000","2014-10-30T19:32:58.000","N","1","-73.955490112304688","40.691032409667969","-73.984481811523438","40.703121185302734","1","2.3","12.5","1","0.5","3.5","0",,"17.5","1","1"
"1","2014-08-15T20:55:08.000","2014-08-15T21:03:32.000","N","1","-73.902610778808594","40.741527557373047","-73.92791748046875","40.744621276855469","1","1.4","8","0.5","0.5","0","0",,"9","2","1"
"2","2014-04-03T18:45:50.000","2014-04-03T19:16:33.000","N","1","-73.962196350097656","40.805423736572266","-74.007820129394531","40.747402191162109","1","5.59","23.5","1","0.5","4.5","0",,"29.5","1","1"
"1","2014-01-10T21:51:37.000","2014-01-10T22:22:14.000","N","1","-73.84442138671875","40.720851898193359","-73.811393737792969","40.585330963134766","1","13.4","39.5","0.5","0.5","0","0",,"40.5","2",
"2","2014-02-08T18:47:45.000","2014-02-08T19:15:18.000","N","1","-73.947647094726563","40.723518371582031","-74.007347106933594","40.719894409179687","1","4.14","19","0","0.5","3","0",,"22.5","1",
"2","2014-03-08T20:51:58.000","2014-03-08T20:56:55.000","N","1","-73.908210754394531","40.834705352783203","-73.915802001953125","40.839633941650391","1","1.07","6","0.5","0.5","0","0",,"7","2","1"
"2","2014-09-27T04:04:32.000","2014-09-27T04:15:36.000","N","1","-73.933990478515625","40.696277618408203","-73.950477600097656","40.726741790771484","1","2.51","10.5","0.5","0.5","0","0",,"11.5","1","1"
"2","2014-06-25T12:11:03.000","2014-06-25T12:41:50.000","N","1","-73.960250854492188","40.687324523925781","-73.961784362792969","40.713733673095703","1","5.42","24","0","0.5","4.8","0",,"29.3","1","1"
"2","2014-12-18T00:34:54.000","2014-12-18T00:50:35.000","N","1","-73.957565307617188","40.717918395996094","-73.966964721679688","40.677333831787109","1","3.58","14","0.5","0.5","1.5","0",,"16.5","1","1"
"2","2014-10-03T20:56:46.000","2014-10-03T21:07:28.000","N","1","-73.918373107910156","40.65966796875","-73.894378662109375","40.646091461181641","1","2.11","9.5","0.5","0.5","0","0",,"10.5","2","1"
"2","2014-11-13T08:09:46.000","2014-11-13T08:47:36.000","N","1","-73.966323852539062","40.685615539550781","-73.995323181152344","40.739974975585937","1","5.76","26.5","0","0.5","5.3","0",,"32.3","1","1"
"2","2014-11-15T22:52:19.000","2014-11-15T23:10:32.000","N","1","-73.944160461425781","40.745098114013672","-73.963150024414063","40.692241668701172","1","5.39","18.5","0.5","0.5","1","0",,"20.5","1","1"
"2","2014-05-02T22:36:28.000","2014-05-02T22:58:32.000","N","1","-73.928176879882812","40.829685211181641","-73.981056213378906","40.744544982910156","1","8.54","26.5","0.5","0.5","5.4","0",,"32.9","1","1"
"2","2014-12-12T21:41:36.000","2014-12-12T21:44:15.000","N","1","-73.960182189941406","40.714084625244141","-73.95220947265625","40.717414855957031","1","0.64","4","0.5","0.5","1.35","0",,"6.35","1","1"
"2","2014-01-16T22:33:01.000","2014-01-16T22:53:28.000","N","1","-73.951927185058594","40.715633392333984","-73.985336303710938","40.744743347167969","1","4.63","18","0.5","0.5","4.62","0",,"23.62","1",
"2","2014-10-01T21:39:18.000","2014-10-01T21:41:16.000","N","1","-73.963203430175781","40.710285186767578","-73.961448669433594","40.714138031005859","2","0.33","3.5","0.5","0.5","0.8","0",,"5.3","1","1"
"2","2014-08-15T17:32:40.000","2014-08-15T17:55:09.000","N","1","-73.954116821289062","40.787330627441406","-73.987358093261719","40.720073699951172","1","6.75","23","1","0.5","4.8","0",,"29.3","1","1"
"2","2014-06-23T09:33:36.000","2014-06-23T09:40:51.000","N","1","-73.930702209472656","40.760990142822266","-73.944091796875","40.749324798583984","6","1.63","7.5","0","0.5","0","0",,"8","2","1"
"2","2014-12-07T21:39:47.000","2014-12-07T21:56:41.000","N","1","-73.939300537109375","40.805126190185547","-73.984672546386719","40.738780975341797","1","5.3","17","0.5","0.5","2","0",,"20","1","1"
"1","2014-12-27T19:03:49.000","2014-12-27T19:13:39.000","N","1","-73.932945251464844","40.848892211914063","-73.924270629882812","40.836200714111328","1","1.5","8","0","0.5","0","0",,"8.5","2","1"
"1","2014-05-22T08:07:30.000","2014-05-22T08:15:36.000","N","1","-73.956306457519531","40.803241729736328","-73.952110290527344","40.792888641357422","1","1","7","0","0.5","0","0",,"7.5","2","1"
"2","2014-05-26T16:05:06.000","2014-05-26T16:09:27.000","N","1","-73.941253662109375","40.813449859619141","-73.944358825683594","40.801414489746094","1","1.07","6","0","0.5","0","0",,"6.5","2","1"
"1","2014-01-01T09:28:57.000","2014-01-01T09:32:26.000","N","1","-73.950210571289062","40.826492309570313","-73.944358825683594","40.830474853515625","1","0.6","4.5","0","0.5","0","0",,"5","2",
"2","2014-04-12T09:36:29.000","2014-04-12T09:36:33.000","N","5","-73.865371704101563","40.875045776367188","-73.865371704101563","40.875045776367188","1","0","15","0","0","1","0",,"16","1","1"
"2","2014-05-22T19:40:17.000","2014-05-22T19:55:55.000","N","1","-73.891036987304688","40.747024536132812","-73.866661071777344","40.75750732421875","1","1.82","11.5","1","0.5","0","0",,"13","2","1"
"2","2014-12-20T01:06:41.000","2014-12-20T01:23:58.000","N","1","-73.939605712890625","40.844135284423828","-73.969642639160156","40.753387451171875","1","8.62","25.5","0.5","0.5","5.2","0",,"31.7","1","1"
"1","2014-12-21T15:09:31.000","2014-12-21T15:26:02.000","N","1","-73.937789916992188","40.748805999755859","-73.877334594726563","40.758033752441406","2","3.4","14","0","0.5","0","0",,"14.5","2","1"
"2","2014-10-30T10:34:01.000","2014-10-30T10:41:57.000","N","1","-73.939277648925781","40.757434844970703","-73.946449279785156","40.749763488769531","1","1.29","7","0","0.5","0","0",,"7.5","2","1"
"1","2014-07-21T15:51:10.000","2014-07-21T15:57:36.000","N","1","-73.941963195800781","40.840541839599609","-73.941200256347656","40.833877563476563","3","0.6","6","0","0.5","0","0",,"6.5","2","1"
