"unique_id","generated_on","site_id","status","ppt_id","address","city","state","zip","boro","latitude","longitude","cross_street_1","cross_street_2","corner","community_board","council_district","census_tract","nta","bbl","bin","install_date","active_date","wifi_status","wifi_status_date","tablet_status","tablet_status_date","phone_status","phone_status_date","geocoded_column"
"2023-04-17.06:00:00.629.si-02-145823","2023-04-17 06:00:00.629","si-02-145823","Live","145823","2271 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.57555318","-74.1048165","GREELEY AVENUE","PRESCOTT AVENUE","SW","502","50","5012200","New Dorp-Midland Beach","5036150005","5107538","2017-04-09 20:00:00.000","2017-05-24 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57555318, -74.1048165)"
"2023-04-17.06:00:00.629.si-02-145822","2023-04-17 06:00:00.629","si-02-145822","Live","145822","2455 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.57143702","-74.10895942","BACHE AVENUE","JACQUES AVENUE","SW","502","50","5012200","New Dorp-Midland Beach","5036480059","5052857","2017-04-09 20:00:00.000","2017-05-24 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57143702, -74.10895942)"
"2023-04-17.06:00:00.629.si-02-145809","2023-04-17 06:00:00.629","si-02-145809","Live","145809","2115 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.578802","-74.101669","BEDFORD AVENUE","HAMDEN AVENUE","NW","502","50","5011402","New Dorp-Midland Beach","5035750067","5051504","2017-04-09 20:00:00.000","2017-05-24 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.578802, -74.101669)"
"2023-04-17.06:00:00.629.si-02-145807","2023-04-17 06:00:00.629","si-02-145807","Live","145807","2066 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.57983879","-74.1000124","HUNTER AVENUE","ADAMS AVENUE","NE","502","50","5011201","Old Town-Dongan Hills-South Beach","5036720001","5158060","2017-04-09 20:00:00.000","2017-05-24 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57983879, -74.1000124)"
"2023-04-17.06:00:00.629.si-02-145738","2023-04-17 06:00:00.629","si-02-145738","Live","145738","2754 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.564789","-74.115318","RENO AVENUE","CANNON BOULEVARD","NE","502","50","5012806","Oakwood-Oakwood Beach","5039830130","5107591","2017-02-18 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.564789, -74.115318)"
"2023-04-17.06:00:00.629.si-02-145737","2023-04-17 06:00:00.629","si-02-145737","Live","145737","2361 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.57346599","-74.10691685","OTIS AVENUE","BRYANT AVENUE","NW","502","50","5012200","New Dorp-Midland Beach","5036440001","5052769","2017-02-18 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57346599, -74.10691685)"
"2023-04-17.06:00:00.629.si-02-145736","2023-04-17 06:00:00.629","si-02-145736","Live","145736","2083 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.57963412","-74.10065158","HUNTER AVENUE","HAMDEN AVENUE","SW","502","50","5011402","New Dorp-Midland Beach","5035740065","5051478","2017-02-18 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57963412, -74.10065158)"
"2023-04-17.06:00:00.629.si-02-145735","2023-04-17 06:00:00.629","si-02-145735","Live","145735","1220 HYLAN BOULEVARD","New York","NY","10305","Staten Island","40.59800199","-74.08305039","PARKINSON AVENUE","NORWAY AVENUE","MIDBLOCK","502","50","5006400","Grasmere-Arrochar-Ft. Wadsworth","5032350004","5047505","2017-02-18 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.59800199, -74.08305039)"
"2023-04-17.06:00:00.629.si-02-145734","2023-04-17 06:00:00.629","si-02-145734","Live","145734","2381 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.57285047","-74.10753883","LOCUST AVENUE","OTIS AVENUE","NW","502","50","5012200","New Dorp-Midland Beach","5036450001","5052790","2017-02-18 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57285047, -74.10753883)"
"2023-04-17.06:00:00.629.si-02-145733","2023-04-17 06:00:00.629","si-02-145733","Live","145733","2110 RICHMOND ROAD","New York","NY","10306","Staten Island","40.581304","-74.11201028","LINCOLN AVENUE","COLFAX AVENUE","SE","502","50","5011402","New Dorp-Midland Beach","5035780009","5095447","2017-02-18 19:00:00.000","2017-03-01 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","
,  
(40.581304, -74.11201028)"
"2023-04-17.06:00:00.629.si-02-145732","2023-04-17 06:00:00.629","si-02-145732","Live","145732","1232 HYLAN BOULEVARD","New York","NY","10305","Staten Island","40.59771508","-74.08382835","PARKINSON AVENUE","BEND","SW","502","50","5006400","Grasmere-Arrochar-Ft. Wadsworth","5032200006","5047236","2017-02-18 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.59771508, -74.08382835)"
"2023-04-17.06:00:00.629.si-02-145731","2023-04-17 06:00:00.629","si-02-145731","Live","145731","2205 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.57681082","-74.10356538","LINCOLN AVENUE","MIDLAND AVENUE","NW","502","50","5011402","New Dorp-Midland Beach","5035910080","5051757","2017-02-18 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57681082, -74.10356538)"
"2023-04-17.06:00:00.629.si-02-145730","2023-04-17 06:00:00.629","si-02-145730","Live","145730","2435 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.57178152","-74.10861367","BACHE AVENUE","BURBANK AVENUE","NW","502","50","5012200","New Dorp-Midland Beach","5036470001","5052814","2017-02-18 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57178152, -74.10861367)"
"2023-04-17.06:00:00.629.si-02-145729","2023-04-17 06:00:00.629","si-02-145729","Live","145729","291 NEW DORP LANE","New York","NY","10306","Staten Island","40.57210026","-74.11267359","EDISON STREET","CLAWSON STREET","MIDBLOCK","502","50","5012200","New Dorp-Midland Beach","5036430016","5052754","2017-02-18 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57210026, -74.11267359)"
"2023-04-17.06:00:00.629.si-02-145728","2023-04-17 06:00:00.629","si-02-145728","Live","145728","2820 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.563843","-74.116075","HYLAN BOULEVARD","PRIMROSE PLACE","NE","502","50","5012806","Oakwood-Oakwood Beach","5039830001","5105551","2016-12-19 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.563843, -74.116075)"
"2023-04-17.06:00:00.629.si-02-145727","2023-04-17 06:00:00.629","si-02-145727","Live","145727","265 NEW DORP LANE","New York","NY","10306","Staten Island","40.57262","-74.113383","EDISON STREET","JACQUES AVENUE","NE","502","50","5012200","New Dorp-Midland Beach","5036437501","5152363","2016-12-19 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57262, -74.113383)"
"2023-04-17.06:00:00.629.si-02-145544","2023-04-17 06:00:00.629","si-02-145544","Live","145544","2710 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.56585176","-74.11422426","ALLISON AVENUE","PRINCETON AVENUE","MIDBLOCK","502","50","5012806","Oakwood-Oakwood Beach","5039830013","5107584","2017-01-30 19:00:00.000","2017-02-21 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.56585176, -74.11422426)"
"2023-04-17.06:00:00.629.si-02-145522","2023-04-17 06:00:00.629","si-02-145522","Live","145522","1177 HYLAN BOULEVARD","New York","NY","10305","Staten Island","40.59839673","-74.08262136","WOODLAWN AVENUE","WINFIELD AVENUE","NW","502","50","5009601","Old Town-Dongan Hills-South Beach","5032080020","5047160","2017-01-30 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.59839673, -74.08262136)"
"2023-04-17.06:00:00.629.si-02-125479","2023-04-17 06:00:00.629","si-02-125479","Live","125479","1351 HYLAN BOULEVARD","New York","NY","10305","Staten Island","40.59545604","-74.08620985","OLD TOWN ROAD","DUMONT AVENUE","SW","502","50","5009601","Old Town-Dongan Hills-South Beach","5033230001","5048984","2018-07-11 20:00:00.000","2018-07-18 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","
,  
(40.59545604, -74.08620985)"
"2023-04-17.06:00:00.629.si-02-125476","2023-04-17 06:00:00.629","si-02-125476","Activation","125476","19 SEAVIEW AVENUE","New York","NY","10304","Staten Island","40.590983","-74.100732","PLATTSBURG STREET","RICHMOND ROAD","NE","502","50","5009602","Old Town-Dongan Hills-South Beach","5033050089","5048677","2017-01-30 19:00:00.000","2017-02-27 19:00:00.000","up","2023-04-17 06:00:00.629","null","null","null","null","
,  
(40.590983, -74.100732)"
"2023-04-17.06:00:00.629.si-02-125472","2023-04-17 06:00:00.629","si-02-125472","Live","125472","201 NEW DORP LANE","New York","NY","10306","Staten Island","40.57285319","-74.11408666","10 STREET","9 STREET","MIDBLOCK","502","50","5012200","New Dorp-Midland Beach","5036370009","5052593","2016-11-13 19:00:00.000","2016-12-08 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57285319, -74.11408666)"
"2023-04-17.06:00:00.629.si-02-125470","2023-04-17 06:00:00.629","si-02-125470","Live","125470","381 NEW DORP LANE","New York","NY","10306","Staten Island","40.570635","-74.109918","HYLAN BOULEVARD","CLAWSON STREET","NW","502","50","5012200","New Dorp-Midland Beach","5036490001","5052858","2016-11-13 19:00:00.000","2016-12-08 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.570635, -74.109918)"
"2023-04-17.06:00:00.629.si-02-125467","2023-04-17 06:00:00.629","si-02-125467","Live","125467","2154 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.577771","-74.10231","MIDLAND AVENUE","ZWICKY AVENUE","SE","502","50","5011202","New Dorp-Midland Beach","5036910011","5053558","2017-01-30 19:00:00.000","2017-02-21 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.577771, -74.10231)"
"2023-04-17.06:00:00.629.si-02-125465","2023-04-17 06:00:00.629","si-02-125465","Live","125465","2212 HYLAN BOULEVARD","New York","NY","10306","Staten Island","40.576541","-74.103479","LINCOLN AVENUE","ZWICKY AVENUE","SE","502","50","5011202","New Dorp-Midland Beach","5036920006","5136036","2018-07-11 20:00:00.000","2018-07-18 20:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.576541, -74.103479)"
"2023-04-17.06:00:00.629.si-02-125463","2023-04-17 06:00:00.629","si-02-125463","Live","125463","404 NEW DORP LANE","New York","NY","10306","Staten Island","40.57031185","-74.10965729","HYLAN BOULEVARD","MILLER FIELD BOUNDARY","SW","502","50","5012804","New Dorp-Midland Beach","5039600002","5055368","2017-01-30 19:00:00.000","2017-02-21 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.57031185, -74.10965729)"
"2023-04-17.06:00:00.629.si-01-159857","2023-04-17 06:00:00.629","si-01-159857","Live","159857","1910 VICTORY BOULEVARD","New York","NY","10314","Staten Island","40.6125409","-74.1277241","VICTORY BOULEVARD","PURDY AVENUE","SE","501","50","SI-187.01","Westerleigh","5007160001","null","2022-10-11 20:00:00.000","2023-02-15 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.6125409, -74.1277241)"
"2023-04-17.06:00:00.629.si-01-158932","2023-04-17 06:00:00.629","si-01-158932","Live","158932","514 RICHMOND TERRACE","New York","NY","10301","Staten Island","40.6462984","-74.0895158","YORK AVENUE","FRANKLIN AVENUE","MIDBLOCK","501","49","SI-81","West New Brighton-New Brighton-St. George","5000620106","5001475","2022-10-26 20:00:00.000","2023-02-06 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.6462984, -74.0895158)"
"2023-04-17.06:00:00.629.si-01-155189","2023-04-17 06:00:00.629","si-01-155189","Repair","155189","1465 FOREST AVENUE","New York","NY","10302","Staten Island","40.624318","-74.1373888","LIVERMORE AVENUE","MARIANNE STREET","MIDBLOCK","501","49","SI-247","Port Richmond","5010530124","null","2022-10-13 20:00:00.000","2023-02-22 19:00:00.000","up","2023-04-17 06:00:00.629","null","null","null","null","
,  
(40.624318, -74.1373888)"
"2023-04-17.06:00:00.629.si-01-154577","2023-04-17 06:00:00.629","si-01-154577","Installed","154577","45 HYATT STREET","New York","NY","10301","Staten Island","40.6417686","-74.0776909","ST MARKS PLACE","CENTRAL AVE","NE","501","49","SI-3","West New Brighton-New Brighton-St. George","5000080001","null","2023-03-31 20:00:00.000",,"null","null","null","null","null","null","
,  
(40.6417686, -74.0776909)"
"2023-04-17.06:00:00.629.si-01-154026","2023-04-17 06:00:00.629","si-01-154026","Live","154026","1670 VICTORY BOULEVARD","New York","NY","10314","Staten Island","40.6131774","-74.1192244","VICTORY BOULEVARD","WINDSOR ROAD","SW","501","49","SI-169.01","Westerleigh","5007080018","null","2022-10-10 20:00:00.000","2023-02-15 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.6131774, -74.1192244)"
"2023-04-17.06:00:00.629.si-01-153319","2023-04-17 06:00:00.629","si-01-153319","Live","153319","455 FRONT STREET","New York","NY","10304","Staten Island","40.6271925","-74.0741115","WATER STREET","CANAL STREET","MIDBLOCK","501","49","SI-21","Stapleton-Rosebank","5004870005","null","2022-10-24 20:00:00.000","2023-02-06 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.6271925, -74.0741115)"
"2023-04-17.06:00:00.629.si-01-152835","2023-04-17 06:00:00.629","si-01-152835","Live","152835","700 RICHMOND TERRACE","New York","NY","10301","Staten Island","40.6448114","-74.0954559","LAFAYETTE AVENUE","FRANKLIN AVENUE","SE","501","49","SI-81","West New Brighton-New Brighton-St. George","5000670107","5001672","2022-10-30 20:00:00.000","2023-02-05 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","
,  
(40.6448114, -74.0954559)"
"2023-04-17.06:00:00.629.si-01-152491","2023-04-17 06:00:00.629","si-01-152491","Installed","152491","175 LYNHURST AVENUE","New York","NY","10305","Staten Island","40.6170142","-74.0740457","TOMPKINS AVENUE","DITSON STREET","SE","501","49","SI-8","Stapleton-Rosebank","5028430001","5042517","2022-10-17 20:00:00.000",,"null","null","null","null","null","null","
,  
(40.6170142, -74.0740457)"
"2023-04-17.06:00:00.629.si-01-152115","2023-04-17 06:00:00.629","si-01-152115","Live","152115","814 RICHMOND TERRACE","New York","NY","10301","Staten Island","40.6446982","-74.0994592","TYSEN STREET","CLINTON AVENUE","SE","501","49","SI-81","West New Brighton-New Brighton-St. George","5000700020","5001742","2022-10-31 20:00:00.000","2023-02-05 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.6446982, -74.0994592)"
"2023-04-17.06:00:00.629.si-01-150744","2023-04-17 06:00:00.629","si-01-150744","Live","150744","1970 VICTORY BOULEVARD","New York","NY","10314","Staten Island","40.612231","-74.1301262","VICTORY BOULEVARD","PURDY AVENUE","MIDBLOCK","501","50","SI-187","Westerleigh","5007220001","5018255","2022-10-12 20:00:00.000","2023-03-01 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.612231, -74.1301262)"
"2023-04-17.06:00:00.629.si-01-150207","2023-04-17 06:00:00.629","si-01-150207","Installed","150207","255 HYLAN BOULEVARD","New York","NY","10305","Staten Island","40.6120881","-74.0708488","HYLAN BOULEVARD","CLIFTON AVENUE","NE","501","49","SI-8","Stapleton-Rosebank","5028530001","null","2022-10-18 20:00:00.000",,"null","null","null","null","null","null","
,  
(40.6120881, -74.0708488)"
"2023-04-17.06:00:00.629.si-01-145551","2023-04-17 06:00:00.629","si-01-145551","Installed","145551","45 VICTORY BOULEVARD","New York","NY","10301","Staten Island","40.637984","-74.0771009","VICTORY BOULEVARD","HYATT STREET","NE","501","49","5002100","Stapleton-Rosebank","5004870060","5106796","2023-03-31 20:00:00.000",,"null","null","null","null","null","null","
,  
(40.637984, -74.0771009)"
"2023-04-17.06:00:00.629.si-01-125525","2023-04-17 06:00:00.629","si-01-125525","Live","125525","1161 VICTORY BOULEVARD","New York","NY","10301","Staten Island","40.6166443","-74.1033513","CLOVE ROAD","GLENWOOD AVENUE","NE","501","49","5004700","Grymes Hill-Clifton-Fox Hills","5006040010","5015428","2022-10-19 20:00:00.000","2023-02-15 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.6166443, -74.1033513)"
"2023-04-17.06:00:00.629.si-01-125505","2023-04-17 06:00:00.629","si-01-125505","Live","125505","1595 FOREST AVENUE","New York","NY","10302","Staten Island","40.6247117","-74.141731","DECKER AVENUE","CRYSTAL AVENUE","NW","501","49","5024700","Port Richmond","5010650001","5025213","2022-10-26 20:00:00.000","2023-02-22 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.6247117, -74.141731)"
"2023-04-17.06:00:00.629.qu-12-159527","2023-04-17 06:00:00.629","qu-12-159527","Live","159527","132-05 MERRICK BOULEVARD","New York","NY","11434","Queens","40.6790585","-73.7596774","BELKNAP STREET","180TH STREET","N","412","27","QU-352","St. Albans","4126970020","4273590","2022-07-06 20:00:00.000","2022-10-31 20:00:00.000","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","
,  
(40.6790585, -73.7596774)"
"2023-04-17.06:00:00.629.qu-12-159306","2023-04-17 06:00:00.629","qu-12-159306","Live","159306","107-17 MERRICK BOULEVARD","New York","NY","11433","Queens","40.6997274","-73.7880885","MERRICK BOULEVARD","169TH STREET","SE","412","27","QN-414","South Jamaica","4102440001","null","2022-10-13 20:00:00.000","2023-02-28 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.6997274, -73.7880885)"
"2023-04-17.06:00:00.629.qu-12-159192","2023-04-17 06:00:00.629","qu-12-159192","Installed","159192","168-11 DOUGLAS AVENUE","New York","NY","11433","Queens","40.7037645","-73.7908334","DOUGLAS AVENUE","93rd AVENUE","NE","412","27","QU-444","Jamaica","4102170048","4533758","2023-02-26 19:00:00.000",,"null","null","null","null","null","null","
,  
(40.7037645, -73.7908334)"
"2023-04-17.06:00:00.629.qu-12-158794","2023-04-17 06:00:00.629","qu-12-158794","Live","158794","190-50 99 AVENUE","New York","NY","11423","Queens","40.7099171","-73.7662011","99TH AVENUE","100TH AVENUE","SW","412","27","502.01","Hollis","4108390033","null","2022-09-21 20:00:00.000","2022-12-01 19:00:00.000","up","2023-04-17 06:00:00.629","down","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.7099171, -73.7662011)"
"2023-04-17.06:00:00.629.qu-12-158761","2023-04-17 06:00:00.629","qu-12-158761","Installed","158761","145-50 LIBERTY AVENUE","New York","NY","11435","Queens","40.694038","-73.8069082","PRINCETON STREET","LIVERPOOL STREET","SE","412","28","QN-204","Jamaica","4100490001","null","2022-08-02 20:00:00.000",,"null","null","null","null","null","null","
,  
(40.694038, -73.8069082)"
"2023-04-17.06:00:00.629.qu-12-158710","2023-04-17 06:00:00.629","qu-12-158710","Live","158710","138-02 FARMERS BOULEVARD","New York","NY","11434","Queens","40.6726629","-73.7641959","138TH AVENUE","139TH ROAD","SW","412","31","QN-334.02","Springfield Gardens North","4125820031","null","2022-07-26 20:00:00.000","2022-12-19 19:00:00.000","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","up","2023-04-17 06:00:00.629","
,  
(40.6726629, -73.7641959)"
"2023-04-17.06:00:00.629.qu-12-157688","2023-04-17 06:00:00.629","qu-12-157688","Installed","157688","182-46 HILLSIDE AVENUE","New York","NY","11423","Queens","40.7136338","-73.7788623","HILLSIDE AVENUE","89TH AVENUE","S","412","27","QU-470","Jamaica","4099190034","4212432","2022-11-06 19:00:00.000",,"null","null","null","null","null","null","
,  
(40.7136338, -73.7788623)"
