"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or_opposite","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping_violation","hydrant_violation","double_parking_violation"
"7331565631","GPR1134","NY","PAS","2014-07-01T00:00:00.000","20","4DSD","TOYOT","T","28380","77150","10620",,"0047","47","47","355598","T202","O","0717A",,"BX","F","732","E 225th St",,"0001-01-03T12:00:00.000","408","d",,"YYYYYYY","0700A","0700P","BL",,"1996",,"0","B 22","20A-No Parking (Non-COM)",,,
"7933803039","41666JM","NY","COM","2014-08-22T00:00:00.000","14","VAN","CHEVR","T","17150","0","0",,"0006","6","6","361292","T101","F","0553P",,"NY","I","N","E 8th St","50ft E/of Broadway","0001-01-03T12:00:00.000","408","c",,"YYYYY","0800A","0600P","WHITE",,"1993",,"0","59 1","14-No Standing",,,
"7006270121","GBC7778","NY","PAS","2014-11-17T00:00:00.000","37","PICK","CHEVR","T","42490","8940","9090",,"114","114","114","361028","T401","H","0452P","0407P","Q","F","37-24","Ditmars Blvd",,"0001-01-03T12:00:00.000","408","h1",,"Y","0800A","0700P","GREY",,"2011","418-1689","0","35 4","37-Expired Muni Meter",,,
"7809040558","18834MC","NY","COM","2015-02-23T00:00:00.000","38","VAN","FORD","T","24290","32685","23190",,"0001","1","1","355551","T105","J","0921A",,"NY","F","68","King St",,"0001-01-03T12:00:00.000","408","h1",,"Y","0900A","0700P","WH",,"2001",,"0","130","38-Failure to Display Muni Rec",,,
"8006792550","14580MG","NY","COM","2015-04-24T00:00:00.000","46","VAN","CHEVR","T","15520","52220","12550",,"0049","49","49","361099","T202","B","0904A","0859A","BX","O","1836","Bronxdale Ave",,"0001-01-03T12:00:00.000","408","F1",,,,,"WH",,"1993",,"0","08A","46B-Double Parking (Com-100Ft)",,,
"7114367594","DBG2182","NY","PAS","2015-06-18T00:00:00.000","70","4DSD","BMW","T","35170","14510","15710",,"0020","20","20","357722","T103","E","0928A",,"NY","F","64","W 70th St",,"0001-01-03T12:00:00.000","408","j3",,"YYYYYYY",,,"GY",,"2006",,"0","36 7","70A-Reg. Sticker Expired (NYS)",,,
"7756727848","DZZ9530","NY","PAS","2015-06-26T00:00:00.000","37","SUBN","JEEP","T","51090","26540","65830",,"105","105","105","361378","T402","C","1258P","1237P","Q","F","214-47","Jamaica Ave",,"0001-01-03T12:00:00.000","408","h1",,"Y","0800A","0700P","BK",,"2008","430-3026","0","15 4","37-Expired Muni Meter",,,
"7451183087","ETX8485","NY","PAS","2014-11-26T00:00:00.000","71","4DSD","ACURA","T","29750","40404","40404",,"111","111","111","358123","T803","B","0927P",,"Q","I",,"Bayside Lot",,"0001-01-03T12:00:00.000","408","j6",,"YYYYYYY",,,"BK",,"2008",,"0","L 42","71A-Insp Sticker Expired (NYS)",,,
"7103414233","12103PC","NY","COM","2014-08-29T00:00:00.000","84","TRAC","INTER","T","64290","7790","7990",,"114","114","114","358178","T401","A","1041A",,"Q","F","30-10","Steinway St",,"0001-01-03T12:00:00.000","408","k7",,,,,"YELLO",,"2011",,"0","24 4","84-Platform lifts in low posit",,,
"8021712867","6PXT716","CA","PAS","2015-03-12T00:00:00.000","21","SUBN","SUBAR","T","19530","0","0",,"0090","90","90","355121","T301","B","0838A",,"K","I","S","Berry St","5ft W/of Broadway","0001-01-03T12:00:00.000","408","d1",,"Y  Y","0830A","1000A","OTHER",,"0",,"0","14 3","21-No Parking (street clean)",,,
"1377567369","GMZ2590","NY","PAS","2014-11-07T00:00:00.000","20","SDN","DODGE","P","36090","10610","10810",,"0028","28","28","925412","0028","0000","0836P",,"NY","F","229","W 116TH STREET",,"0001-01-03T12:00:00.000","408","J6",,"BBBBBBB","ALL","ALL","BLACK","0","2007","-","0",,,,,
"7335948952","95038MC","NY","COM","2015-02-11T00:00:00.000","37","PICK","CHEVR","T","10110","18570","18590",,"0019","19","19","361127","T103","S","0108P","0102P","NY","F","1534","2nd Ave",,,"408","h1",,"Y","0830A","0700P","WHITE",,"2006","126-4951","0","01 7","37-Expired Muni Meter",,,
"8012984490","ELC5763","NY","PAS","2015-03-17T00:00:00.000","38","4DSD","VOLKS","T","9520","21720","27240",,"0040","40","40","361787","T201","P","0101P",,"BX","F","2311","Arthur Ave",,"0001-01-03T12:00:00.000","408","h1",,"Y","0800A","0700P","GY",,"2014",,"0","34 2","38-Failure to Display Muni Rec",,,
"8013393630","T621666C","NY","OMT","2015-02-08T00:00:00.000","40","4DSD","TOYOT","T","34720","50220","71120",,"0049","49","49","355598","T202","O","0507A",,"BX","F","1669","Garfield St",,"0001-01-03T12:00:00.000","408","e2",,"YYYYYYY",,,"WH",,"2012",,"0","B 22","40-Fire Hydrant",,,
"8024722847","6NXX753","CA","PAS","2015-06-30T00:00:00.000","40","4DSD","VOLKS","T","7400","28020","6940",,"114","114","114","361087","T401","E","0933A",,"Q","F","22-60","26th St",,"0001-01-03T12:00:00.000","408","e2",,"YYYYYYY",,,"SILVE",,"0",,"4","35-A","40-Fire Hydrant",,,
"7795870855","W126AD","FL","PAS","2015-03-26T00:00:00.000","21","4DSD","SUZUK","T","46970","0","0",,"0061","61","61","331331","T302","Q","1221P",,"K","I","N","Hampton Ave","40ft E/of West End A","0001-01-03T12:00:00.000","408","d1",,"Y  Y","1100A","0200P","GREY",,"0",,"0","N 32","21-No Parking (street clean)",,,
"8002745358","GLP9360","NY","PAS","2015-03-06T00:00:00.000","71","4DSD","MITSU","T","44930","23230","31950",,"0090","90","90","358633","T301","D","0101P",,"K","O","12","Graham Ave",,"0001-01-03T12:00:00.000","408","j6",,"YYYYYYY",,,"RD",,"2009",,"0","15 3","71A-Insp Sticker Expired (NYS)",,,
"7636264596","XAWW54","NJ","PAS","2014-07-03T00:00:00.000","78","VAN","CHEVR","T","81430","86030","75430",,"0077","77","77","354144","T802","B","1106P",,"K","F","1298","Sterling Pl",,"0001-01-03T12:00:00.000","408","k6",,"YYYYYYY","0900P","0500A","WHITE",,"0",,"0","CC2","78-Nighttime PKG on Res Street",,,
"7094394482","GD38LE","NJ","PAS","2014-10-15T00:00:00.000","20","4DSD","INFIN","T","53830","77230","27530",,"0084","84","84","349496","T301","A","0927A",,"K","F","150","Joralemon St",,"0001-01-03T12:00:00.000","408","d",,"YYYYYYY",,,"OTHER",,"0",,"0","01 3","20A-No Parking (Non-COM)",,,
"7178746142","31775JV","NY","COM","2015-01-08T00:00:00.000","38","PICK","FORD","T","13810","27590","11610",,"0007","7","7","361274","T101","E","0526P",,"NY","F","264","Broome St",,"0001-01-03T12:00:00.000","408","h1",,"Y","0900A","0700P","WHITE",,"2006",,"0","66 1","38-Failure to Display Muni Rec",,,
"7178746142","31775JV","NY","COM","2015-01-08T00:00:00.000","38","PICK","FORD","T","13810","27590","11610",,"0007","7","7","361274","T101","E","0526P",,"NY","F","264","Broome St",,"0001-01-03T12:00:00.000","408","h1",,"Y","0900A","0700P","WHITE",,"2006",,"0","66 1","38-Failure to Display Muni Rec",,,
"7045432290","49036MG","NY","COM","2015-06-04T00:00:00.000","17","DELV","ISUZU","T","12950","13113","30650",,"0001","1","1","356526","T101","H","0912A",,"NY","O","44","Beaver St",,"0001-01-03T12:00:00.000","408","c4",,"YYYYY","0700A","0700P","WH",,"2015",,"0","04 1","17-No Stand (exc auth veh)",,,
"1374390008","DWG6250","NY","PAS","2014-09-17T00:00:00.000","46","SUBN","TOYOT","P","36190","26590","11710",,"0026","26","26","942819","0026","0000","0928A",,"NY","O","431","W 121 STREET",,"0001-01-03T12:00:00.000","408","F1",,"BBBBBBB","ALL","ALL","GREY","0","2012","-","0",,,,,
"7250378594","FCZ2277","NY","PAS","2014-11-26T00:00:00.000","21","4DSD","NISSA","T","35380","14030","14080",,"0070","70","70","356958","T302","F","0936A",,"K","O","975","E 13th St",,"0001-01-03T12:00:00.000","408","d1",,"Y","0830A","1000A","BLACK",,"2007",,"0","02 3","21-No Parking (street clean)",,,
"7032967942","FWP0135","PA","PAS","2015-02-03T00:00:00.000","68","4DSD","VOLKS","T","12220","70720","14620",,"0052","52","52","361051","T201","X","0623P",,"BX","F","250","Bedford Park Blvd",,"0001-01-03T12:00:00.000","408","a1",,,,,"BLACK",,"0",,"0","Y 21","68-Not Pkg. Comp. w Psted Sign",,,
"7228729183","S927471","IL","PAS","2014-10-04T00:00:00.000","38","4DSD","BMW","T","35630","0","0",,"0061","61","61","361329","T302","R","0954A",,"K","I","N","E 18th St","10ft E/of Avenue U","0001-01-03T12:00:00.000","408","h1",,"Y","0900A","0700P","WHITE",,"0",,"0","34 3","38-Failure to Display Muni Rec",,,
"7929484105","28678JP","NY","COM","2015-05-18T00:00:00.000","14","VAN","CHEVR","T","16310","25090","20390",,"0007","7","7","361856","T101","E","0454P",,"NY","F","101","Delancey St",,"0001-01-03T12:00:00.000","408","c",,"YYYYY","0400P","0700P","WHITE",,"2004",,"0","61 1","14-No Standing",,,
"8015882965","86045JV","NY","COM","2015-05-05T00:00:00.000","40","DELV","FRUEH","T","7740","9340","9440",,"114","114","114","357761","T401","F","0239P",,"Q","F","40-18","29th St",,"0001-01-03T12:00:00.000","408","e2",,"YYYYYYY",,,"BROWN",,"2006",,"0","28 4","40-Fire Hydrant",,,
"1367457038","GJA7524","NY","PAS","2014-07-03T00:00:00.000","20","SDN","TOYOT","P","26730","34220","33620",,"0042","42","42","951166","0042","0000","1104P",,"BX","F","595","E 169 ST",,"0001-01-03T12:00:00.000","408","F2",,"BBBBBBB","ALL","ALL","WHT","0","2013","-","0",,,,,
"7066993561","GGN7707","NY","PAS","2015-03-09T00:00:00.000","37","SUBN","BMW","T","24140","18040","51090",,"103","103","103","361840","T402","G","1240P","1233P","Q","F","89-09","162nd St",,"0001-01-03T12:00:00.000","408","h1",,"Y","0900A","0700P","BK",,"2013","408-1953","0","11 4","37-Expired Muni Meter",,,
"7395936176","44122MG","NY","COM","2015-05-14T00:00:00.000","19","FLAT","HINO","T","39595","61390","54790",,"109","109","109","356513","T401","D","0907A",,"Q","F","42-02","College Point Blvd",,"0001-01-03T12:00:00.000","408","c3",,"YYYYYYY",,,"WHITE",,"2006",,"0","01 4","19-No Stand (bus stop)",,,
"8005164737","FSV2130","NY","PAS","2014-12-19T00:00:00.000","74","SUBN","JEEP","T","34250","10810","13113",,"0010","10","10","361802","T102","C","0348P",,"NY","O","339","W 24th St",,"0001-01-03T12:00:00.000","408","j2",,,,,"GREEN",,"1999",,"0","99 6","74A-Improperly Displayed Plate",,,
"1375720144","GMZ7120","NY","PAS","2014-10-21T00:00:00.000","46","SDN","DODGE","P","40720","27060","27090",,"0048","48","40","916209","0040","0000","0115P",,"BX","F","2115","HONEYWELL AVE",,"0001-01-03T12:00:00.000","408","F1",,"BBBBBBB","ALL","ALL","RED","0","2007","-","0",,,,,
"8009517951","DRR2788","NY","PAS","2014-09-03T00:00:00.000","21","SUBN","LEXUS","T","35580","45730","14730",,"0061","61","61","347615","T302","Q","1216P",,"K","F","2277","E 17th St",,"0001-01-03T12:00:00.000","408","d1",,"Y","1130A","0100P","GY",,"2013",,"0","N 32","21-No Parking (street clean)",,,
"7178750390","GXC7580","NY","PAS","2015-02-05T00:00:00.000","19","CONV","PONTI","T","20390","0","0",,"0007","7","7","361274","T101","N","0631P",,"NY","I","N","Essex St","2ft E/of Delancey St","0001-01-03T12:00:00.000","408","c3",,"YYYYYYY",,,"BK",,"2006",,"0","01 1","19-No Stand (bus stop)",,,
"7220666718","VRZ83D","NJ","PAS","2014-09-04T00:00:00.000","40","4DSD","AUDI","T","15710","35710","35770",,"0024","24","24","351997","T103","A","0639A",,"NY","F","808","Columbus Ave",,"0001-01-03T12:00:00.000","408","e2",,"YYYYYYY",,,"BLACK",,"0",,"5","H 77","40-Fire Hydrant",,,
"8035556915","GSD4985","NY","OMS","2015-05-19T00:00:00.000","21","SUBN","GMC","T","69230","83330","23230",,"0090","90","90","354019","T301","M","1112A",,"K","F","860","Park Ave",,"0001-01-03T12:00:00.000","408","d1",,"Y  Y","1100A","1230A","RD",,"2015",,"0","A 31","21-No Parking (street clean)",,,
"8040659814","B69CWR","NJ","PAS","2015-05-27T00:00:00.000","37","CONV","ME/BE","T","18490","27790","24890",,"0019","19","19","354043","T103","G","1011A","1000A","NY","F","130","E 75th St",,"0001-01-03T12:00:00.000","408","h1",,"Y","0900A","0700P","GREY",,"0","119-3040","0","02 7","37-Expired Muni Meter",,,
"7994270475","51903ME","NY","COM","2014-10-09T00:00:00.000","53","VAN","FORD","T","10010","18550","18570",,"0019","19","19","346193","T103","B","0709A",,"NY","O","1502","1st Ave",,"0001-01-03T12:00:00.000","408","f6",,,,,"WH",,"2013",,"0","A 77","53-Safety Zone",,,
"8027757400","T627275C","NY","OMT","2015-06-06T00:00:00.000","72","4DSD","LINCO","T","13810","0","0",,"0007","7","7","344767","T101","F","0653P",,"NY","I","N","Broome St","120ft E/of Essex St","0001-01-03T12:00:00.000","408","j7",,,,,"BK",,"2007",,"0","75 1","72A-Insp Stkr Counterfeit",,,
"7839557028","89982MD","NY","COM","2014-07-25T00:00:00.000","35","VAN","CHEVR","T","34690","0","0",,"0017","17","17","358204","T106","M","0104P",,"NY","I","S","W 46th St","10ft E/of 6th Ave","0001-01-03T12:00:00.000","408","h8",,"YYYYY","0700A","0600P","GY",,"1989",,"0","99 6","35-Selling/Offer Merchandise",,,
"7732347500","X74BVV","NJ","PAS","2014-08-06T00:00:00.000","21","SUBN","HONDA","T","20530","15180","24230",,"0084","84","84","354019","T301","M","0950A",,"K","O","217","Bond St",,"0001-01-03T12:00:00.000","408","d1",,"Y","0930A","1100A","GREEN",,"0",,"0","A 31","21-No Parking (street clean)",,,
"7827965015","YARS971","OR","PAS","2014-10-14T00:00:00.000","69","DELV","INTER","T","34590","0","0",,"0014","14","14","358877","T106","M","1237P",,"NY","I","S","W 41st St","40ft E/of 7th Ave","0001-01-03T12:00:00.000","408","h1",,"Y",,,"WHITE",,"0",,"0","75 6","69-Failure to Disp Muni Recpt",,,
"7739123845","282YY0","CT","PAS","2014-07-14T00:00:00.000","21","SUBN","JEEP","T","0","0","0",,"0094","94","94","358630","T301","C","1200P",,"K","I","W","Newel St","130ft S/of Calyer St","0001-01-03T12:00:00.000","408","d1",,"Y  Y","1130A","0100P","BLUE",,"0",,"0","17 3","21-No Parking (street clean)",,,
"8011612839","M2248B","TN","PAS","2014-11-04T00:00:00.000","38","4DSD","ACURA","T","14390","0","0",,"112","112","112","361287","T401","P","0908A",,"Q","I","N","68th Rd","20ft E/of Queens Blv","0001-01-03T12:00:00.000","408","h1",,"Y","0900A","0700P","BLACK",,"0",,"0","53-A","38-Failure to Display Muni Rec",,,
"7345949588","FYX3648","NY","PAS","2015-04-24T00:00:00.000","38","SUBN","HONDA","T","40890","23690","23750",,"106","106","106","358604","T402","D","0422P",,"Q","F","156-08","Cross Bay Blvd",,"0001-01-03T12:00:00.000","408","h1",,"Y","0900A","0700P","WHITE",,"2005",,"0","27 4","38-Failure to Display Muni Rec",,,
"7082184992","2MXA70","MA","PAS","2015-04-18T00:00:00.000","21","SUBN","TOYOT","T","0","0","0",,"0070","70","70","330760","T802","A","0207A",,"K","I","S","Parkside Ave","180ft W/of Parade Pl","0001-01-03T12:00:00.000","408","d1",,"Y Y Y","1200A","0300A","GREY",,"0",,"0","F 31","21-No Parking (street clean)",,,
"1371355230","35173ME","NY","COM","2014-09-25T00:00:00.000","45","VAN","KENWO","P","10210","17550","17570",,"0013","13","13","952942","0013","0000","0155P",,"NY","F","397","3 AVENUE",,"0001-01-03T12:00:00.000","408","F1",,"BBBBBBB","ALL","ALL","WHITE","0","2014","-","0",,,,,
"7081396860","XAKP77","NJ","PAS","2014-07-18T00:00:00.000","14","VAN","FORD","T","13610","24490","32595",,"0026","26","26","350425","T103","M","0519P",,"NY","F","3147","Broadway",,"0001-01-03T12:00:00.000","408","c",,"YYYYYYY",,,"WHITE",,"0",,"0","CC4","14-No Standing",,,
"1375104378","GPL5218","NY","PAS","2015-01-15T00:00:00.000","21","SDN","FORD","S","74570","8820","47020",,"0046","46","0","582848","BX05","0000","1155A",,"BX","F","137","W 179TH ST",,"0001-01-03T12:00:00.000","408","D1",,"YBBYBBB","1130A","0100P","RED","0","2002","-","0",,,,,
"1375104378","GPL5218","NY","PAS","2015-01-15T00:00:00.000","21","SDN","FORD","S","74570","8820","47020",,"0046","46","0","582848","BX05","0000","1155A",,"BX","F","137","W 179TH ST",,"0001-01-03T12:00:00.000","408","D1",,"YBBYBBB","1130A","0100P","RED","0","2002","-","0",,,,,
"8033161127","WYD30B","NJ","PAS","2015-04-18T00:00:00.000","40","4DSD","NISSA","T","21730","30790","29290",,"0001","1","1","357086","T105","C","0346P",,"NY","O","116","Greene St",,"0001-01-03T12:00:00.000","408","e2",,"YYYYYYY",,,"BLACK",,"0",,"5","036","40-Fire Hydrant",,,
"7701967916","GVT4113","NY","PAS","2015-03-03T00:00:00.000","38","SUBN","CHRYS","T","9230","64730","6380",,"0066","66","66","361277","T302","C","1125A",,"K","F","1269","53rd St",,"0001-01-03T12:00:00.000","408","h1",,"YYYYY","0900A","0700P","BLACK",,"2015",,"0","01 3","38-Failure to Display Muni Rec",,,
"7776342816","AVH3962","NY","PAS","2014-08-18T00:00:00.000","21","4DSD","TOYOT","T","8780","5580","5680",,"0072","72","72","331245","T302","L","0953A",,"K","O","566","44th St",,"0001-01-03T12:00:00.000","408","d1",,"Y","0930A","1100A","GY",,"2010",,"0","J 32","21-No Parking (street clean)",,,
"8007741884","82806JZ","NY","COM","2015-02-24T00:00:00.000","37","VAN","CHEVR","T","50750","60570","46340",,"0043","43","43","361099","T202","G","1249P","1204P","BX","F","1665","Metropolitan Ave",,"0001-01-03T12:00:00.000","408","h1",,"Y","0900A","0700P","RED",,"1995","217-3028","0","04A","37-Expired Muni Meter",,,
"8009204651","GJZ1902","NY","PAS","2015-06-10T00:00:00.000","71","SUBN","HONDA","T","5680","81430","80330",,"0078","78","78","358616","T302","B","1143A",,"K","F","140","6th Ave",,"0001-01-03T12:00:00.000","408","j6",,"YYYYYYY",,,"GREEN",,"2006",,"0","56 3","71A-Insp Sticker Expired (NYS)",,,
"7208239034","52644JA","NY","COM","2015-03-18T00:00:00.000","40","VAN","FORD","T","21690","0","0",,"0001","1","1","361041","T105","J","0829A",,"NY","I","N","Grand St","15ft W/of 6th Ave","0001-01-03T12:00:00.000","408","e2",,"YYYYYYY",,,"GY",,"2010",,"5","130","40-Fire Hydrant",,,
"8001021683","67764JR","NY","COM","2014-09-30T00:00:00.000","69","DELV","INTER","T","34430","10410","13610",,"0014","14","14","359619","T102","J","0812A",,"NY","O","49","W 33rd St",,"0001-01-03T12:00:00.000","408","h1",,"YYYYY","0700A","0700P","WH",,"2004",,"0","29 6","69-Failure to Disp Muni Recpt",,,
"7741187946","GHF5995","NY","PAS","2014-08-14T00:00:00.000","21","SUBN","DODGE","T","33390","24400","32710",,"0001","1","1","356518","T105","H","1207P",,"NY","F","416","Washington St",,"0001-01-03T12:00:00.000","408","d1",,"Y  Y","1100A","1230A","WH",,"2010",,"0","067","21-No Parking (street clean)",,,
"8012107170","6AEEP0","CT","PAS","2014-09-28T00:00:00.000","20","4DSD","HYUND","T","17210","10010","12110",,"0009","9","9","358617","T101","N","1111A",,"NY","F","418","E 11th St",,"0001-01-03T12:00:00.000","408","d",,"YYYYYYY",,,"BROWN",,"0",,"0","E 10","20A-No Parking (Non-COM)",,,
"8016077808","FDG1128","NY","PAS","2015-03-14T00:00:00.000","38","SUBN","HONDA","T","59990","9890","10090",,"108","108","108","361026","T401","E","0936A",,"Q","F","43-22","Queens Blvd",,"0001-01-03T12:00:00.000","408","h1",,"Y","0800A","1000P","GREEN",,"2002",,"0","36-A","38-Failure to Display Muni Rec",,,
"7188989400","HASAN1","NJ","PAS","2014-07-07T00:00:00.000","21","SUBN","TOYOT","T","0","0","0",,"0048","48","48","359291","T201","C","0912A",,"BX","I","E","3rd Ave","70ft S/of E Tremont","0001-01-03T12:00:00.000","408","d1",,"Y  Y","0830A","1000A","OTHER",,"0",,"0","07 2","21-No Parking (street clean)",,,
"1382120515","GAH7407","NY","PAS","2015-06-20T00:00:00.000","19","SUBN","JEEP","P","13610","36670","36690",,"0030","30","30","941323","0030","0000","1211A",,"NY","O","3546","BROADWAY",,"0001-01-03T12:00:00.000","408","C3",,"BBBBBBB","ALL","ALL","SILVR","0","2011","-","0",,,,,
"7942337509","1T88H","NY","OMT","2015-01-23T00:00:00.000","13","TAXI","FORD","T","33490","24050","21230",,"0007","7","7","355562","T101","D","0348P",,"NY","F","199","Water St",,"0001-01-03T12:00:00.000","408","c2",,"YYYYYYY",,,"YELLO",,"2011",,"0","76 1","13-No Stand (taxi stand)",,,
"7942337509","1T88H","NY","OMT","2015-01-23T00:00:00.000","13","TAXI","FORD","T","33490","24050","21230",,"0007","7","7","355562","T101","D","0348P",,"NY","F","199","Water St",,"0001-01-03T12:00:00.000","408","c2",,"YYYYYYY",,,"YELLO",,"2011",,"0","76 1","13-No Stand (taxi stand)",,,
"1381960753","GTJ4590","NY","PAS","2015-06-07T00:00:00.000","46","SDN","HONDA","P","41730","35230","28830",,"0070","70","70","954351","0070","0000","1128P",,"K","F","1017","FOSTER",,"0001-01-03T12:00:00.000","408","F1",,"BBBBBBB","ALL","ALL","GY","0","2004","-","0",,,,,
"7731384652","73869MD","NY","COM","2014-12-10T00:00:00.000","78","VAN","FORD","T","9130","5980","6080",,"0072","72","72","345428","T802","B","0120A",,"K","F","924","51st St",,"0001-01-03T12:00:00.000","408","k6",,"YYYYYYY","0900P","0500A","WH",,"2014",,"0","G 31","78-Nighttime PKG on Res Street",,,
