"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","consumption_gal"
"EAST 180TH STREET-MONTEREY AVENUE","BRONX","EAST 180TH STREET-MONTEREY AVENUE",,"Not Applicable",,"208","323","B020800","FEDERAL","NY005012270P","East Coast Petroleum, Inc.","9678422","2020-10","2020-09-21T00:00:00.000","2020-10-21T00:00:00.000","30","395416137000007-OIL","N","0.00","1.00"
"EASTCHESTER GARDENS","BRONX","EASTCHESTER GARDENS",,"Not Applicable",,"34","313","B003400","FEDERAL","NY005010340P","East Coast Petroleum, Inc.","9678451","2020-12","2020-11-18T00:00:00.000","2020-12-22T00:00:00.000","34","395416160140019-OIL","N","0.00","360.00"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","8522447","2020-01","2020-01-23T00:00:00.000","2020-01-23T00:00:00.000","0","58270","N","440.27","422.00"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","8633920","2020-02","2020-02-25T00:00:00.000","2020-02-26T00:00:00.000","1","58270","N","531.94","571.40"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","8831636","2020-02","2020-03-14T00:00:00.000","2020-03-14T00:00:00.000","0","58270","N","145.00","199.00"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","8831050","2020-04","2020-04-20T00:00:00.000","2020-04-21T00:00:00.000","1","58270","N","233.75","406.00"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","8973961","2020-05","2020-06-14T00:00:00.000","2020-06-15T00:00:00.000","1","58270","N","227.51","329.60"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","9280853","2020-09","2020-09-17T00:00:00.000","2020-09-18T00:00:00.000","1","58270","N","131.43","192.40"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","9452923","2020-10","2020-11-09T00:00:00.000","2020-11-10T00:00:00.000","1","58270","N","279.34","384.40"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","9563014","2020-11","2020-12-10T00:00:00.000","2020-12-11T00:00:00.000","1","58270","N","284.82","345.20"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","9616459","2020-12","2020-12-27T00:00:00.000","2020-12-28T00:00:00.000","1","58270","N","417.15","481.00"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","9675147","2021-01","2021-01-18T00:00:00.000","2021-01-19T00:00:00.000","1","58270","N","510.58","557.40"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","9734469","2021-01","2021-02-07T00:00:00.000","2021-02-08T00:00:00.000","1","58270","N","435.12","439.80"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","9785286","2021-02","2021-02-25T00:00:00.000","2021-02-26T00:00:00.000","1","58270","N","681.57","652.00"
"FHA REPOSSESSED HOUSES (GROUP V)","FHA","FHA REPOSSESSED HOUSES (GROUP V)","733 SNEDIKER AVENUE","Not Applicable",,"260","376","Q026000","FEDERAL","NY005012090P","East Coast Petroleum, Inc.","9835356","2021-02","2021-03-14T00:00:00.000","2021-03-15T00:00:00.000","1","58270","N","515.71","478.20"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8573214","2020-01","2020-01-17T00:00:00.000","2020-01-17T00:00:00.000","0","20676C-13","N","5424.75","5000.00"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8599499","2020-01","2020-01-23T00:00:00.000","2020-01-24T00:00:00.000","1","20676C-13","N","8409.81","8000.20"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8599454","2020-01","2020-01-30T00:00:00.000","2020-01-31T00:00:00.000","1","20676C-13","N","6836.20","7000.00"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8640323","2020-01","2020-02-13T00:00:00.000","2020-02-14T00:00:00.000","1","20676C-13","N","10707.53","11391.60"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8677297","2020-02","2020-02-20T00:00:00.000","2020-02-21T00:00:00.000","1","20676C-13","N","7751.79","8000.20"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8716595","2020-02","2020-03-11T00:00:00.000","2020-03-11T00:00:00.000","0","20676C-13","N","4975.98","6755.80"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8716597","2020-02","2020-03-11T00:00:00.000","2020-03-11T00:00:00.000","0","20676C-13","N","6599.78","8960.40"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8773612","2020-03","2020-03-24T00:00:00.000","2020-03-25T00:00:00.000","1","20676C-13","N","5874.30","9000.00"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8848103","2020-03","2020-04-02T00:00:00.000","2020-04-03T00:00:00.000","1","20676C-13","N","6551.87","9999.80"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8973859","2020-04","2020-04-23T00:00:00.000","2020-04-24T00:00:00.000","1","20676C-13","N","5836.15","9999.40"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","8973865","2020-04","2020-04-24T00:00:00.000","2020-04-24T00:00:00.000","0","20676C-13","N","3506.45","6007.80"
"ASTORIA","QUEENS","ASTORIA",,"Not Applicable",,"26","517","Q002600","FEDERAL","NY005000260P","East Coast Petroleum, Inc.","11079086","2021-03","2021-02-24T00:00:00.000","2021-03-25T00:00:00.000","29","295416000300006-OIL","N","0.00","-2508.00"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","9359655","2020-09","2020-09-28T00:00:00.000","2020-09-29T00:00:00.000","1","20676C-13","N","5662.65","7937.00"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","9359665","2020-09","2020-09-29T00:00:00.000","2020-09-29T00:00:00.000","0","20676C-13","N","5662.65","7937.00"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","9547262","2020-10","2020-11-09T00:00:00.000","2020-11-10T00:00:00.000","1","20676C-13","N","5877.24","8000.60"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","9593697","2020-11","2020-11-22T00:00:00.000","2020-11-23T00:00:00.000","1","20676C-13","N","7919.32","10000.40"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","9678322","2020-01","2019-12-24T00:00:00.000","2020-01-21T00:00:00.000","28","495416081032005-OIL","N","0.00","13360.00"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","9678341","2020-02","2020-01-21T00:00:00.000","2020-02-19T00:00:00.000","29","495416081032005-OIL","N","0.00","13940.00"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","9678358","2020-03","2020-02-19T00:00:00.000","2020-03-22T00:00:00.000","32","495416081032005-OIL","N","0.00","12882.00"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","9678369","2020-04","2020-03-22T00:00:00.000","2020-04-22T00:00:00.000","31","495416081032005-OIL","N","0.00","9499.00"
"FORT WASHINGTON AVENUE REHAB","MANHATTAN","FORT WASHINGTON AVENUE REHAB",,"Not Applicable",,"309","341","M030900","FEDERAL","NY005013090P","East River Energy","9678379","2020-05","2020-04-22T00:00:00.000","2020-05-20T00:00:00.000","28","495416081032005-OIL","N","0.00","7999.00"
"GOWANUS","BROOKLYN","GOWANUS",,"Not Applicable",,"25","515","K002500","FEDERAL","NY005000250P","East Coast Petroleum, Inc.","9678443","2020-11","2020-10-23T00:00:00.000","2020-11-23T00:00:00.000","31","0178912001-OIL","N","0.00","9607.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8503130","2020-01","2020-01-17T00:00:00.000","2020-01-17T00:00:00.000","0","97157","N","3756.75","3488.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8522552","2020-01","2020-01-21T00:00:00.000","2020-01-21T00:00:00.000","0","97157","N","6265.23","6005.20"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8522764","2020-01","2020-01-24T00:00:00.000","2020-01-24T00:00:00.000","0","97157","N","4935.64","4730.80"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8542239","2020-01","2020-01-27T00:00:00.000","2020-01-29T00:00:00.000","2","97157","N","3101.20","3201.40"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8527478","2020-01","2020-01-27T00:00:00.000","2020-01-27T00:00:00.000","0","97157","N","3875.57","4000.80"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8573493","2020-01","2020-01-31T00:00:00.000","2020-01-31T00:00:00.000","0","97157","N","3099.84","3200.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8572919","2020-01","2020-02-03T00:00:00.000","2020-02-03T00:00:00.000","0","97157","N","2503.73","2730.80"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8573495","2020-01","2020-02-05T00:00:00.000","2020-02-05T00:00:00.000","0","97157","N","4034.32","4400.20"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8572943","2020-01","2020-02-07T00:00:00.000","2020-02-07T00:00:00.000","0","97157","N","2934.29","3200.40"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8599864","2020-01","2020-02-10T00:00:00.000","2020-02-10T00:00:00.000","0","97157","N","4660.25","5000.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8599844","2020-01","2020-02-12T00:00:00.000","2020-02-12T00:00:00.000","0","97157","N","2982.93","3200.40"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8619569","2020-01","2020-02-14T00:00:00.000","2020-02-14T00:00:00.000","0","97157","N","2796.15","3000.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8619840","2020-02","2020-02-17T00:00:00.000","2020-02-17T00:00:00.000","0","97157","N","3694.28","3844.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8619943","2020-02","2020-02-19T00:00:00.000","2020-02-19T00:00:00.000","0","97157","N","2883.53","3000.40"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8620220","2020-02","2020-02-21T00:00:00.000","2020-02-21T00:00:00.000","0","97157","N","2885.46","3002.40"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8643541","2020-02","2020-02-24T00:00:00.000","2020-02-24T00:00:00.000","0","97157","N","4590.51","4931.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8643547","2020-02","2020-02-26T00:00:00.000","2020-02-26T00:00:00.000","0","97157","N","2792.85","3000.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8643555","2020-02","2020-02-28T00:00:00.000","2020-02-28T00:00:00.000","0","97157","N","2793.04","3000.20"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8688444","2020-02","2020-03-02T00:00:00.000","2020-03-02T00:00:00.000","0","97157","N","3620.00","4000.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8685697","2020-02","2020-03-04T00:00:00.000","2020-03-04T00:00:00.000","0","97157","N","3620.54","4000.60"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8688456","2020-02","2020-03-06T00:00:00.000","2020-03-06T00:00:00.000","0","97157","N","2715.00","3000.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8688463","2020-02","2020-03-09T00:00:00.000","2020-03-09T00:00:00.000","0","97157","N","2914.60","4000.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8843540","2020-02","2020-03-10T00:00:00.000","2020-03-11T00:00:00.000","1","97157","N","2625.03","3602.60"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8688480","2020-02","2020-03-13T00:00:00.000","2020-03-13T00:00:00.000","0","97157","N","2478.72","3401.80"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8716629","2020-03","2020-03-16T00:00:00.000","2020-03-16T00:00:00.000","0","97157","N","2899.86","4401.40"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8716464","2020-03","2020-03-18T00:00:00.000","2020-03-18T00:00:00.000","0","97157","N","2241.14","3401.60"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8716491","2020-03","2020-03-20T00:00:00.000","2020-03-20T00:00:00.000","0","97157","N","2110.96","3204.00"
"HABER","BROOKLYN","HABER",,"Not Applicable",,"142","589","K014200","FEDERAL","NY005011660P","East Coast Petroleum, Inc.","8731186","2020-03","2020-03-23T00:00:00.000","2020-03-23T00:00:00.000","0","97157","N","2451.40","3801.80"
