"dbn","school_name","location_type","total_guidance_counselors","total_gc","total_sw","full_time_gc","full_time_sw","part_time_gc","part_time_sw","bilingual_gc","bilingual_sw","gc_serving_more_than_one","sw_serving_more_than_one","high_needs_gc","high_needs_sw","bridging_the_gap","school_response_clinician","single_shepherd","learning_to_work","school_psychologist_providing","cbo_partner_for_mental_health","_2020_21_sy_enrollment","ratio_gc_sw","ratio_gc_only","ratio_sw_only"
"01M188","P.S. 188 The Island School","K-8","2.4","2.0","0.4","2.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","Henry Street Settlement","370","154","185","370"
"01M292","Orchard Collegiate Academy","High school","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","296","296","296","296"
"01M315","The East Village Community School","Elementary","2.6","1.0","1.6","1.0","1.2","0.0","0.4","0.0","0.0","0.0","0.4","false","ARPA funded","false","false","false","false","false","no","297","114","297","186"
"01M332","University Neighborhood Middle School","Junior High-Intermediate-Middle","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","207","104","207","207"
"01M361","The Children's Workshop School","Elementary","2.0","0.0","2.0","0.0","1.4","0.0","0.6","0.0","0.0","0.0","0.6","false","no","false","false","false","false","false","no","304","152","304","152"
"01M363","Neighborhood School","Elementary","2.3","1.0","1.3","1.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","270","117","270","208"
"01M364","Earth School","Elementary","1.3","1.0","0.3","1.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","291","218","291","291"
"01M378","School for Global Leaders","Junior High-Intermediate-Middle","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","true","false","false","false","no","185","185","185","185"
"01M448","University Neighborhood High School","High school","3.2","2.0","1.2","2.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","570","178","285","475"
"01M450","East Side Community School","Secondary School","4.0","1.0","3.0","1.0","3.0","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","681","170","681","227"
"01M458","Forsyth Satellite Academy","High school","3.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","true","false","no","149","50","149","75"
"01M515","Lower East Side Preparatory High School","High school","4.0","3.0","1.0","3.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","true","false","no","481","120","160","481"
"01M539","New Explorations into Science, Technology and Math High School","K-12 all grades","7.6","6.0","1.6","6.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","1,791","236","299","1,119"
"01M650","Cascades High School","High school","2.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","true","false","no","167","84","167","167"
"01M696","Bard High School Early College","High school","5.0","4.0","1.0","4.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","636","127","159","636"
"01M839","Tompkins Square Middle School","Junior High-Intermediate-Middle","1.3","1.0","0.3","1.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","354","266","354","354"
"02M001","P.S. 001 Alfred E. Smith","Elementary","1.4","0.0","1.4","0.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","233","166","233","166"
"02M002","P.S. 002 Meyer London","Elementary","2.6","1.0","1.6","1.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","421","162","421","263"
"02M003","P.S. 003 Charrette School","Elementary","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","600","300","600","600"
"02M006","P.S. 006 Lillie D. Blake","Elementary","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","592","296","592","592"
"02M011","P.S. 011 William T. Harris","Elementary","1.6","1.0","0.6","1.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","806","504","806","806"
"02M033","P.S. 033 Chelsea Prep","Elementary","1.6","1.0","0.6","1.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","555","347","555","555"
"02M040","P.S. 040 Augustus Saint-Gaudens","Elementary","2.0","0.0","2.0","0.0","1.3","0.0","0.7","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","634","317","634","317"
"02M041","P.S. 041 Greenwich Village","Elementary","2.4","1.8","0.6","1.0","0.6","0.8","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","533","222","296","533"
"02M042","P.S. 042 Benjamin Altman","Elementary","2.6","0.0","2.6","0.0","2.6","0.0","0.0","0.0","2.0","0.0","0.0","false","no","false","false","false","false","false","no","541","208","541","208"
"02M047","47 The American Sign Language and English Secondary School","High school","3.1","2.0","1.1","2.0","1.1","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","222","71","111","196"
"02M051","P.S. 051 Elias Howe","Elementary","2.4","1.0","1.4","1.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","true","false","false","false","false","no","467","195","467","334"
"02M059","P.S. 059 Beekman Hill International","Elementary","2.4","1.0","1.4","1.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","587","245","587","419"
"02M077","P.S. 77 Lower Lab School","Elementary","2.4","1.0","1.4","1.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","Tax levy funded","false","false","false","false","false","no","351","146","351","251"
"02M089","P.S. 89","Elementary","1.3","1.0","0.3","1.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","340","262","340","340"
"02M104","J.H.S. 104 Simon Baruch","Junior High-Intermediate-Middle","4.4","3.0","1.4","3.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","Tax levy funded","false","false","false","false","false","no","1,017","231","339","726"
"02M111","P.S. 111 Adolph S. Ochs","Elementary","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","396","198","396","396"
"02M114","East Side Middle School","Junior High-Intermediate-Middle","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","435","218","435","435"
"02M116","P.S. 116 Mary Lindley Murray","Elementary","1.8","1.0","0.8","1.0","0.8","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","410","228","410","410"
"02M124","P.S. 124 Yung Wing","Elementary","1.4","0.0","1.4","0.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","652","466","652","466"
"02M126","P.S. 126 Jacob August Riis","K-8","2.6","1.0","1.6","1.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","677","260","677","423"
"02M130","P.S. 130 Hernando De Soto","Elementary","1.8","1.0","0.8","1.0","0.8","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","749","416","749","749"
"02M131","M.S. 131","Junior High-Intermediate-Middle","1.2","0.0","1.2","0.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","252","210","252","210"
"02M135","The Urban Assembly School for Emergency Management","High school","1.1","0.0","1.1","0.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","272","247","272","247"
"02M139","Stephen T. Mather Building Arts & Craftsmanship High School","High school","4.1","1.0","3.1","1.0","3.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","406","98","406","130"
"02M150","P.S. 150","Elementary","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","180","90","180","180"
"02M151","Yorkville Community School","Elementary","2.6","2.0","0.6","2.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","425","163","213","425"
"02M158","P.S. 158 Bayard Taylor","Elementary","0.3","0.0","0.3","0.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","667","667","667","667"
"02M167","J.H.S. 167 Robert F. Wagner","Junior High-Intermediate-Middle","5.6","5.0","0.6","5.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","1,275","228","255","1,275"
"02M177","Yorkville East Middle School","Junior High-Intermediate-Middle","3.3","2.0","1.3","2.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","false","Tax levy funded","false","false","false","false","false","no","240","73","120","185"
"02M183","P.S. 183 Robert L. Stevenson","Elementary","1.6","1.0","0.6","1.0","0.6","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","541","338","541","541"
"02M198","P.S. 198 Isador E. Ida Straus","Elementary","1.4","1.0","0.4","1.0","0.4","0.0","0.0","0.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","460","329","460","460"
"02M212","P.S. 212 Midtown West","Elementary","1.2","0.0","1.2","0.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","328","273","328","273"
"02M217","P.S./I.S. 217 Roosevelt Island","K-8","3.4","2.0","1.4","2.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","true","ARPA funded","false","false","false","false","false","no","620","182","310","443"
"02M225","Ella Baker School","K-8","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","343","158","343","294"
"02M234","P.S. 234 Independence School","Elementary","1.8","0.0","1.8","0.0","1.8","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","466","259","466","259"
"02M255","M.S. 255 Salk School of Science","Junior High-Intermediate-Middle","3.3","2.0","1.3","2.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","false","Tax levy funded","false","false","false","false","false","no","361","109","181","278"
"02M260","The Clinton School","Secondary School","5.0","4.0","1.0","4.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","791","158","198","791"
"02M267","East Side Elementary School, PS 267","Elementary","1.4","0.0","1.4","0.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","397","284","397","284"
"02M276","Battery Park City School","K-8","3.8","2.0","1.8","2.0","1.8","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","791","208","396","439"
"02M280","Manhattan Early College School for Advertising","High school","3.1","2.0","1.1","2.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","true","no","false","false","false","false","false","no","460","148","230","418"
"02M281","The River School","Elementary","1.2","0.0","1.2","0.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","459","383","459","383"
"02M282","Urban Assembly Maker Academy","High school","3.1","1.0","2.1","1.0","2.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","484","156","484","230"
"02M288","Food and Finance High School","High school","3.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","417","137","209","401"
"02M289","I.S. 289","Junior High-Intermediate-Middle","2.3","1.0","1.3","1.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","263","114","263","202"
"02M290","P.S. 290 Manhattan New School","Elementary","2.0","1.4","0.6","1.0","0.6","0.4","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","456","228","326","456"
"02M294","Essex Street Academy","High school","3.1","0.0","3.1","0.0","3.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","370","119","370","119"
"02M296","High School of Hospitality Management","High school","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","322","158","322","310"
"02M297","M.S. 297","Junior High-Intermediate-Middle","3.4","2.0","1.4","2.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","Tax levy funded","false","false","false","false","false","no","818","241","409","584"
"02M298","Pace High School","High school","4.0","3.0","1.0","3.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","595","149","198","595"
"02M300","Urban Assembly School of Design and Construction, The","High school","3.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","257","85","129","247"
"02M303","Facing History School, The","High school","3.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","true","no","false","false","false","false","false","no","331","109","331","162"
"02M305","Urban Assembly Academy of Government and Law, The","High school","2.1","0.0","2.1","0.0","2.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","349","165","349","165"
"02M308","Lower Manhattan Arts Academy","High school","4.1","3.0","1.1","3.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","346","84","115","309"
"02M312","New York City Lab Middle School for Collaborative Studies","Junior High-Intermediate-Middle","3.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","574","191","287","574"
"02M313","James Baldwin School, The: A School for Expeditionary Learning","High school","3.2","1.0","2.2","1.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","true","false","no","210","66","210","97"
"02M316","Urban Assembly School of Business for Young Women, the","High school","2.3","1.0","1.3","1.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","147","64","147","113"
"02M340","Sixth Avenue Elementary School","Elementary","1.2","1.0","0.2","1.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","355","296","355","355"
"02M343","The Peck Slip School","Elementary","2.4","1.0","1.4","1.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","424","177","424","303"
"02M347","The 47 American Sign Language & English Lower School","K-8","1.3","0.0","1.3","0.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","192","152","192","152"
"02M374","Gramercy Arts High School","High school","4.1","3.0","1.1","3.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","483","117","161","431"
"02M376","NYC iSchool","High school","4.2","3.0","1.2","3.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","489","116","163","407"
"02M392","Manhattan Business Academy","High school","2.2","2.0","0.2","2.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","404","186","202","404"
"02M393","Business Of Sports School","High school","3.1","1.0","2.1","1.0","2.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","447","143","447","210"
"02M394","Emma Lazarus High School","High school","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","true","false","no","246","123","246","246"
"02M397","Spruce Street School","K-8","2.4","1.0","1.4","1.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","492","205","492","351"
"02M399","The High School For Language And Diplomacy","High school","2.1","1.0","1.1","1.0","1.1","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","239","113","239","213"
"02M400","High School for Environmental Studies","High school","7.2","6.0","1.2","6.0","1.2","0.0","0.0","4.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","1,185","165","198","987"
"02M407","Institute for Collaborative Education","Secondary School","2.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","496","248","496","248"
"02M408","Professional Performing Arts High School","Secondary School","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","563","256","563","469"
"02M411","Baruch College Campus High School","High school","5.2","4.0","1.2","4.0","1.2","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","492","95","123","410"
"02M412","N.Y.C. Lab School for Collaborative Studies","High school","3.7","2.6","1.1","2.0","1.1","0.6","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","483","131","186","439"
"02M413","School of the Future High School","Secondary School","5.4","4.0","1.4","4.0","1.4","0.0","0.0","0.0","0.0","0.0","0.0","false","Tax levy funded","false","false","false","false","false","no","735","136","184","525"
"02M414","N.Y.C. Museum School","High school","3.1","2.0","1.1","2.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","443","143","222","403"
"02M416","Eleanor Roosevelt High School","High school","4.2","3.0","1.2","3.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","546","130","182","455"
"02M418","Millennium High School","High school","6.2","4.8","1.4","4.0","1.4","0.8","0.0","0.0","0.0","0.0","0.0","false","no","false","true","false","false","false","no","698","113","145","499"
"02M419","Landmark High School","High school","3.2","2.0","1.2","2.0","1.2","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","368","116","184","315"
"02M420","High School for Health Professions and Human Services","High school","8.0","6.8","1.2","6.0","1.2","0.8","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","1,780","223","262","1,483"
"02M422","Quest to Learn","Secondary School","4.2","3.0","1.2","3.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","609","145","203","507"
"02M425","Leadership and Public Service High School","High school","3.2","2.0","1.2","2.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","298","93","149","248"
"02M427","Manhattan Academy For Arts & Language","High school","3.1","2.0","1.1","2.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","188","60","94","166"
"02M432","Murray Hill Academy","High school","2.1","1.0","1.1","1.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","266","125","266","235"
"02M437","Hudson High School of Learning Technologies","High school","3.3","2.0","1.3","2.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","367","110","184","275"
"02M438","International High School at Union Square","High school","4.1","2.0","2.1","2.0","2.1","0.0","0.0","1.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","307","75","154","145"
"02M439","Manhattan Village Academy","High school","3.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","true","ARPA funded","false","false","false","false","false","no","461","154","231","461"
"02M442","Ballet Tech, NYC Public School for Dance","K-8","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","true","ARPA funded","false","false","false","false","false","no","142","71","142","142"
"02M449","Vanguard High School","High school","2.2","1.0","1.2","1.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","428","198","428","367"
"02M459","Manhattan International High School","High school","3.2","2.0","1.2","2.0","1.2","0.0","0.0","0.0","0.0","0.0","0.0","true","no","false","false","false","false","false","no","298","94","149","255"
"02M475","Stuyvesant High School","High school","16.0","15.0","1.0","15.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","3,342","209","223","3,342"
"02M489","High School of Economics and Finance","High school","4.2","3.0","1.2","3.0","1.2","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","737","175","246","614"
"02M500","Unity Center for Urban Technologies","High school","2.1","1.0","1.1","1.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","314","147","314","277"
"02M507","Urban Assembly Gateway School for Technology","High school","5.1","4.0","1.1","4.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","456","89","114","402"
"02M519","Talent Unlimited High School","High school","3.2","3.0","0.2","3.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","523","165","174","523"
"02M520","Murry Bergtraum High School for Business Careers","High school","1.1","1.0","0.1","1.0","0.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","130","118","130","130"
"02M527","P.S. 527 - East Side School for Social Action","Elementary","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","458","229","458","458"
"02M529","Jacqueline Kennedy Onassis High School","High school","2.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","196","98","98","196"
"02M531","Repertory Company High School for Theatre Arts","High school","3.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","Tax levy funded","false","false","false","false","false","no","240","80","120","240"
"02M533","Union Square Academy for Health Sciences","High school","4.1","3.0","1.1","3.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","423","103","141","378"
"02M534","Harvest Collegiate High School","High school","3.4","0.0","3.4","0.0","2.2","0.0","1.2","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","452","133","452","133"
"02M542","Manhattan Bridges High School","High school","4.0","3.0","1.0","3.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","false","no","false","true","false","false","false","no","514","127","171","494"
"02M543","New Design High School","High school","2.1","0.0","2.1","0.0","2.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","511","241","511","241"
"02M544","Independence High School","High school","3.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","true","false","no","315","105","158","315"
"02M545","High School for Dual Language and Asian Studies","High school","3.1","2.0","1.1","2.0","1.1","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","403","129","202","360"
"02M546","Academy for Software Engineering","High school","3.1","2.0","1.1","2.0","1.1","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","447","143","224","399"
"02M550","Liberty High School Academy for Newcomers","High school","2.2","2.0","0.2","2.0","0.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","true","false","no","375","170","188","375"
"02M551","Urban Assembly New York Harbor School","High school","4.0","3.0","1.0","3.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","513","128","171","513"
"02M560","High School M560 - City As School","High school","5.0","1.0","4.0","1.0","4.0","0.0","0.0","1.0","1.0","0.0","0.0","false","no","false","false","false","false","false","no","554","111","554","139"
"02M565","Urban Academy Laboratory High School","High school","2.3","1.0","1.3","1.0","1.3","0.0","0.0","0.0","0.0","0.0","0.0","true","ARPA funded","false","false","false","false","false","no","144","62","144","108"
"02M570","Satellite Academy High School","High school","2.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","true","false","no","227","114","227","114"
"02M575","Manhattan Comprehensive Night and Day High School","High school","6.0","5.0","1.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","true","false","no","766","128","153","766"
"02M580","Richard R. Green High School of Teaching","High school","1.3","1.0","0.3","1.0","0.3","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","287","221","287","287"
"02M586","Harvey Milk High School","High school","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","59","30","59","59"
"02M600","The High School of Fashion Industries","High school","11.4","9.0","2.4","9.0","2.4","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","1,667","146","185","695"
"02M605","Humanities Preparatory Academy","High school","3.2","1.0","2.2","1.0","2.2","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","261","82","261","120"
"02M615","Chelsea Career and Technical Education High School","High school","3.4","3.0","0.4","3.0","0.4","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","458","135","153","458"
"02M630","Art and Design High School","High school","6.6","5.0","1.6","5.0","1.6","0.0","0.0","0.0","0.0","0.0","0.0","false","no","false","false","false","false","false","no","1,507","228","301","942"
"02M655","The High School for Climate Justice","High school","5.0","4.0","1.0","4.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","false","ARPA funded","false","false","false","false","false","no","352","70","88","352"
