"date","location","replacecurb","repalceend","replacebollard","replaceanchor","replaceclip","replacearc","replacepost","repl_t_curb","replacersb","repaircurb","repairend","repairbollards","repairpost","repairrsb"
"2005-08-23T00:00:00.000","Tillary St W/B @ Adams St","0","0","6","0","16","2","0",,,"0","0","0","0",
"2005-08-23T00:00:00.000","W.95th Street @ Riverside Drive","0","0","3","0","4","0","0",,,"0","0","1","0",
"2005-08-24T00:00:00.000","1st Ave E.58th - E.59th","0","0","10","0","24","0","0",,,"0","0","7","0",
"2005-08-24T00:00:00.000","2nd Ave @ E.30 St","2","1","2","0","0","1","0",,,"0","0","2","0",
"2005-08-24T00:00:00.000","2nd Ave @ E.33 St","0","0","3","0","6","1","0",,,"0","0","2","0",
"2005-08-24T00:00:00.000","3rd Ave / E.57 St - E.58 St","0","0","8","0","0","0","0",,,"0","0","6","0",
"2005-08-24T00:00:00.000","3rd Ave / E.58 St - E.59 St","0","0","12","0","24","0","0",,,"0","0","7","0",
"2005-08-24T00:00:00.000","3rd Ave/ E.56 St -57 St (REMOVED LOCATION) 5.29.15","0","0","17","0","0","1","0",,,"0","0","1","0",
"2005-08-24T00:00:00.000","6th Ave @ 65th St","0","0","32","0","84","13","0",,,"0","0","24","0",
"2005-08-24T00:00:00.000","Bay 8th @ Independence Ave","0","0","11","0","0","5","0",,,"0","0","18","0",
"2005-08-24T00:00:00.000","Coney Isl Ave / Ave Z - Manor Ct.","0","0","20","0","0","6","0",,,"0","0","18","0",
"2005-08-24T00:00:00.000","Cropsey Ave @ Neptune Ave","0","0","12","0","0","14","0",,,"8","0","0","0",
"2005-08-24T00:00:00.000","Dwight St @ Ostego St","0","0","4","0","0","1","0",,,"0","0","7","0",
"2005-08-24T00:00:00.000","E.37 St @ Queens Midtown Tunnel","0","0","5","0","0","1","0",,,"0","0","5","0",
"2005-08-24T00:00:00.000","New Utrecht @ 45 St","0","0","3","0","0","2","0",,,"0","0","3","0",
"2005-08-24T00:00:00.000","Prospect Pk N/B @ East Lake Dr./ Ent & Exits","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-08-24T00:00:00.000","Prospect Pk S/W @ 16th St (P. Park Exit)","0","0","6","0","12","0","0",,,"0","0","0","0",
"2005-08-25T00:00:00.000","E.58 St - Ent to Upper Rdwy Q.B.B.","0","0","5","0","10","8","0",,,"0","0","8","0",
"2005-08-25T00:00:00.000","Park Ave @ E.33 St","0","0","3","0","6","0","0",,,"0","0","3","0",
"2005-08-25T00:00:00.000","South St @ Rutgers Slip","1","1","3","0","6","4","0",,,"1","1","0","0",
"2005-08-30T00:00:00.000","30th Ave @ Newtown Ave","0","0","0","0","0","0","0",,,"0","0","3","0",
"2005-08-30T00:00:00.000","Hoyt Ave South @ 29th Street","0","0","10","0","30","8","0",,,"0","0","6","0",
"2005-08-30T00:00:00.000","Queens Blvd E/B @ Greenpoint Ave (REMOVED)","0","0","3","0","6","5","0",,,"0","0","2","0",
"2005-08-30T00:00:00.000","Queens Blvd E/B @ Hillyer St","0","0","5","0","12","2","0",,,"0","0","2","0",
"2005-08-30T00:00:00.000","Queens Blvd E/B S/R @ 50 St - 54 St (19 WD) (8 YD)","0","0","2","0","4","2","0",,,"0","0","1","0",
"2005-08-30T00:00:00.000","Queens Blvd E/B S/R @ 54 St - 56 St (8 WD)","0","0","1","0","2","0","0",,,"0","0","1","0",
"2005-08-30T00:00:00.000","Queens Blvd E/B S/R @ 56 St - 58 St (9 WD)","2","1","2","4","4","2","0",,,"0","0","0","0",
"2005-08-30T00:00:00.000","Queens Blvd E/B S/R @ 56 St (Tuff Curb)","0","0","0","0","0","0","0",,,"0","0","1","0",
"2005-08-30T00:00:00.000","Queens Blvd E/B S/R @ 58 St - 61 St (22 WD & 5 YD)","0","0","2","0","0","0","0",,,"0","0","4","0",
"2005-09-06T00:00:00.000","Fahy Ave @ Longdale St","0","0","9","3","24","11","0",,,"3","0","0","0",
"2005-09-06T00:00:00.000","Forest Ave @ Richmond / Willow Rd","0","0","10","0","20","2","0",,,"0","0","15","0",
"2005-09-06T00:00:00.000","Forest Ave @ Van Pelt Ave","0","0","11","0","24","5","0",,,"0","0","12","0",
"2005-09-06T00:00:00.000","Hylan Blvd. @ Colton st.","0","0","0","0","0","0","0",,,"0","0","4","0",
"2005-09-06T00:00:00.000","Hylan Blvd. @ New Dorp La.","0","0","2","0","0","2","0",,,"0","0","6","0",
"2005-09-07T00:00:00.000","9TH AVE @  WEST 26TH STREET CORNER","0","0","0","0","4","0","0",,,"0","0","3","0",
"2005-09-07T00:00:00.000","Atlantic Ave w/b @ Vanderbuilt Ave c/mall","0","0","1","0","0","1","0",,,"0","0","4","0",
"2005-09-07T00:00:00.000","Campus Rd @ Amersfort Pl","0","0","3","0","10","2","0",,,"0","0","2","0",
"2005-09-07T00:00:00.000","Cross Bay Blvd @ 133 Ave","0","0","5","0","10","0","0",,,"0","0","15","0",
"2005-09-07T00:00:00.000","Cross Bay Blvd @ 160 Ave","0","0","2","0","4","0","0",,,"0","0","4","0",
"2005-09-07T00:00:00.000","Cross Bay Blvd @ E.9th Rd","0","0","0","0","0","0","0",,,"0","0","3","0",
"2005-09-07T00:00:00.000","Eastern Pkwy @ Underhill Ave","0","0","0","0","0","5","0",,,"3","2","3","0",
"2005-09-07T00:00:00.000","Flatlands Ave @ Ave J / E 54 ST","0","0","9","0","0","11","0",,,"0","2","25","0",
"2005-09-07T00:00:00.000","Francis Lewis Blvd @ 231 Street / 121 AVE","0","0","2","0","0","0","0",,,"0","0","4","0",
"2005-09-07T00:00:00.000","Fulton Street @ Gates Av","0","0","1","0","4","0","0",,,"0","1","2","0",
"2005-09-07T00:00:00.000","Fulton Street @ Hanson Place & Greene Ave","0","0","5","0","10","4","0",,,"0","0","10","0",
"2005-09-07T00:00:00.000","Fulton Street @ Putnam Ave","0","0","2","0","6","0","0",,,"0","2","1","0",
"2005-09-07T00:00:00.000","Kings Highway @ Ave O","0","0","3","0","0","2","0",,,"0","0","0","0",
"2005-09-07T00:00:00.000","Ocean Ave @ Ave Y","0","0","20","0","40","12","0",,,"6","1","20","0",
"2005-09-07T00:00:00.000","Rockaway Blvd @ Liberty Ave","0","0","2","0","0","0","0",,,"0","0","5","0",
"2005-09-07T00:00:00.000","South Conduit @ 175 St","0","0","26","0","52","0","0",,,"0","0","8","0",
"2005-09-09T00:00:00.000","Atlantic Ave @ 87 St (Yodocks)","0","0","2","0","0","3","0",,,"0","1","10","0",
"2005-09-09T00:00:00.000","Jackie Robison Pkwy W/B @ Penn Ave","0","0","3","0","0","3","0",,,"0","2","0","0",
"2005-09-09T00:00:00.000","Pitkin Ave @ E. New York Ave / Grafton St","0","0","5","0","0","5","0",,,"0","2","10","0",
"2005-09-09T00:00:00.000","Preston Court @ E. 53 St","0","0","1","0","0","0","0",,,"0","0","0","0",
"2005-09-12T00:00:00.000","Bruckner Blvd E/B @ Underhill Ave","0","0","4","0","8","1","0",,,"0","0","2","0",
"2005-09-12T00:00:00.000","E. Fordham Rd @ Bainbridge Ave","0","0","3","0","6","0","0",,,"0","0","3","0",
"2005-09-12T00:00:00.000","Jerome Ave @ Gunhill Rd","0","0","3","0","6","1","0",,,"0","0","1","0",
"2005-09-12T00:00:00.000","Kingsbridge Rd @ E. Fordham Rd","0","0","2","0","4","0","0",,,"0","0","12","0",
"2005-09-12T00:00:00.000","Metcalf Ave / Cross Bronx Expy @ 177 St","0","0","1","0","2","0","0",,,"0","0","2","0",
"2005-09-12T00:00:00.000","University Ave @ W.181 St.","0","0","19","0","54","4","0",,,"2","0","22","0",
"2005-09-12T00:00:00.000","White Plains Rd @ Nereid Ave","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-09-13T00:00:00.000","26th Ave @ Bell Blvd","0","0","2","0","8","4","0",,,"0","0","4","0",
"2005-09-13T00:00:00.000","Broadway @ W.211 St","0","0","2","0","8","3","0",,,"0","0","4","0",
"2005-09-13T00:00:00.000","Clearview Service Rd S/B @ 46 Ave","0","0","2","0","0","2","0",,,"0","0","10","0",
"2005-09-13T00:00:00.000","East Gunhill Rd @ Edson Ave","0","0","5","0","16","49","0",,,"0","0","5","0",
"2005-09-13T00:00:00.000","Lafayette Ave / Huntington - Swinton Ave","0","0","1","0","0","8","0",,,"0","0","17","0",
"2005-09-13T00:00:00.000","Stadium Ave @ Counntry Club Rd","0","0","1","0","0","3","0",,,"0","0","0","0",
"2005-09-19T00:00:00.000","225 St @ 103 Ave","0","0","12","0","24","0","0",,,"0","0","21","0",
"2005-09-19T00:00:00.000","Jamaica Ave @ 199 & 202 St","0","0","3","0","12","0","0",,,"0","0","6","0",
"2005-09-19T00:00:00.000","Shore Pkwy N. Service Rd @ 156 Ave","0","0","2","0","8","0","0",,,"0","0","11","0",
"2005-09-19T00:00:00.000","Sutter Ave @ 83 St","0","0","2","0","2","0","0",,,"0","0","12","0",
"2005-09-19T00:00:00.000","Union Trpke @ 86th Street","0","0","1","0","4","0","0",,,"0","0","7","0",
"2005-09-19T00:00:00.000","Van Wyck Service Rd North @ 91 Ave","0","0","0","0","0","0","0",,,"0","0","20","0",
"2005-09-20T00:00:00.000","20th Ave @ BJs Shopping Mall- Petracca Pl","0","0","16","0","44","0","0",,,"0","0","28","0",
"2005-09-20T00:00:00.000","Bradock Ave @ Cross Island Pkwy N/B","0","0","3","0","6","0","0",,,"0","0","1","0",
"2005-09-20T00:00:00.000","Cross Island N/B S/R @ 85 Ave","0","0","6","0","12","0","0",,,"0","0","15","0",
"2005-09-20T00:00:00.000","Ocean Pkwy @ Oceanview","0","0","2","0","8","0","0",,,"0","0","11","0",
"2005-09-20T00:00:00.000","Parsons Blvd @ 17 Rd","0","0","0","0","2","0","0",,,"0","0","0","0",
"2005-09-25T00:00:00.000","E.60 St @ 2nd Ave","0","0","6","0","14","0","0",,,"0","0","4","0",
"2005-09-26T00:00:00.000","Bridge Plza No. @ 27 St","0","0","0","6","0","0","0",,,"4","2","0","0",
"2005-09-26T00:00:00.000","Bridge Plza No. @ 27 St","4","0","3","0","14","3","0",,,"0","0","0","0",
"2005-09-26T00:00:00.000","QBB E/B Outer Rdwy @ Cresent St","2","1","6","0","12","4","0",,,"1","0","0","0",
"2005-09-26T00:00:00.000","Queens Plaza So. @ Jackson Ave","0","0","1","0","2","0","0",,,"0","0","34","0",
"2005-09-26T00:00:00.000","Van Dam St. @ Gale Ave","0","0","37","0","74","39","0",,,"0","0","0","0",
"2005-09-27T00:00:00.000","65th Place @ Queens Blvd","0","0","22","0","34","12","0",,,"0","0","34","0",
"2005-09-27T00:00:00.000","Queens Blvd E/B @ 51 Ave","0","0","3","0","4","0","0",,,"0","0","0","0",
"2005-09-27T00:00:00.000","Queens Blvd W/B @ 51 Ave","0","0","1","0","0","0","0",,,"0","0","0","0",
"2005-09-27T00:00:00.000","Queens Blvd W/B @ 67 Avenue","0","0","5","0","6","0","0",,,"0","0","11","0",
"2005-09-30T00:00:00.000","30th Ave @ Newtown Ave","0","0","0","0","4","0","0",,,"0","0","3","0",
"2005-09-30T00:00:00.000","Hoyt Ave South @ 29th Street","0","0","10","0","34","11","0",,,"0","0","6","0",
"2005-09-30T00:00:00.000","Queens Blvd E/B @ Greenpoint Ave (REMOVED)","0","0","3","0","10","5","0",,,"0","0","2","0",
"2005-09-30T00:00:00.000","Queens Blvd E/B @ Hillyer St","0","0","5","0","14","2","0",,,"0","0","2","0",
"2005-09-30T00:00:00.000","Queens Blvd E/B S/R @ 54 St - 56 St (8 WD)","0","0","1","0","2","0","0",,,"0","0","1","0",
"2005-09-30T00:00:00.000","Queens Blvd E/B S/R @ 56 St - 58 St (9 WD)","2","1","2","4","4","2","0",,,"0","0","0","0",
"2005-09-30T00:00:00.000","Queens Blvd E/B S/R @ 56 St (Tuff Curb)","0","0","0","0","0","0","0",,,"0","0","1","0",
"2005-09-30T00:00:00.000","Queens Blvd W/B @ 50 St - Roosevelt Ave (Kwk Curb)","0","0","2","0","4","2","0",,,"0","0","1","0",
"2005-10-11T00:00:00.000","57th Ave @ Hoffman Drive","0","0","1","0","2","0","0",,,"0","0","1","0",
"2005-10-11T00:00:00.000","Francis Lewis @ 42 Ave","0","0","0","0","2","0","0",,,"1","0","1","0",
"2005-10-11T00:00:00.000","Park Lane So. @ 115 St [REMOVED]","0","0","26","0","48","14","0",,,"0","0","40","0",
"2005-10-11T00:00:00.000","Queens Blvd W/B @ 50 St - Roosevelt Ave (Kwk Curb)","0","0","4","0","12","0","0",,,"0","0","8","0",
"2005-10-11T00:00:00.000","Queens Blvd W/B @ 59 St","0","0","0","0","0","0","0",,,"0","0","2","0",
"2005-10-11T00:00:00.000","Queens Blvd W/B @ 67 Avenue","0","0","3","0","6","0","0",,,"0","0","2","0",
"2005-10-11T00:00:00.000","Queens Blvd W/B @ 69 St","0","0","2","0","4","0","0",,,"0","0","14","0",
"2005-10-11T00:00:00.000","Queens Blvd W/B @ Hillyer St","0","0","2","0","4","0","0",,,"0","0","3","0",
"2005-10-11T00:00:00.000","Queens Blvd W/B S/R  @ 58 St - 56 St (2 YD) (8 WD)","0","0","0","0","0","0","0",,,"0","0","3","0",
"2005-10-11T00:00:00.000","Queens Blvd W/B S/R @ 56 St - 54 St (2 YD) (6 WD)","3","1","3","4","6","0","0",,,"0","0","1","0",
"2005-10-11T00:00:00.000","Queens Blvd W/B S/R @ 56 St - 55 St (Tuff Curb)","0","0","0","0","2","0","0",,,"0","0","1","0",
"2005-10-11T00:00:00.000","Queens Blvd W/B SR @ 61 St (Tuff Curb)","0","0","0","0","0","0","0",,,"0","0","3","0",
"2005-10-11T00:00:00.000","Utopia Pkwy @ 46 Ave.","0","0","2","0","4","0","0",,,"0","0","0","0",
"2005-10-12T00:00:00.000","2nd Ave / E.35 St - E.34 St","0","0","3","6","0","0","0",,,"0","0","2","0",
"2005-10-12T00:00:00.000","5th Ave @ Broadway (Madison Sq) REMOVED","0","0","2","0","0","3","0",,,"0","0","3","0",
"2005-10-12T00:00:00.000","L.I.E w/b Service Rd @ Mazeau St. (58p WQK)","0","0","4","0","10","4","0",,,"0","0","5","0",
"2005-10-12T00:00:00.000","Woodhaven Blvd @ 60 Rd","0","0","2","0","4","3","0",,,"0","0","1","0",
"2005-10-17T00:00:00.000","Tillary St E/B @ Adams St","0","0","8","0","10","0","0",,,"0","0","0","0",
"2005-10-17T00:00:00.000","Tillary St W/B @ Adams St","0","0","6","0","12","0","0",,,"0","0","5","0",
"2005-11-15T00:00:00.000","Pitkin Ave @ E. New York Ave / Grafton St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-11-18T00:00:00.000","Broadway W/S / W.48 St - W.42 St","0","0","29","0","0","0","0",,,"0","0","0","0",
"2005-11-19T00:00:00.000","Broadway / W.35 St - W.34 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-11-22T00:00:00.000","8th Ave / W.40 St - W.41 St","0","0","26","0","52","0","0",,,"0","0","0","0",
"2005-11-25T00:00:00.000","Broadway / W.35 St - W.34 St","0","0","30","0","0","0","0",,,"0","0","0","0",
"2005-11-28T00:00:00.000","7th Ave @ W.46 St","0","0","7","7","0","0","0",,,"0","0","0","0",
"2005-11-28T00:00:00.000","7th Ave @ W.47 St","0","0","6","6","0","0","0",,,"0","0","0","0",
"2005-11-28T00:00:00.000","7th Ave @ W.48 St","0","0","4","4","0","0","0",,,"0","0","0","0",
"2005-11-28T00:00:00.000","Broadway @ W.47 St","0","0","14","14","0","0","0",,,"0","0","0","0",
"2005-11-28T00:00:00.000","Broadway @ W.48 St","0","0","4","4","0","0","0",,,"0","0","0","0",
"2005-11-28T00:00:00.000","Broadway @ W.49 St","0","0","4","4","0","0","0",,,"0","0","0","0",
"2005-11-28T00:00:00.000","Broadway W/S / W.48 St - W.42 St","0","0","21","21","0","0","0",,,"0","0","0","0",
"2005-11-29T00:00:00.000","7th Ave @ W.47 St","0","0","5","5","0","0","0",,,"0","0","0","0",
"2005-11-29T00:00:00.000","Broadway W/S / W.48 St - W.42 St","0","0","37","37","0","0","0",,,"0","0","0","0",
"2005-11-29T00:00:00.000","Pitkin Ave @ E. New York Ave / Grafton St","13","2","13","18","0","16","0",,,"0","0","0","0",
"2005-12-05T00:00:00.000","Broadway W/S / W.48 St - W.42 St","0","0","41","0","0","0","0",,,"0","0","0","0",
"2005-12-27T00:00:00.000","7th Ave @ W.46 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-27T00:00:00.000","7th Ave @ W.47 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-29T00:00:00.000","F.D.R. S/B @ Brklyn Bridge Exit","0","0","0","0","0","0","20",,,"0","0","0","0",
"2005-12-30T00:00:00.000","7th Ave / W.43 St - W.48 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-30T00:00:00.000","7th Ave / W.43 St - W.48 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-30T00:00:00.000","7th Ave @ W.47 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-30T00:00:00.000","7th Ave @ W.48 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-30T00:00:00.000","7th Ave E/S / W.46 St - W.45 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-30T00:00:00.000","Broadway @ W.46 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-30T00:00:00.000","Broadway @ W.47 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-30T00:00:00.000","Broadway @ W.48 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-30T00:00:00.000","Broadway @ W.49 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2005-12-30T00:00:00.000","Broadway W/S / W.48 St - W.42 St","0","0","0","0","0","0","0",,,"0","0","0","0",
"2006-01-04T00:00:00.000","7th Ave @ W.46 St","0","0","0","0","0","0","22",,,"0","0","0","0",
"2006-01-04T00:00:00.000","7th Ave @ W.46 St","0","0","0","0","0","0","19",,,"0","0","0","0",
"2006-01-04T00:00:00.000","7th Ave @ W.47 St","0","0","0","0","0","0","4",,,"0","0","0","0",
"2006-01-04T00:00:00.000","7th Ave @ W.47 St","0","0","0","0","0","0","4",,,"0","0","0","0",
"2006-01-04T00:00:00.000","7th Ave @ W.48 St","0","0","0","0","0","0","4",,,"0","0","0","0",
"2006-01-04T00:00:00.000","Broadway @ W.47 St","0","0","0","0","0","0","26",,,"0","0","0","0",
"2006-01-04T00:00:00.000","Broadway @ W.48 St","0","0","0","0","0","0","4",,,"0","0","0","0",
"2006-01-04T00:00:00.000","Broadway @ W.49 St","0","0","0","0","0","0","4",,,"0","0","0","0",
"2006-01-05T00:00:00.000","7th Ave @ W.43 St","0","0","0","0","0","0","4",,,"0","0","0","0",
"2006-01-05T00:00:00.000","Broadway E/S / W.44 St - W.43 St","0","0","0","0","0","0","34",,,"0","0","0","0",
"2006-01-19T00:00:00.000","Broadway / W.35 St - W.34 St","0","0","10","10","0","0","0",,,"0","0","0","0",
"2006-01-21T00:00:00.000","Van Dam St. @ Gale Ave / YODOCK BARRIER","0","0","20","0","0","0","40",,,"0","0","0","0",
"2006-01-31T00:00:00.000","1st Ave E.58th - E.59th","0","0","16","0","32","0","0",,,"0","0","4","0",
"2006-01-31T00:00:00.000","3rd Ave / E.57 St - E.58 St","0","0","7","14","0","0","0",,,"0","0","4","0",
"2006-01-31T00:00:00.000","3rd Ave/ E.56 St -57 St (REMOVED LOCATION) 5.29.15","0","0","14","0","28","0","0",,,"0","0","2","0",
"2006-01-31T00:00:00.000","Tillary St E/B @ Adams St","0","0","5","0","22","0","0",,,"0","0","6","0",
"2006-01-31T00:00:00.000","Tillary St W/B @ Adams St","0","0","5","0","24","0","0",,,"0","0","7","0",
"2006-02-02T00:00:00.000","10Ave@Little West 12th Str","0","0","0","0","8","0","0",,,"0","0","4","0",
"2006-02-02T00:00:00.000","2nd Ave @ E.30 St","0","0","0","0","4","0","0",,,"0","0","2","0",
"2006-02-02T00:00:00.000","2nd Ave @ E.33 St","0","0","3","0","6","0","0",,,"0","0","0","0",
"2006-02-02T00:00:00.000","3rd Ave / E.23 St - E.24 St","0","0","8","0","16","0","0",,,"0","0","3","0",
"2006-02-02T00:00:00.000","E.37 St @ Queens Midtown Tunnel","0","0","5","0","10","0","0",,,"0","0","2","0",
"2006-02-02T00:00:00.000","Q.M.Tunnel 37th St. - 3rd Ave","0","0","0","0","0","0","0",,,"0","0","5","0",
"2006-02-03T00:00:00.000","Division Ave @ Keap St","0","0","3","0","6","0","0",,,"0","0","4","0",
"2006-02-03T00:00:00.000","Dwight St @ Ostego St","0","0","1","0","2","0","0",,,"0","0","3","0",
"2006-02-03T00:00:00.000","E.58 St - Ent to Upper Rdwy Q.B.B.","0","0","7","0","14","0","0",,,"0","0","3","0",
"2006-02-03T00:00:00.000","E.60 St @ 2nd Ave","0","0","3","0","6","0","0",,,"0","0","2","0",
"2006-02-03T00:00:00.000","Fulton Street @ Gates Av","0","0","2","1","4","1","0",,,"0","0","0","0",
"2006-02-03T00:00:00.000","Fulton Street @ Hanson Place & Greene Ave","0","0","2","0","4","0","0",,,"0","0","0","0",
"2006-02-03T00:00:00.000","Fulton Street @ Putnam Ave","0","0","3","0","6","0","0",,,"0","0","1","0",
"2006-02-03T00:00:00.000","Hamilton Ave @ Henry St","0","0","0","0","0","0","0",,,"0","0","2","0",
"2006-02-03T00:00:00.000","Henry Hudson N/B @ W.95th Street","0","0","8","0","16","0","0",,,"0","0","5","0",
"2006-02-03T00:00:00.000","Meeker Ave @ Apollo Street & BQE Exit Ramp","0","0","2","0","4","0","0",,,"0","0","0","0",
"2006-02-03T00:00:00.000","Metropolitan Ave @ Marcy Ave","0","0","6","0","12","0","0",,,"0","0","3","0",
"2006-02-03T00:00:00.000","Park Ave So. @ Steuben St","0","0","2","0","4","0","0",,,"0","0","0","0",
"2006-02-03T00:00:00.000","W.95th Street @ Riverside Drive","0","0","2","0","4","0","0",,,"0","0","0","0",
"2006-02-06T00:00:00.000","E. Fordham Rd @ Bainbridge Ave","0","0","1","0","2","0","0",,,"0","0","2","0",
"2006-02-06T00:00:00.000","E.37 St @ Queens Midtown Tunnel","0","0","5","0","14","0","0",,,"0","0","2","0",
"2006-02-06T00:00:00.000","East Gunhill Rd @ Edson Ave","0","0","2","0","4","0","0",,,"0","0","3","0",
"2006-02-06T00:00:00.000","Jerome Ave @ Gunhill Rd","0","0","4","0","12","0","0",,,"0","0","2","0",
"2006-02-06T00:00:00.000","Kingsbridge Rd @ E. Fordham Rd","0","0","2","0","4","0","0",,,"0","0","6","0",
"2006-02-06T00:00:00.000","University Ave @ W.181 St.","0","0","7","0","14","0","0",,,"0","0","8","0",
"2006-02-07T00:00:00.000","Metcalf Ave / Cross Bronx Expy @ 177 St","0","0","2","0","4","0","0",,,"0","0","2","0",
"2006-02-07T00:00:00.000","Pelham Pkwy E/B @ Tomlinson Ave","0","0","10","0","20","0","0",,,"0","0","2","0",
"2006-02-07T00:00:00.000","Rhinelander Ave @ Hunt Ave","0","0","3","0","6","0","0",,,"0","0","1","0",
"2006-02-08T00:00:00.000","57th Ave @ Hoffman Drive","0","0","3","0","6","0","0",,,"0","0","1","0",
"2006-02-08T00:00:00.000","Queens Blvd E/B @ 51 Ave","0","0","0","0","4","0","0",,,"0","0","2","0",
"2006-02-08T00:00:00.000","Queens Blvd E/B @ Hillyer St","0","0","5","0","10","0","0",,,"0","0","2","0",
