"inspection_no","inspection_date","violations","warnings"
"1062823115833","2023-06-28T01:00:00.000","0","0"
"1062823115946","2023-06-28T00:40:00.000","0","0"
"1062823114451","2023-06-27T23:50:00.000","0","0"
"1062823110647","2023-06-27T23:40:00.000","0","0"
"1062823115255","2023-06-27T23:20:00.000","0","0"
"1062823120235","2023-06-27T23:15:00.000","0","0"
"1062823095618","2023-06-27T18:50:00.000","0","0"
"1062823115700","2023-06-27T18:20:00.000","0","0"
"1062823095755","2023-06-27T18:10:00.000","0","0"
"1062823105659","2023-06-27T17:40:00.000","0","0"
"1062823115532","2023-06-27T17:35:00.000","0","0"
"1062823115449","2023-06-27T17:00:00.000","0","0"
"1062823105602","2023-06-27T16:55:00.000","0","0"
"1062823102045","2023-06-27T15:10:00.000","0","0"
"1062823114229","2023-06-27T11:00:00.000","0","0"
"1062823120337","2023-06-27T09:00:00.000","0","0"
"1062823120427","2023-06-27T07:30:00.000","0","0"
"1062823120725","2023-06-27T07:10:00.000","0","0"
"1062723114244","2023-06-27T01:45:00.000","0","0"
"1062823111037","2023-06-27T01:15:00.000","0","0"
"1062723114414","2023-06-27T00:10:00.000","0","0"
"1062823121001","2023-06-26T23:55:00.000","0","0"
"1062823121050","2023-06-26T23:45:00.000","0","0"
"1062823121238","2023-06-26T23:20:00.000","0","0"
"1062823121713","2023-06-26T22:50:00.000","0","0"
"1062723132359","2023-06-26T19:55:00.000","0","0"
"1062723132315","2023-06-26T19:15:00.000","0","0"
"1062723114631","2023-06-26T18:55:00.000","0","0"
"1062723114552","2023-06-26T17:55:00.000","0","0"
"1062723132514","2023-06-26T17:20:00.000","0","0"
"1062823110000","2023-06-26T16:45:00.000","0","0"
"1062723114448","2023-06-26T15:50:00.000","0","0"
"1062823110124","2023-06-26T15:30:00.000","0","0"
"1062823111153","2023-06-26T15:15:00.000","0","0"
"1062823111431","2023-06-26T10:30:00.000","0","0"
"1062823111557","2023-06-26T10:15:00.000","0","0"
"1062723125203","2023-06-26T09:55:00.000","0","0"
"1062823121817","2023-06-26T09:20:00.000","0","0"
"1062823111846","2023-06-26T09:05:00.000","0","0"
"1062823121909","2023-06-26T08:55:00.000","0","0"
"1062823111732","2023-06-26T08:50:00.000","0","0"
"1062823121955","2023-06-26T08:20:00.000","0","0"
"1062823113914","2023-06-26T08:00:00.000","0","0"
"1062723125254","2023-06-26T07:25:00.000","0","0"
"1062823111232","2023-06-26T07:20:00.000","0","0"
"1062823122326","2023-06-26T01:10:00.000","0","0"
"1062823122627","2023-06-26T01:00:00.000","0","0"
"1062823122050","2023-06-26T00:50:00.000","0","0"
"1062923082322","2023-06-26T00:45:00.000","0","0"
"1062923082412","2023-06-26T00:25:00.000","0","0"
"1062923082452","2023-06-26T00:10:00.000","0","0"
"1062923082543","2023-06-25T23:40:00.000","0","0"
"1062823122414","2023-06-25T23:35:00.000","0","0"
"1062923082630","2023-06-25T23:30:00.000","0","0"
"1062923083538","2023-06-25T11:35:00.000","0","0"
"1062923083451","2023-06-25T11:20:00.000","0","0"
"1062923083402","2023-06-25T11:05:00.000","0","0"
"1062923083311","2023-06-25T10:50:00.000","0","0"
"1062923084042","2023-06-25T10:50:00.000","0","0"
"1062923083834","2023-06-25T10:30:00.000","0","0"
"1062923083107","2023-06-25T10:30:00.000","0","0"
"1062923083749","2023-06-25T10:00:00.000","0","0"
"1062923083710","2023-06-25T09:40:00.000","0","0"
"1062923083624","2023-06-25T09:10:00.000","0","0"
"1062923082951","2023-06-25T07:15:00.000","0","0"
"1062723132106","2023-06-24T22:05:00.000","0","0"
"1062923084325","2023-06-24T12:25:00.000","0","0"
"1062723124409","2023-06-24T08:00:00.000","0","0"
"1062723132207","2023-06-24T07:20:00.000","0","0"
"1062823123030","2023-06-23T18:25:00.000","0","0"
"1062823122941","2023-06-23T18:10:00.000","0","0"
"1062923084418","2023-06-23T17:55:00.000","0","0"
"1062823122637","2023-06-23T17:50:00.000","0","0"
"1062923084537","2023-06-23T17:40:00.000","0","0"
"1062823121836","2023-06-23T16:50:00.000","0","0"
"1062923084614","2023-06-23T16:05:00.000","0","0"
"1062923084651","2023-06-23T15:45:00.000","0","0"
"1062923084501","2023-06-23T15:15:00.000","0","0"
"1062723124122","2023-06-23T11:20:00.000","0","0"
"1062723124203","2023-06-23T10:15:00.000","0","0"
"1062723131111","2023-06-23T09:50:00.000","0","0"
"1062823124402","2023-06-23T09:30:00.000","0","0"
"1062723114744","2023-06-23T09:15:00.000","0","0"
"1062823124222","2023-06-23T09:10:00.000","0","0"
"1062823114139","2023-06-23T08:05:00.000","0","0"
"1062823124302","2023-06-23T07:55:00.000","0","0"
"1062823114057","2023-06-23T07:10:00.000","0","0"
"1062323110755","2023-06-23T04:15:00.000","0","0"
"1062323105422","2023-06-23T01:40:00.000","0","0"
"1062323110825","2023-06-23T01:25:00.000","0","0"
"1062323105454","2023-06-23T01:05:00.000","0","0"
"1062323110905","2023-06-23T00:45:00.000","0","0"
"1062323112129","2023-06-22T18:45:00.000","0","0"
"1062323111206","2023-06-22T18:30:00.000","0","0"
"1062323111125","2023-06-22T18:20:00.000","0","0"
"1062323092841","2023-06-22T18:05:00.000","0","0"
"1062323110940","2023-06-22T18:05:00.000","0","0"
"1062323093114","2023-06-22T17:30:00.000","0","0"
"1062323092937","2023-06-22T17:00:00.000","0","0"
"1062323092725","2023-06-22T16:00:00.000","0","0"
"1062323093036","2023-06-22T15:15:00.000","0","0"
"1062323095358","2023-06-22T11:20:00.000","0","0"
"1062323100758","2023-06-22T11:00:00.000","0","0"
"1062323094245","2023-06-22T10:45:00.000","0","0"
"1062323095425","2023-06-22T10:35:00.000","0","0"
"1062323094204","2023-06-22T10:25:00.000","0","0"
"1062323093357","2023-06-22T10:05:00.000","0","0"
"1062323094319","2023-06-22T09:40:00.000","0","0"
"1062323104438","2023-06-22T09:35:00.000","0","0"
"1062323093903","2023-06-22T09:20:00.000","0","0"
"1062323093541","2023-06-22T09:00:00.000","0","0"
"1062323100848","2023-06-22T09:00:00.000","0","0"
"1062323102538","2023-06-22T08:45:00.000","0","0"
"1062323103249","2023-06-22T08:30:00.000","0","0"
"1062323104236","2023-06-22T08:10:00.000","0","0"
"1062323104312","2023-06-22T07:55:00.000","0","0"
"1062323094403","2023-06-22T07:40:00.000","0","0"
"1062323095322","2023-06-22T07:20:00.000","0","0"
"1062223114830","2023-06-22T03:22:00.000","0","0"
"1062223114802","2023-06-22T03:00:00.000","0","0"
"1062223111340","2023-06-22T02:55:00.000","0","0"
"1062223114729","2023-06-22T02:40:00.000","0","0"
"1062223114658","2023-06-22T02:25:00.000","0","0"
"1062223114629","2023-06-22T01:45:00.000","0","0"
"1062223113106","2023-06-22T01:05:00.000","0","0"
"1062223113156","2023-06-22T00:10:00.000","0","0"
"1062223113307","2023-06-21T23:25:00.000","0","0"
"1062223111845","2023-06-21T19:05:00.000","0","0"
"1062223113842","2023-06-21T18:30:00.000","0","0"
"1062223111809","2023-06-21T18:00:00.000","0","0"
"1062223113919","2023-06-21T17:30:00.000","0","0"
"1062223114213","2023-06-21T17:15:00.000","0","0"
"1062123113652","2023-06-21T16:45:00.000","0","0"
"1062223114137","2023-06-21T16:20:00.000","0","0"
"1062223114034","2023-06-21T16:15:00.000","0","0"
"1062223111452","2023-06-21T15:40:00.000","0","0"
"1062223114316","2023-06-21T11:15:00.000","0","0"
"1062223114345","2023-06-21T10:45:00.000","0","0"
"1062223113711","2023-06-21T10:40:00.000","0","0"
"1062223113638","2023-06-21T10:00:00.000","0","0"
"1062223113754","2023-06-21T09:20:00.000","0","0"
"1062223114936","2023-06-21T09:10:00.000","0","0"
"1062223115056","2023-06-21T08:36:00.000","0","0"
"1062223114240","2023-06-21T08:35:00.000","0","0"
"1062223114904","2023-06-21T08:15:00.000","0","0"
"1062223114546","2023-06-21T08:00:00.000","0","1"
"1062223114546","2023-06-21T08:00:00.000","0","1"
"1062223113554","2023-06-21T07:25:00.000","0","0"
"1062123111949","2023-06-21T02:45:00.000","0","0"
"1062123112300","2023-06-21T02:20:00.000","0","0"
"1062123113610","2023-06-21T01:50:00.000","0","0"
"1062123113518","2023-06-21T01:20:00.000","0","0"
"1062123112214","2023-06-21T01:00:00.000","0","0"
"1062123112342","2023-06-21T00:50:00.000","0","0"
"1062123112138","2023-06-21T00:00:00.000","0","0"
"1062123112522","2023-06-20T23:15:00.000","0","0"
"1062123114457","2023-06-20T19:45:00.000","0","0"
"1062123120043","2023-06-20T19:15:00.000","0","0"
"1062123114415","2023-06-20T19:10:00.000","0","0"
"1062123114558","2023-06-20T19:10:00.000","0","0"
"1062123120655","2023-06-20T18:55:00.000","0","0"
"1062823105741","2023-06-20T18:50:00.000","0","0"
"1062123115827","2023-06-20T18:35:00.000","0","0"
"1062123115454","2023-06-20T18:30:00.000","0","0"
"1062123120006","2023-06-20T18:20:00.000","0","0"
"1062123115345","2023-06-20T18:20:00.000","0","1"
"1062123115345","2023-06-20T18:20:00.000","0","1"
"1062823105918","2023-06-20T17:20:00.000","0","0"
"1062123115754","2023-06-20T17:15:00.000","0","0"
"1062123111713","2023-06-20T15:55:00.000","0","0"
"1062123115528","2023-06-20T15:10:00.000","0","0"
"1062123115102","2023-06-20T10:50:00.000","0","0"
"1062123111900","2023-06-20T10:25:00.000","0","0"
"1062123111801","2023-06-20T10:05:00.000","0","0"
"1062123115019","2023-06-20T09:10:00.000","0","0"
"1062123112655","2023-06-20T08:15:00.000","0","0"
"1062123114942","2023-06-20T07:10:00.000","0","0"
"1062023115225","2023-06-20T03:35:00.000","0","0"
"1062023115105","2023-06-20T03:10:00.000","0","0"
"1062023114845","2023-06-20T02:20:00.000","0","0"
"1062023114917","2023-06-20T02:10:00.000","0","0"
"1062023115003","2023-06-20T01:40:00.000","0","0"
"1062023112133","2023-06-20T01:35:00.000","0","0"
"1062023114709","2023-06-20T01:15:00.000","0","0"
"1062023114342","2023-06-20T00:35:00.000","0","0"
"1062023112324","2023-06-20T00:05:00.000","0","0"
"1062023114531","2023-06-19T23:35:00.000","0","0"
"1062023115335","2023-06-17T10:30:00.000","0","0"
"1062023115302","2023-06-17T10:10:00.000","0","0"
"1062123114756","2023-06-17T08:40:00.000","0","1"
"1062023112456","2023-06-17T07:45:00.000","0","0"
"1062023112406","2023-06-17T07:10:00.000","0","0"
"1062023112647","2023-06-16T19:00:00.000","0","0"
"1062023115528","2023-06-16T18:50:00.000","0","0"
"1062023115631","2023-06-16T18:10:00.000","0","0"
"1062023114753","2023-06-16T17:50:00.000","0","0"
"1062023115558","2023-06-16T17:35:00.000","0","0"
"1062023112538","2023-06-16T17:15:00.000","0","0"
"1062023115457","2023-06-16T16:50:00.000","0","0"
"1062023115418","2023-06-16T16:00:00.000","0","0"
"1062023112612","2023-06-16T15:35:00.000","0","0"
"1061623073822","2023-06-16T02:45:00.000","0","0"
"1061623073712","2023-06-16T02:05:00.000","0","0"
"1061623073911","2023-06-16T00:05:00.000","0","0"
"1061623074244","2023-06-15T23:30:00.000","0","0"
"1061523102621","2023-06-15T19:15:00.000","0","0"
"1061623074515","2023-06-15T17:40:00.000","0","0"
"1061623080149","2023-06-15T17:00:00.000","0","0"
"1061623083653","2023-06-15T16:40:00.000","0","0"
"1061623080415","2023-06-15T15:50:00.000","0","1"
"1061623080415","2023-06-15T15:50:00.000","0","1"
"1061623083959","2023-06-15T15:50:00.000","0","0"
"1061623080503","2023-06-15T15:10:00.000","0","0"
"1061623092411","2023-06-15T11:30:00.000","0","0"
"1061623075814","2023-06-15T11:25:00.000","0","0"
"1061623092712","2023-06-15T11:11:00.000","0","0"
"1061623092446","2023-06-15T11:10:00.000","0","0"
"1061623092528","2023-06-15T10:50:00.000","0","0"
"1061623073009","2023-06-15T10:45:00.000","0","0"
"1061623081007","2023-06-15T10:35:00.000","0","0"
"1061523091644","2023-06-15T10:30:00.000","0","0"
"1061623092741","2023-06-15T10:30:00.000","0","0"
"1061623081145","2023-06-15T09:45:00.000","0","0"
"1061623092344","2023-06-15T09:40:00.000","0","0"
"1061623073138","2023-06-15T09:35:00.000","0","0"
"1061623090310","2023-06-15T09:20:00.000","0","0"
"1061623075010","2023-06-15T09:05:00.000","0","0"
"1061623084042","2023-06-15T09:00:00.000","0","0"
"1061623075509","2023-06-15T08:15:00.000","0","0"
"1061623075901","2023-06-15T07:20:00.000","0","0"
"1061623073213","2023-06-15T06:55:00.000","0","0"
"1061523110642","2023-06-15T03:30:00.000","0","0"
"1061523102713","2023-06-15T03:10:00.000","0","0"
"1062823125308","2023-06-15T02:20:00.000","0","0"
"1061523114307","2023-06-15T01:30:00.000","0","0"
"1061523113948","2023-06-15T01:10:00.000","0","0"
"1061523113913","2023-06-15T00:50:00.000","0","0"
"1061523113742","2023-06-15T00:25:00.000","0","0"
"1061523111810","2023-06-15T00:05:00.000","0","0"
"1061523115153","2023-06-15T00:00:00.000","0","0"
"1061523111608","2023-06-14T23:40:00.000","0","0"
"1061423124833","2023-06-14T23:35:00.000","0","0"
"1061523115001","2023-06-14T23:35:00.000","0","0"
"1061523114920","2023-06-14T23:20:00.000","0","0"
"1061523114827","2023-06-14T23:05:00.000","0","0"
"1061523102339","2023-06-14T19:25:00.000","0","0"
"1061523100428","2023-06-14T19:15:00.000","0","0"
"1061523114350","2023-06-14T18:35:00.000","0","0"
"1061523100801","2023-06-14T18:30:00.000","0","0"
"1061523102446","2023-06-14T18:15:00.000","0","0"
"1061523100558","2023-06-14T18:10:00.000","0","0"
"1061523114529","2023-06-14T18:00:00.000","0","0"
"1061523114738","2023-06-14T17:50:00.000","0","0"
"1061523114636","2023-06-14T17:30:00.000","0","0"
"1061523101700","2023-06-14T16:35:00.000","0","0"
"1061523101126","2023-06-14T16:20:00.000","0","0"
"1061423130637","2023-06-14T15:15:00.000","0","0"
"1061423131016","2023-06-14T14:10:00.000","0","0"
"1061423112908","2023-06-14T14:00:00.000","0","0"
"1061523092200","2023-06-14T10:45:00.000","0","0"
"1061523094549","2023-06-14T10:45:00.000","0","0"
"1061523091825","2023-06-14T09:40:00.000","0","0"
"1061523092356","2023-06-14T09:20:00.000","0","1"
"1061523092356","2023-06-14T09:20:00.000","0","1"
"1061523091919","2023-06-14T08:45:00.000","0","0"
"1061523085618","2023-06-14T08:30:00.000","0","0"
"1061523085511","2023-06-14T08:20:00.000","0","0"
"1061523092123","2023-06-14T07:50:00.000","0","0"
"1061523102410","2023-06-14T07:35:00.000","0","0"
"1061523095452","2023-06-14T07:15:00.000","0","0"
"1061523092024","2023-06-14T07:15:00.000","0","0"
"1061523102210","2023-06-14T06:50:00.000","0","0"
"1061423131306","2023-06-14T03:00:00.000","0","0"
"1061523092701","2023-06-14T01:15:00.000","0","0"
"1061423131401","2023-06-14T00:55:00.000","0","0"
"1061523092607","2023-06-14T00:10:00.000","0","0"
"1061423125201","2023-06-13T22:50:00.000","0","0"
"1061423130522","2023-06-13T22:30:00.000","0","0"
"1061423125615","2023-06-13T18:50:00.000","0","0"
"1061523093000","2023-06-13T18:30:00.000","0","0"
"1061523092908","2023-06-13T17:05:00.000","0","0"
"1061423130331","2023-06-13T16:45:00.000","0","0"
"1061523093058","2023-06-13T16:00:00.000","0","0"
"1061523092756","2023-06-13T15:50:00.000","0","0"
"1061423125333","2023-06-13T15:10:00.000","0","0"
"1061423132141","2023-06-13T11:10:00.000","0","0"
"1061423131512","2023-06-13T10:45:00.000","0","0"
"1061423131620","2023-06-13T10:25:00.000","0","0"
"1061423131808","2023-06-13T10:05:00.000","0","0"
"1061423131920","2023-06-13T09:45:00.000","0","0"
"1061523091722","2023-06-13T09:45:00.000","0","0"
"1061523093135","2023-06-13T09:10:00.000","0","0"
"1061523093641","2023-06-13T09:00:00.000","0","0"
"1061523093450","2023-06-13T08:25:00.000","0","0"
"1061523093558","2023-06-13T08:20:00.000","0","0"
"1061523093525","2023-06-13T07:15:00.000","0","0"
"1061423132032","2023-06-13T07:00:00.000","0","0"
"1061323115601","2023-06-13T03:15:00.000","0","0"
"1061323111331","2023-06-13T02:20:00.000","0","0"
"1061323111410","2023-06-13T01:05:00.000","0","0"
"1061323104155","2023-06-12T23:35:00.000","0","0"
"1061323113436","2023-06-12T23:30:00.000","0","0"
"1061323111243","2023-06-12T23:05:00.000","0","0"
"1061323102927","2023-06-12T19:15:00.000","0","0"
"1061323104354","2023-06-12T19:00:00.000","0","0"
"1061323111604","2023-06-12T18:30:00.000","0","0"
"1061323104241","2023-06-12T18:20:00.000","0","0"
"1061323104448","2023-06-12T18:00:00.000","0","0"
"1061323104714","2023-06-12T17:25:00.000","0","0"
"1061323120208","2023-06-12T17:20:00.000","0","0"
"1061323110915","2023-06-12T16:50:00.000","0","0"
"1061323104052","2023-06-12T16:35:00.000","0","0"
"1061323103819","2023-06-12T16:10:00.000","0","0"
"1061323104534","2023-06-12T15:40:00.000","0","0"
"1061323103901","2023-06-12T15:15:00.000","0","0"
"1061323103005","2023-06-12T10:50:00.000","0","0"
"1061323103215","2023-06-12T10:45:00.000","0","0"
"1061323104951","2023-06-12T09:55:00.000","0","0"
"1061323105029","2023-06-12T09:10:00.000","0","0"
"1061323104800","2023-06-12T09:00:00.000","0","0"
"1061323104851","2023-06-12T08:20:00.000","0","0"
"1061323103746","2023-06-12T07:20:00.000","0","0"
"1061323114910","2023-06-12T02:20:00.000","0","0"
"1061323105113","2023-06-12T00:50:00.000","0","0"
"1061323113538","2023-06-12T00:15:00.000","0","0"
"1061323105432","2023-06-10T11:05:00.000","0","0"
"1061323105643","2023-06-10T10:15:00.000","0","0"
"1061323105528","2023-06-10T09:35:00.000","0","0"
"1061323120122","2023-06-10T08:50:00.000","0","1"
"1061323120122","2023-06-10T08:50:00.000","0","1"
"1061323105215","2023-06-10T07:10:00.000","0","0"
"1061323101829","2023-06-09T19:30:00.000","0","0"
"1061323115143","2023-06-09T19:00:00.000","0","0"
"1061323115335","2023-06-09T17:30:00.000","0","0"
"1061323101955","2023-06-09T16:30:00.000","0","0"
"1061323102823","2023-06-09T15:50:00.000","0","0"
"1061323115248","2023-06-09T15:15:00.000","0","0"
"1062223113017","2023-06-09T14:45:00.000","0","0"
"1061323120301","2023-06-09T11:15:00.000","0","0"
"1061323120336","2023-06-09T11:00:00.000","0","0"
"1061323110121","2023-06-09T10:50:00.000","0","0"
"1061323102606","2023-06-09T10:50:00.000","0","0"
"1061323115417","2023-06-09T10:05:00.000","0","0"
"1061323110200","2023-06-09T08:55:00.000","0","0"
"1061323102748","2023-06-09T08:40:00.000","0","0"
"1061323120516","2023-06-09T08:40:00.000","0","0"
"1061323120719","2023-06-09T08:20:00.000","0","0"
"1061323115452","2023-06-09T08:15:00.000","0","0"
"1061323120642","2023-06-09T08:00:00.000","0","0"
"1061323120446","2023-06-09T07:35:00.000","0","0"
"1061323102704","2023-06-09T07:20:00.000","0","0"
"1061323120551","2023-06-09T07:15:00.000","0","0"
"1061323110046","2023-06-09T07:05:00.000","0","0"
"1060823123518","2023-06-08T18:40:00.000","0","0"
"1060923111743","2023-06-08T18:35:00.000","0","0"
"1060923112140","2023-06-08T17:55:00.000","0","0"
"1060923111625","2023-06-08T17:45:00.000","0","0"
"1060923111832","2023-06-08T17:15:00.000","0","0"
"1060923110319","2023-06-08T17:15:00.000","0","0"
"1060923111444","2023-06-08T16:40:00.000","0","0"
"1060923105947","2023-06-08T16:10:00.000","0","0"
"1060923110203","2023-06-08T15:50:00.000","0","0"
"1060923111534","2023-06-08T15:35:00.000","0","0"
"1060923112054","2023-06-08T15:20:00.000","0","0"
"1060923110039","2023-06-08T15:05:00.000","0","0"
"1060823122808","2023-06-08T12:25:00.000","0","0"
"1060923104855","2023-06-08T11:10:00.000","0","0"
"1060923104600","2023-06-08T10:40:00.000","0","0"
"1060923104924","2023-06-08T10:40:00.000","0","0"
"1060923104954","2023-06-08T10:20:00.000","0","0"
"1060923104826","2023-06-08T10:15:00.000","0","0"
"1060923105028","2023-06-08T10:00:00.000","0","0"
"1060923104254","2023-06-08T09:45:00.000","0","0"
"1060923104506","2023-06-08T09:30:00.000","0","0"
"1060923104020","2023-06-08T09:05:00.000","0","0"
"1060923104105","2023-06-08T08:40:00.000","0","0"
"1060923104157","2023-06-08T08:20:00.000","0","0"
"1060923105804","2023-06-08T08:15:00.000","0","0"
"1060923105616","2023-06-08T07:40:00.000","0","0"
"1060923105232","2023-06-08T07:15:00.000","0","0"
"1060823123135","2023-06-07T19:20:00.000","0","0"
"1060823123622","2023-06-07T19:00:00.000","0","0"
"1060823123220","2023-06-07T18:25:00.000","0","0"
"1060823123831","2023-06-07T18:20:00.000","0","0"
"1060823123256","2023-06-07T18:15:00.000","0","0"
"1060823124231","2023-06-07T16:35:00.000","0","0"
"1060823123657","2023-06-07T16:30:00.000","0","0"
"1060823124302","2023-06-07T16:15:00.000","0","0"
"1060823124158","2023-06-07T15:55:00.000","0","0"
"1060823124443","2023-06-07T15:45:00.000","0","0"
"1060823123741","2023-06-07T15:35:00.000","0","0"
"1060823124116","2023-06-07T15:15:00.000","0","0"
"1060823110413","2023-06-07T11:25:00.000","0","0"
"1060823124856","2023-06-07T11:20:00.000","0","0"
"1060823123024","2023-06-07T11:00:00.000","0","0"
"1060823124834","2023-06-07T11:00:00.000","0","0"
"1060823122521","2023-06-07T10:40:00.000","0","0"
"1060823122946","2023-06-07T09:55:00.000","0","0"
"1060723091601","2023-06-07T09:09:00.000","0","0"
"1060823122900","2023-06-07T08:05:00.000","0","0"
"1060723092401","2023-06-06T23:15:00.000","0","0"
"1060723101654","2023-06-06T19:30:00.000","0","0"
"1060723102101","2023-06-06T19:15:00.000","0","0"
"1060723090451","2023-06-06T19:15:00.000","0","0"
"1060723101345","2023-06-06T19:10:00.000","0","0"
"1060723101811","2023-06-06T18:55:00.000","0","0"
"1060723101734","2023-06-06T18:40:00.000","0","0"
"1060723090955","2023-06-06T18:30:00.000","0","0"
"1060723090355","2023-06-06T18:20:00.000","0","0"
"1060723101420","2023-06-06T18:15:00.000","0","0"
"1060723090316","2023-06-06T16:20:00.000","0","0"
"1060723093059","2023-06-06T15:45:00.000","0","0"
"1060723093334","2023-06-06T15:25:00.000","0","0"
"1060723102245","2023-06-06T11:20:00.000","0","0"
"1060723102134","2023-06-06T11:15:00.000","0","0"
"1060723102213","2023-06-06T10:55:00.000","0","0"
"1060723095619","2023-06-06T10:05:00.000","0","0"
"1060723092823","2023-06-06T09:55:00.000","0","0"
"1060723093420","2023-06-06T09:35:00.000","0","0"
"1060723095536","2023-06-06T09:25:00.000","0","0"
"1060723091729","2023-06-06T09:05:00.000","0","0"
"1060723092305","2023-06-06T09:00:00.000","0","0"
"1060723092547","2023-06-06T08:55:00.000","0","0"
"1060723091930","2023-06-06T08:20:00.000","0","0"
"1060723095458","2023-06-06T07:50:00.000","0","0"
"1060723091815","2023-06-06T07:15:00.000","0","0"
"1060723095857","2023-06-06T07:15:00.000","0","0"
"1060723095420","2023-06-06T07:10:00.000","0","0"
"1060623084316","2023-06-05T19:00:00.000","0","0"
"1060623084650","2023-06-05T18:55:00.000","0","0"
"1060623122959","2023-06-05T18:35:00.000","0","0"
"1060623122504","2023-06-05T18:25:00.000","0","0"
"1060623122816","2023-06-05T18:20:00.000","0","0"
"1060623115704","2023-06-05T18:00:00.000","0","0"
"1060623122145","2023-06-05T17:50:00.000","0","0"
"1060623111953","2023-06-05T17:20:00.000","0","0"
"1060623111800","2023-06-05T16:10:00.000","0","0"
"1060623115620","2023-06-05T16:05:00.000","0","0"
"1060623115514","2023-06-05T15:40:00.000","0","0"
"1060623122550","2023-06-05T15:23:00.000","0","0"
"1060623122844","2023-06-05T15:00:00.000","0","0"
"1060623123222","2023-06-05T11:00:00.000","0","0"
"1060623115942","2023-06-05T11:00:00.000","0","0"
"1060623123037","2023-06-05T10:40:00.000","0","0"
"1060623123116","2023-06-05T10:20:00.000","0","0"
"1060623115807","2023-06-05T09:30:00.000","0","0"
"1060623122722","2023-06-05T09:25:00.000","0","0"
"1060623122637","2023-06-05T08:50:00.000","0","0"
"1060623121458","2023-06-05T08:35:00.000","0","0"
"1060623123153","2023-06-05T08:30:00.000","0","0"
"1060623084205","2023-06-05T08:05:00.000","0","0"
