"hvfhs_license_num","dispatching_base_num","pickup_datetime","dropoff_datetime","pulocationid","dolocationid","sr_flag"
"HV0005","B02510","2020-01-01T00:34:55.000","2020-01-01T00:59:54.000","164","170",
"HV0003","B02864","2020-01-01T00:36:57.000","2020-01-01T00:51:28.000","256","17",
"HV0005","B02510","2020-01-01T00:08:10.000","2020-01-01T00:33:28.000","226","171",
"HV0005","B02510","2020-01-01T00:49:59.000","2020-01-01T01:07:43.000","53","179",
"HV0003","B02872","2020-01-01T00:52:09.000","2020-01-01T01:03:03.000","79","170",
"HV0003","B02872","2020-01-01T00:14:49.000","2020-01-01T01:00:02.000","238","188",
"HV0003","B02864","2020-01-01T00:08:55.000","2020-01-01T00:16:16.000","126","168",
"HV0003","B02864","2020-01-01T00:22:55.000","2020-01-01T00:34:13.000","168","167",
"HV0003","B02864","2020-01-01T00:41:44.000","2020-01-01T00:54:21.000","167","169",
"HV0003","B02836","2020-01-01T00:10:20.000","2020-01-01T00:21:58.000","228","181",
"HV0003","B02836","2020-01-01T00:30:12.000","2020-01-01T01:01:57.000","181","170","1"
"HV0003","B02836","2020-01-01T00:43:01.000","2020-01-01T01:28:01.000","25","41","1"
"HV0004","B02800","2020-01-01T00:13:33.000","2020-01-01T00:17:59.000","151","151",
"HV0004","B02800","2020-01-01T00:35:34.000","2020-01-01T00:57:09.000","143","234","1"
"HV0004","B02800","2020-01-01T00:48:21.000","2020-01-01T01:25:41.000","246","141","1"
"HV0003","B02764","2020-01-01T00:16:32.000","2020-01-01T00:22:13.000","237","162",
"HV0003","B02764","2020-01-01T00:41:16.000","2020-01-01T00:52:22.000","237","161",
"HV0005","B02510","2020-01-01T00:20:12.000","2020-01-01T00:34:13.000","79","233","1"
"HV0005","B02510","2020-01-01T00:39:53.000","2020-01-01T01:00:15.000","79","112",
"HV0005","B02510","2020-01-01T00:04:48.000","2020-01-01T00:13:07.000","238","239",
"HV0005","B02510","2020-01-01T00:16:18.000","2020-01-01T00:25:28.000","143","246",
"HV0005","B02510","2020-01-01T00:30:30.000","2020-01-01T00:48:43.000","50","151",
"HV0005","B02510","2020-01-01T00:50:40.000","2020-01-01T01:06:03.000","151","262",
"HV0003","B02875","2020-01-01T00:10:20.000","2020-01-01T00:23:39.000","78","254",
"HV0003","B02875","2020-01-01T00:27:41.000","2020-01-01T00:31:43.000","254","254",
"HV0003","B02875","2020-01-01T00:40:32.000","2020-01-01T00:57:15.000","259","147",
"HV0004","B02800","2020-01-01T00:59:51.000","2020-01-01T01:21:17.000","255","106",
"HV0005","B02510","2020-01-01T00:44:46.000","2020-01-01T01:08:25.000","170","66","1"
"HV0005","B02510","2020-01-01T00:47:05.000","2020-01-01T01:19:21.000","170","49","1"
"HV0004","B02800","2020-01-01T00:36:20.000","2020-01-01T01:04:56.000","158","140","1"
"HV0004","B02800","2020-01-01T00:44:07.000","2020-01-01T01:05:55.000","234","262","1"
"HV0003","B02875","2020-01-01T00:09:51.000","2020-01-01T00:15:03.000","141","236",
"HV0003","B02875","2020-01-01T00:19:22.000","2020-01-01T00:29:01.000","236","237",
"HV0003","B02875","2020-01-01T00:33:36.000","2020-01-01T00:42:44.000","236","239",
"HV0003","B02875","2020-01-01T00:44:49.000","2020-01-01T01:01:08.000","239","262",
"HV0005","B02510","2020-01-01T00:15:30.000","2020-01-01T00:49:59.000","32","82","1"
"HV0005","B02510","2020-01-01T00:29:53.000","2020-01-01T01:16:45.000","213","188","1"
"HV0003","B02682","2020-01-01T00:22:30.000","2020-01-01T00:43:49.000","118","44",
"HV0003","B02682","2020-01-01T00:47:42.000","2020-01-01T01:03:01.000","44","118",
"HV0005","B02510","2020-01-01T00:11:07.000","2020-01-01T00:20:35.000","11","123",
"HV0005","B02510","2020-01-01T00:27:19.000","2020-01-01T00:33:07.000","55","29",
"HV0005","B02510","2020-01-01T00:42:35.000","2020-01-01T00:54:40.000","29","210",
"HV0005","B02510","2020-01-01T00:56:47.000","2020-01-01T01:29:25.000","210","117",
"HV0003","B02764","2020-01-01T00:03:49.000","2020-01-01T00:16:45.000","234","79",
"HV0003","B02764","2020-01-01T00:41:53.000","2020-01-01T00:47:23.000","224","79",
"HV0003","B02764","2020-01-01T00:48:02.000","2020-01-01T01:03:05.000","79","231",
"HV0003","B02864","2020-01-01T00:36:57.000","2020-01-01T00:57:37.000","234","13",
"HV0003","B02765","2020-01-01T00:12:27.000","2020-01-01T00:38:09.000","186","237",
"HV0003","B02765","2020-01-01T00:46:18.000","2020-01-01T00:50:39.000","263","141",
"HV0005","B02510","2020-01-01T00:22:17.000","2020-01-01T00:29:59.000","35","72",
"HV0005","B02510","2020-01-01T00:19:30.000","2020-01-01T00:28:26.000","141","233",
"HV0005","B02510","2020-01-01T00:39:10.000","2020-01-01T00:56:10.000","233","148",
"HV0005","B02510","2020-01-01T00:03:27.000","2020-01-01T00:17:16.000","25","256",
"HV0003","B02871","2020-01-01T00:23:15.000","2020-01-01T00:38:49.000","256","37",
"HV0003","B02871","2020-01-01T00:42:54.000","2020-01-01T01:03:20.000","37","188",
"HV0003","B02835","2020-01-01T00:47:34.000","2020-01-01T01:13:49.000","107","262",
"HV0003","B02884","2020-01-01T00:14:54.000","2020-01-01T01:14:06.000","231","164",
"HV0003","B02872","2020-01-01T00:18:27.000","2020-01-01T00:35:14.000","206","156",
"HV0003","B02872","2020-01-01T00:54:05.000","2020-01-01T01:07:15.000","206","221",
"HV0003","B02682","2020-01-01T00:02:46.000","2020-01-01T00:30:04.000","158","265",
"HV0003","B02877","2020-01-01T00:10:37.000","2020-01-01T00:17:43.000","181","25",
"HV0003","B02877","2020-01-01T00:23:52.000","2020-01-01T00:34:50.000","181","61",
"HV0003","B02877","2020-01-01T00:42:56.000","2020-01-01T01:08:38.000","181","37",
"HV0005","B02510","2020-01-01T00:24:12.000","2020-01-01T00:36:21.000","45","88",
"HV0005","B02510","2020-01-01T00:40:41.000","2020-01-01T01:21:54.000","88","265",
"HV0003","B02765","2020-01-01T00:17:47.000","2020-01-01T00:26:22.000","79","148",
"HV0003","B02765","2020-01-01T00:27:06.000","2020-01-01T00:38:04.000","148","158",
"HV0003","B02765","2020-01-01T00:38:36.000","2020-01-01T00:54:30.000","158","232","1"
"HV0003","B02765","2020-01-01T00:59:44.000","2020-01-01T01:30:49.000","232","74",
"HV0003","B02877","2020-01-01T00:39:00.000","2020-01-01T00:41:19.000","129","129",
"HV0003","B02877","2020-01-01T00:44:36.000","2020-01-01T00:55:46.000","129","83",
"HV0005","B02510","2020-01-01T00:34:32.000","2020-01-01T01:02:36.000","249","145",
"HV0003","B02835","2020-01-01T00:00:54.000","2020-01-01T00:12:03.000","237","42",
"HV0003","B02835","2020-01-01T00:15:43.000","2020-01-01T00:29:52.000","42","75",
"HV0003","B02835","2020-01-01T00:30:40.000","2020-01-01T00:45:01.000","75","136",
"HV0003","B02878","2020-01-01T00:29:29.000","2020-01-01T00:37:52.000","107","79",
"HV0003","B02878","2020-01-01T00:42:20.000","2020-01-01T00:57:23.000","144","97",
"HV0003","B02872","2020-01-01T00:16:18.000","2020-01-01T00:31:06.000","231","113",
"HV0003","B02872","2020-01-01T00:34:51.000","2020-01-01T01:16:55.000","113","14","1"
"HV0003","B02872","2020-01-01T00:45:15.000","2020-01-01T01:02:05.000","125","52","1"
"HV0003","B02764","2020-01-01T00:14:35.000","2020-01-01T00:28:00.000","87","170",
"HV0003","B02764","2020-01-01T00:34:51.000","2020-01-01T01:01:10.000","170","244",
"HV0003","B02765","2020-01-01T00:16:17.000","2020-01-01T00:28:35.000","161","107",
"HV0003","B02765","2020-01-01T00:47:29.000","2020-01-01T01:05:16.000","170","49",
"HV0003","B02888","2020-01-01T00:30:08.000","2020-01-01T01:08:45.000","164","50",
"HV0005","B02510","2020-01-01T00:13:26.000","2020-01-01T00:21:00.000","211","144","1"
"HV0005","B02510","2020-01-01T00:19:35.000","2020-01-01T00:22:52.000","144","144","1"
"HV0005","B02510","2020-01-01T00:30:02.000","2020-01-01T00:43:08.000","45","249",
"HV0005","B02510","2020-01-01T00:46:28.000","2020-01-01T01:12:38.000","249","49",
"HV0003","B02875","2020-01-01T00:22:30.000","2020-01-01T00:51:15.000","48","265",
"HV0003","B02876","2020-01-01T00:14:58.000","2020-01-01T00:20:02.000","144","144",
"HV0003","B02876","2020-01-01T00:34:20.000","2020-01-01T00:58:36.000","211","36","1"
"HV0003","B02876","2020-01-01T00:38:42.000","2020-01-01T00:58:36.000","144","36","1"
"HV0003","B02876","2020-01-01T00:42:14.000","2020-01-01T01:15:04.000","148","225","1"
"HV0003","B02889","2020-01-01T00:13:30.000","2020-01-01T00:20:21.000","36","37",
"HV0003","B02889","2020-01-01T00:25:18.000","2020-01-01T01:16:53.000","36","238",
"HV0003","B02875","2020-01-01T00:21:07.000","2020-01-01T00:28:00.000","61","225",
"HV0003","B02875","2020-01-01T00:34:12.000","2020-01-01T00:56:32.000","17","14",
"HV0005","B02510","2020-01-01T00:26:12.000","2020-01-01T00:36:33.000","263","162",
"HV0003","B02879","2020-01-01T00:59:00.000","2020-01-01T01:12:27.000","164","162",
"HV0003","B02764","2020-01-01T00:16:30.000","2020-01-01T00:26:18.000","148","231",
"HV0003","B02764","2020-01-01T00:31:51.000","2020-01-01T00:42:46.000","261","125",
"HV0003","B02764","2020-01-01T00:47:07.000","2020-01-01T01:09:10.000","158","48",
"HV0003","B02764","2020-01-01T00:40:53.000","2020-01-01T00:56:30.000","238","161",
"HV0003","B02764","2020-01-01T00:17:44.000","2020-01-01T00:39:31.000","79","265",
"HV0003","B02764","2020-01-01T00:54:11.000","2020-01-01T01:10:05.000","231","25",
"HV0003","B02764","2020-01-01T00:19:34.000","2020-01-01T01:08:50.000","112","265",
"HV0003","B02682","2020-01-01T00:05:15.000","2020-01-01T00:37:19.000","148","186",
"HV0003","B02682","2020-01-01T00:48:39.000","2020-01-01T01:11:34.000","164","68",
"HV0003","B02876","2020-01-01T00:22:13.000","2020-01-01T00:43:48.000","142","265",
"HV0005","B02510","2020-01-01T00:05:09.000","2020-01-01T01:01:42.000","237","231","1"
"HV0005","B02510","2020-01-01T00:12:35.000","2020-01-01T00:31:40.000","162","261","1"
"HV0005","B02510","2020-01-01T00:16:35.000","2020-01-01T01:01:39.000","229","231","1"
"HV0003","B02764","2020-01-01T00:13:02.000","2020-01-01T00:38:30.000","186","223",
"HV0003","B02764","2020-01-01T00:41:40.000","2020-01-01T00:55:50.000","223","7",
"HV0003","B02869","2020-01-01T00:08:46.000","2020-01-01T00:57:16.000","231","265",
"HV0003","B02871","2020-01-01T00:39:14.000","2020-01-01T01:06:59.000","170","265","1"
"HV0003","B02395","2020-01-01T00:51:27.000","2020-01-01T01:00:00.000","241","174",
"HV0003","B02764","2020-01-01T00:38:16.000","2020-01-01T00:57:40.000","229","186",
"HV0003","B02764","2020-01-01T00:33:28.000","2020-01-01T00:47:17.000","4","249",
"HV0004","B02800","2020-01-01T00:39:13.000","2020-01-01T01:01:42.000","262","200",
"HV0003","B02875","2020-01-01T00:02:47.000","2020-01-01T00:22:16.000","92","139",
"HV0003","B02875","2020-01-01T00:26:46.000","2020-01-01T00:34:10.000","219","10",
"HV0003","B02875","2020-01-01T00:37:50.000","2020-01-01T00:48:42.000","218","203",
"HV0003","B02875","2020-01-01T00:52:08.000","2020-01-01T00:57:26.000","203","265",
"HV0005","B02510","2020-01-01T00:09:58.000","2020-01-01T00:15:38.000","97","25",
"HV0005","B02510","2020-01-01T00:19:10.000","2020-01-01T00:25:48.000","40","181",
"HV0005","B02510","2020-01-01T00:57:28.000","2020-01-01T01:08:42.000","221","214",
"HV0005","B02510","2020-01-01T00:13:13.000","2020-01-01T00:38:44.000","37","232",
"HV0003","B02879","2020-01-01T00:52:17.000","2020-01-01T01:29:06.000","148","48","1"
"HV0003","B02765","2020-01-01T00:28:41.000","2020-01-01T00:55:41.000","87","24",
"HV0003","B02682","2020-01-01T00:23:52.000","2020-01-01T00:27:29.000","145","145",
"HV0003","B02682","2020-01-01T00:29:50.000","2020-01-01T00:35:25.000","145","112",
"HV0003","B02682","2020-01-01T00:43:58.000","2020-01-01T01:01:28.000","255","114",
"HV0003","B02871","2020-01-01T00:15:08.000","2020-01-01T00:28:18.000","231","114",
"HV0003","B02871","2020-01-01T00:37:33.000","2020-01-01T00:47:19.000","144","137",
"HV0005","B02510","2020-01-01T00:19:15.000","2020-01-01T00:35:48.000","195","4",
"HV0005","B02510","2020-01-01T00:39:21.000","2020-01-01T00:53:44.000","4","161",
"HV0003","B02867","2020-01-01T00:04:46.000","2020-01-01T00:48:28.000","7","265",
"HV0003","B02878","2020-01-01T00:27:48.000","2020-01-01T00:36:09.000","229","107",
"HV0003","B02878","2020-01-01T00:46:58.000","2020-01-01T01:12:58.000","232","243",
"HV0003","B02836","2020-01-01T00:10:19.000","2020-01-01T00:15:42.000","69","247",
"HV0003","B02836","2020-01-01T00:19:09.000","2020-01-01T00:28:50.000","247","169",
"HV0003","B02836","2020-01-01T00:34:30.000","2020-01-01T00:47:03.000","169","212",
"HV0003","B02836","2020-01-01T00:56:44.000","2020-01-01T01:11:53.000","126","78",
"HV0004","B02800","2020-01-01T00:10:16.000","2020-01-01T00:27:20.000","231","233",
"HV0004","B02800","2020-01-01T00:41:01.000","2020-01-01T00:54:31.000","161","141","1"
"HV0004","B02800","2020-01-01T00:44:46.000","2020-01-01T01:01:58.000","163","74","1"
"HV0003","B02883","2020-01-01T00:33:31.000","2020-01-01T00:56:28.000","160","36","1"
"HV0003","B02764","2020-01-01T00:04:49.000","2020-01-01T00:20:36.000","32","244",
"HV0003","B02764","2020-01-01T00:53:59.000","2020-01-01T01:13:44.000","50","140",
"HV0004","B02800","2020-01-01T00:15:14.000","2020-01-01T00:39:54.000","166","137",
"HV0004","B02800","2020-01-01T00:58:46.000","2020-01-01T01:34:45.000","66","238",
"HV0003","B02876","2020-01-01T00:06:15.000","2020-01-01T00:21:19.000","79","80",
"HV0003","B02876","2020-01-01T00:26:22.000","2020-01-01T00:52:51.000","80","147",
"HV0003","B02876","2020-01-01T00:57:17.000","2020-01-01T01:00:58.000","147","147",
"HV0003","B02878","2020-01-01T00:12:38.000","2020-01-01T00:28:15.000","236","4",
"HV0003","B02878","2020-01-01T00:33:44.000","2020-01-01T00:44:12.000","4","79",
"HV0003","B02878","2020-01-01T00:52:32.000","2020-01-01T01:17:25.000","79","49",
"HV0003","B02835","2020-01-01T00:10:28.000","2020-01-01T00:19:46.000","212","242",
"HV0003","B02835","2020-01-01T00:20:55.000","2020-01-01T00:31:34.000","242","174",
"HV0003","B02835","2020-01-01T00:35:14.000","2020-01-01T00:45:55.000","18","169",
"HV0003","B02835","2020-01-01T00:47:51.000","2020-01-01T01:01:36.000","169","147",
"HV0003","B02882","2020-01-01T00:29:13.000","2020-01-01T00:49:43.000","186","265",
"HV0003","B02872","2020-01-01T00:22:14.000","2020-01-01T00:48:03.000","142","265",
"HV0003","B02617","2020-01-01T00:27:59.000","2020-01-01T00:42:54.000","158","88",
"HV0003","B02617","2020-01-01T00:57:05.000","2020-01-01T01:04:13.000","209","231",
"HV0003","B02871","2020-01-01T00:12:45.000","2020-01-01T00:24:46.000","219","216",
"HV0003","B02871","2020-01-01T00:28:15.000","2020-01-01T00:37:37.000","216","197",
"HV0003","B02871","2020-01-01T00:46:23.000","2020-01-01T01:10:00.000","197","61",
"HV0003","B02395","2020-01-01T00:41:59.000","2020-01-01T01:01:12.000","191","82",
"HV0005","B02510","2020-01-01T00:36:31.000","2020-01-01T00:56:46.000","237","223",
"HV0003","B02883","2020-01-01T00:56:23.000","2020-01-01T01:31:51.000","163","181",
"HV0003","B02682","2020-01-01T00:22:01.000","2020-01-01T00:43:52.000","231","25",
"HV0003","B02682","2020-01-01T00:50:56.000","2020-01-01T01:11:11.000","66","145",
"HV0003","B02864","2020-01-01T00:10:33.000","2020-01-01T00:15:53.000","238","151",
"HV0003","B02864","2020-01-01T00:20:18.000","2020-01-01T00:34:28.000","24","243",
"HV0003","B02864","2020-01-01T00:36:17.000","2020-01-01T00:39:56.000","243","244",
"HV0003","B02864","2020-01-01T00:44:46.000","2020-01-01T00:54:27.000","244","152",
"HV0005","B02510","2020-01-01T00:57:52.000","2020-01-01T01:41:37.000","48","256",
"HV0005","B02510","2020-01-01T00:19:25.000","2020-01-01T00:29:50.000","263","151","1"
"HV0005","B02510","2020-01-01T00:40:18.000","2020-01-01T00:46:58.000","151","166",
"HV0005","B02510","2020-01-01T00:54:09.000","2020-01-01T01:05:14.000","116","244",
"HV0003","B02764","2020-01-01T00:47:17.000","2020-01-01T01:06:58.000","107","262",
"HV0003","B02876","2020-01-01T00:22:02.000","2020-01-01T00:44:09.000","116","18",
"HV0003","B02876","2020-01-01T00:46:48.000","2020-01-01T01:01:16.000","18","78",
"HV0003","B02764","2020-01-01T00:17:20.000","2020-01-01T00:25:30.000","236","42",
"HV0003","B02764","2020-01-01T00:30:35.000","2020-01-01T00:42:37.000","166","244",
"HV0003","B02764","2020-01-01T00:47:49.000","2020-01-01T00:52:21.000","244","244",
"HV0003","B02764","2020-01-01T00:54:45.000","2020-01-01T00:59:43.000","244","119",
"HV0005","B02510","2020-01-01T00:13:37.000","2020-01-01T00:43:26.000","148","37","1"
"HV0005","B02510","2020-01-01T00:17:38.000","2020-01-01T00:32:22.000","79","80","1"
"HV0005","B02510","2020-01-01T00:49:12.000","2020-01-01T01:08:56.000","37","17",
"HV0005","B02510","2020-01-01T00:15:21.000","2020-01-01T00:30:38.000","181","181",
"HV0005","B02510","2020-01-01T00:41:34.000","2020-01-01T00:53:42.000","133","106",
"HV0005","B02510","2020-01-01T00:58:26.000","2020-01-01T01:13:57.000","181","17",
"HV0005","B02510","2020-01-01T00:00:21.000","2020-01-01T00:10:32.000","164","164",
"HV0005","B02510","2020-01-01T00:22:30.000","2020-01-01T00:32:10.000","234","125",
"HV0005","B02510","2020-01-01T00:35:35.000","2020-01-01T00:43:30.000","125","144",
"HV0005","B02510","2020-01-01T00:48:16.000","2020-01-01T01:26:39.000","45","48",
"HV0005","B02510","2020-01-01T00:08:52.000","2020-01-01T00:46:01.000","68","141",
"HV0003","B02764","2020-01-01T00:41:48.000","2020-01-01T00:45:10.000","87","88",
"HV0003","B02764","2020-01-01T00:56:06.000","2020-01-01T01:01:07.000","87","87",
"HV0005","B02510","2020-01-01T00:12:41.000","2020-01-01T00:25:19.000","247","182",
"HV0005","B02510","2020-01-01T00:33:41.000","2020-01-01T00:53:01.000","208","69",
"HV0005","B02510","2020-01-01T00:55:48.000","2020-01-01T01:20:11.000","69","32",
