"record_type","borough","block","lot","easement","account_type","id_account","date_account_period_begins","date_account_period_ends","tax_class","building_class","status","transaction_records_counter","id_internal","date_grace_period_end","amount_liability","amount_collections","amount_initial_total","amount_discount_early_pay","amount_balance","date_update","date_due_period","date_penalty_and_interest"
"1","1","00001","0201",,"270",,"2017-07-01","2017-12-31","4","Z9","0","001","1000010201360","2017-07-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2017-07-01","2017-06-02"
"1","1","00001","0201",,"270",,"2018-01-01","2018-06-30","4","Z9","0","001","1000010201360","2018-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2018-01-01","2017-06-02"
"1","1","00001","0201",,"270",,"2018-07-01","2018-12-31","4","Z9","0","001","1000010201360","2018-07-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2018-07-01","2018-06-01"
"1","1","00001","0201",,"270",,"2019-01-01","2019-06-30","4","Z9","0","001","1000010201360","2019-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2019-01-01","2018-06-01"
"1","1","00002","0001",,"013",,"2017-01-09","2017-01-09","4","Y7","0","005","1000020001360","2017-04-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-04-01","2017-08-15"
"1","1","00002","0001",,"013",,"2018-01-09","2018-01-09","4","Y7","D","006","1000020001360","2018-04-02","00000000400.00","00000000000.00","00000000058.08","00000000000.00","00000000458.08","2018-11-16","2018-04-01","2019-01-01"
"1","1","00002","0001",,"013",,"2018-01-10","2018-01-10","4","Y7","D","006","1000020001360","2018-04-02","00000000300.00","00000000000.00","00000000043.56","00000000000.00","00000000343.56","2018-11-16","2018-04-01","2019-01-01"
"1","1","00002","0001",,"058",,"2017-11-28","2017-11-28","4","Y7","0","006","1000020001360","2018-04-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-11-16","2018-04-01","2018-08-30"
"1","1","00002","0001",,"270",,"2016-07-01","2016-12-31","4","Y7","0","001","1000020001360","2016-07-01","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2016-07-01","2016-06-03"
"1","1","00002","0001",,"270",,"2017-01-01","2017-06-30","4","Y7","0","001","1000020001360","2017-01-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2017-01-01","2016-06-03"
"1","1","00002","0001",,"270",,"2017-07-01","2017-12-31","4","Y7","0","001","1000020001360","2017-07-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2017-07-01","2017-06-02"
"1","1","00002","0001",,"270",,"2018-01-01","2018-06-30","4","Y7","0","001","1000020001360","2018-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2018-01-01","2017-06-02"
"1","1","00002","0001",,"270",,"2018-07-01","2018-12-31","4","Y7","0","001","1000020001360","2018-07-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2018-07-01","2018-06-01"
"1","1","00002","0001",,"270",,"2019-01-01","2019-06-30","4","Y7","0","001","1000020001360","2019-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2019-01-01","2018-06-01"
"1","1","00002","0002",,"013",,"2015-08-12","2015-08-12","4","Y7","0","005","1000020002360","2015-10-01","00000000200.00","00000000200.79","00000000000.79","00000000000.00","00000000000.00","2015-11-20","2015-10-01","2015-10-09"
"1","1","00002","0002",,"270",,"2015-07-01","2015-12-31","4","Y7","0","004","1000020002360","2015-07-01","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2015-08-21","2015-07-01","2015-06-20"
"1","1","00002","0002",,"270",,"2016-01-01","2016-06-30","4","Y7","0","007","1000020002360","2016-01-04","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2015-11-20","2016-01-01","2015-11-20"
"1","1","00002","0002",,"270",,"2016-07-01","2016-12-31","4","Y7","0","001","1000020002360","2016-07-01","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2016-07-01","2016-06-03"
"1","1","00002","0002",,"270",,"2017-01-01","2017-06-30","4","Y7","0","001","1000020002360","2017-01-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2017-01-01","2016-06-03"
"1","1","00002","0002",,"270",,"2017-07-01","2017-12-31","4","Y7","0","001","1000020002360","2017-07-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2017-07-01","2017-06-02"
"1","1","00002","0002",,"270",,"2018-01-01","2018-06-30","4","Y7","0","001","1000020002360","2018-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2018-01-01","2017-06-02"
"1","1","00002","0002",,"270",,"2018-07-01","2018-12-31","4","Y7","0","001","1000020002360","2018-07-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2018-07-01","2018-06-01"
"1","1","00002","0002",,"270",,"2019-01-01","2019-06-30","4","Y7","0","001","1000020002360","2019-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2019-01-01","2018-06-01"
"1","1","00002","0002",,"281","135000000000","2016-03-01","2016-03-01","4","Y7","0","008","1000020002360","2016-07-01","00000000175.00","00000000175.00","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2016-07-01","2017-06-20"
"1","1","00002","0003",,"270",,"2013-07-01","2013-12-31","4","Y7","0","014","1000020003360","2013-07-01","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-02-19","2013-07-01","2016-01-19"
"1","1","00002","0003",,"270",,"2014-01-01","2014-06-30","4","Y7","0","015","1000020003360","2014-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-02-19","2014-01-01","2016-01-19"
"1","1","00002","0003",,"270",,"2014-07-01","2014-12-31","4","Y7","0","010","1000020003360","2014-07-01","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-02-19","2014-07-01","2016-01-19"
"1","1","00002","0003",,"270",,"2015-01-01","2015-06-30","4","Y7","0","011","1000020003360","2015-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-02-19","2015-01-01","2016-01-19"
"1","1","00002","0003",,"270",,"2015-07-01","2015-12-31","4","Y7","0","006","1000020003360","2015-07-01","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-02-19","2015-07-01","2016-01-19"
"1","1","00002","0003",,"270",,"2016-01-01","2016-06-30","4","Y7","0","007","1000020003360","2016-01-04","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-02-19","2016-01-01","2016-01-19"
"1","1","00002","0003",,"270",,"2016-07-01","2016-12-31","4","Y7","0","001","1000020003360","2016-07-01","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2016-07-01","2016-06-03"
"1","1","00002","0003",,"270",,"2017-01-01","2017-06-30","4","Y7","0","001","1000020003360","2017-01-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2017-01-01","2016-06-03"
"1","1","00002","0003",,"270",,"2017-07-01","2017-12-31","4","Y7","0","001","1000020003360","2017-07-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2017-07-01","2017-06-02"
"1","1","00002","0003",,"270",,"2018-01-01","2018-06-30","4","Y7","0","001","1000020003360","2018-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2018-01-01","2017-06-02"
"1","1","00002","0003",,"270",,"2018-07-01","2018-12-31","4","Y7","0","001","1000020003360","2018-07-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2018-07-01","2018-06-01"
"1","1","00002","0003",,"270",,"2019-01-01","2019-06-30","4","Y7","0","001","1000020003360","2019-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2019-01-01","2018-06-01"
"1","1","00002","0023",,"270",,"2016-07-01","2016-12-31","4","T2","0","001","1000020023360","2016-07-01","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2016-07-01","2016-06-03"
"1","1","00002","0023",,"270",,"2017-01-01","2017-06-30","4","T2","0","001","1000020023360","2017-01-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2017-01-01","2016-06-03"
"1","1","00002","0023",,"270",,"2017-07-01","2017-12-31","4","T2","0","001","1000020023360","2017-07-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2017-07-01","2017-06-02"
"1","1","00002","0023",,"270",,"2018-01-01","2018-06-30","4","T2","0","001","1000020023360","2018-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2018-01-01","2017-06-02"
"1","1","00002","0023",,"270",,"2018-07-01","2018-12-31","4","T2","0","001","1000020023360","2018-07-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2018-07-01","2018-06-01"
"1","1","00002","0023",,"270",,"2019-01-01","2019-06-30","4","T2","0","001","1000020023360","2019-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2019-01-01","2018-06-01"
"1","1","00003","0004",,"270",,"2017-07-01","2017-09-30","4","V1","0","002","1000030004360","2017-07-17","00000000001.19","00000000001.19","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2017-07-01","2017-06-02"
"1","1","00003","0004",,"270",,"2017-10-01","2017-12-31","4","V1","0","002","1000030004360","2017-10-16","00000000001.19","00000000001.19","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2017-10-01","2017-06-02"
"1","1","00003","0004",,"270",,"2018-01-01","2018-03-31","4","V1","0","008","1000030004360","2018-01-16","00000000001.18","00000000001.18","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2018-01-01","2017-06-02"
"1","1","00003","0004",,"270",,"2018-04-01","2018-06-30","4","V1","0","008","1000030004360","2018-04-16","00000000001.18","00000000001.18","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2018-04-01","2017-06-02"
"1","1","00003","0004",,"270",,"2018-07-01","2018-09-30","4","V1","0","005","1000030004360","2018-07-16","00000000001.18","00000000001.18","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2018-07-01","2018-06-01"
"1","1","00003","0004",,"270",,"2018-10-01","2018-12-31","4","V1","0","003","1000030004360","2018-10-15","00000000001.18","00000000001.18","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2018-10-01","2018-06-01"
"1","1","00003","0004",,"270",,"2019-01-01","2019-03-31","4","V1","0","003","1000030004360","2019-01-15","00000000001.18","00000000001.18","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2019-01-01","2018-06-01"
"1","1","00003","0004",,"270",,"2019-04-01","2019-06-30","4","V1","0","003","1000030004360","2019-04-15","00000000001.18","00000000001.18","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2019-04-01","2018-06-01"
"1","1","00003","0010",,"270",,"2016-07-01","2016-12-31","4","Z9","0","001","1000030010360","2016-07-01","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2016-07-01","2016-06-03"
"1","1","00003","0010",,"270",,"2017-01-01","2017-06-30","4","Z9","0","001","1000030010360","2017-01-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2016-06-03","2017-01-01","2016-06-03"
"1","1","00003","0010",,"270",,"2017-07-01","2017-12-31","4","Z9","0","001","1000030010360","2017-07-03","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2017-07-01","2017-06-02"
"1","1","00003","0010",,"270",,"2018-01-01","2018-06-30","4","Z9","0","001","1000030010360","2018-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2017-06-02","2018-01-01","2017-06-02"
"1","1","00003","0010",,"270",,"2018-07-01","2018-12-31","4","O2","0","001","1000030010360","2018-07-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2018-07-01","2018-06-01"
"1","1","00003","0010",,"270",,"2019-01-01","2019-06-30","4","O2","0","001","1000030010360","2019-01-02","00000000000.00","00000000000.00","00000000000.00","00000000000.00","00000000000.00","2018-06-01","2019-01-01","2018-06-01"
"1","1","00004","1001",,"019","92000","2015-07-01","2015-12-31","4","RB","0","004","1000041001360","2015-07-01","00000003778.14","00000003778.14","00000000000.00","00000000000.00","00000000000.00","2015-08-21","2015-07-01","2015-06-19"
"1","1","00004","1001",,"019","92000","2016-01-01","2016-06-30","4","RB","0","006","1000041001360","2016-01-04","00000003778.14","00000003778.14","00000000000.00","00000000000.00","00000000000.00","2016-02-19","2016-01-01","2015-12-15"
"1","1","00004","1001",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041001360","2016-07-01","00000003804.20","00000003804.20","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1001",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041001360","2017-01-03","00000003804.20","00000003804.20","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1001",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041001360","2017-07-03","00000003873.56","00000003873.56","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1001",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041001360","2018-01-02","00000003873.56","00000003873.56","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1001",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041001360","2018-07-02","00000005068.66","00000005068.66","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1001",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041001360","2019-01-02","00000005068.66","00000000000.00","00000000000.00","00000000000.00","00000005068.66","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1001",,"058",,"2015-11-28","2015-11-28","4","RB","0","008","1000041001360","2016-01-04","00000000595.00","00000000712.66","00000000117.66","00000000000.00","00000000000.00","2017-02-24","2016-01-01","2016-12-17"
"1","1","00004","1001",,"058",,"2016-02-27","2016-02-27","4","RB","0","007","1000041001360","2016-04-01","00000000420.00","00000000480.99","00000000060.99","00000000000.00","00000000000.00","2017-02-24","2016-04-01","2016-12-17"
"1","1","00004","1001",,"058",,"2016-02-28","2016-02-28","4","RB","0","007","1000041001360","2016-04-01","00000000210.00","00000000240.49","00000000030.49","00000000000.00","00000000000.00","2017-02-24","2016-04-01","2016-12-17"
"1","1","00004","1001",,"058",,"2017-08-28","2017-08-28","4","RB","0","005","1000041001360","2017-10-02","00000000553.33","00000000579.01","00000000025.68","00000000000.00","00000000000.00","2018-02-23","2017-10-01","2018-01-11"
"1","1","00004","1001",,"270",,"2015-07-01","2015-12-31","4","RB","0","005","1000041001360","2015-07-01","00000126034.60","00000126034.60","00000000000.00","00000000000.00","00000000000.00","2015-08-21","2015-07-01","2015-06-19"
"1","1","00004","1001",,"270",,"2016-01-01","2016-06-30","4","RB","0","008","1000041001360","2016-01-04","00000125138.84","00000125138.84","00000000000.00","00000000000.00","00000000000.00","2016-02-19","2016-01-01","2015-12-15"
"1","1","00004","1001",,"270",,"2016-07-01","2016-12-31","4","RB","0","005","1000041001360","2016-07-01","00000128555.46","00000128555.46","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1001",,"270",,"2017-01-01","2017-06-30","4","RB","0","008","1000041001360","2017-01-03","00000126555.80","00000126555.80","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1001",,"270",,"2017-07-01","2017-12-31","4","RB","0","005","1000041001360","2017-07-03","00000130871.52","00000130871.52","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1001",,"270",,"2018-01-01","2018-06-30","4","RB","0","008","1000041001360","2018-01-02","00000129370.72","00000129370.72","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1001",,"270",,"2018-07-01","2018-12-31","4","RB","0","005","1000041001360","2018-07-02","00000136082.75","00000136082.75","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1001",,"270",,"2019-01-01","2019-06-30","4","RB","D","005","1000041001360","2019-01-02","00000136159.06","00000000000.00","00000000000.00","00000000000.00","00000136159.06","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1002",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041002360","2016-07-01","00000005513.00","00000005513.00","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1002",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041002360","2017-01-03","00000005513.00","00000005513.00","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1002",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041002360","2017-07-03","00000005613.52","00000005613.52","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1002",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041002360","2018-01-02","00000005613.52","00000005613.52","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1002",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041002360","2018-07-02","00000007345.46","00000007345.46","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1002",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041002360","2019-01-02","00000007345.46","00000000000.00","00000000000.00","00000000000.00","00000007345.46","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1002",,"270",,"2016-07-01","2016-12-31","4","RB","0","005","1000041002360","2016-07-01","00000174226.76","00000174226.76","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1002",,"270",,"2017-01-01","2017-06-30","4","RB","0","008","1000041002360","2017-01-03","00000171336.86","00000171336.86","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1002",,"270",,"2017-07-01","2017-12-31","4","RB","0","005","1000041002360","2017-07-03","00000177573.94","00000177573.94","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1002",,"270",,"2018-01-01","2018-06-30","4","RB","0","008","1000041002360","2018-01-02","00000175405.00","00000175405.00","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1002",,"270",,"2018-07-01","2018-12-31","4","RB","0","005","1000041002360","2018-07-02","00000188312.84","00000188312.84","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1002",,"270",,"2019-01-01","2019-06-30","4","RB","D","005","1000041002360","2019-01-02","00000189064.72","00000000000.00","00000000000.00","00000000000.00","00000189064.72","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1003",,"019","92000","2016-07-01","2016-12-31","4","RK","0","004","1000041003360","2016-07-01","00000005995.52","00000005995.52","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1003",,"019","92000","2017-01-01","2017-06-30","4","RK","0","006","1000041003360","2017-01-03","00000005995.52","00000005995.52","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1003",,"019","92000","2017-07-01","2017-12-31","4","RK","0","004","1000041003360","2017-07-03","00000006104.84","00000006104.84","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1003",,"019","92000","2018-01-01","2018-06-30","4","RK","0","006","1000041003360","2018-01-02","00000006104.84","00000006104.84","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1003",,"019","92000","2018-07-01","2018-12-31","4","RK","0","004","1000041003360","2018-07-02","00000007988.34","00000007988.34","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1003",,"019","92000","2019-01-01","2019-06-30","4","RK","D","004","1000041003360","2019-01-02","00000007988.34","00000000000.00","00000000000.00","00000000000.00","00000007988.34","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1003",,"270",,"2016-07-01","2016-12-31","4","RK","0","004","1000041003360","2016-07-01","00000385689.34","00000385689.34","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-06-20"
"1","1","00004","1003",,"270",,"2017-01-01","2017-06-30","4","RK","0","007","1000041003360","2017-01-03","00000379753.44","00000379753.44","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2016-12-17"
"1","1","00004","1003",,"270",,"2017-07-01","2017-12-31","4","RK","0","004","1000041003360","2017-07-03","00000396814.82","00000396814.82","00000000000.00","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-06-19"
"1","1","00004","1003",,"270",,"2018-01-01","2018-06-30","4","RK","0","007","1000041003360","2018-01-02","00000392311.54","00000392311.54","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2017-12-19"
"1","1","00004","1003",,"270",,"2018-07-01","2018-12-31","4","RK","0","004","1000041003360","2018-07-02","00000403983.72","00000403983.72","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-06-19"
"1","1","00004","1003",,"270",,"2019-01-01","2019-06-30","4","RK","D","004","1000041003360","2019-01-02","00000403983.72","00000000000.00","00000000000.00","00000000000.00","00000403983.72","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1004",,"019","92000","2016-07-01","2016-12-31","4","RB","0","004","1000041004360","2016-07-01","00000000952.08","00000000952.08","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-07-01"
"1","1","00004","1004",,"019","92000","2017-01-01","2017-06-30","4","RB","0","006","1000041004360","2017-01-03","00000000952.08","00000000952.08","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2017-01-04"
"1","1","00004","1004",,"019","92000","2017-07-01","2017-12-31","4","RB","0","004","1000041004360","2017-07-03","00000000969.44","00000000971.35","00000000001.91","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
"1","1","00004","1004",,"019","92000","2018-01-01","2018-06-30","4","RB","0","006","1000041004360","2018-01-02","00000000969.44","00000000969.44","00000000000.00","00000000000.00","00000000000.00","2018-02-23","2018-01-01","2018-01-11"
"1","1","00004","1004",,"019","92000","2018-07-01","2018-12-31","4","RB","0","004","1000041004360","2018-07-02","00000001268.54","00000001268.54","00000000000.00","00000000000.00","00000000000.00","2018-08-24","2018-07-01","2018-07-02"
"1","1","00004","1004",,"019","92000","2019-01-01","2019-06-30","4","RB","D","004","1000041004360","2019-01-02","00000001268.54","00000000000.00","00000000000.00","00000000000.00","00000001268.54","2018-11-16","2019-01-01","2019-01-01"
"1","1","00004","1004",,"270",,"2016-07-01","2016-12-31","4","RB","0","005","1000041004360","2016-07-01","00000027122.72","00000027122.72","00000000000.00","00000000000.00","00000000000.00","2016-08-26","2016-07-01","2016-07-01"
"1","1","00004","1004",,"270",,"2017-01-01","2017-06-30","4","RB","0","008","1000041004360","2017-01-03","00000026609.76","00000026609.76","00000000000.00","00000000000.00","00000000000.00","2017-02-24","2017-01-01","2017-01-04"
"1","1","00004","1004",,"270",,"2017-07-01","2017-12-31","4","RB","0","005","1000041004360","2017-07-03","00000027716.86","00000027771.57","00000000054.71","00000000000.00","00000000000.00","2017-08-25","2017-07-01","2017-07-06"
