"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge"
"2","2019-04-15T10:01:22.000","2019-04-15T10:17:19.000","1","1.45","1","N","100","233","1","11","0","0.5","2.86","0","0.3","17.16","2.5"
"1","2019-04-15T09:03:36.000","2019-04-15T09:08:35.000","1","1.00","1","N","164","113","1","5.5","2.5","0.5","1","0","0.3","9.8","2.5"
"1","2019-04-15T09:11:28.000","2019-04-15T09:20:02.000","1","1.50","1","N","113","246","1","8","2.5","0.5","2.25","0","0.3","13.55","2.5"
"1","2019-04-15T09:30:31.000","2019-04-15T09:38:25.000","1","0.50","1","N","48","68","1","6.5","2.5","0.5","1.95","0","0.3","11.75","2.5"
"1","2019-04-15T09:52:11.000","2019-04-15T10:21:49.000","1","3.10","1","N","100","140","2","19","2.5","0.5","0","0","0.3","22.3","2.5"
"2","2019-04-15T09:19:47.000","2019-04-15T09:28:08.000","1","0.88","1","N","249","114","1","7","0","0.5","2.06","0","0.3","12.36","2.5"
"2","2019-04-15T09:34:50.000","2019-04-15T09:52:51.000","1","1.55","1","N","107","230","1","12","0","0.5","1","0","0.3","16.3","2.5"
"2","2019-04-15T09:57:12.000","2019-04-15T10:12:23.000","1","1.63","1","N","230","107","1","10.5","0","0.5","2.76","0","0.3","16.56","2.5"
"1","2019-04-15T09:45:13.000","2019-04-15T10:22:49.000","1","8.40","1","N","138","162","1","30","2.5","0.5","7.85","6.12","0.3","47.27","2.5"
"1","2019-04-15T09:01:15.000","2019-04-15T09:07:39.000","1","1.20","1","N","239","237","1","6.5","2.5","0.5","1.5","0","0.3","11.3","2.5"
"1","2019-04-15T09:19:56.000","2019-04-15T09:50:22.000","1","3.00","1","N","236","230","1","19.5","2.5","0.5","1.2","0","0.3","24","2.5"
"1","2019-04-15T09:17:16.000","2019-04-15T09:22:41.000","1","0.30","1","N","230","161","1","5","2.5","0.5","3","0","0.3","11.3","2.5"
"1","2019-04-15T09:27:35.000","2019-04-15T09:36:42.000","1","1.00","1","N","161","237","1","7.5","2.5","0.5","1.5","0","0.3","12.3","2.5"
"1","2019-04-15T09:41:05.000","2019-04-15T09:46:52.000","1","0.50","1","N","237","237","1","5.5","2.5","0.5","1.32","0","0.3","10.12","2.5"
"2","2019-04-15T09:03:04.000","2019-04-15T09:30:06.000","3","3.62","1","N","148","234","1","18.5","0","0.5","5.45","0","0.3","27.25","2.5"
"1","2019-04-15T09:01:55.000","2019-04-15T09:14:30.000","0","2.10","1","N","229","236","1","10","2.5","0.5","1","0","0.3","14.3","2.5"
"1","2019-04-15T09:35:42.000","2019-04-15T09:42:24.000","1","0.90","1","N","237","262","1","6","2.5","0.5","1","0","0.3","10.3","2.5"
"1","2019-04-15T09:47:00.000","2019-04-15T09:58:54.000","1","2.10","1","N","262","162","1","10.5","2.5","0.5","2.07","0","0.3","15.87","2.5"
"2","2019-04-15T09:02:13.000","2019-04-15T09:23:34.000","1","2.24","1","N","142","162","2","14.5","0","0.5","0","0","0.3","17.8","2.5"
"2","2019-04-15T09:28:53.000","2019-04-15T09:55:33.000","1","5.87","1","N","233","261","2","23.5","0","0.5","0","0","0.3","26.8","2.5"
"2","2019-04-15T09:28:03.000","2019-04-15T09:33:47.000","1","0.93","1","N","151","238","1","6","0","0.5","1.86","0","0.3","11.16","2.5"
"2","2019-04-15T09:41:03.000","2019-04-15T09:55:02.000","1","1.84","1","N","143","43","1","10.5","0","0.5","2.76","0","0.3","16.56","2.5"
"1","2019-04-15T09:09:09.000","2019-04-15T09:25:48.000","1","1.70","1","N","142","140","1","11.5","2.5","0.5","2.95","0","0.3","17.75","2.5"
"1","2019-04-15T09:29:25.000","2019-04-15T09:41:04.000","1","1.30","1","N","140","237","1","9","2.5","0.5","1","0","0.3","13.3","2.5"
"1","2019-04-15T09:23:00.000","2019-04-15T09:30:17.000","1","0.90","1","N","161","100","1","6.5","2.5","0.5","2.9","0","0.3","12.7","2.5"
"1","2019-04-15T09:35:39.000","2019-04-15T09:46:07.000","1","1.00","1","N","186","230","1","8","2.5","0.5","2.25","0","0.3","13.55","2.5"
"1","2019-04-15T09:51:55.000","2019-04-15T10:17:56.000","2","4.20","1","N","230","231","3","20","2.5","0.5","0","0","0.3","23.3","2.5"
"2","2019-04-15T08:59:50.000","2019-04-15T09:04:55.000","1","0.70","1","N","234","164","1","5.5","0","0.5","0.5","0","0.3","9.3","2.5"
"2","2019-04-15T09:06:17.000","2019-04-15T09:14:14.000","1","1.08","1","N","164","161","1","7","0","0.5","2.06","0","0.3","12.36","2.5"
"2","2019-04-15T09:39:32.000","2019-04-15T09:55:51.000","1","1.32","1","N","233","164","2","11","0","0.5","0","0","0.3","14.3","2.5"
"2","2019-04-15T09:30:52.000","2019-04-15T10:25:18.000","1","10.90","1","N","138","161","1","40","0","0.5","8","6.12","0.3","57.42","2.5"
"1","2019-04-15T09:28:38.000","2019-04-15T09:44:24.000","1","2.00","1","N","238","163","1","12","2.5","0.5","0","0","0.3","15.3","2.5"
"1","2019-04-15T09:50:26.000","2019-04-15T09:56:13.000","2","0.70","1","N","163","100","1","5.5","2.5","0.5","2.2","0","0.3","11","2.5"
"1","2019-04-15T09:04:46.000","2019-04-15T09:35:13.000","1","4.40","1","N","158","140","1","20.5","2.5","0.5","5","0","0.3","28.8","2.5"
"1","2019-04-15T09:53:18.000","2019-04-15T09:59:54.000","1","1.80","1","N","236","142","1","7.5","2.5","0.5","2.15","0","0.3","12.95","2.5"
"2","2019-04-15T09:38:14.000","2019-04-15T09:41:57.000","1","0.47","1","N","229","233","1","4","0","0.5","0.75","0","0.3","8.05","2.5"
"2","2019-04-15T09:47:34.000","2019-04-15T10:06:12.000","1","1.37","1","N","162","163","1","12","0","0.5","3.06","0","0.3","18.36","2.5"
"2","2019-04-15T08:59:47.000","2019-04-15T09:03:23.000","2","0.83","1","N","48","50","1","5","0","0.5","1","0","0.3","9.3","2.5"
"2","2019-04-15T09:06:51.000","2019-04-15T09:37:17.000","1","5.93","1","N","48","88","1","23.5","0","0.5","5.36","0","0.3","32.16","2.5"
"1","2019-04-15T09:35:51.000","2019-04-15T10:15:41.000","1","9.40","1","N","138","234","1","32","2.5","0.5","8.25","6.12","0.3","49.67","2.5"
"1","2019-04-15T09:13:51.000","2019-04-15T09:16:49.000","1","0.50","1","N","161","161","2","4","2.5","0.5","0","0","0.3","7.3","2.5"
"1","2019-04-15T09:28:26.000","2019-04-15T09:35:46.000","1","0.60","1","N","237","237","2","6.5","2.5","0.5","0","0","0.3","9.8","2.5"
"1","2019-04-15T09:39:32.000","2019-04-15T09:46:06.000","1","0.90","1","N","237","237","2","6","2.5","0.5","0","0","0.3","9.3","2.5"
"1","2019-04-15T09:49:33.000","2019-04-15T10:24:44.000","1","16.50","2","N","162","132","1","52","2.5","0.5","10","0","0.3","65.3","2.5"
"1","2019-04-15T09:23:32.000","2019-04-15T09:43:36.000","1","4.80","1","N","48","166","1","18.5","2.5","0.5","4.35","0","0.3","26.15","2.5"
"1","2019-04-15T09:25:33.000","2019-04-15T09:29:41.000","1","0.60","1","N","263","263","2","5","2.5","0.5","0","0","0.3","8.3","2.5"
"1","2019-04-15T09:34:24.000","2019-04-15T09:41:01.000","1","1.30","1","N","236","238","1","6.5","2.5","0.5","1.95","0","0.3","11.75","2.5"
"1","2019-04-15T09:45:02.000","2019-04-15T09:54:17.000","1","1.80","1","N","239","75","1","8.5","2.5","0.5","2.35","0","0.3","14.15","2.5"
"1","2019-04-15T09:58:03.000","2019-04-15T10:03:58.000","1","1.10","1","N","236","237","1","6","2.5","0.5","0.93","0","0.3","10.23","2.5"
"2","2019-04-15T09:07:19.000","2019-04-15T09:15:47.000","1","0.66","1","N","170","161","2","7","0","0.5","0","0","0.3","10.3","2.5"
"2","2019-04-15T09:35:26.000","2019-04-15T09:39:26.000","1","0.60","1","N","107","170","1","4.5","0","0.5","0.78","0","0.3","8.58","2.5"
"2","2019-04-15T09:49:35.000","2019-04-15T09:56:22.000","1","0.94","1","N","229","237","2","6.5","0","0.5","0","0","0.3","9.8","2.5"
"2","2019-04-15T08:56:31.000","2019-04-15T09:08:42.000","1","0.83","1","N","48","163","1","9","0","0.5","0","0","0.3","12.3","2.5"
"2","2019-04-15T09:18:11.000","2019-04-15T09:45:28.000","1","4.42","1","N","163","231","1","19.5","0","0.5","2","0","0.3","24.8","2.5"
"1","2019-04-15T09:59:22.000","2019-04-15T11:05:50.000","2","15.10","1","N","167","231","1","53","0","0.5","0","6.12","0.3","59.92","0"
"2","2019-04-15T09:19:43.000","2019-04-15T09:26:30.000","1","0.86","1","N","94","136","1","6","0","0.5","0","0","0.3","6.8","0"
"1","2019-04-15T09:11:01.000","2019-04-15T09:30:33.000","1","2.30","1","N","237","234","2","13.5","2.5","0.5","0","0","0.3","16.8","2.5"
"1","2019-04-15T09:38:44.000","2019-04-15T09:48:09.000","2","1.00","1","N","234","249","2","7.5","2.5","0.5","0","0","0.3","10.8","2.5"
"2","2019-04-15T09:55:47.000","2019-04-15T10:05:21.000","1","1.34","1","N","97","49","1","8","0","0.5","0","0","0.3","8.8","0"
"2","2019-04-15T09:35:02.000","2019-04-15T09:48:29.000","1","0.91","1","N","186","137","2","9.5","0","0.5","0","0","0.3","12.8","2.5"
"2","2019-04-15T09:52:35.000","2019-04-15T10:06:44.000","1","1.59","1","N","137","162","2","10","0","0.5","0","0","0.3","13.3","2.5"
"2","2019-04-15T09:53:20.000","2019-04-15T10:12:12.000","1","5.89","1","N","13","170","1","19","0","0.5","6.69","0","0.3","28.99","2.5"
"1","2019-04-15T09:10:00.000","2019-04-15T09:14:54.000","1","0.70","1","N","236","75","1","5","2.5","0.5","1","0","0.3","9.3","2.5"
"1","2019-04-15T09:16:19.000","2019-04-15T09:18:30.000","1","0.40","1","N","75","236","1","3.5","2.5","0.5","1.35","0","0.3","8.15","2.5"
"1","2019-04-15T09:20:14.000","2019-04-15T09:29:59.000","1","1.40","1","N","236","141","1","8","2.5","0.5","1.5","0","0.3","12.8","2.5"
"2","2019-04-15T09:00:48.000","2019-04-15T09:11:06.000","1","2.33","1","N","161","262","1","9.5","0","0.5","2","0","0.3","14.8","2.5"
"2","2019-04-15T09:13:36.000","2019-04-15T09:19:57.000","1","1.76","1","N","262","74","1","7","0","0.5","2.06","0","0.3","12.36","2.5"
"2","2019-04-15T09:28:02.000","2019-04-15T09:38:17.000","1","1.82","1","N","75","140","2","9","0","0.5","0","0","0.3","12.3","2.5"
"2","2019-04-15T09:40:51.000","2019-04-15T09:41:10.000","1","0.01","1","N","264","264","2","2.5","0","0.5","0","0","0.3","3.3","0"
"2","2019-04-15T08:54:05.000","2019-04-15T09:00:05.000","1","1.19","1","N","239","236","1","6.5","0","0.5","2.45","0","0.3","12.25","2.5"
"2","2019-04-15T09:09:44.000","2019-04-15T09:21:41.000","1","1.83","1","N","237","163","2","9.5","0","0.5","0","0","0.3","12.8","2.5"
"2","2019-04-15T09:33:06.000","2019-04-15T09:43:21.000","1","1.84","1","N","43","43","1","9.5","0","0.5","1","0","0.3","13.8","2.5"
"2","2019-04-15T09:48:27.000","2019-04-15T09:52:29.000","1","0.94","1","N","236","237","1","5","0","0.5","0.83","0","0.3","9.13","2.5"
"2","2019-04-15T09:25:41.000","2019-04-15T10:01:03.000","5","10.63","1","N","138","215","2","33","0","0.5","0","0","0.3","33.8","0"
"2","2019-04-15T09:26:55.000","2019-04-15T09:29:58.000","2","0.68","1","N","79","234","1","4.5","0","0.5","1","0","0.3","8.8","2.5"
"2","2019-04-15T09:36:15.000","2019-04-15T09:45:46.000","2","1.05","1","N","164","162","2","7.5","0","0.5","0","0","0.3","10.8","2.5"
"2","2019-04-15T09:54:45.000","2019-04-15T10:05:54.000","2","1.43","1","N","229","236","1","9","0","0.5","1.75","0","0.3","14.05","2.5"
"1","2019-04-15T09:16:05.000","2019-04-15T09:42:54.000","1","2.40","1","N","237","234","1","16.5","2.5","0.5","2","0","0.3","21.8","2.5"
"1","2019-04-15T09:49:41.000","2019-04-15T10:00:24.000","1","1.40","1","N","68","230","1","8.5","2.5","0.5","2.35","0","0.3","14.15","2.5"
"2","2019-04-15T09:03:39.000","2019-04-15T09:21:33.000","2","2.53","1","N","211","162","1","13.5","0","0.5","3.36","0","0.3","20.16","2.5"
"2","2019-04-15T09:25:17.000","2019-04-15T09:28:14.000","2","0.58","1","N","162","162","1","4.5","0","0.5","1.56","0","0.3","9.36","2.5"
"2","2019-04-15T09:32:49.000","2019-04-15T09:40:43.000","2","1.26","1","N","229","237","1","7","0","0.5","3.09","0","0.3","13.39","2.5"
"2","2019-04-15T09:44:45.000","2019-04-15T10:08:00.000","2","2.36","1","N","237","164","1","15.5","0","0.5","1","0","0.3","19.8","2.5"
"2","2019-04-15T09:28:02.000","2019-04-15T09:40:53.000","1","1.70","1","N","237","107","1","10","0","0.5","1.5","0","0.3","14.8","2.5"
"1","2019-04-15T09:57:06.000","2019-04-15T09:59:17.000","1","0.00","5","N","230","230","1","58","0","0","0.02","0","0.3","58.32","0"
"2","2019-04-15T09:27:02.000","2019-04-15T09:31:05.000","5","0.74","1","N","263","236","1","5","0","0.5","1.66","0","0.3","9.96","2.5"
"1","2019-04-15T09:42:41.000","2019-04-15T09:52:45.000","1","0.80","1","N","211","158","1","7.5","2.5","0.5","2.7","0","0.3","13.5","2.5"
"1","2019-04-15T09:36:33.000","2019-04-15T09:54:43.000","1","2.60","1","N","262","74","2","14","2.5","0.5","0","0","0.3","17.3","2.5"
"1","2019-04-15T09:15:31.000","2019-04-15T09:19:48.000","1","0.90","1","N","13","231","1","5.5","2.5","0.5","1.75","0","0.3","10.55","2.5"
"1","2019-04-15T09:27:54.000","2019-04-15T09:40:46.000","1","3.30","1","N","211","45","2","13.5","2.5","0.5","0","0","0.3","16.8","2.5"
"1","2019-04-15T09:57:51.000","2019-04-15T10:08:10.000","1","1.60","1","N","79","234","1","8.5","2.5","0.5","1","0","0.3","12.8","2.5"
"2","2019-04-15T09:07:44.000","2019-04-15T09:32:27.000","2","12.10","1","N","79","138","2","34","0","0.5","0","6.12","0.3","43.42","2.5"
"2","2019-04-15T09:58:59.000","2019-04-15T10:33:32.000","2","8.32","1","N","138","263","2","29","0","0.5","0","6.12","0.3","38.42","2.5"
"2","2019-04-15T08:59:31.000","2019-04-15T09:28:17.000","5","3.10","1","N","162","114","2","18.5","0","0.5","0","0","0.3","21.8","2.5"
"2","2019-04-15T09:31:38.000","2019-04-15T09:55:29.000","5","5.99","1","N","211","262","1","21","0","0.5","4.86","0","0.3","29.16","2.5"
"2","2019-04-15T09:52:21.000","2019-04-15T10:15:49.000","2","3.38","1","N","74","244","1","17","0","0.5","1.5","0","0.3","19.3","0"
"2","2019-04-15T09:04:49.000","2019-04-15T10:01:07.000","2","9.86","1","N","138","68","1","40","0","0.5","12.36","6.12","0.3","61.78","2.5"
"2","2019-04-15T09:14:27.000","2019-04-15T09:20:43.000","1","1.11","1","N","186","230","1","6.5","0","0.5","1","0","0.3","10.8","2.5"
"2","2019-04-15T09:24:55.000","2019-04-15T09:35:51.000","1","1.50","1","N","163","230","1","8.5","0","0.5","2.36","0","0.3","14.16","2.5"
"2","2019-04-15T09:38:25.000","2019-04-15T09:50:55.000","1","2.03","1","N","230","90","1","10","0","0.5","2.66","0","0.3","15.96","2.5"
"2","2019-04-15T09:12:29.000","2019-04-15T09:41:17.000","2","4.56","1","N","246","140","1","20.5","0","0.5","4.76","0","0.3","28.56","2.5"
"2","2019-04-15T08:54:23.000","2019-04-15T09:20:24.000","1","0.69","1","N","237","161","2","7","0","0.5","0","0","0.3","10.3","2.5"
"2","2019-04-15T09:36:08.000","2019-04-15T09:46:18.000","2","0.86","1","N","143","48","1","7.5","0","0.5","2.16","0","0.3","12.96","2.5"
"2","2019-04-15T09:51:33.000","2019-04-15T10:27:22.000","2","11.22","1","N","48","14","2","36","0","0.5","0","6.12","0.3","45.42","2.5"
"1","2019-04-15T09:01:21.000","2019-04-15T09:07:03.000","1","0.90","1","N","75","263","1","6","2.5","0.5","2.75","0","0.3","12.05","2.5"
"1","2019-04-15T09:13:28.000","2019-04-15T09:28:56.000","1","2.30","1","N","236","143","1","12","2.5","0.5","3.05","0","0.3","18.35","2.5"
"1","2019-04-15T09:36:35.000","2019-04-15T09:42:16.000","1","0.90","1","N","239","238","2","6","2.5","0.5","0","0","0.3","9.3","2.5"
"1","2019-04-15T09:43:49.000","2019-04-15T10:05:15.000","1","4.30","1","N","238","246","1","17.5","2.5","0.5","1.5","0","0.3","22.3","2.5"
"1","2019-04-15T09:07:58.000","2019-04-15T09:16:00.000","1","1.00","1","N","68","48","2","7","2.5","0.5","0","0","0.3","10.3","2.5"
"1","2019-04-15T09:21:02.000","2019-04-15T09:55:50.000","2","10.00","1","N","163","138","1","34","2.5","0.5","13","6.12","0.3","56.42","2.5"
"1","2019-04-15T09:00:56.000","2019-04-15T09:13:45.000","1","3.00","1","N","246","238","1","12.5","2.5","0.5","3.15","0","0.3","18.95","2.5"
"1","2019-04-15T09:15:07.000","2019-04-15T09:37:06.000","1","3.20","1","N","239","233","1","15.5","2.5","0.5","2.5","0","0.3","21.3","2.5"
"1","2019-04-15T09:48:04.000","2019-04-15T10:00:04.000","1","1.10","1","N","229","170","2","9","2.5","0.5","0","0","0.3","12.3","2.5"
"2","2019-04-15T09:09:19.000","2019-04-15T09:16:46.000","3","2.00","1","N","65","231","2","9","0","0.5","0","0","0.3","12.3","2.5"
"2","2019-04-15T09:00:32.000","2019-04-15T09:28:04.000","1","10.37","1","N","132","93","2","31","0","0.5","0","0","0.3","31.8","0"
"2","2019-04-15T09:29:27.000","2019-04-15T10:02:30.000","1","8.60","2","N","138","262","2","52","0","0.5","0","6.12","0.3","61.42","2.5"
"2","2019-04-15T09:12:25.000","2019-04-15T09:33:31.000","5","2.54","1","N","143","68","1","14.5","0","0.5","0.5","0","0.3","18.3","2.5"
"2","2019-04-15T09:38:39.000","2019-04-15T09:57:42.000","5","2.12","1","N","68","161","2","13","0","0.5","0","0","0.3","16.3","2.5"
"2","2019-04-15T09:22:59.000","2019-04-15T09:45:10.000","5","4.23","1","N","88","246","1","18","0","0.5","4.26","0","0.3","25.56","2.5"
"2","2019-04-15T09:46:06.000","2019-04-15T10:00:41.000","1","3.77","1","N","45","233","2","15","0","0.5","0","0","0.3","18.3","2.5"
"2","2019-04-15T09:25:29.000","2019-04-15T09:37:45.000","3","4.33","1","N","142","166","1","15","0","0.5","3.66","0","0.3","21.96","2.5"
