"evnt_key","violation_date","violation_time","chg_law_cd","violation_code","veh_category","city_nm","rpt_owning_cmd","x_coord_cd","y_coord_cd","latitude","longitude","location_point","juris_cd"
"262996936","2023-02-03T00:00:00.000","21:24:48","VTL","1142B","CAR/SUV","QUEENS","413","1031458","200550","40.71702243","-73.82970444","POINT (-73.82970444 40.71702243)","01"
"262688930","2023-01-29T00:00:00.000","18:30:08","VTL","1111D1N","CAR/SUV","MANHATTAN","019","997126","225367","40.78524712","-73.95350386","POINT (-73.95350386 40.78524712)","01"
"262092816","2023-01-18T00:00:00.000","07:58:00","VTL","4021B2","CAR/SUV","STATEN ISLAND","123","930969","131549","40.527587","-74.191658","POINT (-74.191658 40.527587)","01"
"261867935","2023-01-13T00:00:00.000","17:08:18","VTL","1163AT","CAR/SUV","BRONX","052","1008387","253290","40.86186421","-73.91273918","POINT (-73.91273918 40.86186421)","01"
"263255010","2023-02-08T00:00:00.000","18:30:00","VTL","4021B1","CAR/SUV","BROOKLYN","088","990849","189579","40.68702483","-73.97620565","POINT (-73.97620565 40.68702483)","01"
"262424018","2023-01-24T00:00:00.000","20:47:00","VTL","37512A2","CAR/SUV","BROOKLYN","079","997913","189283","40.68620429","-73.95073523","POINT (-73.95073523 40.68620429)","01"
"263848563","2023-02-18T00:00:00.000","13:24:00","VTL","3191U","CAR/SUV","QUEENS","103","1037266","195756","40.7038229","-73.80878922","POINT (-73.80878922 40.7038229)","01"
"263397577","2023-02-10T00:00:00.000","19:25:00","NYC","406A1","CAR/SUV","BRONX","052","1017478","256069","40.8694704770483","-73.8798608037303","POINT (-73.8798608037303 40.8694704770483)","01"
"262980771","2023-02-03T00:00:00.000","15:52:51","NYC","4014B","CAR/SUV","NEW YORK","411","994244","218713","40.7669956423899","-73.9639223035387","POINT (-73.9639223035387 40.7669956423899)","01"
"262171881","2023-01-19T00:00:00.000","14:41:32","NYC","406A1","CAR/SUV","BRONX","044","1003145","241677","40.83000273","-73.93172294","POINT (-73.93172294 40.83000273)","01"
"261742032","2023-01-11T00:00:00.000","17:21:32","VTL","1163AT","CAR/SUV","BROOKLYN","084","986827","190348","40.68913764","-73.99070768","POINT (-73.99070768 40.68913764)","01"
"263298527","2023-02-09T00:00:00.000","09:00:00","VTL","1110A","CAR/SUV","BRONX","049","1022556","255380","40.86755051","-73.86150311","POINT (-73.86150311 40.86755051)","01"
"262530270","2023-01-26T00:00:00.000","08:04:21","VTL","1111D1N","CAR/SUV","QUEENS","103","1038927","197178","40.70771584","-73.80278703","POINT (-73.80278703 40.70771584)","01"
"261882900","2023-01-13T00:00:00.000","23:22:26","VTL","1180D","CAR/SUV","QUEENS","413","1060937","214139","40.75411429","-73.72320827","POINT (-73.72320827 40.75411429)","01"
"261649258","2023-01-10T00:00:00.000","08:45:13","VTL","1225D","CAR/SUV","QUEENS","111","1045678","215508","40.75798273","-73.77826978","POINT (-73.77826978 40.75798273)","01"
"264445522","2023-03-02T00:00:00.000","17:35:00","VTL","1110A","CAR/SUV","BROOKLYN","070","998767","169858","40.63288559","-73.94769778","POINT (-73.94769778 40.63288559)","01"
"262988717","2023-02-03T00:00:00.000","16:56:00","VTL","4021B1","MCL","BROOKLYN","090","999800","198552","40.71164241","-73.94390987","POINT (-73.94390987 40.71164241)","01"
"261567858","2023-01-08T00:00:00.000","12:34:00","VTL","1110A","CAR/SUV","BRONX","042","1008996","239726","40.82463334","-73.91058756","POINT (-73.91058756 40.82463334)","01"
"263230276","2023-02-08T00:00:00.000","11:44:32","VTL","1180D","CAR/SUV","BRONX","411","1027903","241235","40.82871019","-73.84226435","POINT (-73.84226435 40.82871019)","01"
"261653194","2023-01-10T00:00:00.000","10:06:06","VTL","4011A","CAR/SUV","BRONX","043","1016698","239231","40.82324977","-73.88276106","POINT (-73.88276106 40.82324977)","01"
"261883567","2023-01-14T00:00:00.000","00:20:00","VTL","3752A1","CAR/SUV","BROOKLYN","090","998708","195808","40.70411264","-73.94785469","POINT (-73.94785469 40.70411264)","01"
"262360699","2023-01-23T00:00:00.000","08:27:51","VTL","1111D1N","CAR/SUV","BROOKLYN","068","975628","166422","40.6234622","-74.03105917","POINT (-74.03105917 40.6234622)","01"
"261610391","2023-01-09T00:00:00.000","11:16:00","VTL","1172A","TRUCK/BUS","BRONX","041","1015610","237678","40.81899115","-73.8866994","POINT (-73.8866994 40.81899115)","01"
"262417953","2023-01-24T00:00:00.000","17:51:00","VTL","3752A1","CAR/SUV","QUEENS","101","1044838","156224","40.59526788","-73.78183478","POINT (-73.78183478 40.59526788)","01"
"262455717","2023-01-24T00:00:00.000","06:04:00","VTL","1172A","CAR/SUV","STATEN ISLAND","120","957086","172591","40.64035734","-74.09787811","POINT (-74.09787811 40.64035734)","01"
"262640522","2023-01-28T00:00:00.000","11:02:02","VTL","1180D","CAR/SUV","QUEENS","413","1061029","214155","40.75415741","-73.72287603","POINT (-73.72287603 40.75415741)","01"
"262504935","2023-01-25T00:00:00.000","22:05:00","VTL","4021B1","CAR/SUV","BRONX","048","1016139","246159","40.84226715","-73.88474787","POINT (-73.88474787 40.84226715)","01"
"261397300","2023-01-05T00:00:00.000","03:29:30","NYC","412A3","CAR/SUV","QUEENS","083","1008704","194295","40.69993783","-73.91180788","POINT (-73.91180788 40.69993783)","01"
"261277678","2023-01-03T00:00:00.000","15:00:13","VTL","1110A","CAR/SUV","BROOKLYN","071","994685","180860","40.66308945","-73.96238749","POINT (-73.96238749 40.66308945)","01"
"262254118","2023-01-20T00:00:00.000","23:00:06","VTL","1180D","CAR/SUV","QUEENS","413","1044889","218558","40.76636789","-73.78109161","POINT (-73.78109161 40.76636789)","01"
"264449607","2023-03-02T00:00:00.000","20:00:00","VTL","1180D","CAR/SUV","BROOKLYN","412","972925","164794","40.61899888","-74.04079496","POINT (-74.04079496 40.61899888)","01"
"261423731","2023-01-05T00:00:00.000","15:56:15","VTL","3817","MCL","QUEENS","109","1028807","218723","40.76690818","-73.83914579","POINT (-73.83914579 40.76690818)","01"
"264025557","2023-02-22T00:00:00.000","09:10:00","VTL","1111D3","CAR/SUV","BROOKLYN","077","1004888","182840","40.6685062","-73.92560517","POINT (-73.92560517 40.6685062)","01"
"262988739","2023-02-03T00:00:00.000","18:18:00","VTL","5091","CAR/SUV","BRONX","040","1008655","232374","40.80445511","-73.9118464","POINT (-73.9118464 40.80445511)","01"
"262551946","2023-01-26T00:00:00.000","12:02:00","VTL","4011AG","MCL","MANHATTAN","019","997285","222086","40.776242","-73.952935","POINT (-73.952935 40.776242)","01"
"263072561","2023-02-05T00:00:00.000","17:44:25","VTL","1229C3W","CAR/SUV","BRONX","041","1014509","238113","40.82018895","-73.89067524","POINT (-73.89067524 40.82018895)","01"
"263348551","2023-02-10T00:00:00.000","01:51:34","VTL","5091","CAR/SUV","BROOKLYN","072","985161","182944","40.66881567","-73.99671605","POINT (-73.99671605 40.66881567)","01"
"262122472","2023-01-18T00:00:00.000","23:58:00","VTL","1180D","CAR/SUV","MANHATTAN","412","1004382","257762","40.87415682","-73.92720618","POINT (-73.92720618 40.87415682)","01"
"263291091","2023-02-09T00:00:00.000","05:00:00","VTL","5091","CAR/SUV","BRONX","046","1012701","253506","40.86244422","-73.89714218","POINT (-73.89714218 40.86244422)","01"
"262762121","2023-01-31T00:00:00.000","10:50:00","VTL","37512A2","CAR/SUV","BRONX","050","1009213","257945","40.87463847","-73.90973566","POINT (-73.90973566 40.87463847)","01"
"262111471","2023-01-18T00:00:00.000","16:50:00","VTL","1172A","CAR/SUV","BROOKLYN","081","1006516","187582","40.68151797","-73.91972098","POINT (-73.91972098 40.68151797)","01"
"261347956","2023-01-04T00:00:00.000","14:10:00","VTL","1110A","CAR/SUV","QUEENS","102","1031707","192104","40.69383059","-73.82886433","POINT (-73.82886433 40.69383059)","01"
"262532615","2023-01-26T00:00:00.000","09:01:12","VTL","1225C2A","TRUCK/BUS","STATEN ISLAND","121","945130","170429","40.63437838","-74.14094573","POINT (-74.14094573 40.63437838)","01"
"262892152","2023-02-02T00:00:00.000","08:45:00","NYC","403A1","CAR/SUV","BROOKLYN","071","997054","181094","40.66372862","-73.95384809","POINT (-73.95384809 40.66372862)","01"
"261860570","2023-01-13T00:00:00.000","13:39:51","VTL","4011A","CAR/SUV","BROOKLYN","066","991143","163238","40.61472429","-73.97517248","POINT (-73.97517248 40.61472429)","01"
"264730786","2023-03-08T00:00:00.000","22:52:01","VTL","1180D","CAR/SUV","BRONX","411","1027930","241205","40.82862771","-73.84216699","POINT (-73.84216699 40.82862771)","01"
"261924249","2023-01-14T00:00:00.000","21:45:13","VTL","3191U","CAR/SUV","MANHATTAN","034","1008384","257098","40.87231602","-73.91273631","POINT (-73.91273631 40.87231602)","01"
"263188410","2023-02-08T00:00:00.000","00:35:00","VTL","1111D1E","EBIKE","BROOKLYN","072","984639","179700","40.65991164","-73.99859793","POINT (-73.99859793 40.65991164)","01"
"262254614","2023-01-20T00:00:00.000","21:55:00","VTL","4011A","CAR/SUV","BRONX","048","1012605","246785","40.84399739","-73.89751767","POINT (-73.89751767 40.84399739)","01"
"264777820","2023-03-09T00:00:00.000","11:35:45","VTL","4021B1","CAR/SUV","STATEN ISLAND","120","962896","171647","40.63778217","-74.07694038","POINT (-74.07694038 40.63778217)","01"
"262552034","2023-01-26T00:00:00.000","17:14:09","VTL","1110A","CAR/SUV","NEW YORK","028","997407","233806","40.8084177460021","-73.9524740603515","POINT (-73.9524740603515 40.8084177460021)","01"
"261812006","2023-01-12T00:00:00.000","16:20:00","VTL","37512A2","CAR/SUV","QUEENS","109","1030153","215586","40.75829105","-73.83430806","POINT (-73.83430806 40.75829105)","01"
"264344053","2023-02-28T00:00:00.000","16:27:25","VTL","1111D2A","TRUCK/BUS","MANHATTAN","025","1002019","232093","40.80369968","-73.93581711","POINT (-73.93581711 40.80369968)","01"
"262777677","2023-01-31T00:00:00.000","18:26:24","NYC","403A1","CAR/SUV","MANHATTAN","030","997963","240371","40.8264277","-73.95045075","POINT (-73.95045075 40.8264277)","01"
"262566888","2023-01-27T00:00:00.000","00:05:00","VTL","1110A","CAR/SUV","MANHATTAN","034","1006670","254235","40.86446248","-73.91894337","POINT (-73.91894337 40.86446248)","01"
"262750757","2023-01-31T00:00:00.000","06:22:25","NYC","405B1","CAR/SUV","BROOKLYN","069","1011047","174699","40.64614446","-73.90343589","POINT (-73.90343589 40.64614446)","01"
"262820192","2023-02-01T00:00:00.000","10:19:03","VTL","4011A","CAR/SUV","BRONX","047","1024728","257479","40.87330192","-73.85363749","POINT (-73.85363749 40.87330192)","01"
"262180537","2023-01-19T00:00:00.000","15:08:00","VTL","1229C3A","CAR/SUV","BROOKLYN","070","993918","166897","40.62476489","-73.96517212","POINT (-73.96517212 40.62476489)","01"
"262964656","2023-02-03T00:00:00.000","09:10:00","VTL","1172A","CAR/SUV","BROOKLYN","076","985990","186232","40.67784036","-73.99372685","POINT (-73.99372685 40.67784036)","01"
"262674233","2023-01-29T00:00:00.000","10:42:00","NYC","413","TRUCK/BUS","BRONX","041","1014420","237363","40.81813071","-73.89100017","POINT (-73.89100017 40.81813071)","01"
"263446774","2023-02-11T00:00:00.000","14:39:00","VTL","1172A","CAR/SUV","QUEENS","110","1022767","212000","40.74848366","-73.86098913","POINT (-73.86098913 40.74848366)","01"
"262284058","2023-01-21T00:00:00.000","16:25:00","VTL","1110A","CAR/SUV","QUEENS","100","1042198","154982","40.59187651","-73.79135151","POINT (-73.79135151 40.59187651)","01"
"263493725","2023-02-12T00:00:00.000","18:30:00","VTL","1180D","CAR/SUV","MANHATTAN","411","982612","195885","40.7043439","-74.0059092","POINT (-74.0059092 40.7043439)","01"
"261564842","2023-01-08T00:00:00.000","11:03:00","VTL","1225D","MCL","QUEENS","114","1007684","220655","40.77229224","-73.91539464","POINT (-73.91539464 40.77229224)","01"
"261614626","2023-01-09T00:00:00.000","14:25:00","VTL","1110A","CAR/SUV","MANHATTAN","034","1006670","254235","40.86446248","-73.91894337","POINT (-73.91894337 40.86446248)","01"
"262610161","2023-01-27T00:00:00.000","16:03:25","VTL","1225D","CAR/SUV","BROOKLYN","076","983524","187746","40.68199609","-74.00261757","POINT (-74.00261757 40.68199609)","01"
"264629666","2023-03-06T00:00:00.000","01:15:00","VTL","3752A1I","CAR/SUV","MANHATTAN","005","984870","200431","40.71681346","-73.99776343","POINT (-73.99776343 40.71681346)","01"
"261883265","2023-01-13T00:00:00.000","23:25:00","VTL","1111D1N","CAR/SUV","QUEENS","107","1044383","206450","40.73312977","-73.78302517","POINT (-73.78302517 40.73312977)","01"
"262543883","2023-01-26T00:00:00.000","12:46:00","VTL","22611","MCL","QUEENS","110","1018289","208140","40.73790731","-73.87717009","POINT (-73.87717009 40.73790731)","01"
"262566863","2023-01-26T00:00:00.000","23:35:05","VTL","1180D","CAR/SUV","QUEENS","413","1061071","217903","40.76444429","-73.72268161","POINT (-73.72268161 40.76444429)","01"
"261847335","2023-01-13T00:00:00.000","06:31:46","VTL","1111D1C","BIKE","BROOKLYN","071","995082","180931","40.66328385","-73.96095641","POINT (-73.96095641 40.66328385)","01"
"262274201","2023-01-21T00:00:00.000","11:59:51","VTL","1110A","CAR/SUV","QUEENS","114","1006941","219842","40.77006271","-73.91807989","POINT (-73.91807989 40.77006271)","01"
"264995518","2023-03-12T00:00:00.000","17:28:00","VTL","37512A2","CAR/SUV","BRONX","050","1010953","260200","40.88082265","-73.90343497","POINT (-73.90343497 40.88082265)","01"
"261948831","2023-01-15T00:00:00.000","16:02:13","VTL","1225D","CAR/SUV","BROOKLYN","412","983567","186432","40.67839772","-74.00246385","POINT (-74.00246385 40.67839772)","01"
"263063755","2023-02-05T00:00:00.000","04:43:00","VTL","1110A","CAR/SUV","BRONX","040","1007046","236603","40.81606683","-73.91764392","POINT (-73.91764392 40.81606683)","01"
"262714891","2023-01-30T00:00:00.000","12:58:00","VTL","37512A2","CAR/SUV","BROOKLYN","077","997290","186557","40.67872298","-73.95298686","POINT (-73.95298686 40.67872298)","01"
"261431532","2023-01-05T00:00:00.000","18:55:50","VTL","4011A","CAR/SUV","MANHATTAN","018","987595","216089","40.75979018","-73.98792558","POINT (-73.98792558 40.75979018)","01"
"261775494","2023-01-12T00:00:00.000","01:55:00","VTL","37512A2","CAR/SUV","QUEENS","104","1010204","195592","40.703495","-73.906392","POINT (-73.906392 40.703495)","01"
"261662048","2023-01-10T00:00:00.000","12:30:00","VTL","1180D","CAR/SUV","BROOKLYN","412","1021596","176837","40.65198285","-73.86541174","POINT (-73.86541174 40.65198285)","01"
"261985871","2023-01-16T00:00:00.000","09:42:37","VTL","1111D1N","CAR/SUV","MANHATTAN","030","996820","238309","40.82076979","-73.95458462","POINT (-73.95458462 40.82076979)","01"
"261649226","2023-01-10T00:00:00.000","06:45:00","VTL","1110A","CAR/SUV","QUEENS","104","1015256","193909","40.69885782","-73.88818023","POINT (-73.88818023 40.69885782)","01"
"264683629","2023-03-08T00:00:00.000","02:15:58","NYC","405B1","CAR/SUV","MANHATTAN","028","996959","232155","40.803881","-73.954092","POINT (-73.954092 40.803881)","01"
"262835506","2023-02-01T00:00:00.000","17:00:00","VTL","1110A","CAR/SUV","BROOKLYN","412","989562","193091","40.69667358","-73.98084492","POINT (-73.98084492 40.69667358)","01"
"265001829","2023-03-12T00:00:00.000","20:53:00","VTL","3752A1I","CAR/SUV","QUEENS","100","1034046","157516","40.59888136","-73.82068496","POINT (-73.82068496 40.59888136)","01"
"263110891","2023-02-06T00:00:00.000","10:14:27","VTL","3752A4","TRUCK/BUS","BROOKLYN","076","984125","185113","40.67476913","-74.00045063","POINT (-74.00045063 40.67476913)","01"
"261992381","2023-01-11T00:00:00.000","19:06:00","VTL","37512A2","CAR/SUV","MANHATTAN","007","987931","200118","40.71595361","-73.98672147","POINT (-73.98672147 40.71595361)","01"
"261284173","2023-01-03T00:00:00.000","18:40:47","NYC","406A1","CAR/SUV","BRONX","040","1008655","232374","40.80445511","-73.9118464","POINT (-73.9118464 40.80445511)","01"
"262732494","2023-01-30T00:00:00.000","18:42:00","VTL","1163AT","CAR/SUV","MANHATTAN","018","988993","218612","40.76671453","-73.98287746","POINT (-73.98287746 40.76671453)","01"
"264761896","2023-03-09T00:00:00.000","06:56:18","VTL","37512A2","CAR/SUV","QUEENS","112","1027037","197407","40.70840987","-73.84567118","POINT (-73.84567118 40.70840987)","01"
"261962124","2023-01-15T00:00:00.000","23:19:40","VTL","1180D","CAR/SUV","QUEENS","413","1058388","210286","40.74356056","-73.73245102","POINT (-73.73245102 40.74356056)","01"
"261971988","2023-01-16T00:00:00.000","07:40:00","VTL","1180D","CAR/SUV","BROOKLYN","412","1012989","166056","40.62242343","-73.89647604","POINT (-73.89647604 40.62242343)","01"
"262976184","2023-02-03T00:00:00.000","14:10:00","VTL","1180A","CAR/SUV","QUEENS","109","1030715","213274","40.75194227","-73.83229544","POINT (-73.83229544 40.75194227)","01"
"262651129","2023-01-28T00:00:00.000","16:57:44","VTL","37512A1","CAR/SUV","BRONX","045","1030624","245115","40.839339","-73.832403","POINT (-73.832403 40.839339)","01"
"263670593","2023-02-15T00:00:00.000","21:06:00","VTL","37512A2","CAR/SUV","MANHATTAN","032","1000815","241810","40.83037245","-73.94014206","POINT (-73.94014206 40.83037245)","01"
"261745003","2023-01-11T00:00:00.000","19:10:00","VTL","1110A","CAR/SUV","QUEENS","114","1004386","220009","40.77052727","-73.92730356","POINT (-73.92730356 40.77052727)","01"
"262262414","2023-01-21T00:00:00.000","02:50:00","VTL","1172A","CAR/SUV","BROOKLYN","075","1015058","177354","40.65341881","-73.88896997","POINT (-73.88896997 40.65341881)","01"
"261937347","2023-01-15T00:00:00.000","09:15:46","VTL","1111D1N","CAR/SUV","BROOKLYN","068","977947","172030","40.6388651705916","-74.0227120876572","POINT (-74.0227120876572 40.6388651705916)","01"
"261435006","2023-01-05T00:00:00.000","16:14:00","VTL","1229C3","CAR/SUV","MANHATTAN","024","993383","228393","40.79355734","-73.96701598","POINT (-73.96701598 40.79355734)","01"
"261905227","2023-01-14T00:00:00.000","12:17:00","VTL","22611","CAR/SUV","QUEENS","104","1015930","198765","40.712185","-73.885726","POINT (-73.885726 40.712185)","01"
"262691449","2023-01-29T00:00:00.000","20:36:00","VTL","1111D1N","CAR/SUV","BROOKLYN","083","1004742","196383","40.70567896","-73.92609028","POINT (-73.92609028 40.70567896)","01"
"261985730","2023-01-16T00:00:00.000","08:29:10","VTL","1225D","CAR/SUV","BRONX","042","1012605","246785","40.84399739","-73.89751767","POINT (-73.89751767 40.84399739)","01"
"264603176","2023-03-05T00:00:00.000","15:35:12","VTL","37512A2","CAR/SUV","BRONX","050","1010813","258537","40.87625865","-73.90394784","POINT (-73.90394784 40.87625865)","01"
"262402223","2023-01-24T00:00:00.000","09:07:38","NYC","403A1","CAR/SUV","BROOKLYN","061","997149","161757","40.61065255","-73.95354263","POINT (-73.95354263 40.61065255)","01"
"262549328","2023-01-26T00:00:00.000","15:27:23","NYC","403A1","CAR/SUV","QUEENS","102","1029403","193205","40.69686463","-73.83716543","POINT (-73.83716543 40.69686463)","01"
"262415087","2023-01-24T00:00:00.000","12:50:00","VTL","5091","TRUCK/BUS","BROOKLYN","090","994938","194913","40.70166143","-73.96145327","POINT (-73.96145327 40.70166143)","01"
"262034521","2023-01-17T00:00:00.000","16:05:48","NYC","414A2","CAR/SUV","BROOKLYN","412","976558","159557","40.60462829","-74.02770265","POINT (-74.02770265 40.60462829)","01"
"261719168","2023-01-11T00:00:00.000","08:43:34","VTL","4021B1","CAR/SUV","BRONX","042","1008996","239726","40.82463334","-73.91058756","POINT (-73.91058756 40.82463334)","01"
"261350090","2023-01-04T00:00:00.000","15:01:00","NYC","403A1","CAR/SUV","BRONX","044","1005605","246324","40.84275179","-73.92281894","POINT (-73.92281894 40.84275179)","01"
"263825395","2023-02-18T00:00:00.000","08:45:00","VTL","1172A","CAR/SUV","QUEENS","109","1034757","216446","40.76062642","-73.817683","POINT (-73.817683 40.76062642)","01"
"264650448","2023-03-06T00:00:00.000","23:24:28","VTL","1180D","CAR/SUV","QUEENS","413","1061071","217903","40.76444429","-73.72268161","POINT (-73.72268161 40.76444429)","01"
"261804151","2023-01-12T00:00:00.000","15:35:13","NYC","413","TRUCK/BUS","QUEENS","108","1006689","205981","40.73201843","-73.91903592","POINT (-73.91903592 40.73201843)","01"
"262093334","2023-01-18T00:00:00.000","10:35:14","VTL","1225D","TRUCK/BUS","BROOKLYN","067","999411","172008","40.63878581","-73.94537273","POINT (-73.94537273 40.63878581)","01"
"262254524","2023-01-20T00:00:00.000","21:26:00","VTL","1172A","CAR/SUV","QUEENS","109","1031437","216900","40.76189088","-73.8296641","POINT (-73.8296641 40.76189088)","01"
"262769993","2023-01-31T00:00:00.000","16:10:00","VTL","1111D1N","CAR/SUV","MANHATTAN","013","987895","210810","40.74530055","-73.98684554","POINT (-73.98684554 40.74530055)","01"
"262365512","2023-01-23T00:00:00.000","17:08:51","VTL","1229C3A","CAR/SUV","STATEN ISLAND","120","962896","171647","40.63778217","-74.07694038","POINT (-74.07694038 40.63778217)","01"
"261786748","2023-01-12T00:00:00.000","10:12:06","VTL","37534","TRUCK/BUS","BROOKLYN","076","984125","185113","40.67476913","-74.00045063","POINT (-74.00045063 40.67476913)","01"
"261779772","2023-01-12T00:00:00.000","00:00:00","VTL","1160B","CAR/SUV","MANHATTAN","010","983883","211244","40.74649251","-74.00132449","POINT (-74.00132449 40.74649251)","01"
