"address_verification_id","physical_address_id","agency_id","contract_id","verification_date","active"
"37","15","69","22","2018-02-07T00:00:00.000","1"
"38","15","69","23","2018-02-07T00:00:00.000","1"
"39","15","69","24","2018-02-07T00:00:00.000","1"
"40","15","69","25","2018-02-07T00:00:00.000","1"
"41","15","69","26","2018-02-07T00:00:00.000","1"
"42","21","69","26","2018-02-07T00:00:00.000","1"
"43","15","69","27","2018-02-07T00:00:00.000","1"
"44","15","69","28","2018-02-07T00:00:00.000","1"
"45","16","69","29","2018-02-07T00:00:00.000","1"
"46","17","69","29","2018-02-07T00:00:00.000","1"
"47","18","69","29","2018-02-07T00:00:00.000","1"
"48","16","69","30","2018-02-07T00:00:00.000","1"
"49","23","69","30","2018-02-07T00:00:00.000","1"
"50","17","69","31","2018-02-07T00:00:00.000","1"
"51","19","69","31","2018-02-07T00:00:00.000","1"
"52","20","69","31","2018-02-07T00:00:00.000","1"
"53","22","69","31","2018-02-07T00:00:00.000","1"
"54","23","69","31","2018-02-07T00:00:00.000","1"
"55","24","69","31","2018-02-07T00:00:00.000","1"
"56","25","69","31","2018-02-07T00:00:00.000","1"
"57","18","69","32","2018-02-07T00:00:00.000","1"
"58","26","69","32","2018-02-07T00:00:00.000","1"
"59","19","69","33","2018-02-07T00:00:00.000","1"
"60","20","69","34","2018-02-07T00:00:00.000","1"
"61","33","69","35","2018-02-07T00:00:00.000","1"
"62","33","69","36","2018-02-07T00:00:00.000","1"
"63","33","69","37","2018-02-07T00:00:00.000","1"
"64","34","69","38","2018-02-07T00:00:00.000","1"
"65","35","69","39","2018-02-07T00:00:00.000","1"
"66","36","69","40","2018-02-07T00:00:00.000","1"
"67","48","69","41","2018-02-07T00:00:00.000","1"
"68","49","69","42","2018-02-07T00:00:00.000","1"
"69","50","69","43","2018-02-07T00:00:00.000","1"
"70","54","69","43","2018-02-07T00:00:00.000","1"
"71","50","69","44","2018-02-07T00:00:00.000","1"
"72","51","69","45","2018-02-07T00:00:00.000","1"
"73","52","69","46","2018-02-07T00:00:00.000","1"
"74","53","69","47","2018-02-07T00:00:00.000","1"
"75","55","69","48","2018-02-07T00:00:00.000","1"
"76","55","69","49","2018-02-07T00:00:00.000","1"
"77","56","69","50","2018-02-07T00:00:00.000","1"
"78","55","69","51","2018-02-07T00:00:00.000","1"
"79","57","69","52","2018-02-07T00:00:00.000","1"
"80","57","69","53","2018-02-07T00:00:00.000","1"
"81","58","69","54","2018-02-07T00:00:00.000","1"
"82","64","69","55","2018-02-07T00:00:00.000","1"
"83","65","69","56","2018-02-07T00:00:00.000","1"
"84","66","69","57","2018-02-07T00:00:00.000","1"
"85","67","69","58","2018-02-07T00:00:00.000","1"
"86","68","69","58","2018-02-07T00:00:00.000","1"
"87","69","69","59","2018-02-07T00:00:00.000","1"
"88","70","69","60","2018-02-07T00:00:00.000","1"
"89","71","69","61","2018-02-07T00:00:00.000","1"
"90","72","69","62","2018-02-07T00:00:00.000","1"
"91","75","69","63","2018-02-07T00:00:00.000","1"
"92","75","69","64","2018-02-07T00:00:00.000","1"
"93","76","69","65","2018-02-07T00:00:00.000","1"
"94","77","69","66","2018-02-07T00:00:00.000","1"
"95","78","69","67","2018-02-07T00:00:00.000","1"
"96","79","69","68","2018-02-07T00:00:00.000","1"
"97","79","69","69","2018-02-07T00:00:00.000","1"
"98","80","69","70","2018-02-07T00:00:00.000","1"
"99","89","69","71","2018-02-07T00:00:00.000","1"
"100","89","69","72","2018-02-07T00:00:00.000","1"
"101","89","69","73","2018-02-07T00:00:00.000","1"
"102","89","69","74","2018-02-07T00:00:00.000","1"
"103","89","69","75","2018-02-07T00:00:00.000","1"
"104","90","69","76","2018-02-07T00:00:00.000","1"
"105","91","69","77","2018-02-07T00:00:00.000","1"
"106","92","69","78","2018-02-07T00:00:00.000","1"
"107","100","69","79","2018-02-07T00:00:00.000","1"
"108","101","69","80","2018-02-07T00:00:00.000","1"
"109","102","69","80","2018-02-07T00:00:00.000","1"
"110","105","69","81","2018-02-07T00:00:00.000","1"
"111","106","69","81","2018-02-07T00:00:00.000","1"
"112","107","69","82","2018-02-07T00:00:00.000","1"
"113","108","69","83","2018-02-07T00:00:00.000","1"
"114","109","69","84","2018-02-07T00:00:00.000","1"
"115","110","69","85","2018-02-07T00:00:00.000","1"
"116","110","69","86","2018-02-07T00:00:00.000","1"
"117","111","69","87","2018-02-07T00:00:00.000","1"
"118","113","69","87","2018-02-07T00:00:00.000","1"
"119","111","69","88","2018-02-07T00:00:00.000","1"
"120","111","69","89","2018-02-07T00:00:00.000","1"
"121","114","69","90","2018-02-07T00:00:00.000","1"
"122","115","69","91","2018-02-07T00:00:00.000","1"
"123","115","69","92","2018-02-07T00:00:00.000","1"
"124","116","69","92","2018-02-07T00:00:00.000","1"
"125","117","69","92","2018-02-07T00:00:00.000","1"
"126","118","69","92","2018-02-07T00:00:00.000","1"
"127","119","69","92","2018-02-07T00:00:00.000","1"
"128","120","69","92","2018-02-07T00:00:00.000","1"
"129","121","69","92","2018-02-07T00:00:00.000","1"
"130","122","69","92","2018-02-07T00:00:00.000","1"
"131","123","69","92","2018-02-07T00:00:00.000","1"
"132","124","69","92","2018-02-07T00:00:00.000","1"
"133","125","69","92","2018-02-07T00:00:00.000","1"
"134","126","69","92","2018-02-07T00:00:00.000","1"
"135","127","69","92","2018-02-07T00:00:00.000","1"
"136","128","69","92","2018-02-07T00:00:00.000","1"
"137","129","69","92","2018-02-07T00:00:00.000","1"
"138","130","69","92","2018-02-07T00:00:00.000","1"
"139","131","69","92","2018-02-07T00:00:00.000","1"
"140","132","69","92","2018-02-07T00:00:00.000","1"
"141","133","69","92","2018-02-07T00:00:00.000","1"
"142","134","69","92","2018-02-07T00:00:00.000","1"
"143","135","69","92","2018-02-07T00:00:00.000","1"
"144","136","69","92","2018-02-07T00:00:00.000","1"
"145","145","69","93","2018-02-07T00:00:00.000","1"
"146","146","69","94","2018-02-07T00:00:00.000","1"
"147","154","69","95","2018-02-07T00:00:00.000","1"
"148","155","69","95","2018-02-07T00:00:00.000","1"
"149","161","69","96","2018-02-07T00:00:00.000","1"
"150","162","69","97","2018-02-07T00:00:00.000","1"
"151","163","69","97","2018-02-07T00:00:00.000","1"
"152","164","69","97","2018-02-07T00:00:00.000","1"
"153","165","69","97","2018-02-07T00:00:00.000","1"
"154","166","69","97","2018-02-07T00:00:00.000","1"
"155","167","69","97","2018-02-07T00:00:00.000","1"
"156","168","69","97","2018-02-07T00:00:00.000","1"
"157","169","69","97","2018-02-07T00:00:00.000","1"
"158","170","69","97","2018-02-07T00:00:00.000","1"
"159","171","69","97","2018-02-07T00:00:00.000","1"
"160","172","69","97","2018-02-07T00:00:00.000","1"
"161","173","69","97","2018-02-07T00:00:00.000","1"
"162","174","69","97","2018-02-07T00:00:00.000","1"
"163","176","69","97","2018-02-07T00:00:00.000","1"
"164","178","69","97","2018-02-07T00:00:00.000","1"
"165","180","69","97","2018-02-07T00:00:00.000","1"
"166","163","69","98","2018-02-07T00:00:00.000","1"
"167","167","69","98","2018-02-07T00:00:00.000","1"
"168","168","69","98","2018-02-07T00:00:00.000","1"
"169","169","69","98","2018-02-07T00:00:00.000","1"
"170","170","69","98","2018-02-07T00:00:00.000","1"
"171","171","69","98","2018-02-07T00:00:00.000","1"
"172","172","69","98","2018-02-07T00:00:00.000","1"
"173","173","69","98","2018-02-07T00:00:00.000","1"
"174","175","69","98","2018-02-07T00:00:00.000","1"
"175","177","69","98","2018-02-07T00:00:00.000","1"
"176","179","69","98","2018-02-07T00:00:00.000","1"
"177","180","69","98","2018-02-07T00:00:00.000","1"
"178","181","69","98","2018-02-07T00:00:00.000","1"
"179","182","69","98","2018-02-07T00:00:00.000","1"
"180","183","69","98","2018-02-07T00:00:00.000","1"
"181","184","69","98","2018-02-07T00:00:00.000","1"
"182","185","69","98","2018-02-07T00:00:00.000","1"
"183","186","69","98","2018-02-07T00:00:00.000","1"
"184","187","69","98","2018-02-07T00:00:00.000","1"
"185","189","69","98","2018-02-07T00:00:00.000","1"
"186","190","69","98","2018-02-07T00:00:00.000","1"
"187","191","69","98","2018-02-07T00:00:00.000","1"
"188","192","69","98","2018-02-07T00:00:00.000","1"
"189","173","69","99","2018-02-07T00:00:00.000","1"
"190","186","69","99","2018-02-07T00:00:00.000","1"
"191","188","69","99","2018-02-07T00:00:00.000","1"
"192","193","69","99","2018-02-07T00:00:00.000","1"
"193","194","69","99","2018-02-07T00:00:00.000","1"
"194","195","69","99","2018-02-07T00:00:00.000","1"
"195","196","69","99","2018-02-07T00:00:00.000","1"
"196","197","69","99","2018-02-07T00:00:00.000","1"
"197","198","69","99","2018-02-07T00:00:00.000","1"
"198","199","69","99","2018-02-07T00:00:00.000","1"
"199","200","69","100","2018-02-07T00:00:00.000","1"
"200","201","69","100","2018-02-07T00:00:00.000","1"
"201","202","69","101","2018-02-07T00:00:00.000","1"
"202","203","69","102","2018-02-07T00:00:00.000","1"
"203","204","69","102","2018-02-07T00:00:00.000","1"
"204","205","69","103","2018-02-07T00:00:00.000","1"
"205","206","69","103","2018-02-07T00:00:00.000","1"
"206","208","69","103","2018-02-07T00:00:00.000","1"
"207","207","69","104","2018-02-07T00:00:00.000","1"
"208","207","69","105","2018-02-07T00:00:00.000","1"
"209","486","69","106","2018-02-07T00:00:00.000","1"
"210","487","69","106","2018-02-07T00:00:00.000","1"
"211","488","69","106","2018-02-07T00:00:00.000","1"
"212","490","69","106","2018-02-07T00:00:00.000","1"
"213","492","69","107","2018-02-07T00:00:00.000","1"
"214","545","69","108","2018-02-07T00:00:00.000","1"
"215","545","69","109","2018-02-07T00:00:00.000","1"
"216","546","69","110","2018-02-07T00:00:00.000","1"
"217","547","69","111","2018-02-07T00:00:00.000","1"
"218","548","69","112","2018-02-07T00:00:00.000","1"
"219","549","69","112","2018-02-07T00:00:00.000","1"
"220","550","69","113","2018-02-07T00:00:00.000","1"
"221","550","69","114","2018-02-07T00:00:00.000","1"
"222","551","69","114","2018-02-07T00:00:00.000","1"
"223","587","69","115","2018-02-07T00:00:00.000","1"
"224","588","69","116","2018-02-07T00:00:00.000","1"
"225","589","69","117","2018-02-07T00:00:00.000","1"
"226","590","69","117","2018-02-07T00:00:00.000","1"
"227","591","69","118","2018-02-07T00:00:00.000","1"
"228","591","69","119","2018-02-07T00:00:00.000","1"
"229","606","69","120","2018-02-07T00:00:00.000","1"
"230","607","69","120","2018-02-07T00:00:00.000","1"
"231","608","69","120","2018-02-07T00:00:00.000","1"
"232","609","69","120","2018-02-07T00:00:00.000","1"
"233","610","69","121","2018-02-07T00:00:00.000","1"
"234","611","69","121","2018-02-07T00:00:00.000","1"
"235","612","69","122","2018-02-07T00:00:00.000","1"
"236","614","69","123","2018-02-07T00:00:00.000","1"
"237","636","69","124","2018-02-07T00:00:00.000","1"
"238","637","69","125","2018-02-07T00:00:00.000","1"
"239","652","69","126","2018-02-07T00:00:00.000","1"
"240","653","69","127","2018-02-07T00:00:00.000","1"
"241","654","69","128","2018-02-07T00:00:00.000","1"
"242","659","69","129","2018-02-07T00:00:00.000","1"
"243","660","69","130","2018-02-07T00:00:00.000","1"
"244","661","69","131","2018-02-07T00:00:00.000","1"
"245","662","69","132","2018-02-07T00:00:00.000","1"
"246","663","69","133","2018-02-07T00:00:00.000","1"
"247","664","69","134","2018-02-07T00:00:00.000","1"
"248","665","69","134","2018-02-07T00:00:00.000","1"
"249","666","69","134","2018-02-07T00:00:00.000","1"
"250","698","69","135","2018-02-07T00:00:00.000","1"
"251","698","69","136","2018-02-07T00:00:00.000","1"
"252","699","69","137","2018-02-07T00:00:00.000","1"
"253","700","69","138","2018-02-07T00:00:00.000","1"
"254","701","69","139","2018-02-07T00:00:00.000","1"
"255","702","69","140","2018-02-07T00:00:00.000","1"
"256","705","69","141","2018-02-07T00:00:00.000","1"
"257","706","69","142","2018-02-07T00:00:00.000","1"
"258","707","69","143","2018-02-07T00:00:00.000","1"
"259","708","69","144","2018-02-07T00:00:00.000","1"
"260","709","69","145","2018-02-07T00:00:00.000","1"
"261","710","69","146","2018-02-07T00:00:00.000","1"
"262","716","69","147","2018-02-07T00:00:00.000","1"
"263","717","69","148","2018-02-07T00:00:00.000","1"
"264","766","69","149","2018-02-07T00:00:00.000","1"
"265","767","69","150","2018-02-07T00:00:00.000","1"
"266","781","69","151","2018-02-07T00:00:00.000","1"
"267","798","69","152","2018-02-07T00:00:00.000","1"
"268","807","69","153","2018-02-07T00:00:00.000","1"
"269","808","69","154","2018-02-07T00:00:00.000","1"
"270","824","69","155","2018-02-07T00:00:00.000","1"
"271","835","69","156","2018-02-07T00:00:00.000","1"
"272","836","69","157","2018-02-07T00:00:00.000","1"
"273","837","69","158","2018-02-07T00:00:00.000","1"
"274","837","69","159","2018-02-07T00:00:00.000","1"
"275","863","69","160","2018-02-07T00:00:00.000","1"
"276","864","69","161","2018-02-07T00:00:00.000","1"
"277","867","69","162","2018-02-07T00:00:00.000","1"
"278","869","69","163","2018-02-07T00:00:00.000","1"
"279","887","69","164","2018-02-07T00:00:00.000","1"
"280","922","69","165","2018-02-07T00:00:00.000","1"
"281","923","69","166","2018-02-07T00:00:00.000","1"
"282","933","69","167","2018-02-07T00:00:00.000","1"
"283","934","69","168","2018-02-07T00:00:00.000","1"
"284","947","69","169","2018-02-07T00:00:00.000","1"
"285","1004","69","170","2018-02-07T00:00:00.000","1"
"286","1005","69","171","2018-02-07T00:00:00.000","1"
"287","1006","69","172","2018-02-07T00:00:00.000","1"
"288","1007","69","173","2018-02-07T00:00:00.000","1"
"289","1031","69","174","2018-02-07T00:00:00.000","1"
"290","1032","69","175","2018-02-07T00:00:00.000","1"
"291","1033","69","176","2018-02-07T00:00:00.000","1"
"292","1034","69","176","2018-02-07T00:00:00.000","1"
"293","1035","69","177","2018-02-07T00:00:00.000","1"
"294","1036","69","178","2018-02-07T00:00:00.000","1"
"295","1050","69","179","2018-02-07T00:00:00.000","1"
"296","1050","69","180","2018-02-07T00:00:00.000","1"
"297","1095","69","181","2018-02-07T00:00:00.000","1"
"298","1100","69","182","2018-02-07T00:00:00.000","1"
"299","1101","69","183","2018-02-07T00:00:00.000","1"
"300","1102","69","183","2018-02-07T00:00:00.000","1"
"301","1103","69","184","2018-02-07T00:00:00.000","1"
"302","1111","69","185","2018-02-07T00:00:00.000","1"
"303","1111","69","186","2018-02-07T00:00:00.000","1"
"304","1112","69","186","2018-02-07T00:00:00.000","1"
"305","1319","69","187","2018-02-07T00:00:00.000","1"
"306","1320","69","188","2018-02-07T00:00:00.000","1"
"307","1324","69","189","2018-02-07T00:00:00.000","1"
"308","1342","69","190","2018-02-07T00:00:00.000","1"
"309","1342","69","191","2018-02-07T00:00:00.000","1"
"310","1343","69","192","2018-02-07T00:00:00.000","1"
"311","1343","69","193","2018-02-07T00:00:00.000","1"
"312","1343","69","194","2018-02-07T00:00:00.000","1"
"313","1343","69","195","2018-02-07T00:00:00.000","1"
"314","1344","69","196","2018-02-07T00:00:00.000","1"
"315","1344","69","197","2018-02-07T00:00:00.000","1"
"316","1345","69","198","2018-02-07T00:00:00.000","1"
"317","1346","69","199","2018-02-07T00:00:00.000","1"
"318","1347","69","200","2018-02-07T00:00:00.000","1"
"319","1348","69","200","2018-02-07T00:00:00.000","1"
"320","1349","69","201","2018-02-07T00:00:00.000","1"
"321","1349","69","202","2018-02-07T00:00:00.000","1"
"322","1350","69","203","2018-02-07T00:00:00.000","1"
"323","1352","69","204","2018-02-07T00:00:00.000","1"
"324","1364","69","205","2018-02-07T00:00:00.000","1"
"325","1367","69","206","2018-02-07T00:00:00.000","1"
"326","1367","69","207","2018-02-07T00:00:00.000","1"
"327","1367","69","208","2018-02-07T00:00:00.000","1"
"328","1368","69","209","2018-02-07T00:00:00.000","1"
"329","1384","69","210","2018-02-07T00:00:00.000","1"
"330","1385","69","211","2018-02-07T00:00:00.000","1"
"331","1405","69","212","2018-02-07T00:00:00.000","1"
"332","1405","69","213","2018-02-07T00:00:00.000","1"
"333","1406","69","213","2018-02-07T00:00:00.000","1"
"334","1405","69","214","2018-02-07T00:00:00.000","1"
"335","1405","69","215","2018-02-07T00:00:00.000","1"
"336","1405","69","216","2018-02-07T00:00:00.000","1"
"337","1405","69","217","2018-02-07T00:00:00.000","1"
"338","1405","69","218","2018-02-07T00:00:00.000","1"
"339","1405","69","219","2018-02-07T00:00:00.000","1"
"340","1407","69","220","2018-02-07T00:00:00.000","1"
"341","1409","69","221","2018-02-07T00:00:00.000","1"
"342","1414","69","222","2018-02-07T00:00:00.000","1"
"343","1414","69","223","2018-02-07T00:00:00.000","1"
"344","1414","69","224","2018-02-07T00:00:00.000","1"
"345","1427","69","225","2018-02-07T00:00:00.000","1"
"346","1427","69","226","2018-02-07T00:00:00.000","1"
"347","1429","69","227","2018-02-07T00:00:00.000","1"
"348","1430","69","228","2018-02-07T00:00:00.000","1"
"349","1431","69","229","2018-02-07T00:00:00.000","1"
"350","1431","69","230","2018-02-07T00:00:00.000","1"
"351","1432","69","230","2018-02-07T00:00:00.000","1"
"352","1433","69","230","2018-02-07T00:00:00.000","1"
"353","1437","69","231","2018-02-07T00:00:00.000","1"
"354","1438","69","232","2018-02-07T00:00:00.000","1"
"355","1438","69","233","2018-02-07T00:00:00.000","1"
"356","1438","69","234","2018-02-07T00:00:00.000","1"
"357","1438","69","235","2018-02-07T00:00:00.000","1"
"358","1438","69","236","2018-02-07T00:00:00.000","1"
"359","1438","69","237","2018-02-07T00:00:00.000","1"
"360","1438","69","238","2018-02-07T00:00:00.000","1"
"361","1438","69","239","2018-02-07T00:00:00.000","1"
"362","1438","69","240","2018-02-07T00:00:00.000","1"
"363","1439","69","241","2018-02-07T00:00:00.000","1"
"364","1440","69","241","2018-02-07T00:00:00.000","1"
"365","1443","69","242","2018-02-07T00:00:00.000","1"
"366","1444","69","243","2018-02-07T00:00:00.000","1"
"367","1444","69","244","2018-02-07T00:00:00.000","1"
"368","1445","69","244","2018-02-07T00:00:00.000","1"
"369","1444","69","245","2018-02-07T00:00:00.000","1"
"370","1444","69","246","2018-02-07T00:00:00.000","1"
"371","1444","69","247","2018-02-07T00:00:00.000","1"
"372","1444","69","248","2018-02-07T00:00:00.000","1"
"373","1444","69","249","2018-02-07T00:00:00.000","1"
"374","1450","69","250","2018-02-07T00:00:00.000","1"
"375","1454","69","251","2018-02-07T00:00:00.000","1"
"376","1455","69","252","2018-02-07T00:00:00.000","1"
"377","1455","69","253","2018-02-07T00:00:00.000","1"
"378","1456","69","254","2018-02-07T00:00:00.000","1"
"379","1457","69","254","2018-02-07T00:00:00.000","1"
"380","1472","69","255","2018-02-07T00:00:00.000","1"
"381","1473","69","256","2018-02-07T00:00:00.000","1"
"382","1477","69","257","2018-02-07T00:00:00.000","1"
"383","1478","69","258","2018-02-07T00:00:00.000","1"
"384","1479","69","259","2018-02-07T00:00:00.000","1"
"385","1479","69","260","2018-02-07T00:00:00.000","1"
"386","1480","69","261","2018-02-07T00:00:00.000","1"
"387","1480","69","262","2018-02-07T00:00:00.000","1"
"388","1488","69","263","2018-02-07T00:00:00.000","1"
"389","1491","69","264","2018-02-07T00:00:00.000","1"
"390","1495","69","265","2018-02-07T00:00:00.000","1"
"391","1496","69","266","2018-02-07T00:00:00.000","1"
"392","1497","69","267","2018-02-07T00:00:00.000","1"
"393","1500","69","268","2018-02-07T00:00:00.000","1"
"394","14","125","269","2018-03-02T00:00:00.000","1"
"395","32","125","270","2018-03-02T00:00:00.000","1"
"396","516","125","271","2018-03-02T00:00:00.000","1"
"397","517","125","272","2018-03-02T00:00:00.000","1"
"398","518","125","273","2018-03-02T00:00:00.000","1"
"399","519","125","274","2018-03-02T00:00:00.000","1"
"400","520","125","275","2018-03-02T00:00:00.000","1"
"401","521","125","276","2018-03-02T00:00:00.000","1"
"402","522","125","277","2018-03-02T00:00:00.000","1"
"403","523","125","278","2018-03-02T00:00:00.000","1"
"404","524","125","279","2018-03-02T00:00:00.000","1"
"405","525","125","280","2018-03-02T00:00:00.000","1"
"406","526","125","281","2018-03-02T00:00:00.000","1"
"407","527","125","282","2018-03-02T00:00:00.000","1"
"408","528","125","283","2018-03-02T00:00:00.000","1"
"409","529","125","284","2018-03-02T00:00:00.000","1"
"410","530","125","285","2018-03-02T00:00:00.000","1"
"411","531","125","286","2018-03-02T00:00:00.000","1"
"412","532","125","287","2018-03-02T00:00:00.000","1"
"413","533","125","288","2018-03-02T00:00:00.000","1"
"414","534","125","289","2018-03-02T00:00:00.000","1"
"415","535","125","290","2018-03-02T00:00:00.000","1"
"416","536","125","291","2018-03-02T00:00:00.000","1"
"417","537","125","292","2018-03-02T00:00:00.000","1"
"418","582","125","293","2018-03-02T00:00:00.000","1"
"419","583","125","294","2018-03-02T00:00:00.000","1"
"420","584","125","295","2018-03-02T00:00:00.000","1"
"421","585","125","296","2018-03-02T00:00:00.000","1"
"422","630","125","297","2018-03-02T00:00:00.000","1"
"423","631","125","298","2018-03-02T00:00:00.000","1"
"424","632","125","299","2018-03-02T00:00:00.000","1"
"425","648","125","300","2018-03-02T00:00:00.000","1"
"426","649","125","301","2018-03-02T00:00:00.000","1"
"427","650","125","302","2018-03-02T00:00:00.000","1"
"428","690","125","303","2018-03-02T00:00:00.000","1"
"429","691","125","304","2018-03-02T00:00:00.000","1"
"430","692","125","305","2018-03-02T00:00:00.000","1"
"431","693","125","306","2018-03-02T00:00:00.000","1"
"432","694","125","307","2018-03-02T00:00:00.000","1"
"433","695","125","308","2018-03-02T00:00:00.000","1"
"434","696","125","309","2018-03-02T00:00:00.000","1"
"435","697","125","310","2018-03-02T00:00:00.000","1"
"436","803","125","311","2018-03-02T00:00:00.000","1"
"437","804","125","312","2018-03-02T00:00:00.000","1"
"438","856","125","313","2018-03-02T00:00:00.000","1"
"439","857","125","314","2018-03-02T00:00:00.000","1"
"440","858","125","315","2018-03-02T00:00:00.000","1"
"441","859","125","316","2018-03-02T00:00:00.000","1"
"442","860","125","317","2018-03-02T00:00:00.000","1"
"443","861","125","318","2018-03-02T00:00:00.000","1"
"444","862","125","319","2018-03-02T00:00:00.000","1"
"445","883","125","320","2018-03-02T00:00:00.000","1"
"446","884","125","321","2018-03-02T00:00:00.000","1"
"447","885","125","322","2018-03-02T00:00:00.000","1"
"448","886","125","323","2018-03-02T00:00:00.000","1"
"449","930","125","324","2018-03-02T00:00:00.000","1"
"450","931","125","325","2018-03-02T00:00:00.000","1"
"451","932","125","326","2018-03-02T00:00:00.000","1"
"452","944","125","327","2018-03-02T00:00:00.000","1"
"453","945","125","328","2018-03-02T00:00:00.000","1"
"454","946","125","329","2018-03-02T00:00:00.000","1"
"455","1020","125","330","2018-03-02T00:00:00.000","1"
"456","1021","125","331","2018-03-02T00:00:00.000","1"
"457","1022","125","332","2018-03-02T00:00:00.000","1"
"458","1023","125","333","2018-03-02T00:00:00.000","1"
"459","1038","125","334","2018-03-02T00:00:00.000","1"
"460","1039","125","335","2018-03-02T00:00:00.000","1"
"461","1040","125","336","2018-03-02T00:00:00.000","1"
"462","1041","125","337","2018-03-02T00:00:00.000","1"
"463","1042","125","338","2018-03-02T00:00:00.000","1"
"464","1043","125","339","2018-03-02T00:00:00.000","1"
"465","1044","125","340","2018-03-02T00:00:00.000","1"
"466","1045","125","341","2018-03-02T00:00:00.000","1"
"467","1046","125","342","2018-03-02T00:00:00.000","1"
"468","1047","125","343","2018-03-02T00:00:00.000","1"
"469","1048","125","344","2018-03-02T00:00:00.000","1"
"470","1054","125","345","2018-03-02T00:00:00.000","1"
"471","1055","125","346","2018-03-02T00:00:00.000","1"
"472","1056","125","347","2018-03-02T00:00:00.000","1"
"473","1057","125","348","2018-03-02T00:00:00.000","1"
"474","1058","125","349","2018-03-02T00:00:00.000","1"
"475","1059","125","350","2018-03-02T00:00:00.000","1"
"476","1060","125","351","2018-03-02T00:00:00.000","1"
"477","1061","125","352","2018-03-02T00:00:00.000","1"
"478","1062","125","353","2018-03-02T00:00:00.000","1"
"479","1063","125","354","2018-03-02T00:00:00.000","1"
"480","1064","125","355","2018-03-02T00:00:00.000","1"
"481","1065","125","356","2018-03-02T00:00:00.000","1"
"482","1066","125","357","2018-03-02T00:00:00.000","1"
"483","1067","125","358","2018-03-02T00:00:00.000","1"
"484","1068","125","359","2018-03-02T00:00:00.000","1"
"485","1069","125","360","2018-03-02T00:00:00.000","1"
"486","1070","125","361","2018-03-02T00:00:00.000","1"
"487","1071","125","362","2018-03-02T00:00:00.000","1"
"488","1071","125","363","2018-03-02T00:00:00.000","1"
"489","1072","125","364","2018-03-02T00:00:00.000","1"
"490","1073","125","365","2018-03-02T00:00:00.000","1"
"491","1074","125","366","2018-03-02T00:00:00.000","1"
"492","1075","125","367","2018-03-02T00:00:00.000","1"
"493","1076","125","368","2018-03-02T00:00:00.000","1"
"494","1077","125","369","2018-03-02T00:00:00.000","1"
"495","1078","125","370","2018-03-02T00:00:00.000","1"
"496","1079","125","371","2018-03-02T00:00:00.000","1"
"497","1080","125","372","2018-03-02T00:00:00.000","1"
"498","1081","125","373","2018-03-02T00:00:00.000","1"
"499","1082","125","374","2018-03-02T00:00:00.000","1"
"500","1083","125","375","2018-03-02T00:00:00.000","1"
"501","1084","125","376","2018-03-02T00:00:00.000","1"
"502","1085","125","377","2018-03-02T00:00:00.000","1"
"503","1086","125","378","2018-03-02T00:00:00.000","1"
"504","1087","125","379","2018-03-02T00:00:00.000","1"
"505","1088","125","380","2018-03-02T00:00:00.000","1"
"506","1089","125","381","2018-03-02T00:00:00.000","1"
"507","1090","125","382","2018-03-02T00:00:00.000","1"
"508","1091","125","383","2018-03-02T00:00:00.000","1"
"509","1092","125","384","2018-03-02T00:00:00.000","1"
