"vendor_id","pickup_datetime","dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","store_and_fwd_flag","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","mta_tax","tip_amount","tolls_amount","total_amount","imp_surcharge","extra","rate_code"
"VTS","2014-06-02T18:28:00.000","2014-06-02T18:38:00.000","1","1.27","-73.981054999999998","40.725031999999999",,"-74.000167000000005","40.734057","CSH","8.5","0.5","0","0","10","1",,"1"
"VTS","2014-12-03T05:21:00.000","2014-12-03T05:26:00.000","1","1.8","-73.957759999999993","40.767217000000002",,"-73.977829999999997","40.757536999999999","CRD","7","0.5","1.5","0","9.5","0.5",,"1"
"CMT","2014-02-15T19:49:05.000","2014-02-15T19:55:44.000","2","0.80000000000000004","-73.956560999999994","40.716993000000002","N","-73.955307000000005","40.724651000000001","CSH","5.5","0.5","0","0","6","0",,"1"
"CMT","2014-04-25T18:42:11.000","2014-04-25T18:54:25.000","1","1.3","-74.002978999999996","40.720748999999998","N","-73.986525999999998","40.72728","CSH","9.5","0.5","0","0","11","1",,"1"
"VTS","2014-12-12T22:39:00.000","2014-12-12T22:58:00.000","1","3.8599999999999999","-73.954497000000003","40.764167",,"-73.967737","40.802599999999998","CSH","16","0.5","0","0","17","0.5",,"1"
"VTS","2014-02-12T15:26:00.000","2014-02-12T15:55:00.000","1","2.1099999999999999","-73.981639999999999","40.766480000000001",,"-73.960440000000006","40.77655","CRD","17.5","0.5","4.3799999999999999","0","22.379999999999999","0",,"1"
"VTS","2014-02-14T10:38:00.000","2014-02-14T10:46:00.000","3","1.3100000000000001","-73.984357000000003","40.770000000000003",,"-73.986722999999998","40.756017","CRD","7.5","0.5","1.8799999999999999","0","9.8800000000000008","0",,"1"
"VTS","2014-03-05T20:14:00.000","2014-03-05T20:19:00.000","2","1.0700000000000001","-73.955477000000002","40.772691999999999",,"-73.969144999999997","40.769216999999998","CRD","6","0.5","2","0","9","0.5",,"1"
"VTS","2014-07-11T18:39:00.000","2014-07-11T18:54:00.000","3","2.2999999999999998","-73.984847000000002","40.742400000000004",,"-73.979236999999998","40.766509999999997","CRD","11.5","0.5","2.5","0","15.5","1",,"1"
"VTS","2014-11-19T11:25:00.000","2014-11-19T11:43:00.000","2","1.47","-73.969369999999998","40.749339999999997",,"-73.971869999999996","40.764530000000001","CRD","12.5","0.5","2.5","0","15.5","0",,"1"
"VTS","2014-05-17T23:54:00.000","2014-05-18T00:05:00.000","1","1.99","-73.982027000000002","40.771431999999997",,"-73.955005","40.767111999999997","CSH","10","0.5","0","0","11","0.5",,"1"
"CMT","2014-09-23T21:01:46.000","2014-09-23T21:21:46.000","1","4.5","-73.985664","40.747132999999998","N","-73.966295000000002","40.713017000000001","CRD","17.5","0.5","2","0","20.5","0.5",,"1"
"CMT","2014-05-20T09:52:32.000","2014-05-20T10:09:53.000","1","2.7000000000000002","-73.974563000000003","40.732619","N","-73.989947999999998","40.756739000000003","CRD","14","0.5","1","0","15.5","0",,"1"
"CMT","2014-03-28T08:47:26.000","2014-03-28T08:51:01.000","1","0.69999999999999996","-73.965264000000005","40.800994000000003","N","-73.967130999999995","40.793607999999999","CRD","4.5","0.5","1.5","0","6.5","0",,"1"
"CMT","2014-12-19T22:02:23.000","2014-12-19T22:07:49.000","3","0.40000000000000002","-73.982316999999995","40.771529999999998","N","-73.980007999999998","40.766317999999998","CRD","5","0.5","1.2","0","7.2000000000000002","0.5",,"1"
"CMT","2014-03-20T13:42:06.000","2014-03-20T13:47:43.000","1","1.3","-73.971069999999997","40.757537999999997","N","-73.983847999999995","40.740609999999997","CRD","6.5","0.5","0.69999999999999996","0","7.7000000000000002","0",,"1"
"VTS","2014-04-28T19:50:00.000","2014-04-28T19:58:00.000","3","1.51","-73.977757999999994","40.756430000000002",,"-73.982664999999997","40.741014999999997","CSH","7.5","0.5","0","0","9","1",,"1"
"VTS","2014-08-05T09:34:00.000","2014-08-05T09:54:00.000","2","3.7400000000000002","-73.963092000000003","40.793917",,"-73.982842000000005","40.750484999999998","CSH","16","0.5","0","0","16.5","0",,"1"
"VTS","2014-04-17T16:08:00.000","2014-04-17T16:28:00.000","6","1.8999999999999999","-73.989557000000005","40.735976999999998",,"-73.993264999999994","40.715789999999998","CSH","13.5","0.5","0","0","15","1",,"1"
"VTS","2014-12-18T17:27:00.000","2014-12-18T17:31:00.000","4","0.85999999999999999","-73.963482999999997","40.766030000000001",,"-73.955821999999998","40.776980000000002","CRD","5","0.5","1","0","7.5","1",,"1"
"CMT","2014-07-29T12:52:30.000","2014-07-29T12:59:09.000","1","0.90000000000000002","-73.975953000000004","40.740630000000003","N","-73.974726000000004","40.750348000000002","CRD","6","0.5","1.3","0","7.7999999999999998","0",,"1"
"CMT","2014-01-12T20:54:34.000","2014-01-12T20:59:14.000","1","1.5","-73.957747999999995","40.779775999999998","N","-73.973101","40.793396999999999","CSH","7","0.5","0","0","8","0.5",,"1"
"VTS","2014-05-25T09:32:00.000","2014-05-25T09:37:00.000","1","1.3600000000000001","-73.981115000000003","40.764665000000001",,"-73.993317000000005","40.747517000000002","CSH","6","0.5","0","0","6.5","0",,"1"
"VTS","2014-12-17T09:47:00.000","2014-12-17T10:04:00.000","1","2.5","-73.965694999999997","40.771411999999998",,"-73.994191999999998","40.756349999999998","CRD","13","0.5","3.25","0","16.75","0",,"1"
"VTS","2014-01-05T18:39:00.000","2014-01-05T18:44:00.000","5","1.05","-73.948778000000004","40.782200000000003",,"-73.959692000000004","40.773522","CRD","5.5","0.5","1.1000000000000001","0","7.0999999999999996","0",,"1"
"VTS","2014-12-19T19:27:00.000","2014-12-19T19:36:00.000","1","1.52","-73.980360000000005","40.760469999999998",,"-73.963329999999999","40.771979999999999","CRD","8","0.5","1.8","0","11.300000000000001","1",,"1"
"VTS","2014-08-22T11:06:00.000","2014-08-22T11:15:00.000","6","0.68000000000000005","-73.964070000000007","40.76108",,"-73.971419999999995","40.755240000000001","CRD","7","0.5","1.3999999999999999","0","8.9000000000000004","0",,"1"
"VTS","2014-02-04T10:22:00.000","2014-02-04T10:32:00.000","1","1.1000000000000001","-73.977869999999996","40.753455000000002",,"-73.991069999999993","40.750222000000001","CRD","8","0.5","1.6000000000000001","0","10.1","0",,"1"
"VTS","2014-05-21T10:25:00.000","2014-05-21T10:45:00.000","1","3.79","-73.997083000000003","40.725135000000002",,"-73.9833","40.672896999999999","CRD","16.5","0.5","3.2999999999999998","0","20.300000000000001","0",,"1"
"CMT","2014-08-11T14:36:48.000","2014-08-11T14:50:35.000","1","1.5","-73.991386000000006","40.749575","N","-73.972362000000004","40.749267000000003","CRD","10","0.5","2.1000000000000001","0","12.6","0",,"1"
"VTS","2014-01-02T13:56:00.000","2014-01-02T14:04:00.000","1","1.1000000000000001","-73.992552000000003","40.737392",,"-73.997079999999997","40.724961999999998","CSH","7","0.5","0","0","7.5","0",,"1"
"CMT","2014-05-01T08:33:16.000","2014-05-01T08:47:53.000","1","1.8999999999999999","-73.990257999999997","40.751745","N","-73.972323000000003","40.756610999999999","CSH","10.5","0.5","0","0","11","0",,"1"
"VTS","2014-10-29T09:11:00.000","2014-10-29T09:30:00.000","6","6.7699999999999996","-73.951160000000002","40.771352",,"-74.009354999999999","40.707897000000003","CSH","22","0.5","0","0","22.5","0",,"1"
"VTS","2014-11-01T22:17:00.000","2014-11-01T22:21:00.000","1","0.76000000000000001","-73.971587","40.751432000000001",,"-73.967132000000007","40.756782000000001","CRD","5","0.5","1","0","7","0.5",,"1"
"CMT","2014-03-07T06:42:24.000","2014-03-07T06:47:48.000","1","1.3","-73.977207000000007","40.738602","N","-73.971985000000004","40.754668000000002","CRD","6.5","0.5","1","0","8","0",,"1"
"CMT","2014-01-23T07:45:06.000","2014-01-23T08:09:13.000","1","3.3999999999999999","-73.975335999999999","40.748213","N","-73.952906999999996","40.789487000000001","CRD","16.5","0.5","3","0","20","0",,"1"
"CMT","2014-07-13T20:09:16.000","2014-07-13T20:41:08.000","2","20.5","-73.783192","40.648578000000001","N","-73.937150000000003","40.854137000000001","CRD","52","0.5","11.550000000000001","5.3300000000000001","69.379999999999995","0",,"2"
"VTS","2014-02-28T12:21:00.000","2014-02-28T12:27:00.000","1","0.13","-73.980684999999994","40.753757",,"-73.991725000000002","40.738652000000002","CSH","6.5","0.5","0","0","7","0",,"1"
"VTS","2014-02-16T00:47:00.000","2014-02-16T00:48:00.000","6","0.050000000000000003","-74.002650000000003","40.733891999999997",,"-74.002897000000004","40.734147","CSH","2.5","0.5","0","0","3.5","0.5",,"1"
"CMT","2014-07-05T03:59:07.000","2014-07-05T04:06:03.000","1","1.5","-73.989000000000004","40.748193000000001","N","-73.985364000000004","40.732411999999997","CRD","7.5","0.5","1","0","9.5","0.5",,"1"
"CMT","2014-03-07T16:33:19.000","2014-03-07T16:47:04.000","2","1.8999999999999999","-73.975795000000005","40.744810000000001","N","-73.976713000000004","40.765202000000002","CSH","10.5","0.5","0","0","12","1",,"1"
"VTS","2014-01-16T09:56:00.000","2014-01-16T10:14:00.000","1","1.8899999999999999","-73.960866999999993","40.775441999999998",,"-73.975667000000001","40.751975000000002","CSH","12.5","0.5","0","0","13","0",,"1"
"CMT","2014-07-11T08:21:28.000","2014-07-11T08:33:49.000","1","1.8","-73.978155000000001","40.773364000000001","N","-73.970335000000006","40.755401999999997","CRD","10.5","0.5","2.75","0","13.75","0",,"1"
"CMT","2014-04-03T10:52:31.000","2014-04-03T10:56:51.000","1","0.5","-73.994107","40.731768000000002","N","-74.001638999999997","40.737392","CRD","5","0.5","1.5","0","7","0",,"1"
"VTS","2014-09-13T22:39:00.000","2014-09-13T22:54:00.000","1","3.8399999999999999","-73.983007000000001","40.677315",,"-73.990056999999993","40.718604999999997","CRD","14.5","0.5","3","0","18.5","0.5",,"1"
"CMT","2014-08-27T06:39:42.000","2014-08-27T06:59:27.000","1","6.2999999999999998","-74.005557999999994","40.653112999999998","N","-74.005786999999998","40.728152999999999","CRD","21","0.5","4.2999999999999998","0","25.800000000000001","0",,"1"
"VTS","2014-05-21T10:38:00.000","2014-05-21T11:05:00.000","1","1.9399999999999999","-74.005549999999999","40.750774999999997",,"-73.978487000000001","40.751207000000001","CRD","17","0.5","5.0999999999999996","0","22.600000000000001","0",,"1"
"VTS","2014-11-10T09:00:00.000","2014-11-10T09:15:00.000","2","2.6299999999999999","-74.006209999999996","40.733910000000002",,"-73.995570000000001","40.76455","CRD","12.5","0.5","2.5","0","15.5","0",,"1"
"VTS","2014-07-30T09:00:00.000","2014-07-30T09:13:00.000","1","1.5600000000000001","-73.983407","40.778370000000002",,"-73.979474999999994","40.768566999999997","CRD","9.5","0.5","1","0","11","0",,"1"
"CMT","2014-01-23T19:07:26.000","2014-01-23T19:15:30.000","1","1.3999999999999999","-73.949630999999997","40.781908000000001","N","-73.969067999999993","40.785302000000001","CSH","7.5","0.5","0","0","9","1",,"1"
"VTS","2014-05-07T15:10:00.000","2014-05-07T15:28:00.000","1","4.2000000000000002","-73.992994999999993","40.720126999999998",,"-73.958681999999996","40.729812000000003","CRD","17","0.5","2","0","19.5","0",,"1"
"VTS","2014-12-16T21:00:00.000","2014-12-16T21:11:00.000","1","1.01","-73.974767","40.755811999999999",,"-73.986045000000004","40.753844999999998","CSH","8","0.5","0","0","9","0.5",,"1"
"VTS","2014-05-10T09:03:00.000","2014-05-10T09:21:00.000","6","3.3399999999999999","-73.998883000000006","40.734451999999997",,"-73.978224999999995","40.737267000000003","CSH","12","0.5","0","0","12.5","0",,"1"
"VTS","2014-10-19T17:06:00.000","2014-10-19T17:08:00.000","1","0.28000000000000003","-73.996589999999998","40.72522",,"-73.995379999999997","40.721919999999997","CSH","3.5","0.5","0","0","4","0",,"1"
"VTS","2014-10-16T20:32:00.000","2014-10-16T20:51:00.000","2","3.5099999999999998","-73.984286999999995","40.761657",,"-73.978757000000002","40.727262000000003","CRD","15","0.5","3.1000000000000001","0","19.100000000000001","0.5",,"1"
"CMT","2014-04-23T11:04:56.000","2014-04-23T11:29:59.000","1","1.8","0","0","N","0","0","CRD","15.5","0.5","1.5","0","17.5","0",,"1"
"CMT","2014-03-15T12:36:37.000","2014-03-15T12:37:22.000","1","0.20000000000000001","-73.996292999999994","40.736905","N","-73.996398999999997","40.737391000000002","CSH","2.5","0.5","0","0","3","0",,"1"
"VTS","2014-09-26T05:48:00.000","2014-09-26T05:54:00.000","1","2.0099999999999998","-73.957369999999997","40.774355",,"-73.975288000000006","40.752552000000001","CSH","8","0.5","0","0","9","0.5",,"1"
"VTS","2014-07-24T06:36:00.000","2014-07-24T06:42:00.000","5","0.90000000000000002","-73.975457000000006","40.752271999999998",,"-73.989307999999994","40.754997000000003","CSH","6.5","0.5","0","0","7","0",,"1"
"CMT","2014-04-27T12:34:17.000","2014-04-27T12:51:14.000","2","2.2999999999999998","-73.970775000000003","40.783521999999998","N","-73.989391999999995","40.758828000000001","CSH","13","0.5","0","0","13.5","0",,"1"
"CMT","2014-11-24T16:34:49.000","2014-11-24T17:01:13.000","1","4.4000000000000004","-74.009853000000007","40.720723","N","-73.994930999999994","40.664045000000002","CRD","20","0.5","8","5.3300000000000001","34.829999999999998","1",,"1"
"VTS","2014-02-12T20:47:00.000","2014-02-12T20:50:00.000","3","0.97999999999999998","-73.957206999999997","40.780352000000001",,"-73.963161999999997","40.769032000000003","CSH","5","0.5","0","0","6","0.5",,"1"
"CMT","2014-11-27T21:50:20.000","2014-11-27T21:53:25.000","1","0.69999999999999996","-73.980821000000006","40.769607999999998","N","-73.981594999999999","40.76379","CSH","4.5","0.5","0","0","5.5","0.5",,"1"
"VTS","2014-02-02T12:59:00.000","2014-02-02T13:08:00.000","1","1.21","-73.973782","40.784387000000002",,"-73.982247000000001","40.768625","CRD","8","0.5","1.6000000000000001","0","10.1","0",,"1"
"CMT","2014-11-18T01:05:51.000","2014-11-18T01:16:03.000","1","2.8999999999999999","-73.985425000000006","40.743090000000002","N","-73.955341000000004","40.770077000000001","CRD","11","0.5","3","0","15","0.5",,"1"
"VTS","2014-11-02T12:22:00.000","2014-11-02T12:40:00.000","1","3.6699999999999999","-73.993939999999995","40.732962000000001",,"-73.957579999999993","40.769947000000002","CRD","15","0.5","3","0","18.5","0",,"1"
"CMT","2014-04-07T13:03:07.000","2014-04-07T13:16:44.000","1","1.8999999999999999","-73.978887999999998","40.787472000000001","N","-73.978759999999994","40.762878000000001","CRD","11","0.5","1","0","12.5","0",,"1"
"CMT","2014-12-22T20:06:53.000","2014-12-22T20:14:48.000","1","2.2000000000000002","-73.982057999999995","40.779000000000003","N","-73.963182000000003","40.805290999999997","CRD","8.5","0.5","2.3700000000000001","0","11.869999999999999","0.5",,"1"
"CMT","2014-12-19T10:19:31.000","2014-12-19T10:32:24.000","1","1.8999999999999999","-74.001957000000004","40.747675000000001","N","-73.992441999999997","40.727645000000003","CRD","10","0.5","1.5","0","12","0",,"1"
"VTS","2014-03-27T16:56:00.000","2014-03-27T17:19:00.000","1","8.4000000000000004","-73.956483000000006","40.779702",,"-74.016717","40.710186999999998","CRD","26.5","0.5","4","0","32","1",,"1"
"VTS","2014-03-01T22:51:00.000","2014-03-01T23:00:00.000","2","1.3300000000000001","-73.955929999999995","40.714101999999997",,"-73.953874999999996","40.729455000000002","CRD","7.5","0.5","2","0","10.5","0.5",,"1"
"CMT","2014-03-11T21:50:50.000","2014-03-11T21:53:48.000","1","1.2","-73.963913000000005","40.757038000000001","N","-73.952046999999993","40.773043000000001","CRD","5.5","0.5","1","0","7.5","0.5",,"1"
"CMT","2014-12-21T17:41:14.000","2014-12-21T18:04:23.000","1","9.1999999999999993","-73.987181000000007","40.755589999999998","N","-73.927216999999999","40.865262999999999","CSH","29","0.5","0","0","29.5","0",,"1"
"CMT","2014-04-02T23:55:48.000","2014-04-03T00:02:22.000","1","1.5","0","0","N","-73.990371999999994","40.737211000000002","CRD","7","0.5","1","0","9","0.5",,"1"
"VTS","2014-08-26T14:44:00.000","2014-08-26T14:53:00.000","1","0.71999999999999997","-73.984729999999999","40.742846999999998",,"-73.992287000000005","40.74924","UNK","7","0.5","0.69999999999999996","0","8.1999999999999993","0",,"1"
"CMT","2014-07-16T22:40:16.000","2014-07-16T22:55:48.000","1","3","-74.006088000000005","40.735399000000001","N","-73.991802000000007","40.769703999999997","CRD","13","0.5","2.7999999999999998","0","16.800000000000001","0.5",,"1"
"CMT","2014-06-10T07:20:50.000","2014-06-10T07:30:27.000","1","1.6000000000000001","-73.951481999999999","40.785282000000002","N","-73.938931999999994","40.804893999999997","CSH","9","0.5","0","0","9.5","0",,"1"
"VTS","2014-08-08T20:52:00.000","2014-08-08T21:09:00.000","6","2.6800000000000002","-73.975094999999996","40.752361999999998",,"-74.006072000000003","40.734631999999998","CSH","12.5","0.5","0","0","13.5","0.5",,"1"
"CMT","2014-09-17T13:31:16.000","2014-09-17T13:55:37.000","1","2.5","-74.004724999999993","40.707385000000002","N","-74.006944000000004","40.732930000000003","CSH","16.5","0.5","0","0","17","0",,"1"
"VTS","2014-11-17T20:37:00.000","2014-11-17T20:44:00.000","1","1.6499999999999999","-73.995040000000003","40.750399999999999",,"-73.987440000000007","40.765560000000001","CRD","7","0.5","1.5","0","9.5","0.5",,"1"
"CMT","2014-02-08T03:09:10.000","2014-02-08T03:16:22.000","2","2.2000000000000002","-74.002402000000004","40.739902000000001","Y","-73.990253999999993","40.766947000000002","CSH","8.5","0.5","0","0","9.5","0.5",,"1"
"VTS","2014-03-10T09:49:00.000","2014-03-10T10:21:00.000","1","10.85","-73.990602999999993","40.734962000000003",,"-73.865319999999997","40.770665000000001","CRD","34","0.5","7.8700000000000001","5.3300000000000001","47.700000000000003","0",,"1"
"CMT","2014-06-14T21:29:29.000","2014-06-14T21:37:02.000","1","1","-73.984239000000002","40.724753999999997","N","-73.986491000000001","40.734292000000003","CSH","6.5","0.5","0","0","7.5","0.5",,"1"
"VTS","2014-11-09T12:31:00.000","2014-11-09T12:45:00.000","5","2.5800000000000001","-73.972430000000003","40.747480000000003",,"-74.001959999999997","40.72804","CRD","12","0.5","0.5","0","13","0",,"1"
"VTS","2014-09-13T13:35:00.000","2014-09-13T13:50:00.000","5","2.9100000000000001","-73.982330000000005","40.731741999999997",,"-73.983095000000006","40.761597000000002","CRD","13","0.5","2.6000000000000001","0","16.100000000000001","0",,"1"
"VTS","2014-09-11T08:11:00.000","2014-09-11T08:24:00.000","1","2.3100000000000001","-73.998859999999993","40.734475000000003",,"-73.975300000000004","40.756152","CRD","11","0.5","2.2000000000000002","0","13.699999999999999","0",,"1"
"VTS","2014-04-10T02:48:00.000","2014-04-10T02:53:00.000","1","0.80000000000000004","-73.971796999999995","40.794486999999997",,"-73.969205000000002","40.803486999999997","CRD","5.5","0.5","1.2","0","7.7000000000000002","0.5",,"1"
"CMT","2014-11-15T01:57:10.000","2014-11-15T02:04:51.000","1","1.7","-73.977090000000004","40.743060999999997","N","-73.985861999999997","40.722788000000001","CRD","7.5","0.5","1.5","0","10","0.5",,"1"
"CMT","2014-03-22T19:22:13.000","2014-03-22T19:30:49.000","1","1.1000000000000001","-73.981275999999994","40.72916","N","-73.981876999999997","40.741624000000002","CRD","7.5","0.5","2.3999999999999999","0","10.4","0",,"1"
"CMT","2014-01-30T15:55:29.000","2014-01-30T16:07:33.000","1","1.3999999999999999","-73.950985000000003","40.786150999999997","N","-73.971870999999993","40.794721000000003","CRD","9.5","0.5","2","0","12","0",,"1"
"VTS","2014-02-28T23:40:00.000","2014-02-28T23:49:00.000","1","1.45","-73.991091999999995","40.765481999999999",,"-73.977514999999997","40.753377","CRD","8","0.5","1.7","0","10.699999999999999","0.5",,"1"
"CMT","2014-06-15T13:01:11.000","2014-06-15T13:15:19.000","3","1.8","-73.977288000000001","40.751998","N","-73.990408000000002","40.761673000000002","CSH","9.5","0.5","0","0","10","0",,"1"
"VTS","2014-03-07T17:41:00.000","2014-03-07T17:59:00.000","1","2.1499999999999999","-73.992547000000002","40.724902",,"-74.015450000000001","40.715665000000001","CSH","12.5","0.5","0","0","14","1",,"1"
"CMT","2014-12-25T09:52:39.000","2014-12-25T10:00:31.000","1","1.7","-73.992226000000002","40.764322","N","-73.984710000000007","40.748578000000002","CSH","8","0.5","0","0","8.5","0",,"1"
"CMT","2014-10-16T18:36:29.000","2014-10-16T18:52:10.000","1","2.8999999999999999","-74.005793999999995","40.750075000000002","N","-73.980250999999996","40.778022","CRD","13","0.5","2.8999999999999999","0","17.399999999999999","1",,"1"
"CMT","2014-04-17T13:08:00.000","2014-04-17T13:29:56.000","1","1.8999999999999999","-73.988129000000001","40.745854000000001","N","-73.997352000000006","40.722417999999998","CRD","14.5","0.5","3","0","18","0",,"1"
"VTS","2014-06-11T10:48:00.000","2014-06-11T11:02:00.000","1","1.8500000000000001","-74.006060000000005","40.734895000000002",,"-73.987897000000004","40.751432000000001","CRD","10.5","0.5","2.1000000000000001","0","13.1","0",,"1"
"VTS","2014-07-02T10:45:00.000","2014-07-02T10:57:00.000","4","2.25","-73.977909999999994","40.786887",,"-73.97081","40.762160000000002","CRD","10.5","0.5","3.1499999999999999","0","14.15","0",,"1"
"CMT","2014-07-30T20:51:45.000","2014-07-30T21:23:20.000","1","10.4","-73.885265000000004","40.772964999999999","N","-73.989969000000002","40.775756999999999","CRD","33","0.5","6","5.3300000000000001","45.329999999999998","0.5",,"1"
"VTS","2014-12-19T22:37:00.000","2014-12-19T22:47:00.000","4","2.0899999999999999","-73.954282000000006","40.778269999999999",,"-73.978598000000005","40.766742000000001","CRD","9.5","0.5","2.5","0","13","0.5",,"1"
"CMT","2014-11-07T09:30:05.000","2014-11-07T10:15:24.000","1","21.100000000000001","-73.776703999999995","40.645274999999998","N","-73.915845000000004","40.855376","CSH","58.5","0.5","0","0","59","0",,"1"
"CMT","2014-06-11T12:51:35.000","2014-06-11T13:06:22.000","2","2.5","-73.964140999999998","40.770724000000001","N","-73.970916000000003","40.795175999999998","CRD","12.5","0.5","3","0","16","0",,"1"
"CMT","2014-06-13T07:41:00.000","2014-06-13T07:45:17.000","1","0.90000000000000002","-73.988111000000004","40.718715000000003","N","-73.979512","40.728307999999998","CSH","5.5","0.5","0","0","6","0",,"1"
"VTS","2014-02-21T12:58:00.000","2014-02-21T13:03:00.000","2","1.8500000000000001","-73.979657000000003","40.781190000000002",,"-73.962850000000003","40.804186999999999","CRD","7.5","0.5","1.8799999999999999","0","9.8800000000000008","0",,"1"
"CMT","2014-05-16T10:26:27.000","2014-05-16T10:37:26.000","1","1.7","-73.997967000000003","40.724040000000002","N","-73.994798000000003","40.740313","CRD","9","0.5","1.8999999999999999","0","11.4","0",,"1"
"VTS","2014-03-23T17:28:00.000","2014-03-23T17:30:00.000","3","0.68999999999999995","-73.954556999999994","40.777991999999998",,"-73.947824999999995","40.787286999999999","CRD","4","0.5","0","0","4.5","0",,"1"
"VTS","2014-12-08T08:48:00.000","2014-12-08T09:08:00.000","1","5.5899999999999999","-74.015857999999994","40.708101999999997",,"-73.980237000000002","40.745607","CRD","19.5","0.5","2","0","22","0",,"1"
"CMT","2014-02-11T21:55:23.000","2014-02-11T22:03:33.000","1","1.7","-73.989900000000006","40.757168999999998","N","-73.981468000000007","40.779398","CSH","8","0.5","0","0","9","0.5",,"1"
"CMT","2014-09-05T06:47:39.000","2014-09-05T06:53:12.000","1","1.5","-73.963722000000004","40.757272","N","-73.974687000000003","40.741928000000001","CSH","7","0.5","0","0","7.5","0",,"1"
"CMT","2014-08-23T19:47:08.000","2014-08-23T19:53:06.000","1","1.2","-73.974913999999998","40.790286000000002","N","-73.961906999999997","40.800576","CSH","6.5","0.5","0","0","7","0",,"1"
"VTS","2014-02-08T19:09:00.000","2014-02-08T19:15:00.000","1","1.02","-73.998137","40.745362",,"-73.984255000000005","40.743817","CSH","6","0.5","0","0","6.5","0",,"1"
"VTS","2014-08-03T19:30:00.000","2014-08-03T19:45:00.000","5","4.1100000000000003","-73.992890000000003","40.733820000000001",,"-73.972049999999996","40.781410000000001","CRD","15","0.5","3","0","18.5","0",,"1"
"VTS","2014-03-03T08:47:00.000","2014-03-03T08:52:00.000","1","1.0700000000000001","-73.995585000000005","40.744076999999997",,"-74.000389999999996","40.754266999999999","CRD","5.5","0.5","1.2","0","7.2000000000000002","0",,"1"
"VTS","2014-02-08T14:17:00.000","2014-02-08T14:24:00.000","1","0.81999999999999995","-73.956244999999996","40.778947000000002",,"-73.957800000000006","40.782271999999999","CSH","5","0.5","0","0","5.5","0",,"1"
"CMT","2014-09-13T22:41:15.000","2014-09-13T22:48:01.000","1","1.1000000000000001","-73.990313","40.746560000000002","N","-74.003952999999996","40.742213999999997","CRD","6.5","0.5","2.25","0","9.75","0.5",,"1"
"VTS","2014-05-17T01:50:00.000","2014-05-17T01:59:00.000","2","3.0899999999999999","-74.000641999999999","40.731977000000001",,"-73.968055000000007","40.760685000000002","CSH","11","0.5","0","0","12","0.5",,"1"
"VTS","2014-09-13T17:29:00.000","2014-09-13T18:00:00.000","1","6.04","-73.969447000000002","40.712657",,"-73.971530000000001","40.760781999999999","CSH","24","0.5","0","0","24.5","0",,"1"
