"countid","id","date","counts","status"
"10347285","100009424","2018-12-26T18:00:00.000","0","4"
"10347286","100009424","2018-12-26T18:15:00.000","0","4"
"10347287","100009424","2018-12-26T18:30:00.000","0","4"
"10347288","100009424","2018-12-26T18:45:00.000","0","4"
"10347289","100009424","2018-12-26T19:00:00.000","0","4"
"10347290","100009424","2018-12-26T19:15:00.000","0","4"
"10347291","100009424","2018-12-26T19:30:00.000","0","4"
"10347292","100009424","2018-12-26T19:45:00.000","0","4"
"10347293","100009424","2018-12-26T20:00:00.000","0","4"
"10347294","100009424","2018-12-26T20:15:00.000","0","4"
"10347295","100009424","2018-12-26T20:30:00.000","0","4"
"10347296","100009424","2018-12-26T20:45:00.000","0","4"
"10347297","100009424","2018-12-26T21:00:00.000","0","4"
"10347298","100009424","2018-12-26T21:15:00.000","0","4"
"10347299","100009424","2018-12-26T21:30:00.000","0","4"
"10347300","100009424","2018-12-26T21:45:00.000","0","4"
"10347301","100009424","2018-12-26T22:00:00.000","0","4"
"10347302","100009424","2018-12-26T22:15:00.000","0","4"
"10347303","100009424","2018-12-26T22:30:00.000","0","4"
"10347304","100009424","2018-12-26T22:45:00.000","0","4"
"10347305","100009424","2018-12-26T23:00:00.000","0","4"
"10347306","100009424","2018-12-26T23:15:00.000","0","4"
"10347307","100009424","2018-12-26T23:30:00.000","0","4"
"10347308","100009424","2018-12-26T23:45:00.000","0","4"
"10347309","100009424","2018-12-27T00:00:00.000","0","4"
"10347310","100009424","2018-12-27T00:15:00.000","0","4"
"10347311","100009424","2018-12-27T00:30:00.000","0","4"
"10347312","100009424","2018-12-27T00:45:00.000","0","4"
"10347313","100009424","2018-12-27T01:00:00.000","0","4"
"10347314","100009424","2018-12-27T01:15:00.000","0","4"
"10347315","100009424","2018-12-27T01:30:00.000","0","4"
"10347316","100009424","2018-12-27T01:45:00.000","0","4"
"10347317","100009424","2018-12-27T02:00:00.000","0","4"
"10347318","100009424","2018-12-27T02:15:00.000","0","4"
"10347319","100009424","2018-12-27T02:30:00.000","0","4"
"10347320","100009424","2018-12-27T02:45:00.000","0","4"
"10347321","100009424","2018-12-27T03:00:00.000","0","4"
"10347322","100009424","2018-12-27T03:15:00.000","0","4"
"10347323","100009424","2018-12-27T03:30:00.000","0","4"
"10347324","100009424","2018-12-27T03:45:00.000","0","4"
"10347325","100009424","2018-12-27T04:00:00.000","0","4"
"10347326","100009424","2018-12-27T04:15:00.000","0","4"
"10347327","100009424","2018-12-27T04:30:00.000","0","4"
"10347328","100009424","2018-12-27T04:45:00.000","0","4"
"10347329","100009424","2018-12-27T05:00:00.000","0","4"
"10347330","100009424","2018-12-27T05:15:00.000","0","4"
"10347331","100009424","2018-12-27T05:30:00.000","0","4"
"10347332","100009424","2018-12-27T05:45:00.000","0","4"
"10347333","100009424","2018-12-27T06:00:00.000","0","4"
"10347334","100009424","2018-12-27T06:15:00.000","0","4"
"10347335","100009424","2018-12-27T06:30:00.000","0","4"
"10347336","100009424","2018-12-27T06:45:00.000","0","4"
"10347337","100009424","2018-12-27T07:00:00.000","0","4"
"10347338","100009424","2018-12-27T07:15:00.000","0","4"
"10347339","100009424","2018-12-27T07:30:00.000","0","4"
"10347340","100009424","2018-12-27T07:45:00.000","0","4"
"10347341","100009424","2018-12-27T08:00:00.000","0","4"
"10347342","100009424","2018-12-27T08:15:00.000","0","4"
"10347343","100009424","2018-12-27T08:30:00.000","0","4"
"10347344","100009424","2018-12-27T08:45:00.000","0","4"
"10347345","100009424","2018-12-27T09:00:00.000","0","4"
"10347346","100009424","2018-12-27T09:15:00.000","0","4"
"10347366","100009424","2018-12-27T14:15:00.000","0","4"
"10347367","100009424","2018-12-27T14:30:00.000","0","4"
"10347368","100009424","2018-12-27T14:45:00.000","0","4"
"10347369","100009424","2018-12-27T15:00:00.000","0","4"
"10347370","100009424","2018-12-27T15:15:00.000","0","4"
"10347371","100009424","2018-12-27T15:30:00.000","0","4"
"10347372","100009424","2018-12-27T15:45:00.000","0","4"
"10347373","100009424","2018-12-27T16:00:00.000","0","4"
"10347374","100009424","2018-12-27T16:15:00.000","0","4"
"10347375","100009424","2018-12-27T16:30:00.000","0","4"
"10347376","100009424","2018-12-27T16:45:00.000","0","4"
"10347377","100009424","2018-12-27T17:00:00.000","0","4"
"10347378","100009424","2018-12-27T17:15:00.000","0","4"
"10347379","100009424","2018-12-27T17:30:00.000","0","4"
"10347380","100009424","2018-12-27T17:45:00.000","0","4"
"10347381","100009424","2018-12-27T18:00:00.000","0","4"
"10347382","100009424","2018-12-27T18:15:00.000","0","4"
"10347383","100009424","2018-12-27T18:30:00.000","0","4"
"10347384","100009424","2018-12-27T18:45:00.000","0","4"
"10347385","100009424","2018-12-27T19:00:00.000","0","4"
"10347386","100009424","2018-12-27T19:15:00.000","0","4"
"10347387","100009424","2018-12-27T19:30:00.000","0","4"
"10347388","100009424","2018-12-27T19:45:00.000","0","4"
"10347389","100009424","2018-12-27T20:00:00.000","0","4"
"10347390","100009424","2018-12-27T20:15:00.000","0","4"
"10347391","100009424","2018-12-27T20:30:00.000","0","4"
"10347392","100009424","2018-12-27T20:45:00.000","0","4"
"10347393","100009424","2018-12-27T21:00:00.000","0","4"
"10347394","100009424","2018-12-27T21:15:00.000","0","4"
"10347395","100009424","2018-12-27T21:30:00.000","0","4"
"10347396","100009424","2018-12-27T21:45:00.000","0","4"
"10347397","100009424","2018-12-27T22:00:00.000","0","4"
"10347398","100009424","2018-12-27T22:15:00.000","0","4"
"10347399","100009424","2018-12-27T22:30:00.000","0","4"
"10347400","100009424","2018-12-27T22:45:00.000","0","4"
"10347401","100009424","2018-12-27T23:00:00.000","0","4"
"10347402","100009424","2018-12-27T23:15:00.000","0","4"
"10347403","100009424","2018-12-27T23:30:00.000","0","4"
"10347404","100009424","2018-12-27T23:45:00.000","0","4"
"10347405","100009424","2018-12-28T00:00:00.000","0","4"
"10347406","100009424","2018-12-28T00:15:00.000","0","4"
"10347407","100009424","2018-12-28T00:30:00.000","0","4"
"10347408","100009424","2018-12-28T00:45:00.000","0","4"
"10347409","100009424","2018-12-28T01:00:00.000","0","4"
"10347410","100009424","2018-12-28T01:15:00.000","0","4"
"10347411","100009424","2018-12-28T01:30:00.000","0","4"
"10347412","100009424","2018-12-28T01:45:00.000","0","4"
"10347413","100009424","2018-12-28T02:00:00.000","0","4"
"10347414","100009424","2018-12-28T02:15:00.000","0","4"
"10347415","100009424","2018-12-28T02:30:00.000","0","4"
"10347416","100009424","2018-12-28T02:45:00.000","0","4"
"10347417","100009424","2018-12-28T03:00:00.000","0","4"
"10347418","100009424","2018-12-28T03:15:00.000","0","4"
"10347419","100009424","2018-12-28T03:30:00.000","0","4"
"10347420","100009424","2018-12-28T03:45:00.000","0","4"
"10347421","100009424","2018-12-28T04:00:00.000","0","4"
"10347422","100009424","2018-12-28T04:15:00.000","0","4"
"10347423","100009424","2018-12-28T04:30:00.000","0","4"
"10347424","100009424","2018-12-28T04:45:00.000","0","4"
"10347425","100009424","2018-12-28T05:00:00.000","0","4"
"10347426","100009424","2018-12-28T05:15:00.000","0","4"
"10347427","100009424","2018-12-28T05:30:00.000","0","4"
"10347428","100009424","2018-12-28T05:45:00.000","0","4"
"10347429","100009424","2018-12-28T06:00:00.000","0","4"
"10347430","100009424","2018-12-28T06:15:00.000","0","4"
"10347431","100009424","2018-12-28T06:30:00.000","0","4"
"10347432","100009424","2018-12-28T06:45:00.000","0","4"
"10347433","100009424","2018-12-28T07:00:00.000","0","4"
"10347434","100009424","2018-12-28T07:15:00.000","0","4"
"10347435","100009424","2018-12-28T07:30:00.000","0","4"
"10347436","100009424","2018-12-28T07:45:00.000","0","4"
"10347437","100009424","2018-12-28T08:00:00.000","0","4"
"10347438","100009424","2018-12-28T08:15:00.000","0","4"
"10347439","100009424","2018-12-28T08:30:00.000","0","4"
"10347440","100009424","2018-12-28T08:45:00.000","0","4"
"10347441","100009424","2018-12-28T09:00:00.000","0","4"
"10347442","100009424","2018-12-28T09:15:00.000","0","4"
"10347443","100009424","2018-12-28T09:30:00.000","0","4"
"10347444","100009424","2018-12-28T09:45:00.000","0","4"
"10347445","100009424","2018-12-28T10:00:00.000","0","4"
"10347446","100009424","2018-12-28T10:15:00.000","0","4"
"10347447","100009424","2018-12-28T10:30:00.000","0","4"
"10347448","100009424","2018-12-28T10:45:00.000","0","4"
"10347449","100009424","2018-12-28T11:00:00.000","0","4"
"10347450","100009424","2018-12-28T11:15:00.000","0","4"
"10347451","100009424","2018-12-28T11:30:00.000","0","4"
"10347452","100009424","2018-12-28T11:45:00.000","0","4"
"10347453","100009424","2018-12-28T12:00:00.000","0","4"
"10347454","100009424","2018-12-28T12:15:00.000","0","4"
"10347455","100009424","2018-12-28T12:30:00.000","0","4"
"10347456","100009424","2018-12-28T12:45:00.000","0","4"
"10347457","100009424","2018-12-28T13:00:00.000","0","4"
"10347458","100009424","2018-12-28T13:15:00.000","0","4"
"10347459","100009424","2018-12-28T13:30:00.000","0","4"
"10347460","100009424","2018-12-28T13:45:00.000","0","4"
"10347461","100009424","2018-12-28T14:00:00.000","0","4"
"10347483","100009424","2018-12-28T19:30:00.000","0","4"
"10347484","100009424","2018-12-28T19:45:00.000","0","4"
"10347485","100009424","2018-12-28T20:00:00.000","0","4"
"10347486","100009424","2018-12-28T20:15:00.000","0","4"
"10347487","100009424","2018-12-28T20:30:00.000","0","4"
"10347488","100009424","2018-12-28T20:45:00.000","0","4"
"10347489","100009424","2018-12-28T21:00:00.000","0","4"
"10347490","100009424","2018-12-28T21:15:00.000","0","4"
"10347491","100009424","2018-12-28T21:30:00.000","0","4"
"10347492","100009424","2018-12-28T21:45:00.000","0","4"
"10347493","100009424","2018-12-28T22:00:00.000","0","4"
"10347494","100009424","2018-12-28T22:15:00.000","0","4"
"10347495","100009424","2018-12-28T22:30:00.000","0","4"
"10347496","100009424","2018-12-28T22:45:00.000","0","4"
"10347497","100009424","2018-12-28T23:00:00.000","0","4"
"10347498","100009424","2018-12-28T23:15:00.000","0","4"
"10347499","100009424","2018-12-28T23:30:00.000","0","4"
"10347500","100009424","2018-12-28T23:45:00.000","0","4"
"10347501","100009424","2018-12-29T00:00:00.000","0","4"
"10347502","100009424","2018-12-29T00:15:00.000","0","4"
"10347503","100009424","2018-12-29T00:30:00.000","0","4"
"10347504","100009424","2018-12-29T00:45:00.000","0","4"
"10347505","100009424","2018-12-29T01:00:00.000","0","4"
"10347506","100009424","2018-12-29T01:15:00.000","0","4"
"10347507","100009424","2018-12-29T01:30:00.000","0","4"
"10347508","100009424","2018-12-29T01:45:00.000","0","4"
"10347509","100009424","2018-12-29T02:00:00.000","0","4"
"10347510","100009424","2018-12-29T02:15:00.000","0","4"
"10347511","100009424","2018-12-29T02:30:00.000","0","4"
"10347512","100009424","2018-12-29T02:45:00.000","0","4"
"10347513","100009424","2018-12-29T03:00:00.000","0","4"
"10347514","100009424","2018-12-29T03:15:00.000","0","4"
"10347515","100009424","2018-12-29T03:30:00.000","0","4"
"10347516","100009424","2018-12-29T03:45:00.000","0","4"
"10347517","100009424","2018-12-29T04:00:00.000","0","4"
"10347518","100009424","2018-12-29T04:15:00.000","0","4"
"10347519","100009424","2018-12-29T04:30:00.000","0","4"
"10347520","100009424","2018-12-29T04:45:00.000","0","4"
"10347521","100009424","2018-12-29T05:00:00.000","0","4"
"10347522","100009424","2018-12-29T05:15:00.000","0","4"
"10347523","100009424","2018-12-29T05:30:00.000","0","4"
"10347524","100009424","2018-12-29T05:45:00.000","0","4"
"10347525","100009424","2018-12-29T06:00:00.000","0","4"
"10347526","100009424","2018-12-29T06:15:00.000","0","4"
"10347527","100009424","2018-12-29T06:30:00.000","0","4"
"10347528","100009424","2018-12-29T06:45:00.000","0","4"
"10347529","100009424","2018-12-29T07:00:00.000","0","4"
"10347530","100009424","2018-12-29T07:15:00.000","0","4"
"10347531","100009424","2018-12-29T07:30:00.000","0","4"
"10347532","100009424","2018-12-29T07:45:00.000","0","4"
"10347533","100009424","2018-12-29T08:00:00.000","0","4"
"10347534","100009424","2018-12-29T08:15:00.000","0","4"
"10347535","100009424","2018-12-29T08:30:00.000","0","4"
"10347536","100009424","2018-12-29T08:45:00.000","0","4"
"10347537","100009424","2018-12-29T09:00:00.000","0","4"
"10347538","100009424","2018-12-29T09:15:00.000","0","4"
"10347539","100009424","2018-12-29T09:30:00.000","0","4"
"10347540","100009424","2018-12-29T09:45:00.000","0","4"
"10347541","100009424","2018-12-29T10:00:00.000","0","4"
"10347542","100009424","2018-12-29T10:15:00.000","0","4"
"10347543","100009424","2018-12-29T10:30:00.000","0","4"
"10347544","100009424","2018-12-29T10:45:00.000","0","4"
"10347545","100009424","2018-12-29T11:00:00.000","0","4"
"10347546","100009424","2018-12-29T11:15:00.000","0","4"
"10347547","100009424","2018-12-29T11:30:00.000","0","4"
"10347548","100009424","2018-12-29T11:45:00.000","0","4"
"10347549","100009424","2018-12-29T12:00:00.000","0","4"
"10347550","100009424","2018-12-29T12:15:00.000","0","4"
"10347551","100009424","2018-12-29T12:30:00.000","0","4"
"10347552","100009424","2018-12-29T12:45:00.000","0","4"
"10347553","100009424","2018-12-29T13:00:00.000","0","4"
"10347554","100009424","2018-12-29T13:15:00.000","0","4"
"10347555","100009424","2018-12-29T13:30:00.000","0","4"
"10347556","100009424","2018-12-29T13:45:00.000","0","4"
"10347557","100009424","2018-12-29T14:00:00.000","0","4"
"10347558","100009424","2018-12-29T14:15:00.000","0","4"
"10347559","100009424","2018-12-29T14:30:00.000","0","4"
"10347560","100009424","2018-12-29T14:45:00.000","0","4"
"10347561","100009424","2018-12-29T15:00:00.000","0","4"
"10347562","100009424","2018-12-29T15:15:00.000","0","4"
"10347563","100009424","2018-12-29T15:30:00.000","0","4"
"10347564","100009424","2018-12-29T15:45:00.000","0","4"
"10347565","100009424","2018-12-29T16:00:00.000","0","4"
"10347566","100009424","2018-12-29T16:15:00.000","0","4"
"10347567","100009424","2018-12-29T16:30:00.000","0","4"
"10347568","100009424","2018-12-29T16:45:00.000","0","4"
"10347569","100009424","2018-12-29T17:00:00.000","0","4"
"10347570","100009424","2018-12-29T17:15:00.000","0","4"
"10347571","100009424","2018-12-29T17:30:00.000","0","4"
"10347572","100009424","2018-12-29T17:45:00.000","0","4"
"10347573","100009424","2018-12-29T18:00:00.000","0","4"
"10347574","100009424","2018-12-29T18:15:00.000","0","4"
"10347575","100009424","2018-12-29T18:30:00.000","0","4"
"10347576","100009424","2018-12-29T18:45:00.000","0","4"
"10347577","100009424","2018-12-29T19:00:00.000","0","4"
"10347578","100009424","2018-12-29T19:15:00.000","0","4"
"10347588","100009424","2018-12-29T21:45:00.000","0","4"
