"vendorid","tpep_pickup_datetime","dropoff_datetime","passenger_count","trip_distance","pickup_longitude","pickup_latitude","ratecodeid","store_and_fwd_flag","dropoff_longitude","dropoff_latitude","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","total_amount","pickup_location","dropoff_location"
"CMT","2010-01-11T16:41:50.000","2010-01-11T16:53:50.000","1","2","-73.978829000000005","40.719766","1","0","-73.991617000000005","40.739263999999999","Cas","8.5","1","0.5","0","0","10","POINT (-73.978829 40.719766)","POINT (-73.991617 40.739264)"
"VTS","2010-04-09T08:34:00.000","2010-04-09T08:44:00.000","1","1.8400000000000001","-73.971992","40.793931999999998","1",,"-73.979996999999997","40.770937000000004","CAS","7.2999999999999998","0","0.5","0","0","7.7999999999999998","POINT (-73.971992 40.793932)","POINT (-73.979997 40.770937)"
"VTS","2010-01-14T10:17:00.000","2010-01-14T10:48:00.000","5","12.23","-73.870535000000004","40.773572999999999","1",,"-73.976567000000003","40.759042000000001","Cre","30.5","0","0.5","6.0999999999999996","5.5","42.600000000000001","POINT (-73.870535 40.773573)","POINT (-73.976567 40.759042)"
"VTS","2010-11-14T20:42:00.000","2010-11-14T20:56:00.000","1","1.8999999999999999","-73.984875000000002","40.759402999999999","1",,"-73.983244999999997","40.746111999999997","CSH","8.5","0.5","0.5","0","0","9.5","POINT (-73.984875 40.759403)","POINT (-73.983245 40.746112)"
"VTS","2010-04-22T07:12:00.000","2010-04-22T07:19:00.000","1","1.5600000000000001","-73.987641999999994","40.743442000000002","1",,"-73.985707000000005","40.760061999999998","CAS","6.0999999999999996","0","0.5","0","0","6.5999999999999996","POINT (-73.987642 40.743442)","POINT (-73.985707 40.760062)"
"CMT","2010-11-18T18:22:56.000","2010-11-18T18:36:45.000","1","2.5","-73.983408999999995","40.766176000000002","1","N","-73.957145999999995","40.783023","CSH","9.6999999999999993","1","0.5","0","0","11.199999999999999","POINT (-73.983409 40.766176)","POINT (-73.957146 40.783023)"
"CMT","2010-07-08T11:52:22.000","2010-07-08T11:57:52.000","1","0.29999999999999999","-73.970322999999993","40.761690000000002","1","0","-73.972052000000005","40.764310999999999","Cas","4.5","0","0.5","0","0","5","POINT (-73.970323 40.76169)","POINT (-73.972052 40.764311)"
"CMT","2010-09-13T08:18:28.000","2010-09-13T08:38:27.000","1","9.0999999999999996","-73.984943000000001","40.732582999999998","1","N","-73.979787999999999","40.743340000000003","CRD","21.699999999999999","0","0.5","5.54","5.5","33.240000000000002","POINT (-73.984943 40.732583)","POINT (-73.979788 40.74334)"
"CMT","2010-09-30T10:59:45.000","2010-09-30T11:13:09.000","1","2.7999999999999998","-73.999567999999996","40.711953999999999","1","N","-73.966200999999998","40.710574999999999","CRD","10.5","0","0.5","2","0","13","POINT (-73.999568 40.711954)","POINT (-73.966201 40.710575)"
"CMT","2010-12-04T21:28:15.000","2010-12-04T21:49:35.000","1","10.4","-73.990032999999997","40.751604999999998","1","N","-73.918783000000005","40.871313999999998","CRD","25.300000000000001","0.5","0.5","3","0","29.300000000000001","POINT (-73.990033 40.751605)","POINT (-73.918783 40.871314)"
"CMT","2010-06-03T23:34:12.000","2010-06-03T23:46:38.000","1","3.6000000000000001","-73.991230999999999","40.730122000000001","1","0","-74.016610999999997","40.704777999999997","Cas","10.9","0.5","0.5","0","0","11.9","POINT (-73.991231 40.730122)","POINT (-74.016611 40.704778)"
"VTS","2010-10-16T12:28:00.000","2010-10-16T12:35:00.000","5","1.8100000000000001","-73.965862000000001","40.765976999999999","1",,"-73.944874999999996","40.778823000000003","CSH","6.9000000000000004","0","0.5","0","0","7.4000000000000004","POINT (-73.965862 40.765977)","POINT (-73.944875 40.778823)"
"VTS","2010-11-07T03:09:00.000","2010-11-07T03:21:00.000","2","4.25","-73.993600000000001","40.735039999999998","1",,"-73.985617000000005","40.688057000000001","CRD","12.1","0.5","0.5","3","0","16.100000000000001","POINT (-73.9936 40.73504)","POINT (-73.985617 40.688057)"
"VTS","2010-09-18T19:49:00.000","2010-09-18T20:05:00.000","5","2.7599999999999998","-73.995166999999995","40.74962","1",,"-73.971333000000001","40.753174999999999","CSH","10.5","0","0.5","0","0","11","POINT (-73.995167 40.74962)","POINT (-73.971333 40.753175)"
"CMT","2010-07-18T15:06:24.000","2010-07-18T15:13:14.000","1","1.3","-73.996617999999998","40.737560000000002","1","0","-73.988883999999999","40.727041","Cas","6.0999999999999996","0","0.5","0","0","6.5999999999999996","POINT (-73.996618 40.73756)","POINT (-73.988884 40.727041)"
"CMT","2010-05-14T09:01:58.000","2010-05-14T09:04:06.000","1","0.29999999999999999","-73.978442000000001","40.753284999999998","1","0","-73.984037999999998","40.755957000000002","Cas","3.2999999999999998","0","0.5","0","0","3.7999999999999998","POINT (-73.978442 40.753285)","POINT (-73.984038 40.755957)"
"CMT","2010-10-18T19:06:22.000","2010-10-18T19:12:49.000","1","0.69999999999999996","-73.981258999999994","40.766815000000001","1","N","-73.985619999999997","40.759588999999998","CSH","5.2999999999999998","1","0.5","0","0","6.7999999999999998","POINT (-73.981259 40.766815)","POINT (-73.98562 40.759589)"
"CMT","2010-08-15T15:48:16.000","2010-08-15T16:39:05.000","2","18.199999999999999","-73.989170000000001","40.762022999999999","2","N","-73.983080000000001","40.697023000000002","CSH","45","0","0.5","0","4.5700000000000003","50.07","POINT (-73.98917 40.762023)","POINT (-73.98308 40.697023)"
"CMT","2010-02-27T03:19:02.000","2010-02-27T03:29:02.000","1","2.6000000000000001","-73.999211000000003","40.727746000000003","1","0","-73.990172999999999","40.756473999999997","CRE","8.5","0.5","0.5","1.8999999999999999","0","11.4","POINT (-73.999211 40.727746)","POINT (-73.990173 40.756474)"
"VTS","2010-06-19T02:23:00.000","2010-06-19T02:36:00.000","2","2.9100000000000001","-74.004113000000004","40.722512999999999","1",,"-73.954898","40.708171999999998","Cre","10.5","0.5","0.5","3","0","14.5","POINT (-74.004113 40.722513)","POINT (-73.954898 40.708172)"
"VTS","2010-10-30T09:29:00.000","2010-10-30T09:34:00.000","5","1.26","-74.000624999999999","40.720799999999997","1",,"-73.985506999999998","40.727732000000003","CSH","5.7000000000000002","0","0.5","0","0","6.2000000000000002","POINT (-74.000625 40.7208)","POINT (-73.985507 40.727732)"
"CMT","2010-06-03T21:42:39.000","2010-06-03T21:49:21.000","2","1.3","-73.994425000000007","40.735483000000002","1","0","-74.003966000000005","40.747836999999997","Cas","6.0999999999999996","0.5","0.5","0","0","7.0999999999999996","POINT (-73.994425 40.735483)","POINT (-74.003966 40.747837)"
"VTS","2010-02-24T08:23:00.000","2010-02-24T08:27:00.000","1","0.72999999999999998","-73.991093000000006","40.72775","1",,"-73.998626999999999","40.734067000000003","CSH","4.5","0","0.5","0","0","5","POINT (-73.991093 40.72775)","POINT (-73.998627 40.734067)"
"CMT","2010-02-08T00:23:34.000","2010-02-08T00:37:06.000","2","5.9000000000000004","-73.955437000000003","40.804287000000002","1","0","-73.995739","40.733317","CRE","14.9","0.5","0.5","3.1800000000000002","0","19.079999999999998","POINT (-73.955437 40.804287)","POINT (-73.995739 40.733317)"
"CMT","2010-02-24T11:56:10.000","2010-02-24T12:03:29.000","2","0.69999999999999996","-73.984692999999993","40.737048999999999","1","0","-73.993235999999996","40.734915999999998","CAS","5.7000000000000002","0","0.5","0","0","6.2000000000000002","POINT (-73.984693 40.737049)","POINT (-73.993236 40.734916)"
"CMT","2010-07-12T17:32:29.000","2010-07-12T17:38:48.000","1","0.90000000000000002","-74.009088000000006","40.714939000000001","1","0","-74.001529000000005","40.724843999999997","Cas","5.7000000000000002","1","0.5","0","0","7.2000000000000002","POINT (-74.009088 40.714939)","POINT (-74.001529 40.724844)"
"VTS","2010-10-19T22:01:00.000","2010-10-19T22:14:00.000","2","2.8399999999999999","-73.981093000000001","40.747242999999997","1",,"-73.977367000000001","40.777748000000003","CRD","10.1","0.5","0.5","1","0","12.1","POINT (-73.981093 40.747243)","POINT (-73.977367 40.777748)"
"VTS","2010-06-25T14:31:00.000","2010-06-25T14:53:00.000","1","1.6100000000000001","-73.989153000000002","40.759217","1",,"-73.991491999999994","40.745044999999998","CAS","11.300000000000001","0","0.5","0","0","11.800000000000001","POINT (-73.989153 40.759217)","POINT (-73.991492 40.745045)"
"CMT","2010-11-14T13:25:26.000","2010-11-14T13:30:20.000","2","1.2","-73.972694000000004","40.785907000000002","1","N","-73.967567000000003","40.800300999999997","CSH","5.2999999999999998","0","0.5","0","0","5.7999999999999998","POINT (-73.972694 40.785907)","POINT (-73.967567 40.800301)"
"CMT","2010-02-20T15:54:17.000","2010-02-20T16:09:04.000","1","2.8999999999999999","-73.964639000000005","40.766531000000001","1","0","-73.950008999999994","40.785547000000001","CRE","10.9","0","0.5","2","0","13.4","POINT (-73.964639 40.766531)","POINT (-73.950009 40.785547)"
"VTS","2010-10-08T08:33:00.000","2010-10-08T08:37:00.000","5","0.63","-73.964316999999994","40.767958","1",,"-73.972345000000004","40.765282999999997","CSH","4.0999999999999996","0","0.5","0","0","4.5999999999999996","POINT (-73.964317 40.767958)","POINT (-73.972345 40.765283)"
"VTS","2010-08-27T22:00:00.000","2010-08-27T22:05:00.000","1","0.79000000000000004","-74.008407000000005","40.735340000000001","1",,"-74.011162999999996","40.725278000000003","CSH","4.9000000000000004","0.5","0.5","0","0","5.9000000000000004","POINT (-74.008407 40.73534)","POINT (-74.011163 40.725278)"
"VTS","2010-07-28T07:43:00.000","2010-07-28T07:46:00.000","1","0.050000000000000003","-73.971642000000003","40.746082000000001","1",,"-73.974152000000004","40.750582000000001","CAS","3.7000000000000002","0","0.5","0","0","4.2000000000000002","POINT (-73.971642 40.746082)","POINT (-73.974152 40.750582)"
"CMT","2010-09-14T22:33:38.000","2010-09-14T22:38:08.000","1","0.80000000000000004","0","0","1","N","0","0","CSH","4.9000000000000004","0.5","0.5","0","0","5.9000000000000004","POINT (0 0)","POINT (0 0)"
"CMT","2010-05-06T08:39:38.000","2010-05-06T08:45:38.000","1","1.1000000000000001","-73.990239000000003","40.771850000000001","1","0","-73.984482","40.761848999999998","Cas","5.7000000000000002","0","0.5","0","0","6.2000000000000002","POINT (-73.990239 40.77185)","POINT (-73.984482 40.761849)"
"VTS","2010-02-22T08:13:00.000","2010-02-22T08:21:00.000","1","2.23","-73.999737999999994","40.732843000000003","1",,"-74.001192000000003","40.756383","CRD","7.2999999999999998","0","0.5","1","0","8.8000000000000007","POINT (-73.999738 40.732843)","POINT (-74.001192 40.756383)"
"VTS","2010-06-19T19:20:00.000","2010-06-19T19:25:00.000","2","0.72999999999999998","-73.967948000000007","40.762608","1",,"-73.975589999999997","40.759504999999997","Cre","4.5","0","0.5","1","0","6","POINT (-73.967948 40.762608)","POINT (-73.97559 40.759505)"
"CMT","2010-12-31T19:14:53.000","2010-12-31T19:24:22.000","2","1.3999999999999999","-73.977898999999994","40.725453000000002","1","N","-73.987088","40.714264999999997","CRD","7.2999999999999998","1","0.5","1","0","9.8000000000000007","POINT (-73.977899 40.725453)","POINT (-73.987088 40.714265)"
"CMT","2010-07-12T10:38:23.000","2010-07-12T10:57:44.000","3","3","-73.985056999999998","40.726897000000001","1","0","-73.992223999999993","40.758313000000001","Cas","12.1","0","0.5","0","0","12.6","POINT (-73.985057 40.726897)","POINT (-73.992224 40.758313)"
"CMT","2010-01-22T17:10:08.000","2010-01-22T17:36:42.000","1","9.0999999999999996","-73.863624000000002","40.769914999999997","1","0","-73.964039","40.793858999999998","Cas","23.699999999999999","1","0.5","0","4.5700000000000003","29.77","POINT (-73.863624 40.769915)","POINT (-73.964039 40.793859)"
"CMT","2010-08-09T19:27:01.000","2010-08-09T19:44:52.000","1","5.5","-73.958950000000002","40.712435999999997","1","N","-73.973223000000004","40.762872999999999","CRD","15.699999999999999","1","0.5","3.4399999999999999","0","20.640000000000001","POINT (-73.95895 40.712436)","POINT (-73.973223 40.762873)"
"CMT","2010-06-16T14:41:45.000","2010-06-16T14:55:15.000","2","1.6000000000000001","-74.005405999999994","40.740554000000003","1","0","-73.989869999999996","40.739921000000002","Cas","8.9000000000000004","0","0.5","0","0","9.4000000000000004","POINT (-74.005406 40.740554)","POINT (-73.98987 40.739921)"
"VTS","2010-01-20T09:48:00.000","2010-01-20T09:50:00.000","1","0.64000000000000001","-73.960733000000005","40.778227000000001","1",,"-73.956784999999996","40.785342999999997","CAS","3.7000000000000002","0","0.5","0","0","4.2000000000000002","POINT (-73.960733 40.778227)","POINT (-73.956785 40.785343)"
"VTS","2010-03-31T20:58:00.000","2010-03-31T21:11:00.000","1","3.0899999999999999","-73.978188000000003","40.763240000000003","1",,"-73.959168000000005","40.800243000000002","CSH","10.5","0.5","0.5","0","0","11.5","POINT (-73.978188 40.76324)","POINT (-73.959168 40.800243)"
"VTS","2010-12-03T10:32:00.000","2010-12-03T10:37:00.000","2","1.05","-73.964973000000001","40.791803000000002","1",,"-73.962203000000002","40.796557999999997","CSH","5.2999999999999998","0","0.5","0","0","5.7999999999999998","POINT (-73.964973 40.791803)","POINT (-73.962203 40.796558)"
"VTS","2010-02-20T18:39:00.000","2010-02-20T18:51:00.000","1","2.7599999999999998","-73.982048000000006","40.766353000000002","1",,"-73.954862000000006","40.788328","CSH","9.3000000000000007","0","0.5","0","0","9.8000000000000007","POINT (-73.982048 40.766353)","POINT (-73.954862 40.788328)"
"VTS","2010-01-07T19:30:00.000","2010-01-07T19:39:00.000","4","2.3199999999999998","-73.955308000000002","40.788530000000002","1",,"-73.970515000000006","40.760472999999998","CAS","7.7000000000000002","1","0.5","0","0","9.1999999999999993","POINT (-73.955308 40.78853)","POINT (-73.970515 40.760473)"
"VTS","2010-07-19T18:53:00.000","2010-07-19T19:07:00.000","5","1.8899999999999999","-73.956052","40.766103000000001","1",,"-73.975403","40.752473000000002","Cre","8.9000000000000004","1","0.5","1","0","11.4","POINT (-73.956052 40.766103)","POINT (-73.975403 40.752473)"
"VTS","2010-08-23T13:40:00.000","2010-08-23T13:51:00.000","1","1.3300000000000001","-73.984071999999998","40.756796999999999","1",,"-74.002686999999995","40.760558000000003","CSH","7.2999999999999998","0","0.5","0","0","7.7999999999999998","POINT (-73.984072 40.756797)","POINT (-74.002687 40.760558)"
"CMT","2010-10-18T10:08:27.000","2010-10-18T10:39:19.000","2","5.4000000000000004","-73.996039999999994","40.732435000000002","1","N","-73.954355000000007","40.789749999999998","CSH","18.899999999999999","0","0.5","0","0","19.399999999999999","POINT (-73.99604 40.732435)","POINT (-73.954355 40.78975)"
"CMT","2010-06-13T17:40:34.000","2010-06-13T17:53:54.000","1","3.5","-74.007617999999994","40.715245000000003","1","0","-73.983266999999998","40.760342999999999","Cas","10.9","0","0.5","0","0","11.4","POINT (-74.007618 40.715245)","POINT (-73.983267 40.760343)"
"CMT","2010-11-29T09:59:01.000","2010-11-29T10:11:13.000","1","4.9000000000000004","-73.968678999999995","40.799062999999997","1","N","-74.008080000000007","40.745376","CSH","13.300000000000001","0","0.5","0","0","13.800000000000001","POINT (-73.968679 40.799063)","POINT (-74.00808 40.745376)"
"VTS","2010-08-28T15:35:00.000","2010-08-28T15:38:00.000","1","1.0700000000000001","-73.988964999999993","40.773553","1",,"-73.997264999999999","40.762264999999999","CRD","4.5","0","0.5","2","0","7","POINT (-73.988965 40.773553)","POINT (-73.997265 40.762265)"
"CMT","2010-03-22T21:46:39.000","2010-03-22T21:55:27.000","1","1.3999999999999999","-73.968924000000001","40.766593","1","0","-73.949866999999998","40.772280000000002","Cas","6.9000000000000004","0.5","0.5","0","0","7.9000000000000004","POINT (-73.968924 40.766593)","POINT (-73.949867 40.77228)"
"VTS","2010-07-04T19:26:00.000","2010-07-04T19:36:00.000","1","2.6400000000000001","-73.985462999999996","40.754223000000003","1",,"-73.973197999999996","40.784422999999997","Cre","8.9000000000000004","0","0.5","3","0","12.4","POINT (-73.985463 40.754223)","POINT (-73.973198 40.784423)"
"CMT","2010-12-19T19:37:49.000","2010-12-19T19:52:31.000","2","3.5","-73.958742000000001","40.774892999999999","1","N","-73.964405999999997","40.809742","CRD","11.300000000000001","0","0.5","3","0","14.800000000000001","POINT (-73.958742 40.774893)","POINT (-73.964406 40.809742)"
"VTS","2010-02-22T09:03:00.000","2010-02-22T09:17:00.000","1","1.9099999999999999","-73.998069999999998","40.755882999999997","1",,"-73.974562000000006","40.765405000000001","CRD","9.3000000000000007","0","0.5","1.5","0","11.300000000000001","POINT (-73.99807 40.755883)","POINT (-73.974562 40.765405)"
"CMT","2010-10-09T12:44:42.000","2010-10-09T12:59:24.000","2","2.3999999999999999","-73.987379000000004","40.750326999999999","1","N","-73.980397999999994","40.777242999999999","CSH","10.1","0","0.5","0","0","10.6","POINT (-73.987379 40.750327)","POINT (-73.980398 40.777243)"
"CMT","2010-07-27T22:37:01.000","2010-07-27T22:42:45.000","1","1.3999999999999999","-73.969988000000001","40.765875999999999","1","0","-73.951902000000004","40.771980999999997","Cas","6.0999999999999996","0.5","0.5","0","0","7.0999999999999996","POINT (-73.969988 40.765876)","POINT (-73.951902 40.771981)"
"VTS","2010-11-08T16:05:00.000","2010-11-08T16:15:00.000","1","1.6599999999999999","-73.983609999999999","40.760019999999997","1",,"-73.979588000000007","40.781607999999999","CSH","7.7000000000000002","1","0.5","0","0","9.1999999999999993","POINT (-73.98361 40.76002)","POINT (-73.979588 40.781608)"
"VTS","2010-03-11T07:08:00.000","2010-03-11T07:19:00.000","1","2.21","-73.959140000000005","40.774607000000003","1",,"-73.973448000000005","40.769224999999999","CSH","8.5","0","0.5","0","0","9","POINT (-73.95914 40.774607)","POINT (-73.973448 40.769225)"
"VTS","2010-02-25T23:05:00.000","2010-02-25T23:21:00.000","1","1.5800000000000001","-73.982089999999999","40.768189999999997","1",,"-73.977977999999993","40.752118000000003","CSH","8.9000000000000004","0.5","0.5","0","0","9.9000000000000004","POINT (-73.98209 40.76819)","POINT (-73.977978 40.752118)"
"VTS","2010-10-29T23:20:00.000","2010-10-29T23:31:00.000","5","2.8100000000000001","-73.985726999999997","40.719273000000001","1",,"-73.962451999999999","40.719577999999998","CSH","9.6999999999999993","0.5","0.5","0","0","10.699999999999999","POINT (-73.985727 40.719273)","POINT (-73.962452 40.719578)"
"CMT","2010-12-01T20:37:48.000","2010-12-01T20:38:59.000","1","0.29999999999999999","-73.957436000000001","40.782822000000003","1","N","-73.954026999999996","40.787320999999999","CSH","3.2999999999999998","0.5","0.5","0","0","4.2999999999999998","POINT (-73.957436 40.782822)","POINT (-73.954027 40.787321)"
"CMT","2010-11-12T06:15:21.000","2010-11-12T06:42:28.000","1","17.899999999999999","-73.989953","40.732953000000002","2","N","-73.789929000000001","40.646881","CRD","45","0","0.5","10.01","4.5700000000000003","60.079999999999998","POINT (-73.989953 40.732953)","POINT (-73.789929 40.646881)"
"VTS","2010-01-09T12:53:00.000","2010-01-09T12:56:00.000","5","0.73999999999999999","-74.000697000000002","40.742204999999998","1",,"-74.006772999999995","40.748882999999999","CAS","4.0999999999999996","0","0.5","0","0","4.5999999999999996","POINT (-74.000697 40.742205)","POINT (-74.006773 40.748883)"
"CMT","2010-01-10T08:07:16.000","2010-01-10T08:21:05.000","2","4.9000000000000004","-73.932100000000005","40.759611999999997","1","0","-73.990559000000005","40.730896000000001","Cas","13.300000000000001","0","0.5","0","0","13.800000000000001","POINT (-73.9321 40.759612)","POINT (-73.990559 40.730896)"
"CMT","2010-11-28T14:50:58.000","2010-11-28T15:16:15.000","2","5.0999999999999996","-73.938176999999996","40.803406000000003","1","N","-73.991225999999997","40.751778000000002","CSH","16.899999999999999","0","0.5","0","0","17.399999999999999","POINT (-73.938177 40.803406)","POINT (-73.991226 40.751778)"
"VTS","2010-07-01T15:11:00.000","2010-07-01T15:42:00.000","1","11.550000000000001","-73.874617000000001","40.774138000000001","1",,"-73.781532999999996","40.760252999999999","CAS","27.699999999999999","0","0.5","0","0","28.199999999999999","POINT (-73.874617 40.774138)","POINT (-73.781533 40.760253)"
"CMT","2010-09-27T00:41:48.000","2010-09-27T01:03:03.000","1","15.4","-73.806393999999997","40.659801000000002","2","N","-73.989987999999997","40.747027000000003","CRD","45","0","0.5","5","4.5700000000000003","55.07","POINT (-73.806394 40.659801)","POINT (-73.989988 40.747027)"
"DDS","2010-04-21T20:22:52.000","2010-04-21T20:29:11.000","1","0.90000000000000002","-73.137393000000003","41.366137999999999","1",,"-73.137393000000003","41.366137999999999","CAS","5.2999999999999998","0.5","0.5","0","0","6.2999999999999998","POINT (-73.137393 41.366138)","POINT (-73.137393 41.366138)"
"CMT","2010-02-22T15:32:06.000","2010-02-22T15:37:27.000","1","0.90000000000000002","-73.962192000000002","40.779201","1","0","-73.965396999999996","40.768932","CAS","5.2999999999999998","0","0.5","0","0","5.7999999999999998","POINT (-73.962192 40.779201)","POINT (-73.965397 40.768932)"
"VTS","2010-05-26T11:16:00.000","2010-05-26T11:24:00.000","5","0.82999999999999996","-73.952327999999994","40.792203000000001","1",,"-73.964353000000003","40.792302999999997","CAS","5.7000000000000002","0","0.5","0","0","6.2000000000000002","POINT (-73.952328 40.792203)","POINT (-73.964353 40.792303)"
"VTS","2010-09-02T20:10:00.000","2010-09-02T20:21:00.000","1","1.8100000000000001","0","0","1",,"0","0","CRD","7.7000000000000002","0.5","0.5","2","0","10.699999999999999","POINT (0 0)","POINT (0 0)"
"CMT","2010-11-10T22:23:56.000","2010-11-10T22:58:15.000","1","19.5","-73.787159000000003","40.641424000000001","2","N","-73.973760999999996","40.756646000000003","CSH","45","0","0.5","0","0","45.5","POINT (-73.787159 40.641424)","POINT (-73.973761 40.756646)"
"CMT","2010-07-06T08:06:58.000","2010-07-06T08:13:22.000","4","1.3999999999999999","-73.981515000000002","40.745117","1","0","-73.973376999999999","40.762945000000002","Cre","6.0999999999999996","0","0.5","2.2000000000000002","0","8.8000000000000007","POINT (-73.981515 40.745117)","POINT (-73.973377 40.762945)"
"CMT","2010-12-17T02:43:29.000","2010-12-17T02:51:53.000","1","2.8999999999999999","-74.002303999999995","40.734538000000001","1","N","-73.974911000000006","40.761994000000001","CSH","8.9000000000000004","0.5","0.5","0","0","9.9000000000000004","POINT (-74.002304 40.734538)","POINT (-73.974911 40.761994)"
"CMT","2010-01-28T18:07:37.000","2010-01-28T18:38:46.000","1","13.199999999999999","-73.874666000000005","40.774099","1","0","-74.003310999999997","40.732909999999997","Cas","31.300000000000001","1","0.5","0","4.5700000000000003","37.369999999999997","POINT (-73.874666 40.774099)","POINT (-74.003311 40.73291)"
"VTS","2010-07-08T01:35:00.000","2010-07-08T01:48:00.000","1","4.2300000000000004","-73.976006999999996","40.758837","1",,"-73.940196999999998","40.802283000000003","CAS","11.699999999999999","0.5","0.5","0","0","12.699999999999999","POINT (-73.976007 40.758837)","POINT (-73.940197 40.802283)"
"CMT","2010-05-28T18:07:11.000","2010-05-28T18:10:53.000","1","1","-73.975402000000003","40.789400000000001","1","0","-73.964667000000006","40.801873000000001","Cas","4.9000000000000004","1","0.5","0","0","6.4000000000000004","POINT (-73.975402 40.7894)","POINT (-73.964667 40.801873)"
"CMT","2010-07-01T18:29:30.000","2010-07-01T18:37:49.000","1","1.7","-73.989000000000004","40.753653","1","0","-73.967819000000006","40.759594999999997","Cas","6.9000000000000004","1","0.5","0","0","8.4000000000000004","POINT (-73.989 40.753653)","POINT (-73.967819 40.759595)"
"CMT","2010-04-04T17:26:29.000","2010-04-04T17:36:31.000","1","1.7","-73.983737000000005","40.742372000000003","1","0","-74.007593999999997","40.751613999999996","Cre","7.7000000000000002","0","0.5","1","0","9.1999999999999993","POINT (-73.983737 40.742372)","POINT (-74.007594 40.751614)"
"VTS","2010-02-11T08:36:00.000","2010-02-11T08:40:00.000","1","0.91000000000000003","-73.960220000000007","40.761958","1",,"-73.964633000000006","40.765225000000001","CSH","4.5","0","0.5","0","0","5","POINT (-73.96022 40.761958)","POINT (-73.964633 40.765225)"
"VTS","2010-03-14T08:04:00.000","2010-03-14T08:13:00.000","1","3.3900000000000001","-73.945571999999999","40.801831999999997","1",,"-73.984103000000005","40.769888000000002","CSH","10.1","0","0.5","0","0","10.6","POINT (-73.945572 40.801832)","POINT (-73.984103 40.769888)"
"CMT","2010-08-27T12:32:26.000","2010-08-27T12:40:03.000","1","1.1000000000000001","-73.954372000000006","40.763640000000002","1","N","-73.958710999999994","40.774895000000001","CRD","6.0999999999999996","0","0.5","1.3200000000000001","0","7.9199999999999999","POINT (-73.954372 40.76364)","POINT (-73.958711 40.774895)"
