"development_name","borough","account_name","location","meter_amr","meter_scope","tds","edp","rc_code","funding_source","amp","vendor_name","umis_bill_id","revenue_month","service_start_date","service_end_date","days","meter_number","estimated","current_charges","rate_class","bill_analyzed","consumption_therms","es_commodity","underlying_utility"
"ALBANY","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 04","AMR",,"31","524","K003100","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","897493","N","0.00","T1A TRAN RES N-Ht","Yes","0","UTILITY GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 05","AMR",,"31","524","K003100","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","898438","N","167.29","T1A TRAN RES N-Ht","Yes","225.31","UTILITY GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 05","AMR",,"31","524","K003100","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","4632187","N","403.64","T1A TRAN RES N-Ht","Yes","543.64","UTILITY GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 02","AMR",,"31","524","K003100","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","5017528","N","194.92","T1A TRAN RES N-Ht","Yes","262.52","UTILITY GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 02","AMR",,"31","524","K003100","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","5062736","N","227.15","T1A TRAN RES N-Ht","Yes","305.93","UTILITY GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 06","AMR",,"31","524","K003100","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","5122117","N","139.67","T1A TRAN RES N-Ht","Yes","188.11","UTILITY GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 06","AMR",,"31","524","K003100","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","5122121","N","389.83","T1A TRAN RES N-Ht","Yes","525.04","UTILITY GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 03","AMR",,"31","524","K003100","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","5739544","N","655.35","T1A TRAN RES N-Ht","Yes","882.65","UTILITY GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 01","AMR",,"31","524","K003100","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","6130391","N","0.00","T1A TRAN RES N-Ht","Yes","0","UTILITY GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II","ALBANY BLD 01","AMR",,"31","524","K003100","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","6591591","N","494.97","T1A TRAN RES N-Ht","Yes","666.64","UTILITY GAS","NatGrid NYC"
"ALBANY II","BROOKLYN","ALBANY/ALBANY II","ALBANY II BLD 07","AMR",,"85","524","K008500","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","152643","N","141.97","T1A TRAN RES N-Ht","Yes","191.21","UTILITY GAS","NatGrid NYC"
"ALBANY II","BROOKLYN","ALBANY/ALBANY II","ALBANY II BLD 08","AMR",,"85","524","K008500","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","386392","N","460.44","T1A TRAN RES N-Ht","Yes","620.13","UTILITY GAS","NatGrid NYC"
"ALBANY II","BROOKLYN","ALBANY/ALBANY II","ALBANY II BLD 08","AMR",,"85","524","K008500","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","482211","N","129.69","T1A TRAN RES N-Ht","Yes","174.67","UTILITY GAS","NatGrid NYC"
"ALBANY II","BROOKLYN","ALBANY/ALBANY II","ALBANY II BLD 09","AMR",,"85","524","K008500","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","904846","N","345.32","T1A TRAN RES N-Ht","Yes","465.09","UTILITY GAS","NatGrid NYC"
"ALBANY II","BROOKLYN","ALBANY/ALBANY II","ALBANY II BLD 09","AMR",,"85","524","K008500","FEDERAL","NY005010310P","National Grid NYC","8860732","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","924103","N","78.27","T1A TRAN RES N-Ht","Yes","105.42","UTILITY GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II",,"Not Applicable",,"31","524","K003100","FEDERAL","NY005010310P","EAST COAST POWER & GAS","8589226","2020-01-01T00:00:00.000","2019-12-26T00:00:00.000","2020-01-26T00:00:00.000","31","298921000","N","1546.15","NA","Yes","4753","BROKERED GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II",,"Not Applicable",,"31","524","K003100","FEDERAL","NY005010310P","EAST COAST POWER & GAS","8589474","2020-01-01T00:00:00.000","2020-01-17T00:00:00.000","2020-02-15T00:00:00.000","29","298921000","N","1449.21","NA","Yes","4455","BROKERED GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II",,"Not Applicable",,"31","524","K003100","FEDERAL","NY005010310P","EAST COAST POWER & GAS","8704658","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-25T00:00:00.000","29","298921000","N","1449.21","NA","Yes","4455","BROKERED GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II",,"Not Applicable",,"31","524","K003100","FEDERAL","NY005010310P","EAST COAST POWER & GAS","8825318","2020-04-01T00:00:00.000","2020-03-26T00:00:00.000","2020-04-27T00:00:00.000","32","298921000","N","1914.39","NA","Yes","5885","BROKERED GAS","NatGrid NYC"
"ALBANY","BROOKLYN","ALBANY/ALBANY II",,"Not Applicable",,"31","524","K003100","FEDERAL","NY005010310P","EAST COAST POWER & GAS","8926608","2020-05-01T00:00:00.000","2020-04-27T00:00:00.000","2020-05-26T00:00:00.000","29","298921000","N","1660.98","NA","Yes","5106","BROKERED GAS","NatGrid NYC"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET","BLD 01","NONE",,"265","380","M026500","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","8543629","2020-01-01T00:00:00.000","2019-12-24T00:00:00.000","2020-01-24T00:00:00.000","31","3491306","N","178.43","TR I NR","Yes","276.71","UTILITY GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET","BLD 01","NONE",,"265","380","M026500","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","8543629","2020-01-01T00:00:00.000","2019-12-24T00:00:00.000","2020-01-24T00:00:00.000","31","3510721","N","115.61","TR I NR","Yes","179.29","UTILITY GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET","BLD 01","NONE",,"265","380","M026500","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","8644086","2020-02-01T00:00:00.000","2020-01-24T00:00:00.000","2020-02-25T00:00:00.000","32","3491306","N","200.90","TR I NR","Yes","293.7","UTILITY GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET","BLD 01","NONE",,"265","380","M026500","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","8644086","2020-02-01T00:00:00.000","2020-01-24T00:00:00.000","2020-02-25T00:00:00.000","32","3510721","N","99.38","TR I NR","Yes","145.3","UTILITY GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET","BLD 01","NONE",,"265","380","M026500","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","8732172","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-25T00:00:00.000","29","3491306","N","171.61","TR I NR","Yes","254.72","UTILITY GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET","BLD 01","NONE",,"265","380","M026500","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","8732172","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-25T00:00:00.000","29","3510721","N","103.94","TR I NR","Yes","154.28","UTILITY GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET","BLD 01","NONE",,"265","380","M026500","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","8820338","2020-04-01T00:00:00.000","2020-03-25T00:00:00.000","2020-04-23T00:00:00.000","29","3491306","N","168.25","TR I NR","Exception","253.81","UTILITY GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET","BLD 01","NONE",,"265","380","M026500","FEDERAL","NY005011000P","CONSOLIDATED EDISON COMPANY OF NY","8820338","2020-04-01T00:00:00.000","2020-03-25T00:00:00.000","2020-04-23T00:00:00.000","29","3510721","N","118.11","TR I NR","Exception","178.19","UTILITY GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET",,"Not Applicable",,"265","380","M026500","FEDERAL","NY005011000P","EAST COAST POWER & GAS","8597366","2020-01-01T00:00:00.000","2019-12-24T00:00:00.000","2020-01-23T00:00:00.000","30","495416000000000","N","137.93","NA","Yes","456","BROKERED GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET",,"Not Applicable",,"265","380","M026500","FEDERAL","NY005011000P","EAST COAST POWER & GAS","8597888","2020-02-01T00:00:00.000","2020-01-21T00:00:00.000","2020-02-16T00:00:00.000","26","495416000000000","N","134.31","NA","Yes","444","BROKERED GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET",,"Not Applicable",,"265","380","M026500","FEDERAL","NY005011000P","EAST COAST POWER & GAS","8710843","2020-03-01T00:00:00.000","2020-02-25T00:00:00.000","2020-03-26T00:00:00.000","30","495416000000000","N","134.66","NA","Yes","444","BROKERED GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET",,"Not Applicable",,"265","380","M026500","FEDERAL","NY005011000P","EAST COAST POWER & GAS","8824876","2020-04-01T00:00:00.000","2020-03-25T00:00:00.000","2020-04-23T00:00:00.000","29","495416000000000","N","131.03","NA","Yes","432","BROKERED GAS","ConEd"
"45 ALLEN STREET","MANHATTAN","ALLEN STREET",,"Not Applicable",,"265","380","M026500","FEDERAL","NY005011000P","EAST COAST POWER & GAS","8926163","2020-05-01T00:00:00.000","2020-04-23T00:00:00.000","2020-05-22T00:00:00.000","29","495416000000000","N","128.90","NA","Yes","425","BROKERED GAS","ConEd"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 03","NONE",,"22","530","M002200","FEDERAL","NY005010220P","CONSOLIDATED EDISON COMPANY OF NY","8827991","2020-04-01T00:00:00.000","2019-12-24T00:00:00.000","2020-04-23T00:00:00.000","121","2477900","N","1270.12","TR I NR","Yes","2448.07","UTILITY GAS","ConEd"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 02","NONE",,"22","530","M002200","FEDERAL","NY005010220P","CONSOLIDATED EDISON COMPANY OF NY","8827991","2020-04-01T00:00:00.000","2019-12-24T00:00:00.000","2020-04-23T00:00:00.000","121","3230594","Y","0.00","TR I NR","Yes","0","UTILITY GAS","ConEd"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 01","NONE",,"22","530","M002200","FEDERAL","NY005010220P","CONSOLIDATED EDISON COMPANY OF NY","8827991","2020-04-01T00:00:00.000","2019-12-24T00:00:00.000","2020-04-23T00:00:00.000","121","3230600","Y","230.05","TR I NR","Yes","443.41","UTILITY GAS","ConEd"
"AMSTERDAM","MANHATTAN","AMSTERDAM","BLD 08","NONE",,"22","530","M002200","FEDERAL","NY005010220P","CONSOLIDATED EDISON COMPANY OF NY","8827991","2020-04-01T00:00:00.000","2019-12-24T00:00:00.000","2020-04-23T00:00:00.000","121","3231022","N","370.34","TR I NR","Yes","713.8","UTILITY GAS","ConEd"
