"summons_number","plate_id","registration_state","plate_type","issue_date","violation_code","vehicle_body_type","vehicle_make","issuing_agency","street_code1","street_code2","street_code3","vehicle_expiration_date","violation_location","violation_precinct","issuer_precinct","issuer_code","issuer_command","issuer_squad","violation_time","time_first_observed","violation_county","violation_in_front_of_or","house_number","street_name","intersecting_street","date_first_observed","law_section","sub_division","violation_legal_code","days_parking_in_effect","from_hours_in_effect","to_hours_in_effect","vehicle_color","unregistered_vehicle","vehicle_year","meter_number","feet_from_curb","violation_post_code","violation_description","no_standing_or_stopping","hydrant_violation","double_parking_violation"
"1442480749","HBS2938","NY","PAS","2018-07-19T00:00:00.000","21","SUBN","ROVER","S","38430","67030","64830","20191215","71","71","0","637090","KN16","0000","1006A",,"K","O","594","EASTERN PKWY",,"0","408","D1",,"YBYYBBB","0930A","1100A","GREEN","0","2006","-","0",,,,,
"1442480750","HPW3759","NY","PAS","2018-07-19T00:00:00.000","21","SUBN","CHEVR","S","38430","67030","64830","20200512","71","71","0","637090","KN16","0000","1000A",,"K","O","570","EASTERN PARKWAY",,"0","408","D1",,"YBYYBBB","0930A","1100A","BROWN","0","1995","-","0",,,,,
"1442480786","GZN2976","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","TOYOT","S","50830","83430","59630","20190707","73","73","0","637090","KN16","0000","0916A",,"K","F","126","THOMAS BOYLAND ST",,"0","408","D1",,"YBBYBBB","0830A","1000A","BLACK","0","2004","-","0",,,,,
"1442480798","HLW1964","NY","PAS","2018-07-16T00:00:00.000","21","SDN","DODGE","S","25930","57230","48330","20180912","73","73","0","637090","KN16","0000","1139A",,"K","F","616","CHESTER ST",,"0","408","D1",,"YBBYBBB","1130A","0100P","BLACK","0","2015","-","0",,,,,
"1442480804","HKB7756","NY","PAS","2018-07-16T00:00:00.000","21","SDN","HYUND","S","65130","49230","12430","20181018","73","73","0","637090","KN16","0000","1213P",,"K","F","86","NEWPORT ST",,"0","408","D1",,"YBBYBBB","1130A","0100P","GREY","0","2005","-","0",,,,,
"1442480816","HYR5602","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","FORD","S","0","0","0","20200510","73","73","0","637090","KN16","0000","1218P",,"K",,,"S/S NEWPORT ST","E/O E 98TH ST","0","408","D1",,"YBBYBBB","1130A","0100P","BLACK","0","2004","-","0",,,,,
"1442480828","GSL3831","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","HONDA","S","38130","75130","57230","20180814","73","73","0","637090","KN16","0000","1225P",,"K","F","474","E 98TH ST",,"0","408","D1",,"YBBYBBB","1130A","0100P","BLACK","0","2005","-","0",,,,,
"1442480830","HDJ6125","NY","PAS","2018-07-16T00:00:00.000","21","SDN","BMW","S","65130","49230","12430","20190421","73","73","0","637090","KN16","0000","1216P",,"K","F","78","NEWPORT ST",,"0","408","D1",,"YBBYBBB","1130A","0100P","WHITE","0","1999","-","0",,,,,
"1442480877","HYR4381","NY","PAS","2018-07-16T00:00:00.000","21","CONV","FORD","S","25930","56630","73380","20200531","73","73","0","637090","KN16","0000","1156A",,"K","F","406","CHESTER ST",,"0","408","D1",,"YBBYBBB","1130A","0100P","RED","0","2006","-","0",,,,,
"1442480944","HYB2659","NY","PAS","2018-07-16T00:00:00.000","21","SDN","NISSA","S","0","0","0","20200326","73","73","0","637090","KN16","0000","1005A",,"K",,,"N/S SOMERS ST","W/O ROCKAWAY AVE","0","408","D1",,"YBBYBBB","0930A","1100A","GREY","0","2004","-","0",,,,,
"1442480968","GNW5411","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","NISSA","S","78030","82230","38430","20200505","73","73","0","637090","KN16","0000","0958A",,"K","F","127","SOMERS ST",,"0","408","D1",,"YBBYBBB","0930A","1100A","GREY","0","2013","-","0",,,,,
"1442480981","GSV3286","NY","PAS","2018-07-16T00:00:00.000","21","SDN","NISSA","S","13430","50830","58630","20181006","73","73","0","637090","KN16","0000","0910A",,"K","F","2049","ATLANTIC AVE",,"0","408","D1",,"YBBYBBB","0800A","0930A","WHITE","0","2015","-","0",,,,,
"1442481020","GJM6945","NY","PAS","2018-07-16T00:00:00.000","21","P-U","HONDA","S","46430","49130","13430","20190709","73","73","0","637090","KN16","0000","0851A",,"K","F","18","GUNTHER PL",,"0","408","D1",,"YBBYBBB","0800A","0930A","BLACK","0","2017","-","0",,,,,
"1442481043","HYY5924","NY","OMS","2018-07-16T00:00:00.000","21","SDN","TOYOT","S","46430","49130","13430","20190930","73","73","0","637090","KN16","0000","0850A",,"K","F","26","GUNTHER PL",,"0","408","D1",,"YBBYBBB","0800A","0930A","BLACK","0","2018","-","0",,,,,
"1442481055","GYC1482","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","MAZDA","S","46430","49130","13430","20190501","73","73","0","637090","KN16","0000","0848A",,"K","F","28","GUNTHER PL",,"0","408","D1",,"YBBYBBB","0800A","0930A","BLACK","0","2016","-","0",,,,,
"1442481067","HXV8939","NY","OMS","2018-07-16T00:00:00.000","21","SDN","NISSA","S","61430","49130","13430","20190930","73","73","0","637090","KN16","0000","0840A",,"K","O","25","MONACO PL",,"0","408","D1",,"YBBYBBB","0800A","0930A","RED","0","2017","-","0",,,,,
"1442481079","HZK3942","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","ME/BE","S","49130","61430","38430","20200606","73","73","0","637090","KN16","0000","0835A",,"K","O","1354","HERKIMER ST",,"0","408","D1",,"YBBYBBB","0800A","0930A","WHITE","0","2016","-","0",,,,,
"1442481080","HKB9017","NY","PAS","2018-07-16T00:00:00.000","21","SDN","HONDA","S","49130","48130","87160","20190503","73","73","0","637090","KN16","0000","0825A",,"K","O","1508","HERKIMER ST",,"0","408","D1",,"YBBYBBB","0800A","0930A","BLUE","0","2009","-","0",,,,,
"1442481092","HUC9178","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","JEEP","S","49130","76730","74730","20190728","73","73","0","637090","KN16","0000","0820A",,"K","F","1407","HERKIMER ST",,"0","408","D1",,"YBBYBBB","0800A","0930A","RED","0","2014","-","0",,,,,
"1442481109","HSQU67","FL","PAS","2018-07-16T00:00:00.000","21","SUBN","VW","S","74730","49130","13430","20180731","73","73","0","637090","KN16","0000","0816A",,"K","F","96","SACKMAN ST",,"0","408","D1",,"YBBYBBB","0800A","0930A","WHITE","0","0","-","0",,,,,
"1442481110","HTU5765","NY","OMS","2018-07-16T00:00:00.000","21","SUBN",,"S","0","0","0","20180930","73","73","0","637090","KN16","0000","0811A",,"K",,,"W/S SACKMAN ST","S/O HERKIMER ST","0","408","D1",,"YBBYBBB","0800A","0930A","GREY","0","2018","-","0",,,,,
"1442481122","HSS7983","NY","PAS","2018-07-16T00:00:00.000","21","SDN","DODGE","S","0","0","0","20200116","73","73","0","637090","KN16","0000","0813A",,"K",,,"W/S SACKMAN ST","S/O HERKIMER ST","0","408","D1",,"YBBYBBB","0800A","0930A","BLACK","0","2008","-","0",,,,,
"1442481134","HHJ1856","NY","PAS","2018-07-16T00:00:00.000","21","SDN","NISSA","S","74730","42730","49130","20200615","73","73","0","637090","KN16","0000","0808A",,"K","F","52","SACKMAN ST",,"0","408","D1",,"YBBYBBB","0800A","0930A","GREY","0","2016","-","0",,,,,
"1442481146","HXD2188","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","NISSA","S","0","0","0","20191225","73","73","0","637090","KN16","0000","0738A",,"K",,,"N/S SOMERS ST","W/O BROADWAY","0","408","D1",,"YBBYBBB","0730A","0800A","ORANG","0","2017","-","0",,,,,
"1442481183","HPA7203","NY","PAS","2018-07-16T00:00:00.000","21","SDN","CHEVR","S","82230","70930","18830","20190604","73","73","0","596638","KN16","0000","0815A",,"K","F","384","MOTHER GASTON BLVD",,"0","408","D1",,"YYYYYYB","0800A","0830A","GREEN","0","1997","-","0",,,,,
"1442481225","GHSV85","FL","PAS","2018-07-16T00:00:00.000","21","SDN","NISSA","S","18830","26130","74730","0","73","73","0","596638","KN16","0000","0836A",,"K","F","131","BELMONT AVE",,"0","408","D1",,"YBBYBBB","0830A","1000A","GREY","0","0","-","0",,,,,
"1442481250","HXK5647","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","BMW","S","0","72030","0","20190824","73","73","0","596638","KN16","0000","0849A",,"K",,,"SIDE OF 157 BELMONT","POWELL ST","0","408","D1",,"YBBYBBB","0830A","1000A","BLACK","0","2004","-","0",,,,,
"1442481262","HYX8506","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","DODGE","S","72030","70930","18830","20200423","73","73","0","596638","KN16","0000","0851A",,"K","F","180","POWELL ST",,"0","408","D1",,"YBBYBBB","0830A","1000A","BLUE","0","2010","-","0",,,,,
"1442481274","HKB9782","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","CHRYS","S","0","0","0","20190515","73","73","0","596638","KN16","0000","0850A",,"K","O",,"N/SIDE BELMONT AVE","POWELL ST","0","408","D1",,"YBBYBBB","0830A","1000A","BLACK","0","2004","-","0",,,,,
"1442481286","HVN4718","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","DODGE","S","0","0","0","20200115","73","73","0","596638","KN16","0000","0855A",,"K",,,"N/SIDE BELMONT AVE","JUNIUS ST","0","408","D1",,"YBBYBBB","0830A","1000A","GREY","0","2001","-","0",,,,,
"1442481304","HTN5938","NY","PAS","2018-07-16T00:00:00.000","21","SDN","VOLKS","S","83730","68630","82230","20190831","73","73","0","596628","KN16","0000","0917A",,"K","O","315","SUTTER AVE",,"0","408","D1",,"YBBYBBB","0900A","1030A","SILVE","0","2016","-","0",,,,,
"1442481330","HRC4509","NY","PAS","2018-07-16T00:00:00.000","21","SDN","KIA","S","19830","72030","53935","20190402","73","73","0","596638","KN16","0000","0926A",,"K","F","439A","BLAKE AVE",,"0","408","D1",,"YBBYBBB","0900A","1030A","SILVE","0","2017","-","0",,,,,
"1442481353","HYB6069","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","CHEVR","S","19830","72030","53935","20200612","73","73","0","596638","KN16","0000","0929A",,"K","F","437A","BLAKE AVE",,"0","408","D1",,"YBBYBBB","0900A","1030A","BLUE","0","2004","-","0",,,,,
"1442481365","MYNEECE","NY","PAS","2018-07-16T00:00:00.000","21","SUBN","TOYOT","S","19830","82230","72030","20200310","73","73","0","596638","KN16","0000","0931A",,"K","F","423","BLAKE AVE",,"0","408","D1",,"YBBYBBB","0900A","1030A","WHITE","0","2017","-","0",,,,,
"1442481390","HYZ8045","NY","OMS","2018-07-17T00:00:00.000","21","SUBN","JEEP","S","42730","70730","26530","20180930","73","73","0","596638","KN16","0000","0745A",,"K","F","220","FULTON ST",,"0","408","D1",,"BYBBYBB","0730A","0800A","WHITE","0","2018","-","0",,,,,
"1442481419","HHS3905","NY","PAS","2018-07-17T00:00:00.000","21","SDN","TOYOT","S","42730","38430","74730","20180821","73","73","0","596638","KN16","0000","0747A",,"K","F","2228","FULTON ST",,"0","408","D1",,"BYBYYBB","0730A","0800A","BLACK","0","1995","-","0",,,,,
"1442481420","HPW9073","NY","PAS","2018-07-17T00:00:00.000","21","SUBN","MITSU","S","42730","38430","74730","20190406","73","73","0","596638","KN16","0000","0748A",,"K","F","2232","FULTON ST",,"0","408","D1",,"BYBBYBB","0730A","0800A","BLACK","0","2001","-","0",,,,,
"1442481432","HCD4146","NY","PAS","2018-07-17T00:00:00.000","21","SUBN","FORD","S","42730","38430","74730","20200310","73","73","0","596638","KN16","0000","0751A",,"K","F","2246","FULTON ST",,"0","408","D1",,"BYBBYBB","0730A","0800A","RED","0","2006","-","0",,,,,
"1442481444","HZK8656","NY","OMS","2018-07-17T00:00:00.000","21","SUBN","DODGE","S","74730","42730","49130","20190930","73","73","0","596638","KN16","0000","0808A",,"K","F","65","SACKMAN ST",,"0","408","D1",,"BYBBYBB","0800A","0930A","BLACK","0","2018","-","0",,,,,
"1442481456","JKWJ87","FL","PAS","2018-07-17T00:00:00.000","21","SDN","NISSA","S","76730","49130","13430","0","73","73","0","596638","KN16","0000","0815A",,"K","O","27","SHERLOCK PL",,"0","408","D1",,"BYBBYBB","0800A","0930A","WHITE","0","0","-","0",,,,,
"1442481470","HPZ1871","NY","OMS","2018-07-17T00:00:00.000","21","SDN","SMART","S","49130","71130","61430","20180930","73","73","0","596638","KN16","0000","0835A",,"K","F","1336","HERKIMER ST",,"0","408","D1",,"BYBBYBB","0800A","0930A","WHITE","0","2010","-","0",,,,,
"1442481481","GXV6410","NY","PAS","2018-07-17T00:00:00.000","21","SDN","BMW","S","49130","61430","38430","20190604","73","73","0","596638","KN16","0000","0836A",,"K","F","1366","HERKIMER ST",,"0","408","D1",,"BYBBYBB","0800A","0930A","SILVE","0","2001","-","0",,,,,
"1442481511","HTB9460","NY","PAS","2018-07-17T00:00:00.000","21","SDN","NISSA","S","73470","49130","13430","20190622","73","73","0","596638","KN16","0000","0850A",,"K","F","176","ROCKAWAY AVE",,"0","408","D1",,"BYBBYBB","0800A","0930A","SILVE","0","2017","-","0",,,,,
"1442481560","GTP537","FL","PAS","2018-07-17T00:00:00.000","21","SDN","DODGE","S","82230","51430","78030","0","73","73","0","596638","KN16","0000","0909A",,"K","O","70","MOTHER GASTON BLVD",,"0","408","D1",,"BYBBYBB","0830A","1000A","BLACK","0","0","-","0",,,,,
"1442481626","GTT3487","NY","PAS","2018-07-16T00:00:00.000","21","SDN","CHRYS","S","34330","73470","68630","20190120","73","73","0","596638","KN16","0000","0950A",,"K","F","282","DUMONT AVE",,"0","408","D1",,"YBBYBBB","0900A","1030A","WHITE","0","2012","-","0",,,,,
"1442481651","KMC4113","VA","PAS","2018-07-16T00:00:00.000","21","SDN","INFIN","S","34330","73470","68630","0","73","73","0","596638","KN16","0000","0952A",,"K","F","300","DUMONT AVE",,"0","408","D1",,"YBBYBBB","0900A","1030A","TAN","0","0","-","0",,,,,
"1442481663","G77JWN","NJ","PAS","2018-07-16T00:00:00.000","21","SDN","BMW","S","34330","73470","68630","0","73","73","0","596638","KN16","0000","0954A",,"K","F","300","DUMONT AVE",,"0","408","D1",,"YBBYBBB","0900A","1030A","BLUE","0","0","-","0",,,,,
"1442481687","HWF6908","PA","PAS","2018-07-16T00:00:00.000","21","SDN","AUDI","S","34330","68630","82230","0","73","73","0","596638","KN16","0000","1000A",,"K","F","360","DUMONT AVE",,"0","408","D1",,"YBBYBBB","0900A","1030A","GREY","0","0","-","0",,,,,
"1442481717","HYB1009","NY","PAS","2018-07-16T00:00:00.000","21","SDN","HONDA","S","56230","37330","37380","20200222","73","73","0","596638","KN16","0000","1140A",,"K","F","928","LINDEN BLVD",,"0","408","D1",,"YBBYBBB","1130A","0100P","RED","0","2015","-","0",,,,,
"1442481729","HYB3804","NY","PAS","2018-07-16T00:00:00.000","21","SDN","TOYOT","S","68630","73380","65130","20200415","73","73","0","596638","KN16","0000","1148A",,"K","O","471","OSBORN ST",,"0","408","D1",,"YBBYBBB","1130A","0100P","RED","0","2013","-","0",,,,,
"1442481742","GMV3286","NY","PAS","2018-07-16T00:00:00.000","21","SDN","INFIN","S","0","40404","40404","20200430","73","73","0","596638","KN16","0000","1158A",,"K","O","385","CHRISTOPHER ST",,"0","408","D1",,"YBBYBBB","1130A","0100P","SILVE","0","2017","-","0",,,,,
"1442481766","HLB4101","NY","PAS","2018-07-16T00:00:00.000","21","SDN","HONDA","S","82230","73380","65130","20181117","73","73","0","596630","KN16","0000","1205P",,"K","F","720","MOTHER GASTON BLVD",,"0","408","D1",,"YBBYBBB","1130A","0100P","SILVE","0","2007","-","0",,,,,
"1442481780","GVA9029","NY","PAS","2018-07-17T00:00:00.000","21","SDN","ME/BE","S","73470","58930","83430","20190203","73","73","0","596638","KN16","0000","0917A",,"K","F","76","ROCKAWAY AVE",,"0","408","D1",,"BYBBYBB","0830A","1000A","BLACK","0","2016","-","0",,,,,
"1442481808","HGC4399","NY","PAS","2018-07-17T00:00:00.000","21","SUBN","TOYOT","S","73470","51430","78030","20180802","73","73","0","596638","KN16","0000","0922A",,"K","F","126","ROCKAWAY AVE",,"0","408","D1",,"BYBBYBB","0830A","1000A","BLUE","0","2004","-","0",,,,,
"1442481845","HYZ1841","NY","PAS","2018-07-17T00:00:00.000","21","SUBN","ACURA","S","46730","75130","23230","20180731","73","73","0","596638","KN16","0000","0940A",,"K","F","930","HALSEY ST",,"0","408","D1",,"BYBBYBB","0900A","1030A","WHITE","0","2017","-","0",,,,,
"1442481870","HXE5641","NY","PAS","2018-07-17T00:00:00.000","21","SUBN","HYUND","S","25530","75130","50830","20191218","73","73","0","596638","KN16","0000","0958A",,"K","F","408","CHAUNCEY ST",,"0","408","D1",,"BYBBYBB","0930A","1100A","SILVE","0","2017","-","0",,,,,
"1442481894","GFJ7051","OH","PAS","2018-07-17T00:00:00.000","21","SDN","NISSA","S","25530","75130","50830","0","73","73","0","596638","KN16","0000","1002A",,"K","F","426","CHAUNCEY ST",,"0","408","D1",,"BYBBYBB","0930A","1100A","SILVE","0","0","-","0",,,,,
"1442481948","HWU5582","NY","PAS","2018-07-17T00:00:00.000","21","SDN","HONDA","S","51430","82230","23230","20191210","73","73","0","596638","KN16","0000","1030A",,"K","F","182","HULL ST",,"0","408","D1",,"BYBBYBB","0930A","1100A","BLACK","0","2014","-","0",,,,,
"1442482382","HYJ7528","NY","PAS","2018-07-19T00:00:00.000","21","SUBN","NISSA","S","70930","40404","40404","20200330","73","73","0","596638","KN16","0000","0755A",,"K","O","1228","PITKIN AVE",,"0","408","D1",,"YBBYBBB","0730A","0800A","GREY","0","2018","-","0",,,,,
"1442482400","HVN2976","NY","PAS","2018-07-19T00:00:00.000","21","SDN","DODGE","S","70930","50830","23130","20191127","73","73","0","596638","KN16","0000","0808A",,"K","F","1630","PITKIN AVE",,"0","408","D1",,"YYYYYYB","0800A","0830A","GREY","0","2006","-","0",,,,,
"1442482436","HHU8180","NY","PAS","2018-07-19T00:00:00.000","21","SDN","DODGE","S","18830","85030","68630","20180726","73","73","0","596638","KN16","0000","0820A",,"K","F","41","BELMONT AVE",,"0","408","D1",,"YYYYYYB","0800A","0830A","WHITE","0","0","-","0",,,,,
"1442482448","HPG9067","NY","PAS","2018-07-19T00:00:00.000","21","SUBN","NISSA","S","70930","85030","0","20190227","73","73","0","596638","KN16","0000","0830A",,"K","F","1716","PITKIN AVE","THATFORD AVE","0","408","D1",,"YBBYBBB","0800A","0900A","WHITE","0","2007","-","0",,,,,
"1442482450","HBS4258","NY","PAS","2018-07-19T00:00:00.000","21","SDN","KIA","S","0","0","0","20190913","73","73","0","596638","KN16","0000","0831A",,"K",,,"S/O 1716 PITKIN AVE","THATFORD AVE","0","408","D1",,"YBBYBBB","0800A","0900A","SILVE","0","2006","-","0",,,,,
"1442482473","HDU2045","NY","PAS","2018-07-19T00:00:00.000","21","SDN","BMW","S","68630","70930","18830","20191223","73","73","0","596632","KN16","0000","0840A",,"K","O","115","OSBORN ST",,"0","408","D1",,"YBBYBBB","0800A","0900A","BLACK","0","2013","-","0",,,,,
"1442482485","HLA7387","NY","PAS","2018-07-19T00:00:00.000","21","SDN","BMW","S","68630","70930","18830","0","73","73","0","596638","KN16","0000","0841A",,"K","O","113","OSBORN ST",,"0","408","D1",,"YBBYBBB","0800A","0900A","WHITE","0","0","-","0",,,,,
"1442482497","HNP1949","NY","PAS","2018-07-19T00:00:00.000","21","SDN","AUDI","S","89970","70930","18830","20190117","73","73","0","596638","KN16","0000","0843A",,"K","O","123","WATKINS ST",,"0","408","D1",,"YBBYBBB","0800A","0900A","BLACK","0","2008","-","0",,,,,
"1442482527","HDT456","VT","PAS","2018-07-17T00:00:00.000","21","SDN","LINCO","S","23130","57230","48330","0","73","73","0","596638","KN16","0000","1215P",,"K","F","577","BRISTOL ST",,"0","408","D1",,"BYBBYBB","1130A","0100P","SILVE","0","0","-","0",,,,,
"1442482590","HJZ1881","PA","PAS","2018-07-19T00:00:00.000","21","SDN","DODGE","S","18830","26130","74730","0","73","73","0","596638","KN16","0000","0846A",,"K","F","131","BELMONT AVE",,"0","408","D1",,"YBBYBBB","0830A","1000A","SILVE","0","0","-","0",,,,,
"1442482606","HVN4816","NY","PAS","2018-07-19T00:00:00.000","21","SDN","DODGE","S","18830","74730","72030","20200107","73","73","0","596638","KN16","0000","0848A",,"K","F","157","BELMONT AVE",,"0","408","D1",,"YBBYBBB","0830A","1000A","BLUE","0","0","-","0",,,,,
"1442482620","HVN4718","NY","PAS","2018-07-19T00:00:00.000","21","SUBN","DODGE","S","0","0","0","20200115","73","73","0","596638","KN16","0000","0850A",,"K",,,"N/S BELMONT AVE","JUNIUS ST","0","408","D1",,"YBBYBBB","0830A","1000A","GREY","0","2001","-","0",,,,,
"1442482655","GDN7568","NY","PAS","2018-07-19T00:00:00.000","21","SUBN","CHRYS","S","72030","83730","19830","20181220","73","73","0","596638","KN16","0000","0901A",,"K","O","287","POWELL ST",,"0","408","D1",,"YBBYBBB","0830A","1000A",,"0","0","-","0",,,,,
"1442482771","HFP9450","NY","PAS","2018-07-19T00:00:00.000","21","SUBN","NISSA","S","19830","82230","72030","20180811","73","73","0","596638","KN16","0000","0939A",,"K","F","375","BLAKE AVE",,"0","408","D1",,"YBBYBBY","0900A","1030A","BLACK","0","2017","-","0",,,,,
"1442482990","GHS2404","NY","PAS","2018-07-19T00:00:00.000","21","SUBN","TOYOT","S","56630","44830","55130","20190813","73","73","0","686917","KN16","0000","1136A",,"K","F","38","LIVONIA AVENUE",,"0","408","D1",,"YBBYBBB","1130A","0100P","BLACK","0","2008","-","0",,,,,
"1442483003","HNJ4549","NY","PAS","2018-07-19T00:00:00.000","21","SUBN","MITSU","S","56630","44830","55130","0","73","73","0","686917","KN16","0000","1138A",,"K","F","38","LIVONIA AVENUE",,"0","408","D1",,"YBBYBBB","1130A","0100P","BLACK","0","0","-","0",,,,,
"1442483015","HGV5204","NY","PAS","2018-07-19T00:00:00.000","21","SDN","DODGE","S","49230","56630","73380","20200624","73","73","0","686917","KN16","0000","1150A",,"K","F","336","HERZL STREET",,"0","408","D1",,"YBBYBBB","1130A","0100P","SILVE","0","2015","-","0",,,,,
"1442483039","HUH6034","99","PAS","2018-07-19T00:00:00.000","21","SDN","HONDA","S","49230","56630","73380","20200305","73","73","0","686917","KN16","0000","1148A",,"K","O","355","HERZL STREET",,"0","408","D1",,"YBBYBYB","1130A","0100P","WHITE","0","0","-","0",,,,,
"1442483040","HNJ4693","NY","PAS","2018-07-19T00:00:00.000","21","SUBN","BMW","S","25930","83730","19830","20190312","73","73","0","686917","KN16","0000","0925A",,"K","O","211","CHESTER STREET",,"0","408","D1",,"YBBYBBB","0900A","1030A","BLACK","0","2010","-","0",,,,,
"1442483076","GUV1262","NY","PAS","2018-07-19T00:00:00.000","21","SDN","INFIN","S","50830","70930","83730","20181223","73","73","0","686917","KN16","0000","0910A",,"K","O","563","THOMAS S BOYLAND ST",,"0","408","D1",,"YBBYBBB","0900A","1030A","BLACK","0","2005","-","0",,,,,
