"incident_key","occur_date","occur_time","boro","loc_of_occur_desc","precinct","jurisdiction_code","loc_classfctn_desc","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","geocoded_column"
"140791304","2015-02-01T00:00:00.000","23:16:00","MANHATTAN",,"30","0",,,"true","18-24","M","BLACK","18-24","F","BLACK","996721.687500000000000","238202.937500000000000","40.820487105000041","-73.954941462999955","POINT (-73.95494146299995 40.82048710500004)"
"140340393","2014-12-28T00:00:00.000","19:53:00","BROOKLYN",,"84","0",,,"false",,,,"18-24","M","BLACK","988897.437500000000000","192615.234375000000000","40.695368090000045","-73.983241845999942","POINT (-73.98324184599994 40.695368090000045)"
"215767018","2020-07-24T00:00:00.000","01:30:00","BROOKLYN",,"78","0",,,"false",,,,"25-44","M","BLACK","988609.750000000000000","186251.375000000000000","40.677900897000029","-73.984283421999976","POINT (-73.98428342199998 40.67790089700003)"
"10619080","2006-03-03T00:00:00.000","11:15:00","BROOKLYN",,"90","0",,"JEWELRY STORE","false","UNKNOWN","M","BLACK","45-64","M","WHITE","1000273.187500000000000","194683.031250000000000","40.701030427000035","-73.942213680999942","POINT (-73.94221368099994 40.701030427000035)"
"34979907","2007-10-11T00:00:00.000","20:11:00","BRONX",,"47","0",,,"false","45-64","M","BLACK","25-44","M","BLACK","1026387.000000000000000","262634.000000000000000","40.887451313000042","-73.847607786999959","POINT (-73.84760778699996 40.88745131300004)"
"165264362","2017-05-27T00:00:00.000","12:00:00","QUEENS",,"105","0",,,"false",,,,"18-24","M","BLACK","1057645.000000000000000","193887.984375000000000","40.698558361000039","-73.735311169999989","POINT (-73.73531116999999 40.69855836100004)"
"64110714","2009-07-26T00:00:00.000","03:47:00","BROOKLYN",,"60","2",,"MULTI DWELL - PUBLIC HOUS","true",,,,"18-24","M","BLACK","985518.875000000000000","147974.046875000000000","40.572838635000039","-73.995434011999976","POINT (-73.99543401199998 40.57283863500004)"
"78644238","2011-05-09T00:00:00.000","18:49:00","BRONX",,"48","0",,"MULTI DWELL - APT BUILD","true",,,,"25-44","M","WHITE HISPANIC","1012125.312500000000000","247567.421875000000000","40.846154729000034","-73.899249556999962","POINT (-73.89924955699996 40.846154729000034)"
"151624171","2016-03-28T00:00:00.000","19:10:00","BRONX",,"47","0",,"MULTI DWELL - APT BUILD","false","25-44","F","BLACK HISPANIC","45-64","M","BLACK","1023658.375000000000000","263623.781250000000000","40.890180554000040","-73.857470354999975","POINT (-73.85747035499998 40.89018055400004)"
"89514645","2013-03-06T00:00:00.000","04:08:00","QUEENS",,"106","0",,,"true","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","1024828.062500000000000","178336.046875000000000","40.656083182000032","-73.853754849999973","POINT (-73.85375484999997 40.65608318200003)"
"10187514","2006-01-21T00:00:00.000","21:49:00","MANHATTAN",,"28","0",,,"true","18-24","M","BLACK","18-24","M","BLACK","996400.812500000000000","233385.218750000000000","40.807264259000078","-73.956109498999979","POINT (-73.95610949899998 40.807264259000085)"
"84704352","2012-05-13T00:00:00.000","12:34:00","BROOKLYN",,"75","2",,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","1016585.562500000000000","179939.921875000000000","40.660519398000076","-73.883453750999934","POINT (-73.88345375099993 40.660519398000076)"
"34864269","2007-10-06T00:00:00.000","18:18:00","BROOKLYN",,"79","0",,,"false","UNKNOWN","M","BLACK","45-64","M","BLACK","999634.000000000000000","190253.000000000000000","40.688872153000034","-73.944529031999934","POINT (-73.94452903199993 40.688872153000034)"
"11118846","2006-04-14T00:00:00.000","19:35:00","BROOKLYN",,"78","0",,"CLOTHING BOUTIQUE","false","25-44","M","BLACK","25-44","M","BLACK","990611.875000000000000","188299.203125000000000","40.683520509000061","-73.977063312999974","POINT (-73.97706331299997 40.68352050900006)"
"174579538","2018-02-08T00:00:00.000","20:16:00","STATEN ISLAND",,"120","0",,,"false","18-24","M","BLACK HISPANIC","45-64","M","BLACK","962950.687500000000000","172726.906250000000000","40.640754660000027","-74.076748212999973","POINT (-74.07674821299997 40.64075466000003)"
"94046068","2013-12-15T00:00:00.000","17:30:00","BROOKLYN",,"75","0",,,"false","18-24","F","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK","1020978.750000000000000","181163.281250000000000","40.663860112000066","-73.867612658999974","POINT (-73.86761265899997 40.663860112000066)"
"80165538","2011-08-06T00:00:00.000","08:55:00","BROOKLYN",,"90","0",,"GAS STATION","false",,,,"45-64","M","ASIAN / PACIFIC ISLANDER","998754.500000000000000","194329.921875000000000","40.700063843000066","-73.947691599999985","POINT (-73.94769159999998 40.700063843000066)"
"86437257","2012-08-25T00:00:00.000","06:00:00","BROOKLYN",,"73","0",,"GROCERY/BODEGA","false","18-24","M","BLACK","18-24","M","BLACK","1009904.750000000000000","180751.468750000000000","40.662768790000030","-73.907530424999948","POINT (-73.90753042499995 40.66276879000003)"
"33635440","2007-08-07T00:00:00.000","21:30:00","BROOKLYN",,"75","0",,,"false","25-44","M","BLACK","25-44","M","BLACK","1015368.500000000000000","185468.500000000000000","40.675698463000060","-73.887814907999939","POINT (-73.88781490799994 40.67569846300006)"
"235757726","2021-10-31T00:00:00.000","14:24:00","BROOKLYN",,"79","0",,,"true","25-44","M","BLACK","18-24","M","BLACK","1000382","192387","40.69472815800003","-73.94182674699994","POINT (-73.94182674699994 40.69472815800003)"
"233762539","2021-09-18T00:00:00.000","19:41:00","MANHATTAN",,"23","2",,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","WHITE HISPANIC","998288","227463","40.79100658600004","-73.94930485999998","POINT (-73.94930485999998 40.79100658600004)"
"158566071","2016-11-17T00:00:00.000","01:00:00","BROOKLYN",,"73","0",,"MULTI DWELL - PUBLIC HOUS","false",,,,"18-24","M","BLACK","1007915.375000000000000","183324.453125000000000","40.669836599000064","-73.914691971999957","POINT (-73.91469197199996 40.66983659900007)"
"166268793","2017-06-20T00:00:00.000","22:30:00","BROOKLYN",,"73","0",,,"false",,,,"25-44","M","BLACK","1008949.812500000000000","180854.562500000000000","40.663054475000081","-73.910972059999949","POINT (-73.91097205999995 40.66305447500008)"
"24659051","2006-10-04T00:00:00.000","20:33:00","BROOKLYN",,"75","0",,,"false","UNKNOWN","M","BLACK","65+","M","WHITE HISPANIC","1013850.937500000000000","185935.734375000000000","40.676986120000038","-73.893283875999941","POINT (-73.89328387599996 40.67698612000004)"
"226500707","2021-04-04T00:00:00.000","23:15:00","BROOKLYN",,"75","0",,,"false",,,,"25-44","M","BLACK","1013711","178670","40.65704377400005","-73.89382012899993","POINT (-73.89382012899993 40.65704377400005)"
"66629764","2009-10-09T00:00:00.000","04:00:00","MANHATTAN",,"34","0",,"BAR/NIGHT CLUB","false","25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1006294.312500000000000","252943.781250000000000","40.860927714000070","-73.920307299999934","POINT (-73.92030729999993 40.86092771400007)"
"85209346","2012-06-11T00:00:00.000","23:17:00","QUEENS",,"103","0",,,"true",,,,"18-24","M","BLACK","1041906.562500000000000","194066.890625000000000","40.699165950000065","-73.792068184999948","POINT (-73.79206818499995 40.699165950000065)"
"46538075","2008-05-17T00:00:00.000","22:50:00","BROOKLYN",,"81","0",,"PVT HOUSE","false","UNKNOWN","M","BLACK","<18","M","BLACK","1003815.500000000000000","191542.750000000000000","40.692403963000061","-73.929447425999967","POINT (-73.92944742599997 40.69240396300006)"
"37207873","2007-12-23T00:00:00.000","21:09:00","BROOKLYN",,"75","2",,"MULTI DWELL - PUBLIC HOUS","false","UNKNOWN","M","BLACK","18-24","M","BLACK","1021008.562500000000000","182982.656250000000000","40.668853764000062","-73.867495279999957","POINT (-73.86749527999996 40.66885376400006)"
"94814972","2014-02-07T00:00:00.000","06:25:00","MANHATTAN",,"13","0",,,"false","UNKNOWN","U","UNKNOWN","18-24","M","WHITE HISPANIC","986800.687500000000000","209942.640625000000000","40.742928512000049","-73.990796586999977","POINT (-73.99079658699998 40.74292851200005)"
"33654457","2007-08-09T00:00:00.000","15:28:00","MANHATTAN",,"28","2",,"MULTI DWELL - PUBLIC HOUS","false","UNKNOWN","M","BLACK","25-44","M","BLACK","998362.500000000000000","231047.625000000000000","40.800845291000030","-73.949028279999936","POINT (-73.94902827999994 40.80084529100003)"
"214729488","2020-06-29T00:00:00.000","20:56:00","BROOKLYN",,"83","0",,"PVT HOUSE","false","25-44","M","WHITE HISPANIC","45-64","M","BLACK","1009325.687500000000000","191646.718750000000000","40.692675437000048","-73.909577082999988","POINT (-73.90957708299999 40.69267543700005)"
"75546157","2010-11-14T00:00:00.000","15:15:00","BROOKLYN",,"75","0",,,"false","UNKNOWN","M","BLACK","18-24","M","BLACK","1017192.312500000000000","182303.828125000000000","40.667005555000060","-73.881255283999963","POINT (-73.88125528399996 40.66700555500006)"
"88638007","2013-01-18T00:00:00.000","00:04:00","BRONX",,"49","2",,"MULTI DWELL - PUBLIC HOUS","false","18-24","F","WHITE HISPANIC","18-24","M","BLACK","1023179.000000000000000","253066.531250000000000","40.861206319000075","-73.859265485999970","POINT (-73.85926548599997 40.861206319000075)"
"72058235","2010-04-03T00:00:00.000","04:00:00","STATEN ISLAND",,"120","2",,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","WHITE HISPANIC","18-24","M","BLACK","961252.000000000000000","166311.203125000000000","40.623140669000065","-74.082847142999981","POINT (-74.08284714299998 40.623140669000065)"
"16631430","2006-05-18T00:00:00.000","20:16:00","BROOKLYN",,"67","0",,,"false",,"U","UNKNOWN","18-24","M","BLACK","996949.062500000000000","176623.203125000000000","40.651465665000046","-73.954236188999971","POINT (-73.95423618899997 40.651465665000046)"
"55177455","2008-12-24T00:00:00.000","06:46:00","BRONX",,"44","0",,"MULTI DWELL - APT BUILD","false","45-64","M","BLACK","45-64","F","BLACK","1005390.750000000000000","245671.031250000000000","40.840968385000053","-73.923596770999950","POINT (-73.92359677099995 40.84096838500005)"
"153724448","2016-06-05T00:00:00.000","00:36:00","BROOKLYN",,"81","0",,"MULTI DWELL - APT BUILD","true",,,,"25-44","M","BLACK","1001964.000000000000000","186901.890625000000000","40.679669767000064","-73.936136210999962","POINT (-73.93613621099996 40.679669767000064)"
"24248675","2006-09-10T00:00:00.000","02:00:00","QUEENS",,"105","0",,,"true","25-44","M","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK","1056437.875000000000000","196519.828125000000000","40.705792053000039","-73.739636283999971","POINT (-73.73963628399997 40.70579205300004)"
"73492927","2010-07-02T00:00:00.000","01:56:00","BROOKLYN",,"75","0",,"MULTI DWELL - APT BUILD","false",,,,"45-64","M","BLACK","1016055.937500000000000","181962.265625000000000","40.666072198000052","-73.885353146999989","POINT (-73.88535314699999 40.66607219800005)"
"16631508","2006-05-31T00:00:00.000","00:37:00","BRONX",,"52","0",,"NONE","true","<18","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC","1014901.625000000000000","256702.156250000000000","40.871217618000060","-73.889173154999980","POINT (-73.88917315499998 40.87121761800006)"
"152662569","2016-05-01T00:00:00.000","20:15:00","BROOKLYN",,"63","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"18-24","M","BLACK","1006537.812500000000000","170246.609375000000000","40.633944348000057","-73.919701051999937","POINT (-73.91970105199994 40.63394434800006)"
"230418793","2021-07-02T00:00:00.000","23:13:00","BRONX",,"47","0",,,"false","25-44","M","BLACK","25-44","M","BLACK","1023464","262043","40.88584267800008","-73.85818261899993","POINT (-73.85818261899993 40.88584267800008)"
"142961824","2015-05-16T00:00:00.000","00:30:00","BRONX",,"48","0",,,"false","25-44","M","BLACK","18-24","M","BLACK HISPANIC","1013706.250000000000000","252409.140625000000000","40.859438669000042","-73.893514183999969","POINT (-73.89351418399997 40.85943866900004)"
"69223004","2009-12-24T00:00:00.000","23:47:00","QUEENS",,"101","0",,,"false","18-24","M","BLACK","<18","M","BLACK","1049832.000000000000000","156463.000000000000000","40.595896589000063","-73.763851521999982","POINT (-73.76385152199998 40.59589658900006)"
"224817400","2021-02-24T00:00:00.000","14:00:00","MANHATTAN",,"28","0",,"COMMERCIAL BLDG","false",,,,"25-44","M","BLACK","999297","233439","40.807407416000046","-73.94564758499997","POINT (-73.94564758499997 40.807407416000046)"
"138429906","2014-08-27T00:00:00.000","22:36:00","QUEENS",,"110","0",,,"false",,,,"18-24","M","BLACK","1022332.250000000000000","208314.734375000000000","40.738378696000041","-73.862580447999960","POINT (-73.86258044799996 40.73837869600004)"
"171866986","2017-11-21T00:00:00.000","22:25:00","BROOKLYN",,"75","0",,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","25-44","F","BLACK","1018108.875000000000000","174057.375000000000000","40.644367407000061","-73.877992783999957","POINT (-73.87799278399996 40.64436740700006)"
"211767651","2020-04-05T00:00:00.000","03:19:00","BROOKLYN",,"67","0",,,"false",,,,"25-44","M","BLACK","1006159.687500000000000","180446.515625000000000","40.661941820000038","-73.921030261999988","POINT (-73.92103026199999 40.66194182000004)"
"173914520","2018-01-22T00:00:00.000","22:50:00","BRONX",,"40","0",,,"false",,,,"25-44","M","BLACK HISPANIC","1005207.000000000000000","233367.000000000000000","40.807197754000072","-73.924299286999940","POINT (-73.92429928699994 40.80719775400007)"
"74648839","2010-09-16T00:00:00.000","00:11:00","BRONX",,"44","0",,"MULTI DWELL - APT BUILD","false","<18","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1006176.375000000000000","243359.890625000000000","40.834623060000069","-73.920765002999985","POINT (-73.920765003 40.83462306000007)"
"73719656","2010-07-16T00:00:00.000","20:30:00","BROOKLYN",,"67","0",,"SMALL MERCHANT","false","18-24","M","BLACK","<18","M","BLACK","1002230.000000000000000","176647.000000000000000","40.651521835000040","-73.935204533999979","POINT (-73.93520453399998 40.65152183500004)"
"82124624","2011-12-11T00:00:00.000","04:00:00","BRONX",,"41","0",,"BAR/NIGHT CLUB","true",,,,"25-44","M","WHITE HISPANIC","1017215.625000000000000","234322.250000000000000","40.809783005000043","-73.880916346999982","POINT (-73.88091634699998 40.80978300500004)"
"201384969","2019-08-20T00:00:00.000","21:25:00","BROOKLYN",,"73","0",,,"true","25-44","M","BLACK","25-44","M","BLACK","1006119.937500000000000","181462.625000000000000","40.664730913000028","-73.921170240999970","POINT (-73.92117024099997 40.66473091300003)"
"235964022","2021-11-05T00:00:00.000","22:10:00","BROOKLYN",,"67","0",,,"false",,,,"25-44","M","BLACK","1007170","179259","40.65867979500007","-73.91739273499996","POINT (-73.91739273499996 40.65867979500007)"
"140105763","2014-12-08T00:00:00.000","16:15:00","BRONX",,"42","0",,,"true",,,,"25-44","M","BLACK","1009021.937500000000000","240724.609375000000000","40.827382449000027","-73.910491586999967","POINT (-73.91049158699997 40.82738244900003)"
"63106907","2009-06-25T00:00:00.000","01:46:00","BRONX",,"43","0",,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","1021795.625000000000000","244103.671875000000000","40.836611934000075","-73.864316837999979","POINT (-73.86431683799998 40.83661193400008)"
"25313903","2006-11-15T00:00:00.000","19:17:00","MANHATTAN",,"23","2",,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK HISPANIC","<18","M","BLACK","999584.125000000000000","230371.125000000000000","40.798986447000061","-73.944617416999961","POINT (-73.94461741699996 40.79898644700006)"
"65323134","2009-09-01T00:00:00.000","16:00:00","BROOKLYN",,"71","0",,,"false","18-24","M","BLACK","18-24","F","BLACK","997912.000000000000000","182352.000000000000000","40.667188518000046","-73.950754321999966","POINT (-73.95075432199997 40.667188518000046)"
"88547669","2013-01-13T00:00:00.000","03:25:00","BROOKLYN",,"67","0",,,"true",,,,"25-44","M","BLACK","1002985.000000000000000","170612.000000000000000","40.634955494000053","-73.932500400999970","POINT (-73.93250040099997 40.63495549400005)"
"28883127","2007-05-05T00:00:00.000","00:39:00","BROOKLYN",,"71","0",,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","18-24","M","BLACK","999008.062500000000000","181466.671875000000000","40.664756731000068","-73.946805306999977","POINT (-73.94680530699998 40.66475673100007)"
"36260245","2007-12-11T00:00:00.000","12:35:00","BRONX",,"44","0",,,"false","25-44","M","BLACK","25-44","M","BLACK","1006434.000000000000000","244344.000000000000000","40.837323511000079","-73.919830756999943","POINT (-73.91983075699994 40.83732351100008)"
"45710115","2008-04-15T00:00:00.000","06:03:00","MANHATTAN",,"26","0",,"MULTI DWELL - PUBLIC HOUS","false","45-64","M","BLACK HISPANIC","25-44","M","BLACK","997003.937500000000000","236785.796875000000000","40.816597050000041","-73.953924391999976","POINT (-73.95392439199998 40.81659705000004)"
"140591801","2015-01-16T00:00:00.000","21:50:00","QUEENS",,"114","0",,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","WHITE","1007546.312500000000000","220781.218750000000000","40.772647318000054","-73.915892733999954","POINT (-73.91589273399995 40.772647318000054)"
"178830276","2018-05-01T00:00:00.000","11:00:00","BRONX",,"52","0",,,"true","25-44","M","BLACK","25-44","M","BLACK","1018899.187500000000000","259203.562500000000000","40.878068416000076","-73.874706090999950","POINT (-73.87470609099995 40.878068416000076)"
"93924058","2013-12-06T00:00:00.000","22:05:00","BROOKLYN",,"77","0",,"BEAUTY/NAIL SALON","false","18-24","M","BLACK","25-44","M","BLACK","1003019.625000000000000","183622.546875000000000","40.670666532000041","-73.932339443999979","POINT (-73.93233944399998 40.67066653200004)"
"75866798","2010-12-06T00:00:00.000","15:00:00","QUEENS",,"103","0",,"PVT HOUSE","false","UNKNOWN","M","BLACK","25-44","M","BLACK","1050733.750000000000000","197177.781250000000000","40.707642669000052","-73.760203155999989","POINT (-73.76020315599999 40.70764266900005)"
"166413154","2017-06-25T00:00:00.000","02:02:00","MANHATTAN",,"23","2",,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","998173.125000000000000","227824.062500000000000","40.791997787000071","-73.949718968999946","POINT (-73.94971896899995 40.79199778700007)"
"32787000","2007-06-28T00:00:00.000","22:19:00","BRONX",,"42","0",,,"false","25-44","M","BLACK","45-64","M","BLACK","1008798.000000000000000","238971.000000000000000","40.822569916000077","-73.911307168999940","POINT (-73.91130716899994 40.82256991600008)"
"227950667","2021-05-09T00:00:00.000","19:43:00","MANHATTAN",,"25","2",,"MULTI DWELL - PUBLIC HOUS","false",,,,"45-64","M","BLACK HISPANIC","1003481","229777","40.797348115000034","-73.93054433099996","POINT (-73.93054433099996 40.797348115000034)"
"93312839","2013-10-29T00:00:00.000","00:26:00","BROOKLYN",,"76","2",,"MULTI DWELL - PUBLIC HOUS","false","45-64","M","BLACK","45-64","M","BLACK","983438.687500000000000","185085.531250000000000","40.674701954000057","-74.002926293999963","POINT (-74.00292629399996 40.67470195400006)"
"49834896","2008-08-04T00:00:00.000","03:54:00","BRONX",,"41","0",,"BAR/NIGHT CLUB","true","25-44","M","BLACK","18-24","M","WHITE HISPANIC","1013768.187500000000000","236671.531250000000000","40.816243315000065","-73.893359534999945","POINT (-73.89335953499995 40.816243315000065)"
"10804594","2006-03-27T00:00:00.000","08:45:00","QUEENS",,"103","0",,"NONE","false","25-44","M","BLACK","18-24","M","BLACK","1041708.750000000000000","196834.937500000000000","40.706764855000074","-73.792757958999971","POINT (-73.79275795899997 40.706764855000074)"
"226654026","2021-04-07T00:00:00.000","02:07:00","MANHATTAN",,"14","0",,,"false","18-24","M","BLACK","25-44","M","WHITE","986568","214237","40.75471551300007","-73.99163482499995","POINT (-73.99163482499995 40.75471551300007)"
"204458419","2019-11-02T00:00:00.000","10:37:00","BRONX",,"47","0",,,"false","25-44","M","BLACK","25-44","M","BLACK","1025537.812500000000000","259944.468750000000000","40.880073413000048","-73.850695551999934","POINT (-73.85069555199993 40.88007341300005)"
"140435608","2015-01-05T00:00:00.000","16:58:00","BROOKLYN",,"83","0",,,"false","18-24","M","BLACK","25-44","M","WHITE","1008331.312500000000000","189878.453125000000000","40.687824718000059","-73.913169173999961","POINT (-73.91316917399996 40.68782471800006)"
"61170259","2009-04-27T00:00:00.000","01:05:00","BROOKLYN",,"67","0",,"PVT HOUSE","false","25-44","M","BLACK","25-44","M","BLACK","1003616.562500000000000","179560.718750000000000","40.659516431000043","-73.930199229999971","POINT (-73.93019922999997 40.65951643100004)"
"236325239","2021-11-15T00:00:00.000","17:55:00","BROOKLYN",,"71","0",,,"false",,,,"25-44","M","BLACK","998344","180070","40.66092425800008","-73.94920187099996","POINT (-73.94920187099996 40.66092425800008)"
"215767017","2020-07-24T00:00:00.000","17:32:00","BROOKLYN",,"71","0",,,"true","25-44","M","BLACK","25-44","M","BLACK","996824.375000000000000","182756.406250000000000","40.668300135000038","-73.954674104999981","POINT (-73.95467410499998 40.66830013500004)"
"85875439","2012-07-22T00:00:00.000","21:35:00","BRONX",,"42","2",,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","<18","M","BLACK","1011046.687500000000000","239814.234375000000000","40.824877819000051","-73.903179083999987","POINT (-73.90317908399999 40.82487781900005)"
"79896470","2011-07-20T00:00:00.000","12:39:00","BROOKLYN",,"73","2",,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1009166.562500000000000","184322.906250000000000","40.672573696000029","-73.910177976999989","POINT (-73.91017797699999 40.67257369600003)"
"174579221","2018-02-09T00:00:00.000","00:12:00","BROOKLYN",,"67","0",,,"false",,,,"25-44","M","BLACK","1008788.937500000000000","177637.093750000000000","40.654223680000030","-73.911563633999947","POINT (-73.91156363399995 40.65422368000003)"
"80605485","2011-09-06T00:00:00.000","02:20:00","QUEENS",,"103","0",,,"false","18-24","M","BLACK","18-24","F","BLACK","1039007.750000000000000","192247.015625000000000","40.694189239000025","-73.802537251999979","POINT (-73.802537252 40.694189239000025)"
"190170259","2018-11-19T00:00:00.000","00:05:00","BRONX",,"47","0",,,"false","18-24","M","BLACK HISPANIC","18-24","M","BLACK","1023326.000000000000000","266681.000000000000000","40.898573117000069","-73.858654635999983","POINT (-73.85865463599998 40.89857311700007)"
"10953934","2006-04-10T00:00:00.000","08:59:00","BRONX",,"42","0",,"GROCERY/BODEGA","false","18-24","M","BLACK","18-24","M","WHITE HISPANIC","1011092.375000000000000","244692.187500000000000","40.838266255000065","-73.902994486999944","POINT (-73.90299448699994 40.838266255000065)"
