"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_action_updated_date","community_board","borough","x_coordinate_state_plane_","y_coordinate_state_plane_","park_facility_name","park_borough","school_name","school_number","school_region","school_code","school_phone_number","school_address","school_city","school_state","school_zip","school_not_found","school_or_citywide_complaint","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","garage_lot_name","ferry_direction","ferry_terminal_name","latitude","longitude","location"
"170561","2007-01-29T00:00:00.000","2007-01-29T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Day Auctioneer License",,,,,,,,,,,,"N/A","Closed","2007-02-05T00:00:00.000","2007-01-29T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"171775","2007-02-04T00:00:00.000","2007-02-05T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2007-03-06T00:00:00.000","2007-02-05T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Manhattan Bound","Unknown",,,
"587393","2007-01-04T00:00:00.000","2007-01-04T00:00:00.000","DOT","Department of Transportation","Traffic Signal Condition","Cable",,,,,,,"CROTONA AVE","187 ST E","INTERSECTION",,,"N/A","Closed",,"2007-01-04T00:00:00.000","Unspecified BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"171816","2007-02-04T00:00:00.000","2007-02-27T00:00:00.000","DOT","Department of Transportation","Ferry Complaint","General Complaint","Terminal",,,,,,,,,,,"N/A","Closed","2007-04-05T00:00:00.000","2007-02-27T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"N/A","St. George Terminal (Staten Island)",,,
"168378","2007-01-17T00:00:00.000","2007-02-02T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"57117-5519","PO BOX 5147","5147",,,,,,"SIOUX FALL",,"N/A","Closed","2007-02-02T00:00:00.000","2007-01-18T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"170679","2007-02-01T00:00:00.000","2007-02-01T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2007-03-03T00:00:00.000","2007-02-01T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Manhattan Bound","Unknown",,,
"174614","2007-01-11T00:00:00.000","2007-01-17T00:00:00.000","DOT","Department of Transportation","Street Light Condition","Multiple Street Lights Out",,,,,,,"RIVERDALE AVE","232 ST W","INTERSECTION",,,"N/A","Closed",,"2007-01-17T00:00:00.000","Unspecified BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"168676","2007-01-13T00:00:00.000","2007-01-16T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Sidewalk Cafe License",,,,,,,,,,,,"N/A","Closed","2007-01-23T00:00:00.000","2007-01-16T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"171889","2007-02-05T00:00:00.000","2007-02-06T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Cabaret License",,,,,,,,,,,,"N/A","Closed","2007-02-13T00:00:00.000","2007-02-06T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"170320","2007-01-29T00:00:00.000","2007-01-29T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Debt Collection Agency License",,,,,,,,,,,,"N/A","Closed","2007-02-05T00:00:00.000","2007-01-29T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"170702","2007-01-26T00:00:00.000","2007-02-07T00:00:00.000","DOE","Central - Department of Education","DOE Complaint or Compliment","Transfer Complaint","School",,,,,,,,,,,"N/A","Closed","2007-01-31T00:00:00.000","2007-02-07T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,"Citywide Complaint",,,,,,,,,,,,,
"168387","2007-01-18T00:00:00.000","2007-01-18T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2007-02-17T00:00:00.000","2007-01-18T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound","Unknown",,,
"171075","2007-02-02T00:00:00.000","2007-02-18T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Contract Dispute",,"11001","397 JERICHO TURNPIKE","JERICHO TURNPIKE",,,,,,"FLORAL PARK",,"N/A","Closed","2007-02-17T00:00:00.000","2007-02-02T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"169657","2007-01-25T00:00:00.000","2007-01-25T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Cabaret License",,,,,,,,,,,,"N/A","Closed","2007-02-01T00:00:00.000","2007-01-25T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"169594","2007-01-20T00:00:00.000","2007-01-22T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2007-02-19T00:00:00.000","2007-01-22T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound","Unknown",,,
"169598","2007-01-20T00:00:00.000","2007-02-05T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"11766","5505 NESCONSET HIGHWAY","NESCONSET HIGHWAY",,,,,,"MOUNT SINAI",,"N/A","Closed","2007-02-06T00:00:00.000","2007-01-22T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"167327","2007-01-09T00:00:00.000","2007-01-10T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2007-02-08T00:00:00.000","2007-01-10T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound","Unknown",,,
"170720","2007-01-29T00:00:00.000","2007-01-29T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Tow Truck Company License",,,,,,,,,,,,"N/A","Closed","2007-02-05T00:00:00.000","2007-01-29T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"168810","2007-01-19T00:00:00.000","2007-01-22T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Cabaret License",,,,,,,,,,,,"N/A","Closed","2007-01-29T00:00:00.000","2007-01-22T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"587387","2007-01-26T00:00:00.000","2007-01-26T00:00:00.000","DOT","Department of Transportation","Traffic Signal Condition","Cable",,,,,,,"1 AVE","18 ST E","INTERSECTION",,,"N/A","Closed",,"2007-01-26T00:00:00.000","Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"168460","2007-01-19T00:00:00.000","2007-01-19T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Debt Collection Agency License",,,,,,,,,,,,"N/A","Closed","2007-01-26T00:00:00.000","2007-01-19T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"183387","2007-01-05T00:00:00.000","2007-01-06T00:00:00.000","DOT","Department of Transportation","Traffic Signal Condition","Veh Signal Visor",,,,,,,"TIEBOUT AVE","FORDHAM RD EAST","INTERSECTION",,,"N/A","Closed",,"2007-01-06T00:00:00.000","Unspecified BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"170822","2007-01-31T00:00:00.000","2007-02-22T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint","Street",,,,,,"BROADWAY","VESSEY ST",,,,"N/A","Closed","2007-02-22T00:00:00.000","2007-02-22T00:00:00.000","Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"169201","2007-01-23T00:00:00.000","2007-02-08T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Damaged/Defective Goods",,"11040","250 FULTON AVE","FULTON AVE",,,,,,"NEW HYDE PARK",,"N/A","Closed","2007-02-07T00:00:00.000","2007-01-23T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"172028","2007-02-06T00:00:00.000","2007-02-22T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","False Advertising",,"10523","2269 S. MILL RIVER ROAD","S. MILL RIVER ROAD",,,,,,"ELMSFORD",,"N/A","Closed","2007-02-21T00:00:00.000","2007-02-06T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"169766","2007-01-21T00:00:00.000","2007-03-09T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Unsecured Facility","Park","10024",,,,,,,,"NEW YORK",,"N/A","Closed","2007-01-24T00:00:00.000","2007-03-09T00:00:00.000","Unspecified MANHATTAN","MANHATTAN",,,"Central Park - 79th Street Yard and Summit Rock","MANHATTAN","Central Park - 79th Street Yard and Summit Rock","M010",,,"2124080100","Central Park West, 79th Street Transverse, West Drive to 85th Street","NEW YORK","NY","10024",,,,,,,,,,,,,,,
"169788","2007-01-23T00:00:00.000","2007-01-23T00:00:00.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Park","10309",,,,,,,,"STATEN ISLAND",,"N/A","Closed","2007-01-26T00:00:00.000","2007-01-23T00:00:00.000","03 STATEN ISLAND","STATEN ISLAND",,,"Bloomingdale Park","STATEN ISLAND","Bloomingdale Park","R106",,,"7183908000","Richmond Parkway, Bloomingdale Road, Lenevar Avenue","STATEN ISLAND","NY","10309",,,,,,,,,,,,,,,
"170920","2007-02-02T00:00:00.000","2007-02-13T00:00:00.000","TLC","Correspondence - Taxi and Limousine Commission","Taxi Compliment","Driver Compliment","N/A",,,,,,,,,,,"N/A","Closed",,"2007-02-13T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"169740","2007-01-25T00:00:00.000","2011-07-12T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Contact Sign Not Posted",,,,,,,"ROGERS PLACE","INTERVALE AVENUE",,,,"N/A","Closed","2007-03-02T00:00:00.000","2007-01-25T00:00:00.000","Unspecified BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"167643","2007-01-25T00:00:00.000","2007-02-06T00:00:00.000","DOE","Central - Department of Education","DOE Complaint or Compliment","Transfer Complaint","School",,,,,,,,,,,"N/A","Closed","2007-01-30T00:00:00.000","2007-02-06T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","N","Citywide Complaint",,,,,,,,,,,,,
"165162","2007-01-02T00:00:00.000","2007-01-18T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"10523","2289 SAW MILL RIVER RD","SAW MILL RIVER RD",,,,,,"ELMSFORD",,"N/A","Closed","2007-01-18T00:00:00.000","2007-01-03T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"168694","2007-01-15T00:00:00.000","2007-01-16T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2007-02-14T00:00:00.000","2007-01-16T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound","Unknown",,,
"168696","2007-01-16T00:00:00.000","2007-01-16T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Cabaret License",,,,,,,,,,,,"N/A","Closed","2007-01-23T00:00:00.000","2007-01-16T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"168707","2007-01-16T00:00:00.000","2007-02-01T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Harassment",,"11802","PO BOX 9060","9060",,,,,,"HICKSVILLE",,"N/A","Closed","2007-02-01T00:00:00.000","2007-01-17T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"592742","2007-01-16T00:00:00.000","2007-01-16T00:00:00.000","DOT","Department of Transportation","Traffic Signal Condition","Cable",,,,,,,"3 AVE","19 ST","INTERSECTION",,,"N/A","Closed",,"2007-01-16T00:00:00.000","Unspecified BROOKLYN","BROOKLYN",,,"Unspecified","BROOKLYN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"169882","2007-01-25T00:00:00.000","2007-01-26T00:00:00.000","DCA","Department of Consumer Affairs","DCA / DOH New License Application Request","Cabaret License",,,,,,,,,,,,"N/A","Closed","2007-02-02T00:00:00.000","2007-01-26T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"165166","2007-01-03T00:00:00.000","2007-01-03T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2007-02-02T00:00:00.000","2007-01-03T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound","Newhouse",,,
"591742","2007-01-10T00:00:00.000","2007-01-23T00:00:00.000","DOT","Department of Transportation","Traffic Signal Condition","On Structure",,,,,,,"MORRIS AVE","181 ST E","INTERSECTION",,,"N/A","Closed",,"2007-01-23T00:00:00.000","Unspecified BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"169894","2007-01-25T00:00:00.000","2011-07-12T00:00:00.000","DCA","Department of Consumer Affairs","Consumer Complaint","Contact Sign Not Posted",,"10459","914 W 163RD STREET","W 163RD STREET",,,,,,"BRONX",,"N/A","Closed","2007-03-02T00:00:00.000","2007-01-25T00:00:00.000","Unspecified BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"169905","2007-01-26T00:00:00.000","2007-01-29T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2007-02-25T00:00:00.000","2007-01-29T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound","Unknown",,,
"169913","2007-01-20T00:00:00.000","2007-01-22T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2007-02-19T00:00:00.000","2007-01-22T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Staten Island Bound","Unknown",,,
"168891","2007-01-18T00:00:00.000","2007-01-18T00:00:00.000","DOT","Department of Transportation","Ferry Inquiry","Lost and Found","Ferry",,,,,,,,,,,"N/A","Closed","2007-02-17T00:00:00.000","2007-01-18T00:00:00.000","0 Unspecified","Unspecified",,,"Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,"Manhattan Bound","Unknown",,,
"191206","2007-01-25T00:00:00.000","2007-01-24T00:00:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out",,," LONG ISL EXPY","LONG ISL EXPY","DOUGLASTON PKWY",,,,,,,"N/A","Pending",,"2007-01-24T00:00:00.000","Unspecified QUEENS","QUEENS",,,"Unspecified","QUEENS","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"169970","2007-01-25T00:00:00.000","2007-01-25T00:00:00.000","DOT","Department of Transportation","Street Condition","Unsafe Worksite","Street",," WEST END AVENUE","WEST END AVENUE","WEST 69TH STREET","WEST 70TH STREET",,,,,,"N/A","Closed","2007-02-04T00:00:00.000","2007-01-25T00:00:00.000","Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"182544","2007-01-23T00:00:00.000","2007-01-23T00:00:00.000","DOT","Department of Transportation","Traffic Signal Condition","Controller",,,,,,,"WHITE PLAINS RD","230 ST E","INTERSECTION",,,"N/A","Closed",,"2007-01-23T00:00:00.000","Unspecified BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"174607","2007-01-26T00:00:00.000","2007-01-30T00:00:00.000","DOT","Department of Transportation","Street Light Condition","Multiple Street Lights Out",,,,,,,"ALLERTON AVE","BRONX PARK AVE E","INTERSECTION",,,"N/A","Closed",,"2007-01-30T00:00:00.000","Unspecified BRONX","BRONX",,,"Unspecified","BRONX","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
"168962","2007-01-17T00:00:00.000","2007-02-26T00:00:00.000","TLC","Taxi and Limousine Commission","Taxi Complaint","Driver Complaint","Street",,,,,,"WEST 164 STREET","RIVERSIDE DRIVE",,,,"N/A","Closed","2007-03-03T00:00:00.000","2007-02-26T00:00:00.000","Unspecified MANHATTAN","MANHATTAN",,,"Unspecified","MANHATTAN","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified","Unspecified",,,,,,,,,,,,,,,
