"menu_item_id","year","restaurant_item_name","restaurant","restaurant_id","item_name","item_description","food_category","serving_size","serving_size_text","serving_size_unit","serving_size_household","calories","total_fat","saturated_fat","trans_fat","cholesterol","sodium","potassium","carbohydrates","protein","sugar","dietary_fiber","calories_100g","total_fat_100g","saturated_fat_100g","trans_fat_100g","cholesterol_100g","sodium_100g","potassium_100g","carbohydrates_100g","protein_100g","sugar_100g","dietary_fiber_100g","calories_text","total_fat_text","saturated_fat_text","trans_fat_text","cholesterol_text","sodium_text","potassium_text","carbohydrates_text","protein_text","sugar_text","dietary_fiber_text","kids_meal","limited_time_offer","regional","shareable"
"35069","2018","7 Eleven Big Bite","7 Eleven","1","Big Bite","Big Bite w/ All Beef Hot Dog, Hot Snacks, Snacks, Late Night, Big Bite, Beef, Meals; Choice of: 1/4 lb or 1/8 lb; Choice of: Chili, Cheese & Onions","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170046","2018","7 Eleven Big Energy Coffee","7 Eleven","1","Big Energy Coffee","Big Energy Coffee w/ Ginseng, Guarana & Vitamin B12, Coffee, Thirsty, Start My Day","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"65004","2018","7 Eleven Big Gulp","7 Eleven","1","Big Gulp","Big Gulp, Big Gulp, Drinks; Choice of: Big Gulp, Super Big Gulp, Double Gulp or Gulp; Choice of: Fountain Drinks, Iced Tea & Lemonade","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170082","2018","7 Eleven Big Gulp Drink Plus One","7 Eleven","1","Big Gulp Drink Plus One","Big Gulp Drink Plus One w/ Big Gulp & Sandwich, Thirsty, $2.22 Big Gulp Drink Plus One, Deals, At Participating Locations, Limited Time Only; Choice of: Drink; Choice of: Classic Chicken Sandwich, Classic Cheeseburger, Johnsonville 7-Pepper Sausage or 1/8 lb Big Bite Hot Dog","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0"
"170020","2018","7 Eleven Blueberry Muffin","7 Eleven","1","Blueberry Muffin","Blueberry Muffin, Bakery, Start My Day, Snacks","Baked Goods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170039","2018","7 Eleven Blue Raspberry Slurpee","7 Eleven","1","Blue Raspberry Slurpee","Blue Raspberry Slurpee, also called Fanta Blue Raspberry, Slurpee Flavors, Late Night, Snacks, Thirsty","Beverages","12",,"fl oz",,"100","0","0","0","0","5",,"25","0","25","0","29","0","0","0","0","1",,"7","0","7","0",,,,,,,,,,,,"0","0","0","0"
"170047","2018","7 Eleven Brazilian Dark Roast Coffee","7 Eleven","1","Brazilian Dark Roast Coffee","Brazilian Dark Roast Coffee, Coffee, Thirsty, Start My Day","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170095","2018","7 Eleven Breakfast Empanada Bites","7 Eleven","1","Breakfast Empanada Bites","Breakfast Empanada Bites, Hot Snacks, Meals, Late Night, Snacks","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170110","2018","7 Eleven Breakfast Sandwiches","7 Eleven","1","Breakfast Sandwiches","Breakfast Sandwiches, Start My Day, At Participating Locations; Choice of: Sausage Biscuit, Sausage, Egg & Cheese Biscuit, Sausage, Egg & Cheese Croissant or Breakfast Melt","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","0"
"170062","2018","7 Eleven Brookie","7 Eleven","1","Brookie","Brookie, Bakery, Start My Day, Snacks","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170088","2018","7 Eleven Caesar Entree Salad","7 Eleven","1","Caesar Entree Salad","Caesar Entree Salad w/ Romaine Lettuce, White Chicken Meat, Parmesan Cheese & Croutons, Salads, Meals, Better For You","Salads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170087","2018","7 Eleven Caesar Side Salad","7 Eleven","1","Caesar Side Salad","Caesar Side Salad w/ Caesar Dressing, Parmesan Cheese, Parmesan Crisps & Romaine Lettuce, Salads, Meals, Better For You","Salads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"35045","2018","7 Eleven Cappuccino","7 Eleven","1","Cappuccino","Cappuccino, Coffee, Thirsty, Start My Day; Choice of: Original, French Vanilla, Skinny French Vanilla or Caramel Macchiato","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170091","2018","7 Eleven Caprese Side Salad","7 Eleven","1","Caprese Side Salad","Caprese Side Salad w/ Basil Pesto, Balsamic Glaze, Mozzarella, Cherry Tomatoes & Spinach, Salads, Meals, Better For You","Salads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"150029","2018","7 Eleven Cheeseburger","7 Eleven","1","Cheeseburger","Cheeseburger w/ 1/4 lb Beef Patty & American Cheese on Hamburger Bun, Sandwiches, Meals","Burgers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170072","2018","7 Eleven Cheese Lasagna w/ Meat Sauce","7 Eleven","1","Cheese Lasagna w/ Meat Sauce","Cheese Lasagna w/ Meat Sauce, Pasta, Ricotta, Mozzarella & Italian Cheeses, Limited Time, Locally Made Meals, Meals","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0"
"170071","2018","7 Eleven Cheesy Tortellini","7 Eleven","1","Cheesy Tortellini","Cheesy Tortellini w/ 4 Cheese Tortellini, Alfredo Sauce & Parmesan Cheese, Limited Time, Locally Made Meals, Meals","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0"
"112748","2018","7 Eleven Chicken Bacon Ranch Melt","7 Eleven","1","Chicken Bacon Ranch Melt","Chicken Bacon Ranch Melt, Sandwiches, Meals","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"112744","2018","7 Eleven Chicken Caesar Pasta Salad","7 Eleven","1","Chicken Caesar Pasta Salad","Chicken Caesar Pasta Salad, Salads, Food","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170070","2018","7 Eleven Chicken Parmesan","7 Eleven","1","Chicken Parmesan","Chicken Parmesan w/ Breaded Chicken Filet, Penne Pasta, Marinara & Parmesan Cheese, Limited Time, Locally Made Meals, Meals","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0"
"90010","2018","7 Eleven Chicken Salad Sandwich","7 Eleven","1","Chicken Salad Sandwich","Chicken Salad Sandwich, Sandwiches, Food","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"35056","2018","7 Eleven Chicken Tenders","7 Eleven","1","Chicken Tenders","Chicken Tenders, Chicken, Meals, Snacks, Hot Snacks, Late Night","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170041","2018","7 Eleven Chillers","7 Eleven","1","Chillers","Chillers w/ Milk & Cane Sugar, Chillers, Coffee, Start My Day, Thirsty; Choice of: French Vanilla or Mocha","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170078","2018","7 Eleven Chipotle Chicken Bowl","7 Eleven","1","Chipotle Chicken Bowl","Chipotle Chicken Bowl w/ Chicken, Crushed Tomato, Onion, Rice, Vegetables, Ranchero Beans & Cheddar Cheese, Limited Time, Locally Made Meals, Meals","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0"
"170079","2018","7 Eleven Chipotle Steak & Egg Bowl","7 Eleven","1","Chipotle Steak & Egg Bowl","Chipotle Steak & Egg Bowl w/ Roasted Potatoes, Poblano Queso Sauce, Scrambled Eggs, Chipotle Beef, Roasted Peppers, Onions & Cheddar Cheese, Limited Time, Locally Made Meals, Meals","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0"
"170063","2018","7 Eleven Chocolate Chunk Cookie","7 Eleven","1","Chocolate Chunk Cookie","Chocolate Chunk Cookie, Bakery, Start My Day, Snacks","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170017","2018","7 Eleven Chocolate Frosted Donut","7 Eleven","1","Chocolate Frosted Donut","Chocolate Frosted Donut, Bakery, Start My Day, Snacks","Baked Goods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"150043","2018","7 Eleven Classic Chicken Sandwich","7 Eleven","1","Classic Chicken Sandwich","Classic Chicken Sandwich w/ White Meat Chicken & BBQ Honey Mustard Sauce on Buttery Bun, Sandwiches, Chicken, Meals","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170037","2018","7 Eleven Coca-Cola Slurpee","7 Eleven","1","Coca-Cola Slurpee","Coca-Cola Slurpee, Slurpee Flavors, Late Night, Snacks, Thirsty","Beverages","12",,"fl oz",,"100","0","0","0","0","10",,"27","0","27","0","29","0","0","0","0","3",,"8","0","8","0",,,,,,,,,,,,"0","0","0","0"
"170035","2018","7 Eleven Cotton Candy Slurpee","7 Eleven","1","Cotton Candy Slurpee","Cotton Candy Slurpee, 2 for $2, Slurpee Flavors, Late Night, Thirsty; Choice of: Cherry or Blue Raspberry","Beverages","12",,"fl oz",,"100","0","0","0","0","10",,"24","0","24","0","29","0","0","0","0","3",,"7","0","7","0",,,,,,,,,,,,"0","0","0","0"
"170073","2018","7 Eleven Creamy Chicken Alfredo","7 Eleven","1","Creamy Chicken Alfredo","Creamy Chicken Alfredo w/ Alfredo Sauce, Grilled Chicken, Parmesan Cheese & Penne Pasta, Limited Time, Locally Made Meals, Meals","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0"
"170044","2018","7 Eleven Decaf Coffee","7 Eleven","1","Decaf Coffee","Decaf Coffee, Coffee, Thirsty, Start My Day","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"150045","2018","7 Eleven Double Bacon Cheddar Melt","7 Eleven","1","Double Bacon Cheddar Melt","Double Bacon Cheddar Melt, Sandwiches, Meals","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170052","2018","7 Eleven Double Cheeseburger","7 Eleven","1","Double Cheeseburger","Double Cheeseburger w/ 2 1/4 lb Beef Patties & 2 American Cheese Slices on Hamburger Bun, Sandwiches, Beef, Meals","Burgers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170081","2018","7 Eleven Early Riser Scrambler Bowl","7 Eleven","1","Early Riser Scrambler Bowl","Early Riser Scrambler Bowl w/ Turkey Chili, Scrambled Eggs, Cheddar Cheese & Pico de Gallo, Limited Time, Locally Made Meals, Meals","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0"
"170103","2018","7 Eleven Egg Salad Sandwich","7 Eleven","1","Egg Salad Sandwich","Egg Salad Sandwich w/ Hard Boiled Eggs, Reduced Fat Mayonnaise & Dijon Mustard, Sandwiches, Meals","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170030","2018","7 Eleven Energy Shot, Berry","7 Eleven","1","Energy Shot, Berry","Energy Shot, Berry, 7-Select Snacks, Snacks, Late Night","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170032","2018","7 Eleven Energy Shot, Pineapple Passion Fruit","7 Eleven","1","Energy Shot, Pineapple Passion Fruit","Energy Shot, Pineapple Passion Fruit, 7-Select Snacks, Snacks, Late Night","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170031","2018","7 Eleven Energy Shot, Strawberry Lemonade","7 Eleven","1","Energy Shot, Strawberry Lemonade","Energy Shot, Strawberry Lemonade, 7-Select Snacks, Snacks, Late Night","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170033","2018","7 Eleven Energy Shot, Watermelon","7 Eleven","1","Energy Shot, Watermelon","Energy Shot, Watermelon, 7-Select Snacks, Snacks, Late Night","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170043","2018","7 Eleven Exclusive Blend Coffee","7 Eleven","1","Exclusive Blend Coffee","Exclusive Blend Coffee, Coffee, Thirsty, Start My Day","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170050","2018","7 Eleven Exclusive Monster Mango Loco","7 Eleven","1","Exclusive Monster Mango Loco","Exclusive Monster Mango Loco, Thirsty","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"150018","2018","7 Eleven French Pastries","7 Eleven","1","French Pastries","French Pastries, 7-Select Snacks, Late Night, Snacks; Choice of: Madeleines or Petite Palmiers","Baked Goods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170111","2018","7 Eleven French Toast Breakfast Sandwich","7 Eleven","1","French Toast Breakfast Sandwich","French Toast Breakfast Sandwich, Start My Day","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170048","2018","7 Eleven French Vanilla Coffee","7 Eleven","1","French Vanilla Coffee","French Vanilla Coffee, Coffee, Thirsty, Start My Day","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170001","2018","7 Eleven Fruit Blend","7 Eleven","1","Fruit Blend","Fruit Blend w/ Pineapple, Honeydew, Cantaloupe & Grapes, Snacks, Fresh Snacks, Late Night, Better For You, Meals","Appetizers & Sides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170002","2018","7 Eleven Fruit Harvest Blend","7 Eleven","1","Fruit Harvest Blend","Fruit Harvest Blend w/ Red Apples, Green Apples, Strawberries & Grapes, Snacks, Fresh Snacks, Late Night, Better For You, Meals","Appetizers & Sides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170028","2018","7 Eleven Fruit Juice Cocktail","7 Eleven","1","Fruit Juice Cocktail","Fruit Juice Cocktail, 7-Select Beverages, Late Night, Start My Day, Thirsty,; Choice of: Mango, Watermelon or Fruit Punch","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170064","2018","7 Eleven Fudge Brownie","7 Eleven","1","Fudge Brownie","Fudge Brownie, Bakery, Start My Day, Snacks","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"90008","2018","7 Eleven Garden Side Salad","7 Eleven","1","Garden Side Salad","Garden Side Salad w/ Ranch Dressing, Romaine Lettuce, Grape Tomatoes, Cabbage & Carrots, Salads, Meals, Better For You","Salads",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170021","2018","7 Eleven Gatorade","7 Eleven","1","Gatorade","Gatorade, 28 oz, Buy 1 Get 1 Free, Thirsty, Deals","Beverages","28",,"oz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170015","2018","7 Eleven Glazed Donut","7 Eleven","1","Glazed Donut","Glazed Donut, Bakery, Start My Day, Snacks","Baked Goods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170054","2018","7 Eleven Go!Yum Brownie Bites","7 Eleven","1","Go!Yum Brownie Bites","Go!Yum Brownie Bites, also called Brownie, 7-Select Snacks, Snacks, Late Night","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170057","2018","7 Eleven Go!Yum Candy Bars","7 Eleven","1","Go!Yum Candy Bars","Go!Yum Candy Bars, 7-Select Snacks, Snacks, Late Night; Choice of: Dark Chocolate Sea Salt, Milk Chocolate Caramel Filled or Milk Chocolate Smores","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170056","2018","7 Eleven Go!Yum Cookie Topped Cakes","7 Eleven","1","Go!Yum Cookie Topped Cakes","Go!Yum Cookie Topped Cakes, 7-Select Snacks, Snacks, Late Night; Choice of: Carrot or Chocolate","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170053","2018","7 Eleven Go!Yum Dessert Cookies","7 Eleven","1","Go!Yum Dessert Cookies","Go!Yum Dessert Cookies, 7-Select Snacks, Snacks, Late Night; Choice of: Carrot Cake, Chocolate Souffle or Creme Brulee","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170058","2018","7 Eleven Go!Yum Graham Cracker Cookies","7 Eleven","1","Go!Yum Graham Cracker Cookies","Go!Yum Graham Cracker Cookies, 7-Select Snacks, Snacks, Late Night; Choice of: Salted Chocolate Caramel, Peanut Butter or Toasted Smores","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170055","2018","7 Eleven Go!Yum Mini Cookie Cups","7 Eleven","1","Go!Yum Mini Cookie Cups","Go!Yum Mini Cookie Cups, 7-Select Snacks, Snacks, Late Night; Choice of: Chocolate Chip or Triple Chocolate","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170098","2018","7 Eleven Grilled Chicken Sandwich","7 Eleven","1","Grilled Chicken Sandwich","Grilled Chicken Sandwich w/ Chicken Breast, Herbs, Spices & BBQ Honey Mustard Sauce, Sandwiches, Chicken, Meals","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170068","2018","7 Eleven Grill Items, 3 for $3, Mix n Match","7 Eleven","1","Grill Items, 3 for $3, Mix n Match","Grill Items, 3 for $3, Mix n Match, At Participating Locations, Hot Snacks, Snacks, Late Night, Deals, Meals","Entrees",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","0"
"170059","2018","7 Eleven Gummi Bears","7 Eleven","1","Gummi Bears","Gummi Bears, 7-Select Snacks, Snacks, Late Night","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170061","2018","7 Eleven Haagen-Dazs","7 Eleven","1","Haagen-Dazs","Haagen-Dazs, 2 for $7, Late Night","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170045","2018","7 Eleven Hazelnut Coffee","7 Eleven","1","Hazelnut Coffee","Hazelnut Coffee, Coffee, Thirsty, Start My Day","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170042","2018","7 Eleven Hersheys Gold Cappuccino","7 Eleven","1","Hersheys Gold Cappuccino","Hersheys Gold Cappuccino, Coffee, Thirsty, Start My Day","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170113","2018","7 Eleven Homestyle Turkey Chili","7 Eleven","1","Homestyle Turkey Chili","Homestyle Turkey Chili w/ Ground Turkey, Black Beans, Tomatoes, Red Bell Peppers, Onions, Celery & Ancho Chile Pepper Puree, Limited Time, Locally Made Meals, Meals","Soup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","0"
"35042","2018","7 Eleven Hot Chocolate","7 Eleven","1","Hot Chocolate","Hot Chocolate, Thirsty","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170092","2018","7 Eleven Hot Pockets","7 Eleven","1","Hot Pockets","Hot Pockets, 2 for $4, Snacks, Hot Snacks, Late Night, Deals, Meals","Sandwiches",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"150035","2018","7 Eleven Ice Cream","7 Eleven","1","Ice Cream","Ice Cream, 7-Select Snacks, Late Night, Snacks; Choice of: Sea Salt Butter Caramel Pecan, Chocolate Covered Strawberry, Banana Cream, Double Cookie Dough, Fudge Marshmallow, Sea Salt Caramel Truffle, Oh Thank Heaven For Chocolate, Toasted Smores & Vanilla Bean","Desserts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0"
"170024","2018","7 Eleven Iced Cappuccino","7 Eleven","1","Iced Cappuccino","Iced Cappuccino, 2 for $3.50, At Participating Locations, 7-Select Beverages, Coffee, Start My Day, Late Night, Thirsty; Choice of: Coffee, Mocha, Vanilla or Caramel","Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","0"
